dates,satname,nzd0106-0000,nzd0106-0001,nzd0106-0002,nzd0106-0003,nzd0106-0004,nzd0106-0005,nzd0106-0006,nzd0106-0007,nzd0106-0008,nzd0106-0009,nzd0106-0010,nzd0106-0011,nzd0106-0012,nzd0106-0013,nzd0106-0014,nzd0106-0015,nzd0106-0016,nzd0106-0017,nzd0106-0018,nzd0106-0019,nzd0106-0020,nzd0106-0021,nzd0106-0022,nzd0106-0023,nzd0106-0024,nzd0106-0025,nzd0106-0026,nzd0106-0027,nzd0106-0028,nzd0106-0029,nzd0106-0030,nzd0106-0031,nzd0106-0032,nzd0106-0033,nzd0106-0034,nzd0106-0035,nzd0106-0036,nzd0106-0037,nzd0106-0038,nzd0106-0039,nzd0106-0040,nzd0106-0041,nzd0106-0042,nzd0106-0043,nzd0106-0044,nzd0106-0045,nzd0106-0046,nzd0106-0047,nzd0106-0048,nzd0106-0049,nzd0106-0050,nzd0106-0051,nzd0106-0052,nzd0106-0053,nzd0106-0054,nzd0106-0055,nzd0106-0056,nzd0106-0057,nzd0106-0058,nzd0106-0059,nzd0106-0060,nzd0106-0061,nzd0106-0062,nzd0106-0063,nzd0106-0064,nzd0106-0065,nzd0106-0066,nzd0106-0067,nzd0106-0068,nzd0106-0069,nzd0106-0070,nzd0106-0071,nzd0106-0072,nzd0106-0073,nzd0106-0074,nzd0106-0075,nzd0106-0076,nzd0106-0077,nzd0106-0078,nzd0106-0079,nzd0106-0080,nzd0106-0081,nzd0106-0082,nzd0106-0083,nzd0106-0084,nzd0106-0085,nzd0106-0086,nzd0106-0087,nzd0106-0088,nzd0106-0089,nzd0106-0090,nzd0106-0091,nzd0106-0092,nzd0106-0093,nzd0106-0094,nzd0106-0095,nzd0106-0096,nzd0106-0097,nzd0106-0098,nzd0106-0099,nzd0106-0100,nzd0106-0101,nzd0106-0102,nzd0106-0103,nzd0106-0104,nzd0106-0105,nzd0106-0106,nzd0106-0107,nzd0106-0108,nzd0106-0109,nzd0106-0110,nzd0106-0111,nzd0106-0112,nzd0106-0113,nzd0106-0114,nzd0106-0115,nzd0106-0116,nzd0106-0117,nzd0106-0118,nzd0106-0119,nzd0106-0120,nzd0106-0121,nzd0106-0122,nzd0106-0123,nzd0106-0124,nzd0106-0125
2004-11-11 22:00:45+00:00,L7,,369.82,360.26,344.63,363.57,366.40,357.86,349.06,337.65,341.73,342.01,,,,347.68,355.24,354.91,359.87,358.26,356.21,358.69,352.40,353.08,352.38,,,349.22,351.05,356.45,355.85,359.39,364.11,363.81,364.75,366.23,361.96,,,,360.24,359.86,361.35,361.65,361.76,367.27,370.71,369.07,373.99,373.24,,,369.27,367.78,367.83,366.48,360.09,363.70,360.46,360.77,355.74,357.70,357.92,,,359.14,361.11,363.53,367.40,366.01,369.28,370.09,368.60,371.64,374.85,373.20,,,,356.75,360.18,366.25,366.29,363.97,362.90,368.90,372.77,372.63,371.50,,,,358.40,361.29,367.15,369.57,371.25,366.18,364.38,363.44,362.66,360.02,363.85,,,,381.81,376.30,377.96,375.10,372.78,366.83,365.48,367.04,370.66,371.19,370.21,366.51,,,,364.86,364.94,363.90,362.82,362.55,359.36
2005-02-23 21:58:31+00:00,L5,,355.40,345.47,372.71,371.50,368.83,366.74,364.98,350.36,341.96,343.23,347.72,346.49,353.95,352.24,358.48,367.28,362.71,367.97,365.18,363.17,357.99,355.78,353.94,354.12,355.83,356.30,365.35,368.17,365.69,368.48,371.39,370.95,374.17,371.08,372.19,369.34,366.71,362.88,366.50,372.97,370.70,374.13,375.44,378.91,383.32,378.88,379.24,381.58,380.21,374.86,376.35,379.89,376.60,372.88,373.99,369.55,372.82,370.47,363.31,362.73,361.35,354.66,360.41,360.49,372.47,373.34,378.43,380.49,379.84,384.32,378.94,377.27,380.41,382.84,373.90,372.33,367.00,367.12,367.75,368.86,371.16,370.40,371.66,376.80,380.97,380.98,381.30,374.63,368.64,369.51,372.01,377.51,384.29,387.77,384.52,384.61,379.76,378.01,377.23,372.72,373.25,379.76,381.12,381.47,389.08,391.52,388.36,387.25,389.26,385.20,381.13,379.04,379.37,380.82,377.46,372.43,375.04,371.81,371.50,378.02,378.58,379.40,376.38,385.70,379.48
2005-03-03 22:01:30+00:00,L7,,,,,,,379.41,369.98,367.90,358.72,359.31,359.99,354.88,364.46,,,,371.87,371.30,370.02,367.73,365.84,368.45,360.74,364.10,370.58,369.72,,,371.37,371.88,372.02,379.31,378.25,380.65,381.16,376.68,379.75,380.56,,,,383.64,378.25,389.63,386.14,391.67,389.63,394.93,389.64,387.63,385.76,,,378.04,380.06,374.19,379.10,374.78,378.81,374.61,374.52,370.05,373.68,379.57,,,385.12,382.52,383.53,387.77,389.30,387.81,385.78,389.71,388.12,378.99,379.81,,,,377.04,377.46,375.14,385.37,388.95,390.05,389.58,381.11,381.84,379.57,374.14,,,392.85,387.03,387.67,383.65,379.15,381.96,381.92,381.68,384.88,389.58,390.54,390.30,,,,393.29,388.43,384.38,382.70,386.13,389.39,384.62,381.68,384.17,383.04,380.74,,,,389.97,388.43,382.53
2005-03-11 21:58:44+00:00,L5,,347.03,319.79,364.44,355.00,354.63,358.28,356.28,346.37,340.67,338.52,341.79,338.89,342.58,344.48,345.25,352.67,355.89,356.34,358.90,354.12,347.35,350.77,346.53,349.38,347.81,348.86,353.42,353.09,353.26,361.19,361.06,362.82,356.45,361.45,361.84,364.17,359.18,358.58,363.72,362.37,359.06,362.55,364.87,370.00,372.16,372.54,371.49,373.25,372.38,368.50,367.09,369.63,365.05,363.69,361.27,358.90,361.37,358.60,357.23,357.48,353.43,349.14,356.98,355.49,359.97,360.94,365.13,365.48,366.41,,,,,,,368.07,361.10,353.83,351.37,351.65,339.08,,339.17,360.51,370.06,373.91,366.74,367.30,364.27,359.70,361.68,361.42,369.79,377.45,,,,,,,,,,,,,,,,,,,,,,,,,,365.89,365.07,367.88,369.15,378.64,370.41
2005-05-30 21:59:15+00:00,L5,,,,,,,,370.05,363.73,356.62,361.68,369.43,373.13,383.54,380.94,392.56,391.63,391.30,396.35,387.51,385.03,380.52,379.60,378.59,382.23,387.18,389.23,392.57,388.81,388.85,395.92,397.53,396.85,390.92,391.85,391.42,392.81,393.76,392.39,393.15,397.90,395.68,398.03,400.44,402.78,407.09,402.23,405.75,400.51,405.24,407.43,407.89,406.17,404.90,400.82,399.47,395.92,391.19,391.31,388.79,386.98,385.55,383.72,394.53,393.15,395.39,400.23,403.45,402.11,395.62,397.91,399.14,397.84,399.50,399.63,400.19,401.98,398.75,395.32,389.25,394.13,397.45,397.48,399.89,397.69,402.77,402.02,401.01,394.30,401.36,399.17,398.06,399.25,403.24,407.93,409.71,399.33,400.73,397.33,398.92,396.00,393.61,393.03,402.97,405.87,410.30,411.33,405.12,404.47,406.07,401.34,394.95,393.50,390.88,395.05,392.44,386.36,391.42,395.28,396.59,397.35,392.01,388.21,,,
2005-07-09 22:01:14+00:00,L7,,,,,,,,,,,333.62,340.69,347.39,353.55,350.42,359.72,355.73,354.46,362.48,,,355.98,353.02,352.34,351.26,351.75,353.79,359.65,351.84,359.15,360.25,,,369.99,371.29,369.02,367.82,365.64,360.63,358.65,366.90,364.11,364.12,373.46,,,373.39,371.00,374.16,376.06,370.00,369.56,,,,346.73,340.48,,,353.18,,,,338.06,341.76,345.48,355.13,365.18,368.01,369.82,,,366.18,368.93,370.28,367.36,368.13,362.77,356.99,357.63,352.35,358.75,359.38,,,380.81,366.77,366.70,367.58,357.41,359.81,362.88,369.28,373.94,374.26,372.40,370.12,,,382.88,367.39,369.61,373.03,377.60,381.88,383.17,382.18,375.87,376.11,380.75,378.22,,,,377.29,375.38,366.04,366.35,371.68,370.52,370.80,368.89,369.80,365.77,368.79,
2005-07-17 21:59:35+00:00,L5,,,,,,,,,,,,,,368.67,367.87,380.71,391.86,387.26,395.27,384.47,386.61,386.93,372.26,371.95,370.80,369.18,372.21,380.42,385.17,390.31,397.87,391.56,396.42,399.01,393.59,389.78,388.14,376.79,378.88,379.45,386.68,394.48,395.78,401.84,403.46,401.07,399.18,387.32,393.57,389.38,384.79,394.90,384.93,396.23,394.98,395.75,394.30,396.28,391.85,386.03,377.64,371.48,369.71,367.90,370.00,376.18,397.46,396.75,397.28,395.59,393.74,405.50,397.37,392.40,391.65,403.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.73,393.46,389.68,403.45,416.44,403.18,400.62,399.69,397.80,394.07,397.84,386.65,383.70,387.28,376.32,379.58,380.98,,,,,,
2005-10-05 21:59:53+00:00,L5,,,,,,,,,,,,,,,,,360.32,364.67,365.63,363.72,360.11,361.96,354.44,354.49,358.11,357.85,362.17,356.13,365.01,361.56,365.68,,,,,,,369.56,369.51,369.61,368.33,369.37,371.14,372.28,374.07,375.38,376.45,379.39,376.75,377.19,377.51,375.84,371.65,374.99,371.80,373.40,370.74,372.37,369.68,372.41,366.58,362.96,364.06,361.76,360.29,365.06,365.64,373.38,368.07,369.76,375.99,374.52,373.57,373.12,372.29,372.70,371.90,365.46,358.71,359.98,362.35,366.78,365.76,364.90,369.03,376.31,377.09,372.20,366.99,367.06,365.34,362.03,364.39,368.54,374.87,373.92,367.68,370.56,376.10,371.78,371.62,370.40,373.70,381.01,383.31,380.85,384.48,382.44,379.50,379.54,376.90,372.52,373.98,373.49,375.53,374.40,368.41,375.60,375.64,368.17,368.80,371.73,365.28,367.26,376.40,370.98
2005-10-13 22:00:54+00:00,L7,,,,,,,,363.31,346.18,354.18,363.90,368.15,368.48,380.43,,,375.99,375.49,385.80,376.23,372.66,378.85,376.88,380.40,379.41,384.62,,,378.46,386.23,379.06,382.52,389.31,388.31,391.82,389.34,384.67,388.14,,,,386.36,,,,,,,,,,,,,,,,,,,387.85,399.84,391.48,382.09,,,388.35,388.75,390.95,390.05,390.99,399.88,393.16,396.02,393.92,398.39,393.61,,,,376.50,383.11,383.32,388.13,384.35,387.22,401.34,395.13,382.98,384.69,381.02,,,,,,,,,,,,,,,,,,,,392.02,387.13,388.33,384.56,392.72,391.47,379.57,381.93,379.90,,,,,,,
2006-02-18 22:01:53+00:00,L7,,350.03,339.58,352.65,,,,331.77,326.42,320.03,325.18,327.38,334.77,334.02,336.95,338.92,339.29,,,346.86,334.74,344.97,336.07,337.38,341.81,333.91,342.60,343.73,345.23,,,354.05,350.74,353.85,352.48,350.37,353.09,353.46,351.49,350.17,347.56,354.87,,,360.97,357.57,358.55,356.43,357.27,356.60,359.15,354.90,357.06,353.04,355.28,,,347.18,342.92,345.72,340.78,342.95,341.59,342.89,348.25,347.78,355.11,,,,351.38,354.18,356.38,354.00,354.24,356.44,352.06,347.20,343.31,345.58,351.71,,,351.52,355.08,357.96,358.75,358.97,350.64,356.93,354.21,351.54,354.99,357.73,,,,354.67,358.40,360.61,353.36,356.55,359.49,362.17,362.65,362.96,366.98,364.44,364.77,,,,354.50,353.44,356.66,354.03,349.97,351.49,354.98,355.77,353.44,346.85,347.09,,,
2006-05-09 22:01:52+00:00,L7,379.11,380.25,335.11,362.67,353.59,354.95,,,355.48,350.55,350.17,347.28,352.42,358.21,361.09,361.99,365.37,369.32,,,372.66,362.15,363.39,358.69,356.88,364.79,363.72,358.55,365.30,368.04,371.15,,,370.26,370.93,374.34,370.82,367.02,366.84,371.07,,364.64,373.09,,,,370.92,377.04,374.07,375.23,371.90,371.31,,,,363.85,,,,354.83,358.05,353.87,349.88,351.94,349.50,357.96,361.87,368.90,369.96,,,359.78,367.29,368.12,368.02,366.05,365.03,365.07,357.10,358.13,359.92,362.56,362.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-17 22:03:57+00:00,L5,385.14,372.85,336.05,359.52,357.17,357.46,365.59,362.30,366.70,356.95,355.11,355.57,352.77,361.34,352.02,358.11,364.04,363.98,374.72,369.47,370.30,363.14,364.42,362.05,365.40,365.39,360.44,365.54,364.43,368.42,374.64,376.86,374.13,378.94,380.06,378.74,377.17,370.90,366.71,371.09,372.46,368.46,375.02,378.76,382.74,385.52,382.65,383.27,381.45,382.86,379.43,376.99,375.85,373.84,372.55,373.84,374.27,373.82,370.14,371.12,370.40,366.36,362.88,364.92,360.45,372.52,372.62,381.52,389.08,381.18,381.02,382.16,383.74,382.25,381.64,379.85,381.10,374.49,372.78,372.26,374.97,379.82,378.15,377.95,383.01,384.89,388.31,381.90,386.08,381.90,372.71,376.20,377.60,384.01,387.22,390.54,381.12,387.10,378.92,373.48,375.62,380.05,388.44,390.02,383.95,389.66,390.24,388.87,385.94,388.87,387.10,382.59,383.30,380.79,383.32,386.44,385.42,382.15,378.62,371.14,371.57,379.96,374.79,386.65,389.16,387.13
2006-06-10 22:01:49+00:00,L7,,,,,,,,,362.21,350.24,356.16,360.24,367.77,365.40,366.06,366.95,369.95,,,373.26,366.57,367.59,362.18,370.07,371.29,374.32,376.31,371.60,372.53,371.82,,,372.05,375.63,376.20,378.30,376.12,380.95,383.64,378.86,375.97,384.58,,,,382.15,379.45,383.23,383.05,387.36,384.85,382.68,,,,,,375.83,368.68,378.17,378.97,371.99,368.03,366.67,365.97,374.41,378.53,381.77,,,385.97,380.66,383.19,381.91,381.93,382.14,388.06,386.24,374.48,378.75,383.59,,,,381.48,382.76,385.02,382.89,379.55,382.26,382.93,385.07,380.14,380.48,386.83,,,,374.11,377.34,373.31,373.47,380.92,382.02,389.06,386.59,387.45,384.93,387.49,,,,381.83,387.19,386.84,381.57,372.31,371.46,380.51,377.49,377.68,383.01,377.80,387.86,,
2006-06-26 22:01:44+00:00,L7,388.81,373.65,331.57,340.80,358.92,355.12,353.87,354.55,,,339.21,341.04,349.98,353.51,355.79,355.58,357.38,359.53,365.64,360.79,,,,352.60,352.81,351.54,354.88,357.11,355.67,363.83,365.09,368.00,367.97,,,369.22,368.96,366.92,363.65,367.08,368.35,366.64,364.61,373.91,373.38,375.11,,,374.13,377.55,372.33,365.97,,,,364.51,364.80,365.25,,,,357.15,356.31,357.77,357.16,361.04,367.90,374.75,369.59,370.82,367.39,,,,366.72,372.56,373.40,366.72,363.36,366.07,372.81,376.64,375.81,370.54,371.87,,,373.96,375.77,371.55,367.84,369.12,372.58,376.44,377.35,374.15,371.16,369.82,371.59,,,372.93,373.30,377.73,380.43,380.48,378.00,376.08,381.94,381.65,376.94,375.54,375.70,,,,367.10,367.40,368.62,366.23,369.12,368.18,374.07,378.58,383.06,366.39
2006-07-28 22:01:30+00:00,L7,382.41,356.78,324.32,341.07,358.80,358.12,356.80,,342.56,340.82,335.05,338.62,348.15,351.79,356.72,350.32,355.18,358.18,360.29,,,354.56,353.11,352.56,351.79,350.16,351.94,356.82,357.23,357.81,360.96,,,365.80,364.11,368.41,367.91,361.99,360.82,359.14,365.08,361.14,363.90,367.51,,,368.60,374.51,372.66,368.77,370.50,372.42,369.74,,,362.30,365.07,,,364.68,362.22,358.33,353.18,358.45,358.19,364.91,363.75,373.31,368.17,373.92,,,373.28,371.69,367.46,371.99,372.35,369.23,363.44,365.13,368.82,369.35,369.05,,,,372.88,371.85,372.68,368.84,360.86,365.59,369.21,370.03,372.80,373.99,369.67,,,,367.51,370.39,371.68,374.41,379.68,380.30,379.46,376.28,375.34,371.95,374.14,,,,377.96,368.72,361.48,364.13,370.02,362.42,369.07,366.01,368.28,,,
2006-10-16 22:01:19+00:00,L7,569.04,464.43,462.42,362.80,392.19,388.78,387.01,371.52,357.50,,,350.92,357.54,366.10,364.29,370.07,375.61,380.98,380.33,379.29,380.20,,,364.41,365.24,376.26,373.77,374.57,376.25,378.04,381.10,380.63,382.00,385.28,,,382.52,374.85,377.52,377.73,375.80,380.00,385.20,383.95,390.23,388.96,382.64,,,387.67,392.13,387.94,387.79,385.21,385.07,380.80,371.95,381.46,371.77,,,,370.18,372.96,377.58,377.51,378.38,384.40,387.15,379.84,384.56,390.25,,,,392.72,390.11,383.90,383.07,378.65,381.11,389.23,395.80,394.36,387.20,391.20,,,,392.09,384.37,379.55,376.65,383.62,395.06,389.37,387.24,387.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-11 22:06:28+00:00,L5,,,,,,,,,218.33,225.78,224.00,220.58,223.98,245.82,247.93,248.28,248.59,253.47,253.29,250.40,241.55,237.00,240.60,238.57,246.72,242.91,250.19,261.05,255.44,251.88,256.82,260.88,262.91,256.93,252.18,252.06,253.79,245.20,248.89,246.95,263.73,265.93,263.46,265.64,269.48,269.12,274.26,263.47,260.65,259.61,260.14,258.72,254.18,253.22,272.34,265.16,263.78,264.21,257.38,258.88,257.45,242.81,244.60,245.44,252.86,247.99,250.07,259.09,277.05,272.79,270.87,272.56,275.54,277.25,275.02,267.18,257.90,254.54,258.65,257.25,263.57,265.70,272.59,287.36,287.47,280.80,282.92,279.94,276.89,273.42,264.12,257.40,256.56,266.59,265.74,265.38,263.17,272.88,277.09,279.97,273.26,275.02,282.46,283.52,285.77,289.93,287.47,281.13,281.60,276.00,269.27,264.90,262.72,277.61,275.93,273.33,267.26,269.69,270.06,268.87,264.41,266.73,,,,
2007-01-05 22:00:28+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-02-06 22:00:36+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-12 22:02:11+00:00,L7,,,,,,,,373.98,371.52,363.20,365.06,357.49,370.49,379.59,379.62,377.01,384.70,,,375.79,382.08,371.28,375.67,380.33,381.68,389.13,382.11,387.55,386.24,,,382.53,387.89,389.02,384.60,385.82,383.10,392.15,391.68,386.38,391.98,,,387.29,394.43,390.16,397.01,390.77,388.28,398.38,401.37,390.78,399.17,394.81,,,,379.98,385.29,387.75,374.78,386.55,381.91,385.40,386.08,387.07,392.25,,,381.67,387.01,390.35,395.14,393.51,396.05,400.87,397.30,390.02,390.95,391.97,,,387.81,389.48,390.53,393.23,393.28,395.11,398.54,393.59,,,382.66,,,,392.42,380.37,383.45,383.77,384.47,385.45,391.13,386.77,385.04,385.81,385.18,,,,393.51,,,,,,,,392.37,391.48,393.99,,,,,
2007-05-28 22:02:04+00:00,L7,,,,,,,395.25,393.06,383.20,382.16,378.49,,,379.96,372.74,382.71,383.32,380.61,402.13,399.40,394.82,394.84,391.86,,,385.71,381.35,382.48,386.91,378.63,397.98,396.68,395.69,400.04,394.14,,,392.85,392.94,383.62,391.18,387.35,387.71,400.95,402.04,407.08,407.36,398.84,,,394.63,388.18,396.46,,,395.62,393.65,390.10,398.76,401.04,,,,372.20,381.38,379.66,380.06,389.50,396.73,387.88,389.70,394.57,398.89,,,399.43,390.91,386.45,390.52,386.44,385.30,391.04,398.94,403.21,397.07,398.62,403.21,,,386.28,389.65,384.09,382.51,387.12,399.38,404.67,399.34,394.21,394.94,401.26,,,,390.53,391.95,395.56,396.08,396.02,399.60,403.20,400.77,396.72,389.78,396.08,,,,387.40,389.14,393.95,394.75,392.05,393.85,406.13,406.85,402.57
2007-08-16 22:01:50+00:00,L7,,,,,,,,,,,319.90,,,,,,,,,,,,,,,,,,296.05,,334.08,,,339.15,339.68,337.77,335.63,331.62,330.58,332.13,333.60,332.18,339.93,,,341.97,341.78,344.06,342.17,346.78,339.08,343.79,341.41,342.51,337.65,339.00,,,326.47,327.34,326.02,322.94,321.68,328.40,331.29,333.97,338.16,346.23,,,,347.41,347.04,343.66,345.03,342.19,342.73,338.93,334.20,338.21,337.76,,,,343.43,343.93,342.91,338.40,335.64,339.54,340.33,341.19,343.97,349.78,352.33,,,,,,,,,,,,,,,,,,,329.65,,,,,,,,,,,,
2007-11-20 22:01:58+00:00,L7,391.07,266.07,197.05,381.38,370.07,365.95,365.10,360.30,355.97,353.78,349.23,346.52,,,,364.12,365.10,366.52,366.04,361.71,361.52,358.57,356.76,354.98,352.67,,,348.11,351.16,356.70,358.77,363.14,365.33,367.79,367.14,369.89,362.97,,,369.97,362.46,361.15,366.97,372.59,371.46,377.92,377.33,373.39,372.18,369.36,,,367.14,365.65,364.29,366.31,362.89,360.29,362.02,359.20,349.23,345.53,,,,358.68,362.59,371.09,371.66,369.24,368.34,369.26,371.90,376.61,370.22,,,,360.13,362.87,372.01,368.71,367.22,377.33,378.74,371.97,379.69,374.71,,,,370.84,370.80,373.60,378.38,370.42,369.50,371.54,372.02,372.78,382.99,376.27,,,,385.52,383.46,390.27,385.64,379.00,371.31,369.22,368.31,371.65,373.00,366.26,,,,374.50,372.47,365.99,365.98,370.47,369.97,371.20
2008-05-14 22:01:48+00:00,L7,589.93,446.54,435.92,438.79,,,370.10,364.03,360.49,358.47,361.90,360.50,357.57,369.05,373.53,375.08,,,380.80,404.38,389.33,370.41,375.61,366.48,375.68,364.98,375.09,379.72,,,381.08,378.87,380.97,385.34,380.64,375.28,380.40,377.07,366.23,381.26,,,,392.92,380.50,386.74,383.42,381.43,397.76,399.53,378.19,377.08,374.78,,,383.61,368.67,369.93,367.56,355.97,366.38,360.47,359.88,369.50,383.16,374.15,,,389.68,378.32,384.98,382.66,375.57,391.97,404.23,407.61,382.41,394.66,374.57,,,414.32,388.16,387.24,404.70,400.68,407.43,404.81,399.29,401.28,402.14,408.24,,,,397.87,391.41,391.22,394.97,387.04,400.17,389.26,389.29,411.78,406.88,409.46,,,,397.68,389.30,383.93,382.13,384.78,388.77,389.22,385.83,389.40,378.35,379.03,,,,389.59,388.12,376.18
2008-08-18 22:00:56+00:00,L7,,,,,,,,,,337.96,333.37,338.67,342.58,349.13,352.53,346.92,354.68,356.63,,,352.95,350.05,349.13,350.59,349.85,349.04,349.19,349.74,352.40,359.12,358.68,,,358.02,364.87,363.77,362.93,361.43,356.00,362.11,358.52,360.22,357.95,,,368.04,367.08,363.92,368.49,366.10,364.57,359.05,360.43,355.01,358.80,,,,350.26,346.23,340.24,345.22,344.29,350.21,354.90,358.16,362.38,367.88,,,364.08,362.40,365.55,365.50,368.34,364.30,365.11,356.18,355.69,354.83,358.99,,,,361.22,362.23,367.25,364.91,358.41,359.19,359.14,362.57,365.17,364.70,371.74,,,375.89,371.43,372.18,367.79,367.19,372.22,373.60,384.62,387.83,384.57,385.97,385.83,,,370.40,362.58,366.87,369.65,364.92,365.38,363.78,365.04,361.87,364.54,365.21,359.84,,,360.00
2009-01-25 22:01:34+00:00,L7,,,,,,,,,,,329.78,335.13,335.59,349.42,345.31,349.50,348.52,352.35,,,350.90,347.40,349.54,344.07,345.91,343.92,345.85,345.83,345.32,346.35,,,355.69,354.90,351.14,352.04,356.24,359.59,358.10,366.08,364.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.88,365.66,364.91,365.09,369.70,365.06,357.02,358.88,362.91,,,364.11,366.58,371.44,372.52,365.43,363.28,367.93,361.35,363.37,364.37,362.91,,,,368.59,366.27,364.69,363.79,364.09,364.44,372.25,374.26,375.01,377.09,376.04,371.09,,,365.68,357.08,361.84,359.70,356.72,355.56,356.87,,,,,,,,
2009-02-02 21:57:22+00:00,L5,428.50,437.11,410.94,385.82,368.92,367.53,358.73,351.87,349.28,350.09,351.54,349.07,352.99,362.12,360.18,360.71,365.69,367.25,367.26,363.18,361.73,363.16,362.74,360.47,359.97,365.71,363.27,368.53,364.20,367.34,369.54,370.91,374.64,370.54,372.79,372.67,374.92,377.16,380.14,377.21,378.04,380.40,382.17,383.46,383.64,385.85,385.59,382.19,388.24,387.42,385.11,382.06,373.64,375.72,376.26,375.47,374.02,371.61,371.01,366.08,364.29,361.19,364.03,374.62,380.91,380.40,384.98,387.24,388.90,386.06,383.99,385.53,383.52,379.44,380.24,374.34,376.55,369.94,361.89,366.08,367.99,372.92,370.87,373.47,377.90,382.97,387.75,380.82,376.11,377.09,373.93,370.50,373.73,377.38,385.84,382.81,374.38,376.10,374.38,376.31,375.29,376.71,377.94,383.08,385.32,386.05,387.62,383.82,389.40,389.13,381.30,375.68,372.96,373.79,376.09,375.04,371.59,372.32,374.88,377.98,381.83,378.48,379.50,379.83,377.17,368.69
2009-06-02 22:02:15+00:00,L7,,157.03,211.32,471.98,400.47,401.41,388.16,371.01,376.50,391.88,372.96,,,392.68,375.26,408.91,396.36,416.10,403.96,408.38,399.89,397.58,396.04,,,406.63,404.99,385.87,386.12,382.44,389.93,397.75,421.84,428.92,,,,,395.37,406.42,412.49,395.45,,,405.24,,410.84,422.58,,,,,410.22,,,387.64,378.71,374.01,369.85,367.32,379.68,,,407.32,393.53,384.58,394.51,414.76,398.20,408.85,394.28,404.57,398.05,390.97,,,419.98,388.04,399.74,,,,394.26,404.41,387.01,390.35,421.70,,,,414.91,424.77,425.09,429.87,418.80,417.72,419.22,434.46,421.56,429.51,423.42,,,,420.91,415.88,413.77,402.02,403.42,390.38,390.05,391.79,403.79,425.45,431.73,,,411.41,411.43,420.27,419.47,412.35,414.09,410.02,404.96,410.06
2009-06-18 22:02:13+00:00,L7,,,,,,,,,,,369.18,,,374.21,368.89,371.70,374.80,376.79,398.43,372.25,380.33,368.64,382.06,,,,380.97,381.11,383.14,375.70,390.57,402.22,380.60,386.38,384.07,380.04,,,384.14,382.49,380.56,395.26,385.89,,407.41,,410.63,387.23,,,,395.25,395.43,,,384.68,370.00,382.25,364.80,373.44,368.83,,,370.21,379.79,379.75,389.94,392.80,406.21,385.77,393.55,382.52,,434.95,,,,385.39,377.62,371.69,377.82,380.86,,418.05,418.85,382.20,397.67,,,,388.44,379.10,401.97,395.87,397.18,388.42,382.37,386.40,400.81,,405.54,,,,412.06,423.45,417.04,415.22,405.28,414.29,408.23,395.14,400.07,403.72,418.61,,,,389.25,405.96,,,,,,
2009-07-20 22:02:06+00:00,L7,,,,,,,,,355.46,354.23,357.29,359.08,358.42,367.08,368.90,369.62,,,373.04,368.99,369.64,364.09,367.48,369.26,366.45,376.23,375.42,364.83,,,371.15,372.86,370.09,376.55,376.15,375.06,376.32,384.81,378.69,381.34,380.18,,,376.02,381.64,383.19,375.35,381.80,383.59,388.31,380.27,384.56,380.84,,,377.58,367.05,369.33,361.50,362.59,362.66,362.75,368.14,370.85,369.57,371.65,,,375.90,378.06,380.55,377.28,381.69,384.01,384.76,384.67,381.05,384.81,375.47,,,383.91,381.69,379.44,379.79,372.52,376.94,382.24,378.73,379.25,372.00,375.17,,,,397.61,386.62,379.00,397.36,380.47,,413.54,416.62,422.31,418.33,412.62,,,,394.43,375.59,374.39,375.44,375.77,378.94,378.12,371.71,382.03,390.68,392.41,,,,,,
2009-08-05 22:02:01+00:00,L7,433.96,429.63,411.73,409.95,386.05,361.13,354.02,353.02,344.94,349.11,,,358.95,363.43,363.21,364.71,366.59,365.70,359.90,358.87,359.67,354.66,,,362.68,369.00,363.85,367.79,370.97,368.97,360.80,367.30,364.62,361.91,368.24,,,371.77,376.88,375.19,372.33,377.33,368.27,372.35,368.27,375.56,370.66,,,385.73,373.62,379.84,373.66,370.44,367.77,366.83,365.41,363.02,359.76,355.93,,,360.12,365.50,369.16,371.31,374.93,375.28,372.03,372.89,369.66,372.01,,,381.99,376.64,374.13,376.84,371.33,364.81,370.96,367.03,372.80,368.03,367.28,373.36,,,376.25,372.94,372.97,371.61,377.66,384.66,384.95,381.19,369.82,371.92,376.55,,,,400.95,400.90,397.37,395.67,388.84,386.55,377.32,370.79,369.76,368.11,364.13,366.67,,,375.70,373.32,378.51,383.59,382.34,376.60,374.61,376.14,369.49,354.83
