dates,nzd0106-0000,nzd0106-0001,nzd0106-0002,nzd0106-0003,nzd0106-0004,nzd0106-0005,nzd0106-0006,nzd0106-0007,nzd0106-0008,nzd0106-0009,nzd0106-0010,nzd0106-0011,nzd0106-0012,nzd0106-0013,nzd0106-0014,nzd0106-0015,nzd0106-0016,nzd0106-0017,nzd0106-0018,nzd0106-0019,nzd0106-0020,nzd0106-0021,nzd0106-0022,nzd0106-0023,nzd0106-0024,nzd0106-0025,nzd0106-0026,nzd0106-0027,nzd0106-0028,nzd0106-0029,nzd0106-0030,nzd0106-0031,nzd0106-0032,nzd0106-0033,nzd0106-0034,nzd0106-0035,nzd0106-0036,nzd0106-0037,nzd0106-0038,nzd0106-0039,nzd0106-0040,nzd0106-0041,nzd0106-0042,nzd0106-0043,nzd0106-0044,nzd0106-0045,nzd0106-0046,nzd0106-0047,nzd0106-0048,nzd0106-0049,nzd0106-0050,nzd0106-0051,nzd0106-0052,nzd0106-0053,nzd0106-0054,nzd0106-0055,nzd0106-0056,nzd0106-0057,nzd0106-0058,nzd0106-0059,nzd0106-0060,nzd0106-0061,nzd0106-0062,nzd0106-0063,nzd0106-0064,nzd0106-0065,nzd0106-0066,nzd0106-0067,nzd0106-0068,nzd0106-0069,nzd0106-0070,nzd0106-0071,nzd0106-0072,nzd0106-0073,nzd0106-0074,nzd0106-0075,nzd0106-0076,nzd0106-0077,nzd0106-0078,nzd0106-0079,nzd0106-0080,nzd0106-0081,nzd0106-0082,nzd0106-0083,nzd0106-0084,nzd0106-0085,nzd0106-0086,nzd0106-0087,nzd0106-0088,nzd0106-0089,nzd0106-0090,nzd0106-0091,nzd0106-0092,nzd0106-0093,nzd0106-0094,nzd0106-0095,nzd0106-0096,nzd0106-0097,nzd0106-0098,nzd0106-0099,nzd0106-0100,nzd0106-0101,nzd0106-0102,nzd0106-0103,nzd0106-0104,nzd0106-0105,nzd0106-0106,nzd0106-0107,nzd0106-0108,nzd0106-0109,nzd0106-0110,nzd0106-0111,nzd0106-0112,nzd0106-0113,nzd0106-0114,nzd0106-0115,nzd0106-0116,nzd0106-0117,nzd0106-0118,nzd0106-0119,nzd0106-0120,nzd0106-0121,nzd0106-0122,nzd0106-0123,nzd0106-0124,nzd0106-0125,satname
2004-11-11 22:00:45+00:00,,359.82,350.26,,357.42,361.40,353.42,344.62,333.21,337.73,338.20,,,,343.24,350.53,349.91,355.43,353.55,351.21,353.69,348.76,348.64,347.94,,,344.78,346.61,352.45,351.85,356.06,360.47,359.81,361.11,362.75,358.63,,,,356.76,356.78,357.35,358.01,358.43,363.63,366.27,363.36,370.35,369.60,,,365.63,363.34,363.83,362.48,356.76,359.26,357.13,357.44,352.26,354.06,354.84,,,355.50,356.67,359.53,364.07,362.93,364.84,365.65,364.96,368.78,371.21,369.20,,,,352.31,356.18,362.25,362.29,359.97,358.90,364.46,368.33,368.19,367.86,,,,354.40,357.29,363.15,365.93,367.92,362.54,360.38,359.44,358.66,356.02,360.21,,,,377.37,372.30,373.96,371.10,369.45,363.19,361.04,362.60,366.22,367.55,366.88,362.87,,,,360.86,360.50,359.90,359.49,358.55,356.50,L7
2005-02-23 21:58:31+00:00,,371.90,361.97,385.91,381.65,377.08,374.07,372.31,357.69,348.56,349.52,353.72,352.49,360.55,359.57,366.24,375.53,370.04,375.73,373.43,371.42,363.99,363.11,361.27,361.45,363.16,363.63,372.68,374.77,372.29,373.98,377.39,377.55,380.17,376.82,377.69,374.42,372.45,369.48,372.24,378.05,377.30,380.13,380.94,384.91,390.65,388.31,385.24,387.58,388.46,380.36,382.35,387.22,383.20,379.48,379.49,376.88,378.32,375.97,369.05,368.73,366.43,360.16,366.41,366.49,379.80,379.94,383.93,385.57,387.17,391.65,384.94,381.98,386.41,389.44,382.15,380.58,375.25,374.45,374.35,375.46,377.76,377.00,378.26,384.13,388.30,388.31,387.30,381.23,375.97,377.76,378.61,384.11,390.89,393.77,390.02,390.61,386.36,384.61,383.83,379.32,379.25,385.26,386.62,387.47,396.41,398.12,394.96,393.85,394.76,391.20,388.46,386.37,386.70,386.82,382.96,378.43,381.04,377.31,377.50,384.62,385.91,386.00,381.88,392.30,384.19,L5
2005-03-03 22:01:30+00:00,,,,,,,381.19,371.76,369.68,360.32,360.83,361.44,356.33,366.06,,,,373.65,373.18,372.02,369.73,367.29,370.23,362.52,365.88,372.36,371.50,,,372.97,373.21,373.47,380.91,379.70,382.04,382.49,377.91,381.14,382.16,,,,385.09,379.58,391.08,387.92,393.96,391.08,396.38,391.64,388.96,387.21,,,379.64,381.39,375.97,380.43,376.11,380.20,376.06,375.75,371.38,375.13,381.02,,,386.45,383.75,385.31,389.55,390.75,388.95,387.23,391.31,390.12,380.99,381.81,,,,378.64,379.06,376.74,387.15,390.73,391.83,391.03,382.71,383.62,381.57,375.74,,,394.30,388.36,389.12,385.25,380.75,383.56,383.52,383.13,386.21,390.91,391.99,392.08,,,,394.62,389.88,386.16,384.48,387.91,390.84,385.95,383.13,385.62,384.37,382.19,,,,391.30,390.03,383.67,L7
2005-03-11 21:58:44+00:00,,391.53,364.29,400.04,382.38,376.88,378.06,376.06,366.15,358.47,355.47,357.97,355.07,360.38,364.26,366.19,374.92,375.67,377.28,381.15,376.37,363.53,370.55,366.31,369.16,367.59,368.64,373.20,370.89,371.06,376.02,377.24,380.62,372.63,376.93,376.67,377.86,374.66,376.38,379.20,376.06,376.86,378.73,379.70,386.18,391.94,397.97,387.67,389.43,394.63,383.33,383.27,389.41,382.85,381.49,376.10,378.68,376.20,373.43,372.71,373.66,367.12,363.97,373.16,371.67,379.75,378.74,379.96,379.17,386.19,,,,,,,390.32,383.35,373.61,369.17,369.45,356.88,,356.97,380.29,389.84,393.69,382.92,385.10,384.05,381.95,379.48,379.22,387.59,393.63,,,,,,,,,,,,,,,,,,,,,,,,,,383.69,384.85,385.68,383.98,396.44,383.12,L5
2005-05-30 21:59:15+00:00,,,,,,,,364.94,358.62,352.02,357.30,365.25,368.95,378.94,375.83,387.15,385.88,386.19,390.94,381.76,379.28,376.34,374.49,373.48,377.12,382.07,384.12,387.46,384.21,384.25,392.09,393.35,392.25,386.74,387.85,387.59,389.27,389.76,387.79,389.15,394.36,391.08,393.85,396.61,398.60,401.98,395.66,401.57,396.33,399.49,403.60,403.71,401.06,400.30,396.22,395.64,390.81,387.36,387.48,384.79,382.80,382.01,379.89,390.35,388.97,390.28,395.63,399.62,398.57,390.51,392.80,394.96,394.55,395.32,395.03,394.44,396.23,393.00,390.21,384.65,389.53,392.85,392.88,395.29,392.58,397.66,396.91,396.83,389.70,396.25,393.42,393.46,394.65,398.64,403.75,405.88,395.15,396.13,392.73,394.32,391.40,389.43,389.20,399.14,401.69,405.19,406.73,400.52,399.87,402.24,397.16,389.84,388.39,385.77,390.87,388.61,382.18,387.24,391.45,392.41,392.75,386.90,383.61,,,,L5
2005-07-09 22:01:14+00:00,,,,,,,,,,,345.43,351.96,358.66,365.95,364.20,374.31,371.23,368.24,377.07,,,367.25,366.80,366.12,365.04,365.53,367.57,373.43,364.24,371.55,370.58,,,381.26,382.07,379.35,377.36,376.42,373.03,369.43,376.44,376.51,375.39,383.79,,,391.10,382.27,385.43,391.56,380.33,380.83,,,,357.06,354.26,,,363.96,,,,349.33,353.03,359.26,367.53,375.51,377.55,383.60,,,375.04,380.20,382.68,382.86,383.63,378.27,370.77,370.03,364.75,371.15,371.78,,,394.59,380.55,377.97,379.98,371.19,375.31,375.28,381.68,386.34,385.53,382.73,381.39,,,395.28,379.79,380.88,383.36,387.93,393.15,396.95,394.58,388.27,388.51,391.08,389.49,,,,388.56,385.71,377.31,377.62,382.01,381.79,383.20,382.67,382.20,376.10,381.19,,L7
2005-07-17 21:59:35+00:00,,,,,,,,,,,,,,351.07,348.31,360.00,369.86,367.70,374.56,362.47,364.61,370.93,352.70,352.39,351.24,349.62,352.65,360.86,367.57,372.71,383.20,375.56,378.82,383.01,378.29,375.11,374.60,361.49,361.28,364.15,373.14,376.88,379.78,387.17,387.46,381.51,374.04,371.32,377.57,367.38,370.12,378.90,365.37,378.63,377.38,381.08,374.74,381.61,377.18,370.73,361.64,357.94,355.04,351.90,354.00,356.62,379.86,382.08,383.74,376.03,374.18,389.50,384.80,376.40,374.05,381.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.06,377.46,370.12,385.85,398.84,385.58,385.95,383.69,378.24,374.51,378.28,370.65,369.03,371.28,360.32,364.91,364.98,,,,,,,L5
2005-10-05 21:59:53+00:00,,,,,,,,,,,,,,,,,379.07,381.34,383.28,382.47,378.86,375.60,371.11,371.16,374.78,374.52,378.84,372.80,380.01,376.56,378.18,,,,,,,382.60,384.51,382.65,379.87,384.37,384.78,384.78,387.71,392.05,397.88,393.03,390.39,395.94,390.01,389.48,388.32,389.99,386.80,385.90,387.41,384.87,382.18,385.45,380.22,374.50,376.56,375.40,373.93,381.73,380.64,385.88,379.61,386.43,392.66,388.16,384.28,386.76,387.29,391.45,390.65,384.21,375.38,374.98,377.35,381.78,380.76,379.90,385.70,392.98,393.76,385.84,381.99,383.73,384.09,377.03,379.39,383.54,388.51,386.42,381.32,385.56,391.10,386.78,386.62,384.04,386.20,393.51,396.95,397.52,399.48,397.44,394.50,392.04,390.54,389.19,390.65,390.16,389.17,386.90,382.05,389.24,388.14,381.81,383.80,388.40,380.28,379.76,391.40,381.69,L5
2005-10-13 22:00:54+00:00,,,,,,,,343.98,326.85,336.78,347.33,352.33,352.66,363.03,,,354.24,356.16,365.33,354.48,350.91,363.03,357.55,361.07,360.08,365.29,,,361.06,368.83,364.56,366.70,371.91,372.49,376.69,374.84,371.29,373.01,,,,368.96,,,,,,,,,,,,,,,,,,,372.03,386.46,376.98,366.27,,,370.95,374.25,377.57,370.72,371.66,384.06,380.73,380.20,376.52,376.64,371.86,,,,359.10,365.71,365.92,370.73,365.02,367.89,382.01,379.31,365.58,365.36,359.27,,,,,,,,,,,,,,,,,,,,376.20,367.80,369.00,365.23,376.90,376.97,363.75,366.11,365.40,,,,,,,,L7
2006-02-18 22:01:53+00:00,,384.03,373.58,379.85,,,,346.88,341.53,333.63,338.13,339.74,347.13,347.62,352.06,354.92,356.29,,,363.86,351.74,357.33,351.18,352.49,356.92,349.02,357.71,358.84,358.83,,,366.41,364.34,366.21,364.31,361.70,363.55,365.29,365.09,362.00,358.02,368.47,,,373.33,372.68,377.98,368.79,369.63,373.60,370.48,367.26,372.17,366.64,368.88,,,358.51,354.25,357.55,353.14,353.41,352.92,355.25,360.61,362.89,368.71,,,,366.49,366.54,366.09,366.36,367.84,373.44,369.06,364.20,358.42,359.18,365.31,,,365.12,370.19,373.07,373.86,371.33,364.24,372.04,371.21,365.14,368.59,371.33,,,,368.27,372.00,374.21,366.96,368.91,370.82,373.50,375.01,378.07,380.58,378.04,378.37,,,,369.61,368.55,369.02,365.36,362.33,363.85,366.31,368.13,367.04,361.96,360.69,,,,L7
2006-05-09 22:01:52+00:00,,350.25,,,,339.95,,,342.15,338.55,338.74,336.37,341.51,346.21,347.76,347.87,350.37,355.99,,,357.66,351.24,350.06,345.36,343.55,351.46,350.39,345.22,353.30,356.04,361.15,,,359.35,360.50,364.34,361.59,356.59,354.84,360.64,,352.64,362.18,,,,353.78,366.13,363.16,360.23,361.90,360.40,,,,353.85,,,,344.40,347.14,344.64,339.88,341.03,338.59,344.63,349.87,358.90,360.73,,,348.87,358.72,357.21,356.02,351.05,350.03,350.07,343.77,346.13,347.92,350.56,350.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2006-05-17 22:03:57+00:00,419.64,407.35,370.55,387.12,378.40,374.71,380.92,377.63,382.03,370.75,368.25,368.12,365.32,375.14,367.35,374.35,381.29,379.31,390.96,386.72,387.55,375.69,379.75,377.38,380.73,380.72,375.77,380.87,378.23,382.22,386.14,389.41,387.93,391.49,392.06,390.24,387.79,382.90,380.51,383.09,383.08,382.26,387.57,390.26,395.29,400.85,402.36,395.82,394.00,400.11,390.93,389.54,391.18,387.64,386.35,385.34,389.60,385.32,381.64,383.12,382.95,376.98,374.38,377.47,373.00,387.85,386.42,393.02,399.70,396.51,396.35,394.71,393.60,394.80,395.44,397.10,398.35,391.74,388.11,386.06,388.77,393.62,391.95,391.75,398.34,400.22,403.64,394.45,399.88,397.23,389.96,390.00,391.40,397.81,399.77,402.04,393.67,400.90,392.72,387.28,389.42,392.60,399.94,401.52,396.50,404.99,404.04,402.67,399.74,400.37,399.65,397.92,398.63,396.12,395.87,397.94,397.97,394.70,390.12,383.69,385.37,395.29,388.59,398.15,402.96,396.99,L5
2006-06-10 22:01:49+00:00,,,,,,,,,355.10,343.84,350.06,354.42,361.95,359.00,358.95,359.42,361.95,,,365.26,358.57,361.77,355.07,362.96,364.18,367.21,369.20,364.49,366.13,365.42,,,365.65,369.81,370.63,372.97,371.20,375.38,377.24,373.29,371.05,378.18,,,,375.04,370.31,377.41,377.23,379.36,379.52,376.86,,,,,,370.50,363.35,372.60,373.15,367.07,362.70,360.85,360.15,367.30,372.13,376.44,,,378.86,374.84,378.62,376.09,375.53,374.14,380.06,378.24,367.37,372.35,377.19,,,,374.37,375.65,377.91,377.07,373.15,375.15,374.93,378.67,373.74,374.08,381.01,,,,367.71,370.94,366.91,367.65,375.59,376.69,383.24,379.48,381.05,378.53,381.09,,,,374.72,380.08,381.02,376.24,366.49,365.64,375.18,371.67,371.28,375.90,371.40,382.53,,,L7
2006-06-26 22:01:44+00:00,405.31,390.15,348.07,354.00,369.07,363.37,361.20,361.88,,,345.50,347.04,355.98,360.11,363.12,363.34,365.63,366.86,373.40,369.04,,,,359.93,360.14,358.87,362.21,364.44,362.27,370.43,370.59,374.00,374.57,,,374.72,374.04,372.66,370.25,372.82,373.43,373.24,370.61,379.41,379.38,382.44,,,380.13,385.80,377.83,371.97,,,,370.01,372.13,370.75,,,,362.23,361.81,363.77,363.16,368.37,374.50,380.25,374.67,378.15,374.72,,,,373.32,380.81,381.65,374.97,370.69,372.67,379.41,383.24,382.41,377.14,379.20,,,379.96,382.37,378.88,376.09,375.72,379.18,383.04,383.35,379.65,377.16,376.42,378.19,,,378.93,378.80,383.23,386.43,387.81,384.60,382.68,388.54,387.15,382.94,382.87,383.03,,,,373.10,373.40,374.12,372.23,375.72,375.51,380.67,384.08,389.66,371.10,L7
2006-07-28 22:01:30+00:00,417.41,391.78,359.32,369.07,380.34,375.62,372.36,,358.12,354.82,348.38,351.35,360.88,365.79,372.28,366.79,372.68,373.74,376.76,,,367.29,368.67,368.12,367.35,365.72,367.50,372.38,371.23,371.81,372.63,,,378.53,376.28,380.08,378.68,374.16,374.82,371.31,375.85,375.14,376.63,379.18,,,388.60,387.24,385.39,386.27,382.17,385.15,385.30,,,373.97,380.63,,,376.85,374.95,369.10,364.85,371.18,370.92,380.47,377.75,384.98,378.94,389.48,,,383.28,384.42,381.46,389.49,389.85,386.73,379.00,379.13,382.82,383.35,383.05,,,,388.44,384.58,386.68,384.40,378.36,379.59,383.21,384.03,385.53,385.66,382.40,,,,381.51,383.12,383.35,386.08,392.41,395.86,393.46,390.28,389.34,383.62,386.87,,,,390.69,380.39,374.21,376.86,381.69,375.15,383.07,381.57,382.28,,,,L7
2006-10-16 22:01:19+00:00,,,,338.40,373.42,373.53,373.45,357.96,343.94,,,339.83,346.45,353.90,350.73,355.72,360.36,367.42,365.98,364.04,364.95,,,350.85,351.68,362.70,360.21,361.01,364.05,365.84,370.93,369.54,369.80,374.19,,,373.14,364.24,365.32,367.12,366.42,367.80,374.11,373.78,379.14,375.40,365.21,,,372.42,381.96,376.85,374.23,373.01,372.87,370.63,358.39,371.29,361.60,,,,360.01,361.87,366.49,363.95,366.18,374.23,377.77,366.28,371.00,379.16,,,,377.47,374.86,368.65,369.51,366.45,368.91,377.03,383.60,382.16,373.64,377.64,,,,378.53,369.12,367.35,364.45,371.42,383.97,379.20,376.15,374.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2007-05-12 22:02:11+00:00,,,,,,,,354.87,352.41,346.00,348.68,341.85,354.85,362.39,360.51,356.77,363.20,,,354.29,360.58,355.64,356.56,361.22,362.57,370.02,363.00,368.44,369.04,,,366.89,370.69,373.38,369.64,371.49,369.87,377.19,374.48,371.42,378.75,,,372.96,378.79,371.05,372.44,375.13,372.64,376.88,387.04,375.14,380.06,377.61,,,,365.65,370.96,372.79,359.14,373.32,367.58,369.76,370.44,367.96,375.05,,,362.56,367.90,374.71,382.85,377.87,378.85,379.37,375.80,368.52,371.84,374.77,,,370.61,372.28,371.42,374.12,374.17,379.47,381.34,374.48,,,365.46,,,,376.78,363.17,366.25,366.57,367.27,369.81,376.80,372.44,369.40,366.70,367.98,,,,377.87,,,,,,,,378.04,375.84,376.79,,,,,,L7
2007-05-28 22:02:04+00:00,,,,,,,381.03,378.84,368.98,369.36,366.30,,,367.16,358.52,367.65,367.32,366.39,387.07,383.40,378.82,383.20,377.64,,,371.49,367.13,368.26,374.11,365.83,387.31,385.04,382.89,388.40,383.01,,,381.72,380.14,372.49,381.33,374.55,376.07,390.28,390.40,392.86,389.07,387.20,,,383.96,376.54,382.24,,,384.95,379.43,379.43,388.09,389.91,,,,360.56,369.74,365.44,367.26,378.83,386.88,373.66,375.48,382.93,389.75,,,383.43,374.91,370.45,376.30,373.64,372.50,378.24,386.14,390.41,382.85,384.40,388.99,,,372.06,373.65,371.29,369.71,374.32,387.74,394.00,387.70,381.41,382.14,388.46,,,,379.86,380.31,381.34,383.28,383.22,386.80,392.53,389.13,382.50,375.56,381.86,,,,375.76,378.47,382.31,381.95,377.83,381.05,395.46,394.05,393.43,L7
2007-08-16 22:01:50+00:00,,,,,,,,,,,335.33,,,,,,,,,,,,,,,,,,312.25,,347.58,,,353.88,353.77,351.27,348.09,345.71,346.78,346.22,346.06,348.38,354.66,,,359.97,364.92,358.79,356.90,367.03,352.58,358.52,359.41,358.71,353.85,352.50,,,339.97,341.43,340.75,335.40,335.18,343.13,346.02,351.97,354.36,359.73,,,,362.14,358.61,358.39,361.23,362.44,362.98,359.18,352.20,354.41,353.96,,,,361.43,361.93,360.91,353.13,351.84,357.54,360.58,357.39,360.17,365.98,367.06,,,,,,,,,,,,,,,,,,,347.65,,,,,,,,,,,,,L7
2007-11-20 22:01:58+00:00,,,,351.38,346.99,347.20,348.43,343.63,339.30,338.78,334.94,332.88,,,,346.47,346.35,349.85,348.39,,342.77,344.93,340.09,338.31,336.00,,,331.44,336.16,341.70,346.27,349.50,350.33,354.15,354.10,357.39,351.43,,,356.93,350.92,346.15,353.33,360.09,357.82,361.25,355.90,359.75,358.54,350.61,,,350.47,350.65,349.29,353.81,346.22,347.79,349.52,346.16,335.59,333.99,,,,342.01,347.59,358.59,360.12,352.57,351.67,355.62,361.19,362.97,355.22,,,,343.46,347.87,357.01,353.71,352.22,362.33,362.07,355.30,363.02,361.07,,,,355.84,355.80,358.60,364.74,357.92,355.86,356.54,357.02,357.78,367.99,362.63,,,,368.85,368.46,375.27,370.64,366.50,357.67,352.55,351.64,354.98,359.36,353.76,,,,360.86,357.47,349.32,350.98,357.97,354.97,360.49,L7
2008-05-14 22:01:48+00:00,,409.04,398.42,408.79,,,353.43,347.36,343.82,343.47,347.61,346.86,343.93,354.05,356.86,357.43,,,363.15,385.63,370.58,356.77,358.94,349.81,359.01,348.31,358.42,363.05,,,368.58,365.23,365.97,371.70,367.60,362.78,368.86,364.03,351.23,368.22,,,,380.42,366.86,370.07,361.99,367.79,384.12,380.78,365.69,363.44,358.11,,,371.11,352.00,357.43,355.06,342.93,352.74,348.93,347.38,355.86,369.52,357.48,,,378.14,361.65,368.31,369.02,364.86,378.33,389.23,388.86,363.66,375.91,357.90,,,399.32,373.16,372.24,388.03,384.01,390.76,391.17,384.29,384.61,383.39,393.24,,,,385.37,377.77,376.22,379.97,372.04,385.17,375.62,376.79,399.28,393.24,392.79,,,,385.18,375.66,367.26,365.46,368.11,375.13,376.72,372.19,375.76,365.85,365.39,,,,377.09,373.12,365.47,L7
2008-08-18 22:00:56+00:00,,,,,,,,,,350.16,344.99,349.76,353.67,361.33,366.09,361.27,369.93,370.19,,,368.20,361.14,362.69,364.15,363.41,362.60,362.75,363.30,364.60,371.32,368.85,,,369.11,375.48,373.94,372.31,372.04,368.20,372.72,367.90,372.42,369.04,,,381.60,384.51,375.01,379.58,381.35,374.74,370.14,373.99,367.21,371.00,,,,360.43,356.84,351.33,354.60,354.46,361.30,365.99,371.72,374.58,378.05,,,377.64,373.49,374.26,376.59,380.54,379.55,380.36,371.43,369.25,367.03,371.19,,,,374.78,375.79,380.81,376.00,370.61,372.75,374.39,374.77,377.37,376.90,382.83,,,388.09,383.63,384.38,379.99,378.28,382.39,383.77,395.71,401.39,396.77,398.17,398.03,,,383.96,376.14,380.43,380.74,375.09,376.47,374.87,375.21,372.96,376.74,378.77,372.04,,,368.71,L7
2009-01-25 22:01:34+00:00,,,,,,,,,,,335.11,340.22,340.68,355.02,351.53,356.09,355.52,358.57,,,357.90,352.49,355.76,350.29,352.13,350.14,352.07,352.05,350.92,351.95,,,361.29,359.99,356.01,356.71,360.55,364.46,363.70,370.95,369.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.88,370.75,370.51,372.09,376.70,372.06,363.24,364.48,368.51,,,369.71,372.80,377.66,378.74,370.52,368.88,374.15,368.35,368.97,369.97,368.51,,,,374.19,371.87,370.29,369.39,369.18,369.11,376.92,379.35,381.23,382.69,381.64,376.69,,,371.90,363.30,368.06,364.79,361.39,360.65,361.96,,,,,,,,,L7
2009-02-02 21:57:22+00:00,440.50,,422.94,395.42,376.30,373.53,364.06,357.20,354.61,354.89,356.11,353.43,357.35,366.92,365.51,366.36,371.69,372.58,372.91,369.18,367.73,367.52,368.07,365.80,365.30,371.04,368.60,373.86,369.00,372.14,373.54,375.27,379.44,374.90,376.96,376.67,378.61,381.33,384.94,381.38,381.73,385.20,386.53,387.46,388.00,391.18,392.45,386.55,392.60,393.42,389.11,386.42,378.97,380.52,381.06,379.47,379.35,375.61,375.01,370.25,368.65,364.88,368.03,378.98,385.27,385.73,389.78,391.24,392.59,391.39,389.32,389.89,386.95,383.80,385.04,380.34,382.55,375.94,367.22,370.88,372.79,377.72,375.67,378.27,383.23,388.30,393.08,385.18,380.91,382.42,379.93,375.30,378.53,382.18,390.20,386.81,378.74,380.90,379.18,381.11,380.09,381.07,381.94,387.08,389.68,391.38,392.42,388.62,394.20,393.13,385.66,381.01,378.29,379.12,380.45,379.04,375.95,376.68,378.88,382.34,386.63,383.81,384.30,383.83,381.97,372.12,L5
2009-06-02 22:02:15+00:00,,,,438.38,374.62,380.41,369.49,352.34,357.83,375.08,356.96,,,375.88,356.59,389.15,375.36,397.43,384.20,387.38,378.89,382.31,377.37,,,387.96,386.32,367.20,369.32,365.64,375.93,382.48,405.04,413.65,,,,,378.57,391.81,399.57,378.65,,,389.97,,386.84,407.31,,,,,391.55,,,373.64,360.04,360.01,355.85,352.71,364.41,,,392.05,378.26,365.91,377.71,400.76,385.28,390.18,375.61,389.30,386.05,375.70,,,398.98,367.04,381.07,,,,377.46,387.61,368.34,371.68,403.03,,,,393.91,407.97,408.29,413.07,403.53,403.72,403.95,417.66,404.76,412.71,406.62,,,,405.64,397.21,396.97,385.22,386.62,376.38,374.78,373.12,385.12,406.78,416.46,,,396.14,397.43,405.00,402.67,393.68,397.29,396.02,388.16,398.06,L7
2009-06-18 22:02:13+00:00,,,,,,,,,,,353.37,,,357.61,350.45,352.17,354.05,358.35,378.90,351.50,359.58,353.55,363.62,,,,362.53,362.67,366.54,359.10,376.74,387.13,364.00,371.29,369.64,366.21,,,367.54,368.06,367.79,378.66,370.80,,392.32,,386.92,372.14,,,,380.16,376.99,,,370.85,351.56,368.42,350.97,359.01,353.74,,,355.12,364.70,361.31,373.34,378.97,393.44,367.33,375.11,367.43,,,,,,364.64,359.18,355.09,361.22,364.26,,401.45,400.41,363.76,379.23,,,,367.69,362.50,385.37,379.27,382.09,374.59,367.28,369.80,384.21,,388.94,,,,396.97,405.01,400.44,398.62,388.68,400.46,393.14,376.70,381.63,385.28,403.52,,,,375.42,390.87,,,,,,,L7
2009-07-20 22:02:06+00:00,,,,,,,,,339.46,339.83,343.58,345.99,345.33,352.68,352.90,352.68,,,356.10,350.99,351.64,351.00,351.48,353.26,350.45,360.23,359.42,348.83,,,359.15,359.77,355.69,363.46,363.63,363.06,365.24,372.29,364.29,368.82,369.10,,,364.02,368.55,367.19,354.78,368.71,370.50,370.31,368.27,371.47,364.84,,,365.58,351.05,357.33,349.50,350.07,349.57,351.67,356.14,357.76,356.48,355.65,,,364.82,362.06,364.55,364.19,371.40,370.92,370.36,366.67,363.05,366.81,359.47,,,369.51,367.29,365.04,363.79,356.52,360.94,369.15,364.33,363.25,354.00,360.77,,,,385.61,373.53,364.60,382.96,366.07,,400.45,404.62,410.31,405.24,396.62,,,,382.43,362.50,358.39,359.44,359.77,365.85,366.12,358.62,368.94,378.68,379.32,,,,,,,L7
2009-08-05 22:02:01+00:00,433.96,429.63,411.73,409.95,386.05,361.13,354.02,353.02,344.94,349.11,,,358.95,363.43,363.21,364.71,366.59,365.70,359.90,358.87,359.67,354.66,,,362.68,369.00,363.85,367.79,370.97,368.97,360.80,367.30,364.62,361.91,368.24,,,371.77,376.88,375.19,372.33,377.33,368.27,372.35,368.27,375.56,370.66,,,385.73,373.62,379.84,373.66,370.44,367.77,366.83,365.41,363.02,359.76,355.93,,,360.12,365.50,369.16,371.31,374.93,375.28,372.03,372.89,369.66,372.01,,,381.99,376.64,374.13,376.84,371.33,364.81,370.96,367.03,372.80,368.03,367.28,373.36,,,376.25,372.94,372.97,371.61,377.66,384.66,384.95,381.19,369.82,371.92,376.55,,,,400.95,400.90,397.37,395.67,388.84,386.55,377.32,370.79,369.76,368.11,364.13,366.67,,,375.70,373.32,378.51,383.59,382.34,376.60,374.61,376.14,369.49,354.83,L7
2009-08-21 22:01:59+00:00,,,,,,,,,342.77,334.65,338.66,337.25,335.06,343.41,345.18,,,,355.61,351.33,352.02,343.81,351.42,347.46,352.86,348.21,344.73,349.54,,,352.94,357.90,358.79,356.71,355.32,352.61,350.48,348.80,355.32,349.63,,,360.50,357.48,365.55,364.38,369.14,363.92,362.53,368.94,363.66,359.19,360.32,,,350.20,350.68,348.19,342.81,343.74,346.75,342.51,343.74,346.57,351.91,,,,363.31,365.21,362.41,364.16,363.03,361.17,364.08,362.71,357.49,358.91,,,,357.99,359.05,361.24,361.52,365.50,368.51,366.30,366.07,360.78,366.16,365.52,,,371.09,366.07,364.49,364.62,366.26,368.00,365.64,365.29,363.71,368.89,367.31,,,,372.49,366.76,358.92,361.72,359.17,363.15,361.31,356.64,358.16,353.91,354.98,356.69,,,363.02,352.89,356.90,347.26,L7
