,dates,chi0277-0000,chi0277-0001,chi0277-0002,chi0277-0003,chi0277-0004,chi0277-0005,chi0277-0006,chi0277-0007,chi0277-0008,chi0277-0009,chi0277-0010,chi0277-0011,chi0277-0012,chi0277-0013,chi0277-0014,chi0277-0015,chi0277-0016,chi0277-0017,chi0277-0018,chi0277-0019,chi0277-0020,chi0277-0021,chi0277-0022,chi0277-0023,chi0277-0024,chi0277-0025,chi0277-0026,chi0277-0027,chi0277-0028,chi0277-0029,chi0277-0030,chi0277-0031,chi0277-0032,chi0277-0033,chi0277-0034,chi0277-0035,chi0277-0036,chi0277-0037,chi0277-0038,chi0277-0039,chi0277-0040,chi0277-0041,chi0277-0042,chi0277-0043,chi0277-0044,chi0277-0045,chi0277-0046,chi0277-0047,chi0277-0048,chi0277-0049,chi0277-0050,chi0277-0051,chi0277-0052,chi0277-0053,chi0277-0054,chi0277-0055,chi0277-0056,chi0277-0057,chi0277-0058,chi0277-0059,chi0277-0060,chi0277-0061,chi0277-0062,chi0277-0063,chi0277-0064,chi0277-0065,chi0277-0066,chi0277-0067,chi0277-0068,chi0277-0069,chi0277-0070,chi0277-0071,chi0277-0072,chi0277-0073,chi0277-0074,chi0277-0075,chi0277-0076,chi0277-0077,chi0277-0078,chi0277-0079,chi0277-0080,chi0277-0081,chi0277-0082,chi0277-0083,chi0277-0084,chi0277-0085,chi0277-0086,chi0277-0087,chi0277-0088,chi0277-0089,chi0277-0090,chi0277-0091,chi0277-0092,chi0277-0093,chi0277-0094,chi0277-0095,chi0277-0096,chi0277-0097,chi0277-0098,chi0277-0099,chi0277-0100,chi0277-0101,chi0277-0102,chi0277-0103,chi0277-0104,chi0277-0105,chi0277-0106,chi0277-0107,chi0277-0108,chi0277-0109,chi0277-0110,chi0277-0111,chi0277-0112,chi0277-0113,chi0277-0114,chi0277-0115,chi0277-0116,chi0277-0117,chi0277-0118,chi0277-0119,chi0277-0120,chi0277-0121,chi0277-0122,chi0277-0123,chi0277-0124,chi0277-0125,chi0277-0126,chi0277-0127,chi0277-0128,chi0277-0129,chi0277-0130,chi0277-0131,chi0277-0132,chi0277-0133
0,1985-07-27 14:08:53+00:00,222.62381061676027,215.63885736590356,215.7128274645808,209.0240950008717,210.81876908971518,208.3049492860882,214.5050418351396,206.73504132436148,211.26495982097077,204.55901266809525,216.1052174985869,216.47964836180142,224.79831484386617,220.4386136020742,215.3894142372518,208.25303783379377,209.15504436420417,207.53530741169945,205.50601416001982,203.47187268780954,202.25325758655958,204.06120142273357,204.3401723783447,207.7694618245715,201.92187078685467,201.1111978243886,207.74307997165,207.77535987507864,206.9823734999953,205.05882204882403,200.93355464629275,205.2599736817291,200.12157665463639,193.75589560553178,196.99882896172403,190.61611090994202,189.60674852365253,186.0349138423861,189.1202868923555,188.88510801111968,185.51659387722827,185.2315250593609,188.28371091181046,188.38602499460157,186.4980137989499,186.33508754665436,187.67369845276713,190.30015304153076,193.0929640731764,200.66128883003486,193.7405457602565,194.78446175320403,190.10385042399494,192.4132953285555,195.06423217880828,193.8231632636693,195.52463421650822,194.02322760036316,190.34231446026894,189.16588021482352,191.54569725304134,188.91920316539483,189.89068351895023,187.1646392495579,184.11990803471093,187.4906776364891,179.12553781591822,178.888538655625,177.20214686610595,182.8273479865206,178.81951343473156,178.62517090760315,177.40063003172452,176.27689056981765,181.07931349955848,184.77525901298563,176.28534772261887,174.70812860228287,175.0768763963194,172.26180639221732,175.3070222843237,184.13008798763983,176.36462155155533,174.25094345914897,175.72708741224957,176.4155386563913,174.85105421509923,177.30239435978984,178.19585128545964,177.50524909349866,183.01368246612478,184.80939326170738,181.5520556356897,185.54544792068643,186.9628411760251,181.2528055182782,182.20258181584134,188.90951662567593,188.25507164302496,187.38686755088128,191.32266750206648,193.32835587134798,190.5636236764263,193.61296466716757,197.27365862499326,196.30674956871258,194.58472324550152,194.83465355474942,196.66178414608476,182.57394875164096,183.09809288365022,178.98079710073128,190.91516102632207,189.58870428135086,195.68501549128248,,,,,184.78018841745808,184.1057663831691,187.568137810639,184.04921849251602,182.47135765036924,179.84309110710797,180.8596163263931,181.010836697361,192.5076376424536,182.07240436482402,,,,161.47560970028053,184.2813804247223
1,1986-07-30 14:01:16+00:00,228.4672045764408,222.11044852317897,220.4514224733614,213.39029523262914,213.69057992083285,216.74715163986028,216.06848149052576,212.4679204408241,214.98961902259788,215.29050762307403,217.60417347744658,219.95918630587525,226.70245630954923,224.15881496084157,222.79434388984993,221.10245289220276,219.9340462021578,214.78402737897838,213.28511343939255,213.88261926062083,210.5643131170298,214.030354941452,214.58691592450836,219.41090742229915,215.0947916573066,215.83745616593728,221.34364182187187,223.551969073576,218.48214854216326,215.68928591868502,212.78613592436938,218.83272343131154,208.90022592804777,211.38751473621093,206.87507897064975,203.7592520115716,205.75317493083028,205.24782690145744,204.2168357570985,201.71608619922023,204.39899199457287,200.1763274966087,195.44889114311275,192.92072604995866,194.39926806656064,195.37363940382014,193.82409732271907,193.8030365850972,196.77546227703516,205.31629715133272,199.4013954330639,196.26740203044577,194.96885373702008,204.39462929378297,197.4010026876659,194.40843411683372,200.16136542599122,197.6082386952002,198.03591897239994,192.61568836568802,195.78924931626767,201.28119552637685,199.78842015510673,195.38214917201609,192.37159457151438,196.92447884511466,190.95320879027756,192.39561783791302,194.75579238067263,193.04992390548503,188.58518468589986,188.14971737910906,181.45714653851854,185.1415957953081,187.69850811474308,192.48990062251525,192.35490566894478,186.2261204858305,187.11725682890443,184.81880721954036,186.27727178676807,196.65825998920587,190.0094530553519,193.84997586869096,190.80591798973614,190.39081672079692,190.7655498256016,190.29494824422696,191.36215674312825,189.5051700175232,190.94013259293305,193.1994883416676,186.5181887926982,187.3417056635806,191.1243089934912,188.86573665343818,189.53535490132407,199.18636546214594,195.20731894642947,195.88436489152704,195.93531937057008,197.00314277680738,194.10705069920485,195.42867817677816,205.81272394327448,203.51534006968862,198.9063132614657,199.27009634574932,199.3398193408876,194.69485285431065,192.60444579958116,187.0562612096457,191.95900848450933,187.45046046283508,195.88654654981812,194.86126425933108,183.04035637225232,179.34128986052076,180.87582400010575,184.7609185376789,185.6994711770553,184.51764392316926,184.78548478402598,184.78547861797503,185.2225864668897,190.40669137050176,188.80202834298942,189.62813476397562,179.41091126375915,167.16440342177327,152.60264641283297,166.52315839813764,178.75846260195448,187.68902082526856
2,1986-08-15 14:00:41+00:00,223.07065353270778,218.14840922449696,216.22135337511054,214.58437650447723,209.83844838999977,216.80026662179685,216.05096693050976,216.8100759709663,215.93144865425123,218.89545585577727,226.29006131818133,233.06425326439555,237.48468646285662,236.14227431244402,234.42161425013964,226.90546956002052,223.71655312818703,215.38092501250614,217.37063935238962,212.4318994852602,212.0522704291048,212.43028676827575,216.97301841956312,221.76199806069818,215.1642152879909,218.0632616614832,224.42524919811643,226.01135839738407,220.9497245691598,221.02374402946708,219.0208341558929,219.16290823128233,211.59316666617582,214.2103263744586,209.02196625742977,206.86452338461353,205.43433233749573,209.9953014347171,207.6928187991463,206.52014470963553,209.7980113071767,206.86147813847884,201.18937677263457,200.2675798341899,195.14165200539065,189.73779870444284,197.14869838652123,193.63613230049222,197.3263464647685,207.05575580626305,201.3050596494917,200.9675456661046,200.72157420839986,203.16725504486115,200.30125160747335,204.0964476426245,205.29832178238755,207.24198124792986,200.4884648929514,196.84186532416967,203.51911594128111,202.0742073938381,203.2796570088008,200.39388492514246,199.26662666658095,201.00734909577218,196.5245827419898,197.20602119916177,196.2049495247569,194.62871652681977,188.76299913869158,186.24160649235608,185.6599614505557,186.31620115758946,191.35151070737155,195.67806013313893,195.43760174675913,192.8163321688228,187.31415484352866,189.9725113712552,188.7355392268157,196.19635883509682,195.31922244362997,197.02516386521427,196.73236730216695,197.62422304431445,193.7952915293777,192.82353247503863,191.63584826697766,192.23893842575526,196.736467997392,195.3300723463839,193.52848372796387,197.83272113755996,202.66483370528,197.4939359288021,200.9103538833378,206.0293167923344,207.15937043475287,205.21284643216643,202.93238562550727,202.91052195627,201.09774649416298,208.32624027852722,210.1772005676343,213.63603352254847,209.85513144021817,206.4688724386605,210.1730893247342,203.63367278565798,202.77107645847022,199.33783598978673,196.3897371853299,195.37311794824612,197.49057943132001,198.22359881302475,194.71720066538737,187.38282959512,190.51988224338336,192.0257133103519,188.13234240928253,190.54425561106342,191.54057798035575,190.99691683172696,195.4680953885793,198.25628721691143,199.1101499922528,204.73211972274186,196.74888695832027,180.17149645470755,164.93972617166432,176.1460805855426,187.4600660129889,193.79249113659802
3,1986-08-31 14:00:04+00:00,223.1993560691837,221.93092109730247,223.71468225808795,215.2814810942351,213.6898089408118,213.11778708006673,218.50826854977464,209.52974971412823,211.43029663075203,211.4595278721432,218.53301057616207,223.69114994934156,227.67851093356643,227.299527058635,225.31673571587586,219.40868404821072,210.2301338998192,209.84714400535603,208.36305149374633,207.11396039524854,202.6538092265907,206.6379552330871,205.41662323851756,212.41803119840603,206.73047784485945,206.91979014255546,211.0610452359951,210.06241240319963,207.4470650212364,207.68018588989747,203.47236546564406,204.56256985089502,202.9941831292002,194.95004331729524,194.17839610744522,192.723361571703,194.9679807720252,191.1641281083863,193.53025627481875,193.52686694757787,191.8822354384834,191.28506104649418,196.57522902504624,187.85585961894952,189.97417338420956,187.08325099267185,192.40239178776272,192.12172322832856,195.55783568581552,194.2139277399682,190.59327598808846,183.14724905046862,187.08765501711645,191.86801221515375,191.1747913617923,191.55005068530312,199.04056531123652,195.59015003493957,192.16260075580675,191.01388386865443,194.8862970317719,193.90326611415907,191.62268776565762,186.9939252274594,180.81441817946012,189.9273306166961,183.23728079218762,190.8464799568157,193.95587415182328,187.97736742409268,184.49104670917623,177.45671035128026,175.88011986059095,173.93958430546,174.80095440566998,183.59901015655498,181.62792794408546,178.52945414717237,180.7466706017117,177.79939201261942,182.78921743828215,188.79453901680273,184.62765419030478,187.49162498070592,186.52130115781117,189.04936710187354,190.4271586191503,189.72431524532345,187.68392376215922,182.72921971783913,181.25742060053585,182.71074431226032,185.8343991496593,188.89579553690484,189.73871551892026,190.52776281181443,194.43475908205752,197.37658665497491,200.5558759858101,196.23671059213592,195.91078717524186,199.2520529480236,196.29408965648352,192.2683956535998,200.36683935273635,201.40975663933685,197.99258662678645,195.3443330240202,195.6355104659373,192.40493853081787,184.75190276261446,182.8670778730988,182.95022631216517,187.8481900307414,188.06040280259228,188.38021418967958,180.39408463418863,177.26287207940797,178.043729674904,182.2424356688193,179.08683890469277,181.2197554257614,174.81843319553988,181.17629178758514,177.96790842357254,182.11663463597122,181.5076265914061,182.9048711608888,175.12873419308585,162.58307306952946,151.82588458897365,160.79240631197163,165.84710145946252,180.03128455302848
4,1986-09-16 13:59:34+00:00,228.25184048021887,224.02667466000364,222.5596539309883,213.8632724383045,217.78096003685968,215.91283063595927,215.94674819410054,212.6842956881611,212.50166655496795,214.48774344716793,223.0383773355001,225.01949750404327,228.6002120552569,228.5323830218629,226.17103380040305,225.27162503393416,216.63337074695067,212.94533060648635,211.84320805426216,211.49253104010256,208.77705406505115,213.57196866348576,209.88026822490968,217.62964839524162,214.93583709353746,212.59844652839237,216.55119872010772,218.8616829383119,216.95615079165376,214.79648394819174,213.54701955741228,213.80117943665894,210.07408744776328,206.17455210010155,204.49205964874216,194.317620147646,195.25824097070048,192.211969830315,190.23977805455118,191.9901990261635,192.18947226829806,188.74821943923465,187.26793374139427,186.90105129414792,185.2623354541949,183.5099053692017,183.99837463616134,185.4569306904119,187.06847823002525,197.2783517211034,193.33355797181807,188.08331063463987,188.4740038510166,195.03481209372413,189.35990777561736,190.2925705237005,196.20308679960297,195.81172990873895,191.32031880283424,192.78446241439573,196.31042797298832,198.42196449964447,195.56031850772493,189.93044145846073,193.6111285829741,192.82437439637565,184.45563866214013,185.5879630595858,189.42524938760337,189.19581630269045,188.58146292697216,181.3337055961255,182.23108766844823,179.00237079631484,179.06560239299606,187.53878554690448,182.6887035377127,181.7848973783549,185.54590161723368,179.8537527236207,181.17283041110753,191.0410916260282,188.3980690058933,188.8656209979102,184.96218405162378,185.47852577383364,186.6527719003666,188.18758765639438,186.10928400875954,187.24997292493967,187.44772046827322,185.1686024272752,189.67445780444416,191.66667758320426,192.52658217082023,191.18296936963822,192.49595197772595,196.72987611488887,195.2859701006691,191.1543162344834,193.41199191460043,198.6282299355813,193.76758296308213,195.49733025518853,201.2682633913232,204.90799832343546,200.7824654338013,197.04632126192695,199.6574801939684,199.59036027777606,188.73655882593073,182.86211033370594,189.89073307878,188.71796894215257,186.68125272382795,191.06389032861912,180.74429636185963,176.88119273067508,176.7422454230357,183.06449904239255,181.87579397729934,176.96839194058967,178.07079374472082,186.03164758827674,184.42338956758508,184.98257335080535,187.60468971073158,189.380473219376,182.48224008505846,173.91793627308164,163.0708643746804,169.03004074111348,170.33181004505968,187.32513975234787
5,1986-11-03 13:57:58+00:00,234.7127272337514,234.18683798440915,234.0128558443866,229.43986403394703,224.05485150618776,226.44771090368462,227.17303701752192,227.8723512966952,225.68119268364325,228.60054773980906,232.1977607617548,240.14090362188713,238.13697798289337,244.09921495112886,233.76401749692243,233.2741657704356,231.54342610986737,229.63650392530107,223.93960440145145,224.31262712705504,224.75761346801593,223.2179084124728,225.8274746916852,225.31764743174946,226.47722051306394,224.39819810943618,238.40255728058872,232.64937210550102,229.67159749210322,226.39012172729525,228.6581308159288,229.52285299427203,222.96587369591956,226.0316170559581,220.80735521143023,221.2139361099652,213.45478534564913,218.74441507756742,214.9882351238605,215.39966071772434,211.65919898356384,215.6511660765124,212.45868703101752,215.36689764718932,212.17692575623053,209.78136832163665,210.3640971527821,210.11305589947185,214.74608295121712,218.16246993310318,211.65431492569488,206.7965470551794,212.0363609010188,209.9937726758817,210.0300194049557,212.32401896673667,218.86827629715052,224.1922533728906,215.93835520641346,219.7130527747842,214.67357848410646,214.09908864415547,218.38656054714477,210.13900454334575,207.18292754038205,211.51129340864654,207.34942687104748,206.52840585157597,206.17264544247774,213.06872056989286,209.88863783283736,202.73594189924935,200.0476607684718,204.093960139613,204.57996080646197,206.20405030419047,202.69328763358862,202.59677851194309,205.30252093849813,205.0539776122752,207.16966228972177,217.7831888556543,212.1441713407228,199.08145550013532,199.73009557286088,204.19445127385075,205.59873375290968,207.00154587305968,205.6428404111566,202.20153694868216,204.63253608042504,207.37324645752693,212.95141320873765,217.8610301876863,220.5812108831599,217.08760773630524,213.29687315271093,208.3084121160589,208.55381918171935,206.91497191175267,210.89902711513608,211.5800363828259,218.13653211804612,221.92154292280546,225.92855484890518,222.5758342698383,216.32751081896487,213.81634298368544,214.8231133106732,214.90640203918136,213.90704089427084,207.3478972050742,213.52540250093304,207.72517750519003,211.7724273636855,208.4758809183684,201.19854278056442,197.69284665129572,204.81983532263604,205.87649672931474,202.21821221120481,199.8809177539438,201.2373091354627,199.29951088981088,203.81639790285996,210.44543990889582,213.46370767883883,214.46169635497222,206.39908215852603,203.51584940776058,186.25339076527985,191.82054397634118,198.92335558706614,204.093530780475
6,1987-01-22 13:58:58+00:00,227.82591527015038,217.12904006791686,222.87237734297088,212.4540307407715,210.88084616464067,206.79028692597046,212.32247464279345,204.21667183436023,209.66344753354798,203.38862710084453,209.95620072401852,215.02595604162445,220.46443263812876,219.9995285672274,214.39925087728278,214.41315844047813,211.0411903959621,207.5635214582364,207.91723553859245,208.4772716611649,203.84540763681525,209.20795168074017,210.37689269719485,219.0572510851952,214.01080391218,215.08114359242717,218.8409432765618,220.33632245207167,216.8861022856651,215.50447859924805,212.17767527066547,211.92111197695024,210.195223012644,212.28586457151465,210.60726913128505,206.44518869011713,210.29557414724138,205.1957881085487,208.77665492150243,203.63623211525365,205.37972781411443,202.64078623324397,204.60892047601635,202.7319066157136,199.7450856843627,201.49765943523948,196.63644595200202,195.98283879985192,194.90542071548316,200.98190850252593,194.59728346575486,195.1894510175868,198.31612891170727,202.91076923817855,203.63338988102856,211.89019809455206,212.35908152466132,204.7228079009261,206.36215688274535,202.6549635574197,207.13824248447582,202.59425289580884,203.1009544717412,202.23769896440288,201.2639113073795,210.6238728136064,204.29755646923738,203.3201842419661,199.29725950630677,203.85043210200024,205.30949051230124,199.51753082234916,197.76520769855125,198.5648663444815,199.66762596133285,199.37217401832262,191.35351280569515,188.1578726933358,188.6105177065561,190.9194636556502,194.44370648761455,202.9456773170648,202.80823671882922,202.26203595210765,203.96648889291123,205.28568176120666,209.44040675930717,211.41430524682045,206.823768991571,193.69106137417953,183.28434829050929,182.0675903007576,192.53853595137295,202.54258976478553,210.9331192972077,207.9858571811811,207.96062579331948,208.86416269246786,203.3995948097229,196.74073763178617,196.96190831114203,198.0725549565172,199.73089408035537,199.21769025867627,208.92011015478408,207.59726562470019,197.3445759057044,195.09963445261127,192.7293115175695,193.16297281235316,194.0309037003442,193.90750039911623,201.56343657677655,198.24381141263427,189.7162484716069,187.3052546484116,179.8085233659659,181.1582797372809,183.30607191127953,191.04716129279683,191.62222006966877,196.0098593914628,191.07165028180685,193.7211589661367,186.60762737067589,187.96509341690404,187.35461028109836,190.67702084299006,179.7518152277472,173.10653627606365,157.87057108663151,169.2654609198965,173.73183976302457,190.07129518574556
7,1987-02-07 13:59:33+00:00,226.1538126181921,217.61615277180047,213.9791815233551,217.46292996351983,205.58912488701253,212.24988998787464,211.9009337116331,214.82747957773307,208.59185788115934,212.0908425231092,215.4376976749109,216.7246697457552,224.50199725453768,224.59975092147948,225.95154159510943,223.08135987727104,220.80525276700988,214.77336342589052,217.56975337919124,211.6940545082728,212.25265535303333,208.4892367462605,211.90475338572375,216.20680428879172,218.57343887782324,215.96449038842835,224.03981006104243,226.02869060927472,224.4839219239012,221.5140445127359,224.59228368624682,230.11935319327128,232.89176981244813,229.2284164485253,222.60412640280165,227.62031513954298,224.49632641264725,222.76580536442611,220.48309873481648,221.15674454315288,215.73834763737733,215.60880896193433,218.69050970781723,217.8353179616046,214.39367709916834,212.36980775903137,213.53862030957052,205.87988702550842,205.20425116430278,213.65258566859143,213.38600607128691,207.42724740226114,208.35472801424925,207.45622891432936,219.67360264631554,222.6639276869199,227.6617342938415,227.73236342012197,219.6311609824195,212.915879112351,210.32963972472413,216.02068332305535,216.3486615524153,215.16951791613073,213.15410818544692,217.88673026192762,203.9428461338386,197.96549049438187,200.02488842417435,204.6668894196817,203.04975228751556,198.21391121367566,194.98363919417392,201.58356361245225,202.67362370456695,193.3413925608201,188.44175493087863,185.7434493186603,187.72175147184143,187.77983165243643,195.0724932719341,210.21162384754462,207.62628295733666,204.52146846904935,206.6578573193628,208.6441230551349,205.26675937070092,204.70452690923187,193.33105553476184,187.12271726634967,183.08437533388565,181.58259188094502,193.3758174927481,206.92273605708826,218.9382645450121,219.70159710015616,219.70648536992152,213.42341594567944,207.94032014459748,200.3291053388775,201.3729332844431,204.1248783895187,209.4763164129182,215.83370837420807,220.83287899138202,215.68393194738567,204.3594142393927,200.63633062704832,200.89640521167559,197.0361696422637,194.05485062593067,195.09492116850095,203.54299829371232,197.3480866040626,196.38662411784233,193.28003267542846,187.6888922076185,182.8312688688653,191.75085437010577,195.74432147432157,193.88042145648996,198.6988797810584,197.00685547089847,195.56965759357192,187.27609762783734,192.93805628680934,194.42425235649196,198.34080693197637,189.55723250001793,176.55014765303602,162.950137329765,173.73372697697872,177.40558419499104,192.82127294162387
8,1987-03-27 14:01:21+00:00,236.45241006001098,225.91447655229,225.04242362054532,227.07751706349342,218.9280612683086,222.43595765641393,218.16604599466055,224.88720525234024,213.24534549945085,217.9575785782271,218.42072682154802,223.71257747344077,224.91847951510854,228.31983687902576,228.0000752726041,227.41740014805308,227.43454426941125,218.98860515512123,223.85331781827108,219.17829445909857,218.63974807374152,218.98952685959293,226.66493788169717,228.1552578912842,228.35761057557562,223.1037116796421,234.9374554400563,233.0241545047458,232.30072853766686,229.135709671491,232.9875888358612,228.01525389108335,223.15964068524747,225.61093818243668,222.51068048525752,222.33540393425608,221.958480065188,222.30656367395716,217.96932363120968,225.45760242128299,219.90420436651857,218.11705111065513,213.61711473779533,217.71806890984698,212.41101340327856,212.23072733004747,208.06613376169344,206.74776282998624,207.8573985998953,214.39165295397734,209.14209677634827,208.77414827126918,211.0515921695995,215.29334943216318,219.6951671332734,225.72538729252008,223.36288738980952,227.22150206505037,221.42548849531633,221.47243599112304,218.06843972024322,220.31080516418575,220.51055298462725,214.79152861683033,221.03476999284763,227.36447734703987,222.72539277287007,213.17076358698355,214.5100267186135,216.15151049705477,217.39479393414362,214.2277965962041,210.90993934931763,208.97941262247116,207.9697160746646,209.35275085741958,201.67900169848411,200.9093414203052,210.05417527638346,203.0835227598557,207.37121814707902,217.9106366197399,213.84411877008282,213.4434281972184,218.27826295403565,218.9651476134292,217.11982827705955,218.7496854814503,215.50151013680176,200.54080523808852,194.35838658211117,194.23578780269966,203.44102690604646,217.2434190637804,224.59935847039566,224.0985335724823,222.67951640606023,221.6925461764155,218.74865953876935,212.42506651094715,211.09428198270234,217.5891491461784,220.85550729192633,222.5736241343295,224.99729591818866,222.89977768768756,214.81858369060578,204.90864958732448,207.11639465300178,212.4978374853089,210.2316482093791,213.6109449296857,215.2746740258219,215.38143041991702,209.1115922039713,202.73755934758753,193.08172588862948,195.1788178002999,197.240045863373,202.3824942904119,205.06883025512664,208.5341635126592,202.7739689546876,207.1510633174688,199.16751275831285,198.28003106683374,201.91948094473256,204.67080223088118,194.12054089422557,189.67917332311134,177.10465768884683,185.3210330577819,186.67856236996676,195.46945724467176
9,1987-10-21 14:06:37+00:00,223.01048324659152,217.72418472554637,214.76577947176077,213.37410891549104,208.22772180896854,209.04360886769703,214.37492231241833,211.7956210766453,217.9412728318022,212.79338746980298,218.40401882272934,218.89522632752767,224.24104504064658,220.75245189640358,221.4526669410571,212.66569056149964,210.49717009221166,204.1994423818173,204.92754917579592,196.23943988997843,200.09969939066522,197.48714448529313,196.12164018777955,203.31411358066293,203.2922938904566,204.1742336951218,211.2733973759794,212.95369926609675,208.60026240037095,208.63964036365462,205.79643261849372,210.73478474855256,210.0187394800769,210.8935359568369,184.75735328025755,,163.6599157819819,186.35447789727445,187.56438717625184,198.27254151712555,195.83277855535883,190.5783538593167,192.76642634276678,187.70552519130425,189.88686708002214,185.18574116347025,189.22583018199043,188.46462249649338,195.4763295518391,198.96268680719098,196.98990417077752,195.09691111665637,195.14778911326462,197.13096682390872,193.47779036662092,195.78715859275522,198.53756080067578,196.46283699750975,189.1216404309684,194.59043917101204,197.4594368740889,198.7219226333244,199.06055400147073,192.60587438483756,195.11613042492226,196.7450034779789,185.77796587698404,184.32846262992,174.63681244592092,176.4273600155815,177.17454093212237,175.929070541402,174.80846690057754,178.261868401343,178.62270514225193,183.3126660808018,186.17048090901812,182.84902064098983,182.92853876937002,180.58367558261318,179.9915551412819,185.62641405557508,180.70306611141754,179.90718556578733,182.78747540839967,178.24303463292497,175.02373194139662,177.17104734523448,176.81553597684228,177.43089835658324,182.47358433638078,185.73994650406237,184.9492086937232,184.33249926707597,188.41127186626508,182.90445409720843,184.21426714413215,193.19528596844228,192.67462587461952,185.01123295099504,191.8977665984991,189.00750304653457,188.49419733403693,186.04661010747026,182.98895029159067,190.8946619640303,195.11725288442548,196.9012542212743,199.1907153976939,196.41469503211266,195.38319773405328,185.67257412654527,185.9670171998041,183.73505879800734,186.98875643882076,186.62269156082283,177.65933352539858,173.85961103969495,175.54275536239342,178.78432537142223,181.2971571835979,180.23166774114355,172.95571048997763,176.1770799518531,179.56780769747803,180.96498341804497,183.19697096154897,189.4468927897671,181.33816800004922,166.28548380443743,156.52917359095844,166.48482285844204,170.7746346745563,183.02098879982964
