dates,satname,nzd0230-0000,nzd0230-0001,nzd0230-0002,nzd0230-0003,nzd0230-0004,nzd0230-0005,nzd0230-0006,nzd0230-0007,nzd0230-0008,nzd0230-0009,nzd0230-0010,nzd0230-0011,nzd0230-0012,nzd0230-0013,nzd0230-0014,nzd0230-0015,nzd0230-0016,nzd0230-0017,nzd0230-0018,nzd0230-0019,nzd0230-0020,nzd0230-0021,nzd0230-0022,nzd0230-0023,nzd0230-0024,nzd0230-0025,nzd0230-0026,nzd0230-0027,nzd0230-0028,nzd0230-0029,nzd0230-0030,nzd0230-0031,nzd0230-0032,nzd0230-0033,nzd0230-0034,nzd0230-0035,nzd0230-0036,nzd0230-0037,nzd0230-0038,nzd0230-0039,nzd0230-0040,nzd0230-0041,nzd0230-0042,nzd0230-0043,nzd0230-0044,nzd0230-0045,nzd0230-0046,nzd0230-0047,nzd0230-0048,nzd0230-0049,nzd0230-0050,nzd0230-0051,nzd0230-0052,nzd0230-0053,nzd0230-0054,nzd0230-0055,nzd0230-0056,nzd0230-0057,nzd0230-0058,nzd0230-0059
2000-12-20 21:50:16+00:00,L7,359.91,356.78,358.98,362.60,353.84,349.74,349.96,353.35,351.33,351.19,361.23,354.38,349.59,350.73,355.95,352.73,357.73,355.62,356.50,356.26,353.93,351.46,350.58,351.40,349.96,352.78,356.93,359.22,356.52,354.13,352.13,357.04,364.59,366.45,368.11,376.01,372.62,374.76,370.06,360.46,357.16,353.16,351.29,343.20,337.87,343.97,349.00,348.09,334.40,393.98,421.94,419.40,461.41,460.68,442.75,268.04,332.30,358.34,385.90,319.48
2001-01-05 21:50:16+00:00,L7,362.47,362.26,,,,,,,,,,,,,354.85,357.46,362.11,357.94,354.77,350.78,348.18,353.76,354.57,350.40,345.34,348.78,361.61,360.17,351.91,353.14,355.37,360.97,366.10,368.74,371.41,376.62,379.71,376.46,375.20,369.37,360.42,355.14,352.61,345.76,342.42,349.00,352.24,350.78,347.16,382.65,415.60,419.12,455.98,458.40,439.10,332.54,358.36,412.21,371.80,328.66
2001-03-03 21:44:00+00:00,L7,376.36,372.85,369.57,368.38,367.47,362.20,358.88,361.73,356.01,359.73,363.81,363.05,354.49,356.26,359.61,359.90,358.49,358.40,359.38,359.39,353.16,357.78,360.44,356.84,355.98,356.49,361.90,360.50,358.44,355.45,356.44,361.94,370.95,369.81,372.59,374.26,378.88,376.04,370.01,360.93,358.16,355.41,351.59,345.13,344.86,345.02,343.36,346.57,353.88,387.62,396.55,417.67,444.60,453.35,421.31,350.94,361.51,227.96,384.29,352.31
2001-03-10 21:50:10+00:00,L7,380.09,373.53,371.38,371.58,368.91,364.03,359.65,360.82,358.78,362.05,366.81,365.01,361.84,359.26,361.10,360.54,359.21,359.56,358.07,356.99,357.22,361.57,360.57,359.49,357.06,359.03,366.39,363.55,360.45,357.89,356.91,363.93,370.09,373.28,374.44,381.01,381.78,379.46,374.46,368.57,358.29,356.16,351.49,348.96,346.11,349.05,345.31,351.14,352.60,384.14,397.77,409.12,451.33,449.98,411.49,338.88,,150.11,378.67,351.73
2001-04-04 21:43:43+00:00,L7,385.76,377.46,378.47,377.85,376.17,374.53,369.07,365.74,368.33,370.56,373.58,371.16,370.24,369.66,371.20,369.11,367.52,370.82,368.94,367.61,368.59,370.09,369.54,365.72,366.00,367.67,371.35,372.11,365.56,365.45,367.53,372.56,377.91,377.25,381.88,386.24,387.15,384.25,380.85,375.70,367.32,361.47,360.26,352.38,348.46,349.91,353.35,354.16,361.54,375.73,389.55,417.55,437.19,440.53,431.24,367.74,426.04,375.16,404.62,358.78
2001-04-20 21:43:46+00:00,L7,377.23,372.19,370.66,368.80,361.55,365.31,359.59,358.13,358.81,359.99,362.56,363.35,362.43,366.05,365.54,364.32,362.71,362.29,359.60,359.97,356.97,359.56,360.67,354.21,355.88,360.80,366.83,363.35,357.35,357.85,359.46,364.53,369.78,372.40,376.85,378.27,380.33,381.21,377.07,369.17,357.30,349.95,349.85,345.13,345.20,350.56,351.46,352.77,356.61,365.99,382.88,384.79,417.31,416.30,405.16,366.49,396.30,293.28,389.40,365.93
2001-06-07 21:43:18+00:00,L7,376.48,372.87,368.53,369.45,369.31,363.09,356.93,355.20,357.78,357.90,361.76,361.81,354.75,365.73,372.59,366.70,,,,,,,,,358.72,358.53,361.37,358.06,353.55,351.88,354.90,356.87,363.91,364.47,367.41,366.18,371.85,369.58,364.49,353.32,346.29,337.58,336.42,330.13,,,,,,,,,,,,,,,,
2001-07-25 21:42:54+00:00,L7,382.36,381.96,379.00,375.32,376.16,369.86,365.17,364.68,360.44,363.04,368.26,370.13,369.30,367.81,366.43,365.08,363.15,365.01,361.83,361.90,360.79,361.75,359.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-26 21:42:25+00:00,L7,374.44,376.29,380.64,376.97,372.72,367.58,365.89,365.99,364.74,364.84,369.08,369.83,369.69,370.28,366.11,366.54,364.58,363.55,363.43,361.40,361.42,360.25,359.99,358.56,360.61,362.87,366.35,364.45,361.67,358.90,360.09,360.49,365.97,369.20,375.41,379.09,378.14,375.30,369.09,360.14,351.45,337.59,339.72,333.08,337.61,,,,,,,,,,,,,,,
2001-09-18 21:48:17+00:00,L7,373.07,370.16,370.74,372.59,364.71,362.03,357.87,356.80,354.40,359.16,360.89,360.81,360.50,357.21,358.15,356.77,357.37,355.46,353.44,353.19,352.62,351.77,353.34,352.89,351.86,352.72,359.53,358.71,354.18,351.47,352.52,358.58,366.37,369.76,372.15,374.95,374.43,374.14,366.73,354.77,349.25,337.84,340.54,334.05,334.70,335.64,324.03,331.11,324.01,353.02,355.42,380.49,480.43,479.26,466.19,427.45,,158.72,135.82,336.90
2001-09-27 21:42:05+00:00,L7,382.36,377.65,377.23,378.00,373.57,369.93,363.75,362.44,361.76,363.91,368.11,368.73,366.71,366.66,366.59,364.07,364.66,363.54,364.91,362.78,360.12,362.69,363.80,360.62,362.13,363.46,369.27,370.27,364.52,363.05,365.18,373.80,378.72,382.13,382.59,384.22,383.50,383.95,376.30,368.91,360.90,353.60,354.01,349.75,347.63,344.67,343.35,343.62,338.49,364.65,375.46,432.85,485.38,504.31,509.64,519.42,348.57,358.68,365.81,359.04
2001-10-13 21:41:51+00:00,L7,388.74,387.43,387.04,382.09,380.68,374.73,368.01,365.77,366.60,368.16,372.32,370.84,371.45,370.64,368.21,367.20,363.83,365.13,367.24,365.02,361.04,365.75,366.15,359.58,360.87,363.85,369.53,367.93,365.17,362.97,365.90,369.80,378.03,380.20,383.23,386.68,386.95,382.68,376.85,366.84,357.18,350.81,348.75,345.83,344.82,341.87,337.71,340.95,335.36,361.44,368.94,447.66,470.27,486.58,519.14,508.48,398.66,373.72,362.90,358.03
2001-10-20 21:48:09+00:00,L7,378.86,375.04,369.42,374.06,373.09,370.58,360.25,360.51,356.86,358.04,363.21,365.94,362.65,359.51,358.13,355.64,360.70,354.83,352.64,357.59,354.61,355.66,354.54,354.65,353.26,356.02,362.13,359.22,358.92,357.12,356.58,362.86,370.45,374.52,376.51,381.67,374.69,373.30,372.54,355.71,350.07,343.00,343.21,339.43,333.83,,309.70,333.73,326.45,344.95,159.94,392.60,400.98,399.75,470.92,441.05,,,,329.42
2002-02-25 21:48:47+00:00,L7,378.63,375.95,374.71,374.19,368.79,364.24,358.69,359.48,359.55,362.49,363.18,362.76,362.09,361.13,364.35,364.52,362.99,363.62,363.50,365.52,358.80,360.77,359.53,356.20,357.44,361.20,365.88,364.80,360.52,358.49,362.31,368.08,374.51,377.76,377.07,378.63,381.17,377.73,372.79,358.89,352.02,342.87,338.84,330.42,320.62,310.75,317.76,342.72,367.19,419.67,439.78,464.03,475.17,463.28,424.52,478.66,477.53,470.98,439.58,405.87
2002-03-22 21:42:28+00:00,L7,378.80,377.44,376.62,376.82,375.97,371.84,364.41,359.58,356.83,363.82,364.21,365.26,367.01,363.42,367.44,366.65,361.82,363.48,362.45,360.91,362.08,362.43,362.14,360.67,360.38,361.89,368.20,364.80,362.36,360.47,363.05,369.52,373.67,373.53,372.97,375.32,373.20,373.78,366.96,355.94,345.82,334.26,332.36,322.60,319.12,311.73,318.24,347.56,370.01,399.89,427.21,447.34,455.30,440.88,406.10,445.92,462.69,461.92,434.39,398.30
2002-04-07 21:42:28+00:00,L7,373.79,376.54,376.40,373.16,370.01,368.17,361.95,359.45,359.52,362.48,361.91,365.56,363.41,362.48,363.31,363.50,361.51,361.21,361.87,359.77,360.84,360.80,360.85,357.30,359.24,360.84,366.13,366.25,362.47,360.39,362.25,368.18,368.07,370.83,376.31,377.98,378.68,371.45,369.51,356.47,348.60,335.95,331.55,319.72,318.32,314.34,325.85,352.40,373.91,393.97,410.69,421.22,431.48,426.32,424.95,432.60,459.42,457.99,419.72,398.37
2002-04-14 21:48:38+00:00,L7,373.25,372.21,372.24,375.12,367.14,362.98,358.58,358.07,355.68,360.69,359.06,364.40,361.06,357.84,359.09,360.44,361.60,361.46,359.88,357.39,359.74,358.22,357.70,352.46,354.44,357.05,362.27,359.84,353.35,355.35,359.24,363.91,369.48,368.90,372.94,373.28,371.54,369.11,361.40,351.82,344.49,333.19,329.07,319.57,315.65,310.25,322.33,352.16,375.99,395.19,395.79,411.75,423.49,428.77,419.03,431.34,416.16,148.14,115.72,378.10
2002-05-16 21:48:34+00:00,L7,383.05,381.84,382.95,380.97,379.14,375.72,366.91,363.32,362.30,362.35,366.09,368.07,371.34,367.39,368.78,367.51,365.49,370.02,367.97,365.44,361.44,365.19,366.71,362.02,364.19,364.13,368.82,366.04,362.74,361.14,362.57,368.78,373.89,376.86,377.52,379.80,375.87,377.84,368.54,358.75,345.88,336.85,331.44,322.47,320.41,327.68,340.21,,,,,,,,,,,,,
2002-06-01 21:48:28+00:00,L7,377.68,371.84,375.84,376.24,373.31,369.38,364.83,363.69,360.89,362.62,367.39,365.80,366.77,367.65,367.23,365.94,362.83,367.99,366.49,365.26,361.66,366.28,367.10,363.84,364.04,364.32,370.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-20 21:47:58+00:00,L7,380.31,374.30,377.12,378.74,377.34,371.49,369.95,366.76,368.35,369.83,372.93,374.06,373.85,374.59,372.03,371.79,372.64,373.41,372.22,367.42,368.93,370.56,367.98,365.62,365.12,367.22,370.69,369.40,363.51,360.39,361.76,365.85,372.37,371.67,375.86,379.93,374.91,371.92,365.49,351.92,343.78,337.01,330.78,326.43,327.24,325.31,327.79,339.25,340.97,357.30,531.24,,,,,,,,,
2002-08-29 21:41:39+00:00,L7,373.25,374.78,372.65,373.85,374.43,367.45,366.30,365.27,360.17,362.47,368.03,368.13,367.95,368.70,368.50,368.39,368.08,370.12,370.25,367.05,366.01,364.18,365.25,362.97,363.69,364.93,369.61,366.42,360.64,358.94,359.94,366.94,373.97,373.58,372.39,371.51,369.70,364.64,358.89,347.58,338.21,330.18,329.51,320.05,329.51,323.45,,,,,,,,,,,,,,
2002-10-23 21:47:39+00:00,L7,362.34,362.24,359.24,359.62,358.20,352.55,350.32,352.59,353.47,353.12,358.28,357.09,352.82,355.94,357.35,358.37,360.02,360.53,361.88,357.57,356.95,358.69,358.24,351.41,350.17,352.93,359.17,354.84,347.39,347.30,349.85,359.14,364.02,366.36,365.44,364.84,362.75,360.15,349.39,341.63,327.59,325.31,325.64,315.54,309.37,307.17,318.12,339.33,499.77,500.88,516.68,492.95,505.17,486.63,439.27,427.18,96.19,358.24,387.50,355.46
2002-11-08 21:47:44+00:00,L7,357.62,358.03,353.63,355.13,358.68,351.98,347.16,347.59,346.30,347.86,353.05,355.24,354.42,354.33,353.22,354.51,358.56,357.01,354.86,351.84,357.55,360.13,356.38,352.10,354.57,353.26,358.89,358.28,351.81,349.65,351.36,355.39,364.84,366.76,364.38,367.35,363.65,355.21,345.94,336.68,327.35,322.73,318.31,314.67,304.64,295.90,312.85,,501.58,364.48,368.56,411.04,471.91,467.99,433.19,427.74,,,389.00,350.78
2003-01-11 21:48:14+00:00,L7,357.47,357.02,359.36,357.11,356.54,351.32,348.07,344.04,341.75,346.30,355.47,361.28,359.11,359.81,360.05,360.79,361.92,356.56,357.17,357.41,359.15,360.83,359.13,356.99,357.65,360.89,363.10,361.37,354.28,355.81,356.21,359.60,368.29,371.63,369.26,368.81,362.34,359.83,349.49,338.02,328.46,320.71,318.22,306.00,296.47,,,,506.36,495.63,487.46,475.58,470.85,450.21,442.59,493.54,440.16,426.22,395.21,355.18
2003-02-21 21:42:20+00:00,L7,363.10,365.63,358.86,359.86,360.40,352.62,355.44,351.05,347.79,351.14,357.87,359.80,358.32,358.01,356.64,359.55,361.48,361.34,362.27,361.24,359.03,360.14,361.34,356.89,358.01,362.33,360.72,359.28,353.30,354.37,353.79,362.85,368.12,367.01,368.05,366.16,366.19,360.47,352.79,341.32,327.44,316.28,313.55,292.23,289.16,,,,499.12,484.03,466.81,461.74,467.03,461.01,435.56,447.65,431.83,401.48,386.18,353.08
2003-03-16 21:48:34+00:00,L7,370.71,370.32,362.07,354.13,353.14,351.85,350.65,343.30,343.11,346.95,353.59,358.91,358.10,355.05,356.30,362.03,363.28,360.38,362.80,362.08,360.77,359.44,351.45,352.99,354.10,359.55,363.54,362.27,361.18,357.99,360.89,364.85,373.46,366.94,368.01,370.75,369.43,362.06,355.83,344.25,330.25,335.89,330.01,288.98,287.20,,,,504.93,480.98,470.80,476.47,483.94,472.18,442.66,439.10,402.08,399.51,384.23,356.03
2003-04-10 21:42:26+00:00,L7,380.89,372.30,366.18,365.49,363.97,361.49,355.97,355.28,352.16,352.42,357.27,363.31,354.83,355.19,359.12,362.20,362.66,364.73,361.16,361.30,357.48,360.44,358.81,361.44,360.76,363.07,368.04,365.91,361.58,358.46,359.38,367.46,372.73,374.80,373.92,374.38,368.45,362.46,357.82,343.64,332.31,328.54,325.93,309.69,300.79,,,,506.27,486.53,470.33,486.29,485.56,465.47,439.43,428.89,279.02,383.85,378.74,353.00
2003-04-26 21:42:25+00:00,L7,390.32,384.17,379.15,376.81,375.67,372.27,368.11,365.61,361.90,366.17,370.80,374.15,375.88,376.53,373.43,371.61,372.63,373.21,371.75,366.15,365.47,369.64,371.41,365.87,365.40,367.34,373.11,371.37,366.51,364.45,364.19,372.52,377.37,378.67,376.56,377.92,373.92,367.86,359.38,347.11,337.73,332.49,,,,,,,,,,,,,,,,,,
2003-05-03 21:48:37+00:00,L7,385.00,376.81,373.07,367.61,361.99,363.99,356.15,351.75,355.89,359.15,361.67,363.51,364.75,363.08,358.72,362.77,364.40,364.04,365.67,361.80,364.10,362.59,363.48,357.89,359.71,361.24,365.20,360.57,357.66,356.79,357.18,365.14,368.81,370.83,372.43,371.28,369.00,358.67,,,,,,,,,,,,,,,,,,,,,,
2003-05-28 21:42:22+00:00,L7,397.55,394.21,390.33,386.49,385.83,382.73,376.01,373.10,372.40,373.83,376.65,380.22,382.11,379.19,379.36,382.79,378.69,382.08,379.33,375.09,377.91,380.28,380.04,378.02,375.75,378.31,381.11,380.60,374.42,374.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-07-23 21:30:14+00:00,L5,388.79,390.34,388.27,385.63,381.41,377.63,374.97,362.70,370.88,376.04,377.55,383.43,382.15,386.09,383.66,383.43,385.95,386.64,384.92,384.69,385.76,386.70,386.05,378.70,374.47,377.30,385.02,381.75,373.72,376.55,377.42,382.56,383.76,389.42,388.14,387.99,384.83,379.06,365.85,348.06,,,,,,,,,,,,,,,,,,,,
2003-07-30 21:36:33+00:00,L5,379.30,369.99,366.16,367.23,364.75,360.40,352.96,355.66,356.81,357.79,362.66,368.25,367.59,366.07,366.40,365.06,366.33,368.68,370.70,367.76,362.85,360.06,360.09,358.54,355.80,357.28,361.42,359.46,357.96,356.62,356.51,360.12,369.39,373.87,373.88,374.22,362.79,355.14,,,,,,,,,,,,,,,,,,,,,,
2003-08-24 21:30:48+00:00,L5,380.67,374.82,379.05,375.72,376.81,373.93,368.66,364.98,366.36,366.93,371.71,370.92,366.49,367.94,370.18,367.99,366.84,366.64,366.19,368.79,365.52,370.75,369.69,367.04,366.52,368.65,373.91,369.96,367.45,363.95,359.93,365.23,374.56,371.19,375.46,375.58,373.97,366.88,356.05,343.40,311.38,,,,,,,,,,,,,,,,,,,
2003-11-04 21:42:03+00:00,L7,383.85,376.39,376.64,374.01,,,,,,,369.96,372.31,369.62,370.21,370.52,371.96,368.97,371.30,370.90,368.01,367.98,370.28,367.10,,,,,,364.40,363.11,367.38,374.99,384.09,384.17,381.71,379.51,377.40,362.73,359.37,,,,339.02,344.13,351.60,364.50,365.98,366.05,461.86,478.11,401.69,,,,86.66,143.78,227.85,439.05,377.56,344.72
2003-11-19 21:38:14+00:00,L5,369.81,366.00,364.78,371.76,368.30,370.49,363.12,357.83,361.27,370.36,375.58,378.71,361.68,360.79,360.81,359.90,360.21,362.49,363.16,359.31,362.23,362.17,371.25,366.90,366.78,369.55,370.51,370.57,371.06,369.45,357.28,363.17,370.10,369.48,370.43,364.95,364.62,372.46,361.75,347.67,342.35,345.66,346.05,346.13,342.79,350.67,356.27,356.70,375.56,447.16,461.88,546.06,586.91,594.79,556.86,494.85,206.33,412.31,369.53,349.96
2003-11-20 21:42:19+00:00,L7,375.29,374.05,370.03,367.05,366.81,363.52,365.39,,,,,,362.10,367.27,366.91,366.60,365.44,367.40,366.46,361.78,359.98,365.95,361.96,359.94,359.47,366.34,,,,,361.03,368.63,377.69,380.24,377.63,374.35,369.60,359.66,349.26,339.21,,,,,348.58,357.71,359.41,367.16,440.83,459.32,461.22,542.37,575.17,575.89,,,,425.09,378.82,348.73
2003-11-28 21:32:10+00:00,L5,362.59,359.92,355.26,353.05,350.41,348.36,344.96,346.57,348.87,351.07,355.42,355.03,353.37,354.64,353.73,353.91,346.76,348.54,349.06,346.09,348.20,351.83,351.64,345.46,346.83,354.30,358.67,353.83,351.99,351.86,355.18,363.21,364.16,360.69,362.16,359.63,355.01,341.00,330.97,327.92,322.39,321.89,323.69,334.00,335.19,309.88,324.78,341.70,352.28,276.42,152.19,306.21,282.72,,,,,364.89,355.46,328.17
2003-12-05 21:38:22+00:00,L5,369.13,366.41,345.75,352.95,348.94,348.38,339.99,339.68,339.41,339.62,345.61,350.03,356.98,357.80,360.67,360.20,359.37,360.53,354.54,351.50,353.11,366.07,348.41,344.59,343.29,341.78,350.47,347.84,342.30,345.67,353.47,365.53,373.95,377.43,372.52,364.36,363.46,342.60,334.33,320.62,311.12,308.15,314.96,324.96,340.78,338.52,345.52,361.81,385.07,383.05,364.40,509.53,537.62,537.43,502.52,448.75,211.53,403.77,367.40,333.61
2003-12-30 21:32:24+00:00,L5,368.89,367.59,367.20,367.87,362.47,363.27,361.19,359.29,353.02,354.59,357.02,356.11,357.34,359.16,361.00,358.43,359.89,361.25,362.82,356.87,360.20,363.57,361.90,358.05,358.27,361.77,363.88,357.83,352.90,353.34,356.94,366.87,368.77,368.68,373.66,369.98,363.51,354.88,346.08,338.09,328.71,323.21,324.60,326.02,338.15,329.60,339.58,354.71,365.04,433.20,473.32,512.29,510.06,462.95,532.12,495.47,,387.20,364.14,334.74
2004-01-15 21:32:26+00:00,L5,372.36,,,,,,,,,,,,,,360.43,362.00,365.14,362.82,366.16,361.04,362.84,367.20,367.95,364.79,362.38,,,,,,,,,,,,,,,,,,,,,333.08,342.88,353.93,409.26,432.33,477.49,509.69,519.50,511.06,537.88,515.55,417.07,390.67,363.44,331.89
2004-01-22 21:38:40+00:00,L5,361.22,361.09,357.85,358.66,352.13,348.77,350.32,338.11,340.63,339.65,338.64,345.16,347.67,342.06,341.36,339.27,338.71,345.77,349.46,346.49,350.51,356.28,356.69,355.60,355.00,360.17,350.70,344.65,335.43,332.40,343.57,353.92,361.85,370.09,366.93,362.97,356.32,346.22,339.90,325.67,311.25,308.08,311.08,310.35,,257.20,318.65,350.77,359.44,261.85,135.20,304.62,282.75,,,,,,,
2004-01-23 21:42:42+00:00,L7,357.63,359.23,355.42,350.67,350.25,348.85,344.75,343.18,341.32,343.29,,,,,,,353.28,351.98,347.41,346.46,348.93,347.95,349.03,346.96,346.42,350.68,352.58,347.83,339.71,,,,,364.38,362.28,356.41,352.55,343.36,333.23,318.77,314.60,315.98,,,,,319.65,,396.60,344.96,159.62,303.72,458.38,457.48,505.63,,,,,323.45
2004-02-23 21:38:50+00:00,L5,,,,,,,,,,,,,338.84,341.42,345.25,346.73,344.75,345.45,338.96,341.52,343.90,342.55,343.86,334.09,331.38,328.53,333.44,330.23,327.25,329.64,335.52,354.54,358.93,356.55,351.55,349.97,342.67,329.13,313.27,302.86,293.25,292.75,288.09,292.41,304.65,301.55,317.31,371.39,360.93,262.05,137.82,288.26,267.70,,,,,,,
2004-02-24 21:42:45+00:00,L7,363.31,366.31,,,,,,,347.54,352.50,357.52,357.78,358.09,360.43,356.05,354.58,357.72,353.99,349.22,345.98,344.94,351.47,,,,,,356.37,352.27,353.93,354.86,365.35,373.92,369.52,367.32,363.72,354.62,,,,,314.73,320.59,323.56,320.58,316.87,322.32,398.47,402.73,359.48,,,,327.01,487.75,500.67,357.44,393.16,359.36,322.49
