,dates,chi0221-0000,chi0221-0001,chi0221-0002
0,1984-07-08 14:06:50+00:00,233.2278670452557,209.5633488363573,205.55994415276734
1,1985-07-27 14:08:05+00:00,230.61728740632606,212.95722039914114,213.16304449164437
2,1986-07-30 14:00:28+00:00,231.52301405744072,218.84524663102144,215.55780448129502
3,1986-08-15 13:59:53+00:00,,215.6622281668666,214.64349797171087
4,1986-08-31 13:59:17+00:00,227.8290849225657,212.656990280902,213.9225967614471
5,1986-09-16 13:58:46+00:00,234.18406688079065,214.6717458199286,213.28870112890363
6,1986-10-18 13:57:44+00:00,225.13951693478452,213.6132312781741,207.9582897162043
7,1986-12-21 13:57:14+00:00,235.08739225184144,216.34979719211154,212.44973537533826
8,1987-01-22 13:58:10+00:00,232.0249373156488,213.38128285379813,206.45622604078994
9,1987-11-06 14:06:08+00:00,,,
10,1988-06-01 14:08:45+00:00,219.1724235649998,204.82004822307115,203.26649211814419
11,1988-09-21 14:08:58+00:00,235.40475010738922,219.00580426457603,216.8671955665351
12,1989-05-03 14:07:01+00:00,227.07629846343835,214.91710247554536,211.47729447754384
13,1989-08-23 14:04:47+00:00,,223.88719148299924,218.97679595270913
14,1989-09-24 14:03:59+00:00,,,
15,1990-11-14 13:57:45+00:00,232.1824723845464,215.9208341772983,216.35686786295798
16,1991-01-01 13:58:07+00:00,,,
17,1991-08-29 14:01:55+00:00,235.2119086744037,209.3919155468263,207.76562919572723
18,1991-09-30 14:02:13+00:00,,215.34780378863726,216.4224668618429
19,1992-01-20 14:02:31+00:00,,212.48611164942398,201.70864330005952
20,1992-02-05 14:02:28+00:00,,,
21,1993-02-07 14:00:09+00:00,,,
22,1993-04-12 14:00:33+00:00,,,
23,1993-05-30 14:00:48+00:00,233.03423205873725,211.79770345499327,211.97491360440554
24,1993-07-17 14:00:39+00:00,220.3683470471861,203.36987644012908,201.01012370729683
25,1994-02-26 13:59:07+00:00,228.41760149074236,211.41227414911944,205.37558082155448
26,1994-09-22 13:54:36+00:00,227.89114560140473,211.21311430240831,208.08307482756695
27,1995-05-04 13:46:22+00:00,224.38639799841127,215.4423779405925,213.30303594838784
28,1995-05-20 13:45:38+00:00,225.28783984173458,212.94181056859045,204.65203290260212
29,1995-06-21 13:44:09+00:00,227.0423876683803,204.8028080672002,203.11896366383098
30,1995-07-23 13:42:43+00:00,226.06571318369572,192.0755140324694,183.84265988943628
31,1996-03-19 13:45:53+00:00,223.4259914037812,210.7473308492714,204.11469952902985
32,1996-04-20 13:47:53+00:00,226.4188319999319,210.3406780880068,208.39009978222288
33,1996-08-26 13:54:53+00:00,,207.87391218457043,205.61264745441088
34,1996-10-13 13:57:28+00:00,,,
35,1997-01-01 14:01:18+00:00,245.93032480438634,223.38702179168644,217.5654907255718
36,1997-02-02 14:02:46+00:00,,222.53154434363572,221.21324278411373
37,1997-05-25 14:06:59+00:00,196.66937026454255,186.06528539870874,190.76043468633142
38,1997-06-10 14:07:32+00:00,229.62123459258905,216.1569421226459,212.05260229309994
39,1997-06-26 14:08:05+00:00,227.30067124615385,215.2617697658307,213.78173576122907
40,1997-07-12 14:08:38+00:00,232.20795587546056,215.9133755558776,214.43490876557672
41,1997-11-17 14:12:20+00:00,236.7338882377452,224.96249218165826,210.02761277309892
42,1998-02-21 14:14:30+00:00,,,
43,1998-07-15 14:16:30+00:00,229.16375227753727,211.09008298723322,207.8350523821858
44,1998-07-31 14:16:36+00:00,,225.058597934765,216.5587456583808
45,1998-09-17 14:17:02+00:00,235.82785162498325,217.26208689409384,214.33787962307917
46,1999-07-02 14:16:03+00:00,,184.67080845661064,178.69471397281905
47,1999-11-15 14:31:08+00:00,,220.54082341830727,216.503916016969
48,1999-12-01 14:31:02+00:00,,218.9049802526556,212.34008955141582
49,2000-01-18 14:31:01+00:00,,222.0400862828983,220.6015595271905
50,2000-04-15 14:12:49+00:00,234.18746014276385,215.89604580719435,210.26768622914938
51,2000-05-25 14:30:13+00:00,235.84054673227772,219.31109751235502,213.09110500868528
52,2000-06-26 14:29:57+00:00,240.98467159355607,218.74772052055317,216.9751799886019
53,2000-07-12 14:29:44+00:00,,218.94534051573663,215.367706700272
54,2000-09-14 14:28:51+00:00,229.01026930597914,211.33388818404148,212.15269800655054
55,2000-10-24 14:16:58+00:00,,,
56,2000-11-01 14:28:37+00:00,,222.73128598212662,209.84457730438987
57,2001-02-13 14:18:16+00:00,233.7404274954892,218.96605119518006,213.59833119596925
58,2001-06-05 14:18:37+00:00,228.68758144349084,215.0857892673916,206.65276919773328
59,2001-07-31 14:27:24+00:00,240.19984904123692,216.97885528428174,211.4586490264913
60,2001-09-17 14:26:43+00:00,227.87817511123527,198.83528558726536,211.57852989181117
61,2002-01-23 14:27:07+00:00,,221.97841634728564,220.55609920398152
62,2002-04-13 14:27:04+00:00,243.06079717801646,221.46865364592497,218.1794039930818
63,2002-04-29 14:27:05+00:00,242.17514591536178,221.8082557690806,213.39994623976276
64,2002-05-15 14:26:58+00:00,215.6850282106389,200.3922165341175,209.97326585220983
65,2002-08-19 14:26:23+00:00,241.23428740897577,221.2260182231528,217.09139596527564
66,2002-12-09 14:26:30+00:00,252.00901028008002,219.59234029436232,210.63546066758127
67,2003-06-27 14:14:21+00:00,230.21503978145927,214.4293779158548,209.60150887956402
68,2003-07-29 14:14:56+00:00,,,
69,2003-08-06 14:26:38+00:00,,221.9377474244386,223.8151896872589
70,2004-02-06 14:17:08+00:00,222.26205922573158,210.83643702918422,203.65049671294128
71,2004-04-26 14:18:15+00:00,236.6254841980523,219.9792243495175,220.54509100432733
72,2004-05-12 14:18:43+00:00,235.6501490494991,220.88386912323443,216.70603340834577
73,2004-05-20 14:27:26+00:00,228.8497394385561,205.22545474813086,211.52929022458392
74,2004-06-21 14:27:16+00:00,217.49305945356633,206.66473004195177,212.32692233865862
75,2004-07-15 14:20:34+00:00,227.0983988559392,215.79396765511876,212.60563062767875
76,2004-07-23 14:27:10+00:00,237.26880976703004,209.0352109856588,210.8755777091462
77,2004-08-16 14:21:17+00:00,229.15929401767266,216.47573771540408,216.53226711489597
78,2004-08-24 14:27:02+00:00,,,
79,2004-09-09 14:26:56+00:00,260.24940335770566,219.26164138330697,217.9671996672732
80,2004-12-30 14:27:36+00:00,251.12197323040684,220.6970452439134,211.25198973951103
81,2005-03-12 14:25:11+00:00,238.73067311556866,220.83025715160636,210.1933861737019
82,2005-04-13 14:25:22+00:00,237.9745490265463,211.51642592117884,212.51379407292478
83,2005-07-02 14:25:53+00:00,226.57166822897,210.00053032329618,212.30724148599376
84,2005-09-04 14:26:22+00:00,232.93545988785124,217.13724717317422,217.04741047711732
85,2005-09-12 14:27:19+00:00,257.9951097797451,,
86,2005-10-30 14:27:35+00:00,235.20834981994298,216.83050466526873,214.3293891378732
87,2005-11-07 14:26:27+00:00,,226.2489105496017,206.74248165584717
