,dates,mex0405-0000,mex0405-0001,mex0405-0002,mex0405-0003,mex0405-0004,mex0405-0005,mex0405-0006,mex0405-0007,mex0405-0008,mex0405-0009,mex0405-0010,mex0405-0011,mex0405-0012,mex0405-0013,mex0405-0014,mex0405-0015,mex0405-0016,mex0405-0017,mex0405-0018,mex0405-0019,mex0405-0020,mex0405-0021,mex0405-0022,mex0405-0023,mex0405-0024,mex0405-0025,mex0405-0026,mex0405-0027,mex0405-0028,mex0405-0029,mex0405-0030,mex0405-0031,mex0405-0032,mex0405-0033,mex0405-0034,mex0405-0035,mex0405-0036,mex0405-0037,mex0405-0038,mex0405-0039,mex0405-0040,mex0405-0041,mex0405-0042,mex0405-0043,mex0405-0044
0,1986-03-15 17:14:19+00:00,177.61628394333817,176.172579686283,177.35076900292358,172.56813364042964,170.7998801227552,181.08378954813287,188.76929156563057,182.6882013628332,179.90877090119713,181.88203156408719,177.09018252270806,184.171011256374,175.1323776830869,177.51894633849878,178.9705264799764,178.24173811246877,178.145759855886,183.55094043656626,182.04278424171753,184.88491946950734,190.1933695573716,189.303430693692,189.25463713834128,192.36562707216467,185.58864281461692,191.00914842410052,204.93318873727324,201.7254589898498,200.38303301572142,206.28901615178424,203.93633122523389,208.51170568815454,210.36686656528602,202.3549811229811,196.91506739727762,191.064689379155,189.98598196516488,195.42955568251924,197.86232005999355,,,194.87523421004343,199.84076078915598,193.65846816168073,214.56683379557248
1,1990-04-11 17:08:26+00:00,163.51205361365695,148.55917624336402,153.5428935256276,156.03694680063472,162.51884811928602,184.33205065294104,197.8813736493517,194.57091472978794,196.45434265964101,200.76541780545693,198.8231858593347,201.62431972487144,208.28993672997512,205.8726057035631,209.42341575912613,208.41613884351312,206.33762048866706,195.6638361974238,203.83906872211043,211.3343118368572,217.16477779377936,207.31645542667167,215.90697053121735,214.34733361908013,212.20797295205193,210.94612851293195,223.41695042134575,222.44303742393762,226.5804166970477,245.22533764169566,241.1961886433999,222.06245541013143,228.25373393983463,232.2408551059571,219.5185747350143,220.7047849731822,222.36722987128752,229.98409181010334,232.39129878027626,236.4992654159345,237.8236328624002,227.44896036108182,225.23933548197127,224.85550154484818,223.04635375720545
2,1990-05-13 17:08:31+00:00,163.04333422394916,158.517998255397,162.10956500135202,168.17727434864673,171.4747341238007,184.8328581590956,203.7509955299924,202.5448645145878,201.49054024221064,203.19475689995144,201.45048483988927,201.77358261691296,212.202614327138,212.21070272751282,211.93881603865483,213.47014029256908,207.45344731207447,203.273933353976,210.07102899639304,209.9179756599586,202.76737520799068,211.32447129523746,222.98344203234836,226.43637601394573,222.63120860141956,225.07927894740556,232.0413392482699,236.61450676587182,233.2246368479276,244.57032706413202,238.30159792969627,230.60071407811665,221.81411570507487,234.85911259779388,231.57890226496716,236.15562574784897,233.95852770960983,244.06786167071368,239.81526822162206,237.1973148844802,229.458924396117,229.6320821604899,219.7539553039108,219.9055368559939,228.59682154060133
3,1992-09-07 17:10:28+00:00,136.8549276187979,102.80093448654006,126.57212787029317,142.50652425081785,161.41114047695055,178.56577104421694,196.0477895353406,183.47234208807524,184.65979998788583,186.13043123418933,181.38039863270555,188.2550457571879,181.20741341434191,190.48483895893273,202.08754182493374,206.68383487179813,209.14623202462414,210.46271358362895,204.7967462314973,206.3543089809267,203.2003783166922,198.54623755701863,193.28906297130624,196.2918654468373,196.8347108495094,202.8704620784976,220.3984758715621,225.65242057810894,221.96164998557478,228.73037658483992,227.54323418560082,206.631942393243,202.54392129282556,207.40037092437024,204.81060918164934,207.53120217315697,207.34631782831784,226.996228192033,238.1138567155883,251.62974918742083,253.91390589573476,264.69287419601056,,,
4,1993-01-13 17:09:51+00:00,131.81712807142526,128.94352224324138,128.38787522404138,135.57542793478873,160.1565500093245,178.57469444265027,194.19256544867957,192.59442054693363,191.7040129414476,189.14065625521604,193.11613188727878,192.83217628956172,194.34630350159813,196.21753180292782,198.58570326622188,194.5420054245102,191.820601697779,195.62665260030036,203.55030313129646,208.23840379944298,205.22916277330236,204.881377678724,213.7596687248582,219.830548731497,219.59049020561108,221.79787360105806,223.84825552984796,223.3573348605753,223.39537522793526,238.26714556801394,238.06683191455681,226.2404081686272,223.10184188755343,221.83353559187555,227.50864933838034,233.7028760046145,239.17343865034104,239.4180995878584,240.35896446189804,237.91958954148242,233.920071925424,232.99213964562813,234.72265604263407,223.39752793093862,228.4272080707157
5,1993-01-29 17:10:02+00:00,146.65819924293467,141.1452410342326,146.15010795206297,150.69925919227836,166.29183942614475,182.02030329515839,203.06088101629396,199.39890967931095,198.2126378626855,198.8338865575066,202.3055351408702,208.32185426229515,209.86196712327316,205.8638568587215,209.0042484864842,214.3625304990223,196.9696448347168,199.8955000832059,201.85560451770203,209.49519004667332,204.8896416805788,214.37917532785832,222.02708587726158,223.0131506327311,221.50942693880674,225.89763574120875,230.3105327400236,232.93485307145207,229.57246145329077,233.77481994212204,242.88786806253265,228.56474304767002,242.00770473923072,241.4941830495899,239.0504291818866,240.90784610094883,244.98071204287277,245.32224389835127,247.68413768171513,243.30060040024136,235.43516814660077,224.59833459743612,228.57304039853912,234.39124114490065,227.0019070543132
6,1993-03-02 17:10:19+00:00,167.18656460721633,161.09050598578676,165.30120204876044,165.5634886895266,170.4226394294452,186.45906730300246,199.05464257958414,199.5197677788193,199.3801779839139,194.93548949211728,194.9021022478679,189.30197314758576,197.0424970823607,192.22776904247894,201.42643429427577,209.84617216588674,201.62415157829852,198.8449137330977,205.12613295858785,205.17777676892575,204.56328567010306,202.39123402884022,208.47658095406683,207.39050133477087,205.77102439462158,212.40793827463065,215.66771849103685,219.22334713347053,215.83656101801176,224.4087839682126,231.13167004377712,216.23176902958582,217.37015196075265,213.4352440977586,206.79390500990712,214.29977749984394,217.14161137116415,224.88142883722574,221.59820909024018,220.10996525910417,217.5467408082664,201.99534339496788,201.45492430116957,197.4153599295241,203.08499457066537
7,1993-03-18 17:10:26+00:00,167.85818180647448,169.31234703905938,172.57180309234855,173.0023149209344,185.74966123078255,191.28244156143612,197.22105239411212,199.79740400240556,197.45680350975204,199.99092631191047,201.24841507448215,201.67586560428214,201.5473685911303,197.74396618568082,205.21145737353314,209.15745313188518,203.71856614998285,205.71003217093107,205.2591141052818,211.18519754161383,211.67697293107435,207.50784040387862,211.12536707617767,212.81016860738887,208.61087943362142,219.10837176496386,227.8456763294318,227.27602552616412,225.2560155630757,237.33890798407788,229.35014892222256,206.77833827637582,219.74810884913973,221.4778657300658,221.25561679969408,211.3701007228933,219.9228162389601,225.5401822970634,222.80809312902161,224.2002961461017,218.3305316366258,212.03035715533352,206.19460871805762,205.40102133097076,202.14238647598583
8,1993-04-03 17:10:29+00:00,163.32001970072082,157.90803061962322,169.25649024255,168.7289997786402,174.44335029600836,180.61317418123323,195.09371229986206,192.62866237307392,187.5685162931726,,,,,,,203.1983023024518,199.80337454263497,193.14443011749486,197.9714863419336,195.92341036391008,204.2435386103514,,,,208.3893627441877,210.23030971619514,215.42855906359023,219.93555605930854,213.9752812681287,217.3246285492105,215.9094384395435,208.04084393966224,208.14205933891373,207.91044729738334,212.77666174789687,211.0012575254487,215.55105217678042,218.47201112716724,222.006165205826,208.87700708642996,208.39536567424727,197.3095533621265,198.08452250853685,196.36868823444473,201.05414180869502
9,1993-04-19 17:10:38+00:00,153.16662102381989,157.02235100904264,157.4281433467628,168.7701936712874,170.2188611014164,182.85620819936543,192.263273064466,190.81280046664267,185.87893010042683,186.65523295313972,193.05071114977585,192.1120168530834,197.6823426688211,208.121041296399,206.58144979332403,202.96483419713192,191.8630550789195,191.0557337607925,188.5230055079978,190.30283989278092,197.1196001523052,194.9187920563702,198.48226607998606,201.7325681508161,211.3123941244677,214.70393200383998,217.15415492196902,216.8883367657727,215.94320177586317,219.45516315154515,210.29953600236868,205.26504707700883,201.80351680428328,201.76482878161244,209.61967701167688,211.83144525977096,216.88303035906407,214.4155014452049,219.66515747847941,208.18326428559783,203.94921033804988,200.83790096850214,197.40573430818864,191.9745136259885,201.48431102587256
