,dates,jap0218-0000,jap0218-0001,jap0218-0002,jap0218-0003,jap0218-0004,jap0218-0005,jap0218-0006,jap0218-0007,jap0218-0008,jap0218-0009,jap0218-0010,jap0218-0011,jap0218-0012,jap0218-0013,jap0218-0014,jap0218-0015,jap0218-0016,jap0218-0017,jap0218-0018
0,1984-07-31 00:45:29+00:00,,148.2526084844353,147.5315969837951,138.79489365795277,144.50081909988674,167.39536659596126,166.7240435766647,159.22593643822563,160.22410857167438,170.29100658831612,178.7894121374115,180.68703488222394,168.5533921943035,142.16968106095283,147.0591536120716,163.18870407882005,157.11324985385377,151.71329497178448,160.24884111330513
1,1984-08-16 00:46:00+00:00,171.1261451378685,158.0284685491007,155.32267577050172,147.5445391662464,153.80402567693866,169.04059882756434,172.82478235887734,164.7081903194112,165.1139993929517,173.6827157523635,186.3116965455182,187.19837482893794,176.91354438916647,151.5452587274366,157.99521813960956,171.2514415796044,159.94162191031967,163.90846430828145,167.1648686422211
2,1984-11-04 00:46:10+00:00,162.53370951044553,160.16319784450036,155.271594463977,156.72182787176177,155.85242969986754,176.1679334169428,173.98202428399932,168.74738921725194,167.5046347221084,175.83426620043724,183.40017454815282,188.06148029120448,181.41984798535913,158.14191407365442,160.2332189488762,180.90094597846513,166.69034680668213,166.22212214629454,169.4277650377445
3,1985-01-07 00:46:30+00:00,154.59104339226175,151.54505019347187,149.14440750217676,139.7230440980896,148.68351304917638,166.3618096422694,169.12668553356042,164.37966156826644,166.95077213936852,169.3774284999359,177.0239423661099,182.97176154701773,173.6137252971367,148.1378337595571,155.65984450163708,163.56150050333005,158.86775200539026,159.55246580216595,163.67291211348842
4,1985-12-09 00:44:17+00:00,,162.0234568234967,164.7900972888959,152.56958133059203,158.50047622993202,173.8248107532726,179.03285356084547,172.0319756692389,171.44080087606662,173.05426547688862,162.31894698205926,172.51022735261557,,,,,,,
5,1986-04-16 00:41:38+00:00,145.493644244866,153.7329182831055,153.12915845950522,140.7627480125,156.17754056334888,168.28861894768843,173.90741582200278,165.8655326716651,169.23739622658678,175.14643818365596,188.08057647188954,183.28028898841058,168.51885334708473,146.30092143490415,157.72304419959337,164.37592231066537,154.62581438832723,158.14346338357663,165.13917830893678
6,1986-09-23 00:36:32+00:00,165.76788499683187,156.69520106596306,155.26935925048292,148.0286829233073,150.93240721298503,166.79485098924027,169.73436081329746,164.08818806489748,164.23218339368844,168.90571067494005,177.37979375475095,179.71220136406723,165.496706967527,146.80876161125875,157.13338643012958,171.81012106214675,165.13336889733264,162.61992952786616,170.6555331230098
7,1986-10-09 00:36:01+00:00,151.62805591299488,152.6338688285052,151.06499071884895,149.30012104456569,148.50729717634078,161.65334791725067,162.2073944942677,159.52723551638627,157.00491050213202,163.11921356211633,172.32680247785,169.76019497220415,154.33921408467592,138.0642446522668,143.16656180349727,150.80384731218453,150.92966525337346,147.67948916291363,152.55995093584986
8,1986-11-10 00:34:53+00:00,159.73860004952198,154.03453193049768,152.6043449412984,149.61960987587406,154.13625773223944,167.87129865259564,167.09044996159153,163.6156012582216,159.6982257006928,170.5469234610272,176.88539762085043,177.75114416565185,165.60752465257576,145.1166382712876,153.3368091606853,163.89935816529052,158.31847827089655,153.8696459421743,161.6330858289496
9,1986-12-12 00:34:54+00:00,164.36339407050167,156.2505617308061,157.52078138252332,149.58358032777141,158.84730118627033,169.79118168059046,174.37450547963476,167.64496817538873,166.29294073856585,173.50055264876687,180.62708504011758,180.79797151601142,173.39044345210382,145.19897611391482,154.17757522476887,165.75869487510607,160.21385206957234,158.85309971449826,168.2885499605888
