,dates,nzd0279-0000,nzd0279-0001,nzd0279-0002,nzd0279-0003,nzd0279-0004,nzd0279-0005,nzd0279-0006,nzd0279-0007,nzd0279-0008,nzd0279-0009,nzd0279-0010,nzd0279-0011,nzd0279-0012,nzd0279-0013,nzd0279-0014,nzd0279-0015,nzd0279-0016,nzd0279-0017,nzd0279-0018,nzd0279-0019,nzd0279-0020,nzd0279-0021,nzd0279-0022,nzd0279-0023,nzd0279-0024,nzd0279-0025,nzd0279-0026,nzd0279-0027,nzd0279-0028,nzd0279-0029,nzd0279-0030,nzd0279-0031,nzd0279-0032,nzd0279-0033,nzd0279-0034,nzd0279-0035,nzd0279-0036,nzd0279-0037,nzd0279-0038,nzd0279-0039,nzd0279-0040,nzd0279-0041,nzd0279-0042,nzd0279-0043,nzd0279-0044,nzd0279-0045,nzd0279-0046,nzd0279-0047,nzd0279-0048,nzd0279-0049,nzd0279-0050,nzd0279-0051,nzd0279-0052,nzd0279-0053,nzd0279-0054,nzd0279-0055,nzd0279-0056,nzd0279-0057,nzd0279-0058,nzd0279-0059,nzd0279-0060,nzd0279-0061,nzd0279-0062,nzd0279-0063,nzd0279-0064,nzd0279-0065,nzd0279-0066,nzd0279-0067,nzd0279-0068,nzd0279-0069,nzd0279-0070,nzd0279-0071,nzd0279-0072,nzd0279-0073,nzd0279-0074,nzd0279-0075,nzd0279-0076,nzd0279-0077,nzd0279-0078,nzd0279-0079,nzd0279-0080
0,1999-08-21 21:46:56+00:00,170.47006276927257,161.18477821183006,166.95766360827574,180.34790100402665,192.69657895506376,190.62662619188842,196.58407559475205,203.67244999147584,215.91515407564495,224.36039032993148,220.91057418384727,207.94507666980002,191.25423732230962,181.68735991686657,177.62323195876127,170.38174922962156,158.19535955863023,164.09778763455708,158.13383964964677,144.97494153151587,131.10582542749992,129.49066992635642,131.3945906274252,125.82072385830703,119.77352669495478,126.59444486475925,127.34085472891563,127.30111232433254,132.84081356110246,129.942372651702,139.99867074606362,136.7896028761277,133.27108187039116,139.77464388922974,141.88022523758121,152.61256766711483,150.50321913798126,148.4838119117652,156.024833489579,164.713662860935,173.665856594615,181.35967332509875,181.28076466024686,181.95208991039752,170.24325682402144,163.8039377167671,149.90420275480994,147.51316285251102,141.65347320076748,143.96399206320757,137.51186901796345,134.02060600783403,128.90826077473125,131.37762020276335,125.82787390458759,124.90945600156459,126.09281018400733,126.19492992464399,127.98091913417457,122.19175105225153,116.98632526922285,113.44452637968064,110.14799419559814,113.52543658211678,119.81898558045108,128.8804799607098,131.89281037481572,132.88006187174145,134.95987494866034,141.87830743890916,151.0105973615012,157.4261079877507,167.0298524798908,170.64724105420402,167.0002722836298,169.82367218226742,169.0468111571502,160.63461010231597,163.30654701117808,171.69277749944612,170.84992236399822
1,1999-09-22 21:47:00+00:00,182.01342376731634,176.17648199628104,182.10568358161106,186.64094407015273,190.67623965129027,192.09692585625186,201.1309015135404,213.0076599652316,225.13465731094922,224.8819513302852,221.40192401781817,205.56154005350038,198.72953820690182,190.07553475542008,186.64588119389782,167.59132125058565,168.5512192387523,165.0844487173198,157.82126262634762,150.3721954388591,138.77217499245126,132.77643623004434,127.30779727965131,129.75339101695894,123.13742247676319,127.57906549117962,130.1437846148132,138.6055379416898,138.10643389046746,139.24235028183372,138.17823131163723,145.32471773959801,145.2163942856221,146.23451653226206,155.82206934918767,159.5242063580541,164.26175051638833,160.04936807451102,168.79416453501617,180.06761771952722,178.68239467687508,192.7475493819767,189.7054342899489,194.2883502538318,179.23378362124444,172.42964182125513,173.43524659061907,162.19660352952843,157.5555961366806,159.78552846797993,154.69541851355228,147.0325713951741,139.68233386002214,143.41937391228348,137.16465323432877,140.4497840475807,130.01145524140654,133.79078787271146,133.10272060140915,127.63997112415964,119.9051946283964,126.12743049344769,128.5675738641461,131.9538917891795,138.37479103715643,133.51354825232218,144.05934167976642,147.19605059630473,157.8622876680739,153.14658560575108,155.89634186605215,164.19320318223822,171.73551503344584,176.08251171965728,181.22450515409642,189.7020891535597,200.51965146444644,189.52823419482672,174.78874635794227,174.53173725835322,185.41348597870274
2,1999-10-24 21:46:56+00:00,,,,,193.3083548870227,206.97815487114266,193.57949756138981,208.5741623725584,223.00569077142143,225.9771055011108,230.85055647542546,220.95964622903375,208.50038585351714,196.77037036371397,190.96623326154202,177.28787387355734,178.01344136647975,177.77417151775373,167.4730840727307,163.53889171917677,154.4492560335799,139.34508278063439,135.91415597049442,134.06372543926597,139.68908554867008,136.98279008446903,140.4020874217414,141.29606343726036,141.83465711447272,142.29933771654837,148.12396248752503,156.39808232787394,160.24067622024333,161.0292802157933,156.41284815754398,156.62680454005493,163.7811153162304,164.68263371844023,167.73734079788602,171.90826467447286,177.92595511224212,183.22012435395442,201.30190503064077,199.69306096193637,186.38348828881124,176.02321222763703,169.66924659794373,163.3999852034497,159.54301980111947,157.9506821413605,161.12290800998701,147.05634066259356,143.81558687709716,140.56273770148576,137.68780567547284,136.73896060252153,135.8394119102692,130.56894446519968,132.84139150946854,128.2414036596941,126.97649936411776,124.95557202923533,125.63075672536493,130.25326740372628,141.02939053300184,144.3194187020795,143.04295687387017,149.8300327173352,156.7134764335443,153.87026381086494,156.41139003966197,162.2840923301906,173.464230781637,171.82681881115317,179.38848594297812,185.8804674099372,185.49464156792502,183.08004089967747,176.16655094859186,176.2075777778966,185.43937503257152
3,2000-02-13 21:46:48+00:00,175.05210529971941,169.47568416922363,169.6518822916563,172.87503795602362,181.97264621021645,186.34913738243065,192.55845752893197,195.470142851412,203.54006137059076,213.51448379780592,218.799255223606,205.65068018990405,191.9892952542705,179.92713037339772,171.9115494535252,167.6694523853394,161.72094677796142,151.59599181854614,145.84774058819264,133.4980113072612,132.7996483799687,123.16774200903397,123.47083245796327,123.13713454380719,120.6474755630877,119.64263820835129,125.78468010434158,126.10535775233076,131.52146798694113,130.98494484812718,129.1876031548071,125.86804550467025,131.43721987028997,130.61371963649603,136.7879274383496,141.54815677433987,150.02891618714736,150.14500363985206,159.37645143255475,162.78986637866123,171.1745595056911,173.80318114810768,181.9879687796326,182.06658109499833,173.9798732267588,162.94955936147338,156.93916202722713,152.61062432558717,144.82267091582452,145.40541826839302,143.41568007509287,138.72484205165838,135.09995127862078,132.38305479499772,134.79938368317923,131.1496135242894,126.09811177353318,123.04463975494888,,,,,,,,,,,,,,,,,,,,,,,
4,2000-05-19 21:46:07+00:00,188.46424233159547,182.5384948779146,182.26894350256538,186.34011370536754,192.21582049546413,201.05211030309988,207.02354737999065,212.2285551342668,216.48679469652052,222.32697703417102,227.50320834036728,216.86978238118695,206.61125238315893,198.93398380366457,191.31144482852284,179.07105427282687,167.96263649279925,154.63332699796888,156.9416564955606,151.3510943735659,140.2414305658078,142.4500489578838,143.74460823005734,139.66764338615607,126.28304906770295,135.70173693999175,132.9326202398627,132.1818595840368,139.83429474881314,138.58235503278487,141.87153785177938,142.75493787442383,140.6940443679344,148.46577103013522,148.08461255344255,150.74008259995833,150.97986867891166,156.75273550903432,162.08336616316643,164.83907863560182,174.68886663019185,188.20544177285876,188.63639088382345,190.35907849020907,182.45431810466147,178.7785923116324,167.91049295815742,165.01304279498854,165.6584569658957,151.91021649375313,143.8104700785073,140.374028940266,141.0673132478315,141.81904610375776,140.72441024146167,137.4617222110428,130.4281979575085,131.7846518083023,136.66302404105437,132.33673044581812,136.77071895353984,134.17061082754932,134.9962728964379,136.31783522426946,133.01663392583268,141.44278308621298,143.7239816925491,151.17454379373223,152.39230911776588,157.84544000448696,164.35868049650662,168.21165296358936,173.8709405149825,179.11480528948076,186.63493258997158,191.4322512156486,187.27411535473496,191.33573673883154,188.14770898217145,184.95892341519598,181.02794595464616
5,2000-08-07 21:45:08+00:00,179.5649092409782,171.1614053559115,174.6547617512229,173.351134567498,171.5579025179987,169.4031351158264,185.30462734103799,202.79062385570242,213.1439251003853,225.1092382267611,226.2355293548811,215.7720481810709,201.57328390226024,192.13318093180737,179.93685084139403,173.61382050313173,165.41378378438708,157.83225865468413,153.64959492282603,148.2478689961971,137.74323305482847,137.11661929586595,139.0087271134445,134.01305648894325,129.54527933512705,135.5224791162444,131.613020807271,131.15462319910515,137.29109824403596,134.22500435492702,135.07074155761674,137.6681371787759,137.181413768608,144.12955171399852,147.88325314220745,147.99387373767362,149.23699783872584,150.34579763350123,159.13028353892756,163.0604516884807,172.75888774583797,175.52043828868122,180.26269686872985,178.87062353570226,175.19893945916024,169.43946362363698,162.35842616852418,164.03836733041746,152.46407109656985,148.4325282474537,143.9543966175334,137.09950531332447,132.36200333701672,129.63311861915068,131.3333022633051,131.75471388942825,131.12625481522505,125.64666951439092,119.91197953685688,118.97841441724161,124.60048706783157,128.52775715792237,132.0048405738825,129.0257356898285,123.39021258266312,127.74452408709095,130.02310128703363,138.1857394355943,148.75500084439602,154.1871388621083,159.56001616867655,166.31457532563752,161.42237079691378,161.11404898515008,169.28435073489098,176.61589581566702,171.2428108650408,166.62920085911557,170.2772253911251,169.72037863832034,161.30052549183787
6,2000-11-27 21:44:26+00:00,,,,,,,,,,,,,,,,,,133.24863066987862,135.132596636767,124.24559718217601,125.26022695788721,120.96801923995932,131.15099223605228,134.01856115282428,131.49327676558377,133.58661642661835,132.70083416094784,128.05848361083505,132.55932071415734,133.20108645903088,134.90265896503735,139.985066543181,138.11228031171646,136.21092162766428,141.59413861152333,,,153.17578611244818,160.5653335564912,161.95491546214572,172.34105414502395,175.08964040478332,184.56279975850762,182.62301391155145,178.47807594642057,172.04728062817293,165.39117871461747,161.6327464903558,156.37302087868727,149.12188254617536,147.0762243019322,140.8168920029795,141.20816197661236,142.50831387322958,138.5255369399819,132.49102687083848,133.06941131756824,131.69632824680286,127.69814432198946,128.9171107476819,129.7148137862061,130.95901072300887,133.88603029451286,131.34096071188947,134.05037053106327,135.62067775658903,138.94353764737994,142.46291570126215,145.22257138991426,146.02477875782031,149.87080690635835,157.1996576699832,164.6460362717067,173.37234294752892,177.0405922909793,179.1508461773737,175.59701672056497,176.14883961047545,179.14012950912962,179.09876932331974,172.50572046650024
7,2000-12-13 21:44:28+00:00,175.19306941377852,174.73868893597523,176.29604187364956,179.6106101138548,178.5556664293545,181.56449801557244,191.71956521401682,197.19520693359743,207.4370682073628,215.87198073638996,220.65565688701997,208.17493909455985,198.23782652529204,186.50419070524427,175.29357172542177,172.1171075017886,161.94003704587814,154.0052230444385,146.6597011990707,141.25540653678345,132.51728574697736,129.16360733688654,127.07346869052222,126.63482694004222,127.46849935402938,127.14620074447909,124.21747263790573,126.64417541263462,124.35970754349528,128.8868627501965,129.53439431898292,127.91327099576358,130.92295628762858,129.58600382582546,134.40773412112108,134.06008865769678,134.3260841343949,144.42627647210537,148.04816362952027,157.09033286852332,158.34129143933396,166.44608551183578,172.0910721486685,171.63284487333934,160.88339915432294,157.28991748932998,157.70621846121293,144.09221679133944,142.66326362428842,139.58211670950453,135.1642418512311,132.7031860103285,133.6416564746227,128.57711546524465,127.13113400834521,125.97536027668184,123.25815073724547,118.38442851143168,122.02122777201149,121.93326060626907,120.84045457320283,118.99925941573224,121.67520365314633,123.6646850190741,125.30884463863495,128.07816247106578,128.3331994716926,130.93723406790116,135.62146992611463,139.8035310719947,144.62641642246948,151.5274033804176,161.13057674846195,165.5636809866238,167.5458884421236,175.244045156933,174.79529232771375,177.77241498543884,178.79076172500805,175.9232060155125,164.18418573252367
8,2001-01-14 21:44:33+00:00,183.3307346325239,185.8095494974514,184.77679898714956,177.8380664148696,183.60113316856146,180.73957341764824,185.02456600282238,192.92036620451677,211.6815416660473,219.33715336091603,226.64971277765704,219.81375400035824,207.3957943926572,200.0213715360245,189.92780572351273,178.86439673451343,170.09749044097143,162.56107357938535,153.32933910554596,150.34253618022416,143.0640617880181,139.54137945868135,141.79363163724713,137.94908832494025,134.91861950407622,140.64903168481743,140.15545654216206,,,,,,,,,,,,,171.28913827451635,185.09175451134527,186.70876074579326,191.95215283351007,178.27707960424328,179.92115922803532,176.0639360785778,172.56843961393565,162.88292850975228,160.77689906165875,164.14229923444157,160.66119331700241,150.9043155796008,148.51639400701958,147.0413640521346,146.10068806977898,142.82520770551452,142.96154351827118,141.12564387916413,141.52386229021045,138.29392062104432,136.6641663259988,133.9770346561764,140.36628569124548,140.76552476727096,142.8817493693749,141.26615709778525,142.97416923348683,148.40761906497707,146.20787292582588,158.12314027987492,158.68042703287762,171.60008366305522,174.8463528091148,174.4414290244568,180.58505723560023,187.6775901913938,184.81779384820948,191.07494503947223,195.46529486423745,193.65056088137638,183.1175984225563
9,2001-04-04 21:44:06+00:00,173.89307392973305,166.42049333507413,164.08105541117655,173.29149819268417,184.822138114363,192.1925557494833,192.49524743368244,200.0021484285449,203.61161124627856,211.13103106762307,217.560335691604,210.00038097909916,197.97123690822195,188.87368917354885,176.9462818302318,165.12657634451188,156.6106785289151,155.75767923830068,149.0345430406806,142.9380636768862,137.1154068583221,135.48459529776534,130.7647012064264,129.46106621390945,134.22135936149414,133.61329235621008,132.62910469314738,132.74520702923098,133.5400393628624,136.46362671055041,133.82407829193687,141.52732019888384,141.9225631742272,142.80734196042525,147.1342147976206,151.97314400086066,154.92704171439556,155.79425277799302,158.4222720268595,160.27089681096027,163.61249658357394,175.7571301926637,185.46957247168578,191.42887535258734,179.56573010515015,184.30356222677676,171.94250511810807,164.5300237655149,155.82523131449636,153.94534712415836,154.85589973400337,143.13611204692089,142.64147087510867,139.31811401866196,135.75641207885977,136.44671813862783,136.15134276238695,130.6764008326756,130.07027573545895,134.92425443380063,127.867062917924,130.9634256095975,128.81574234352257,131.36784838792352,136.45845740830032,141.64738502458272,143.21592239015447,144.3966501556582,143.42207272505752,147.0764227088488,153.6368190383574,155.36067385340377,165.02535520285969,180.52328268429957,185.3065134562727,184.0206471822613,182.672128941305,179.21965144283857,170.9832000287015,168.88871488537447,171.0662628950297
