,dates,chi0511-0000,chi0511-0001,chi0511-0002,chi0511-0003,chi0511-0004,chi0511-0005,chi0511-0006,chi0511-0007,chi0511-0008,chi0511-0009,chi0511-0010,chi0511-0011,chi0511-0012,chi0511-0013,chi0511-0014,chi0511-0015
0,1984-12-24 14:05:51+00:00,171.41318315604278,184.45568808364465,204.2726500926645,219.1585394039443,233.76955865330652,207.02379288484562,183.9656527970643,212.26638678180376,197.41163676262178,183.5668940737542,180.97248174822863,186.49123574154518,169.11303847232818,184.50915336656138,171.7749553208593,179.0292333692896
1,1985-01-25 14:06:03+00:00,181.93238258413422,185.29191941584668,206.09874646298584,214.72802874085968,236.59272855561275,211.63422990594083,201.6596759731991,195.28133046070113,205.76482165182554,203.73399702704532,195.17105856604925,190.68270090096092,175.36343660377693,170.68135543129824,162.50968621847946,170.22981909145108
2,1986-01-12 14:03:06+00:00,191.45536064149775,187.4942520524779,201.66613986317654,197.50648942805194,220.80239858543936,209.4449147340422,207.05513699836695,171.69199496644708,171.79228583215206,196.07292305638083,188.36894743943526,182.8817948980328,178.84225371367006,170.66905773146428,157.5332046036393,171.15479105583503
3,1986-08-15 14:03:29+00:00,157.84802057656822,153.16664525701552,174.92138027411212,208.35826371631018,207.2368819159924,191.85425937007994,172.8442779172892,169.5669303065648,167.22896663667495,152.08707720822338,172.38455885972795,,,,,
4,1986-08-24 13:56:58+00:00,121.44172146585424,123.19515788931028,151.9271170047064,167.38250798591113,170.91183841224998,154.81619768362452,158.88715779640344,146.26430201908443,135.44443802807388,122.90212127805627,126.73821187991393,,,,,
5,1986-09-16 14:02:21+00:00,143.91354611613463,154.17876179908006,187.10770163197628,186.92970491135708,193.2567301175776,187.4648483919325,185.42369461696515,177.02001567506028,182.31022945213368,169.6853084573742,159.13715570488472,167.12695783779185,166.12825251773188,174.40152992560104,172.22397178264296,161.49031503980333
6,1986-09-25 13:55:54+00:00,165.467422547859,174.90624070276098,197.38803390269655,203.97061885621497,205.30880518763212,182.72322303968872,195.8244871685163,198.44328214486583,172.6775011029397,167.7038127488349,180.64479651071392,184.9834469431994,177.95140420038484,199.08018963633043,198.1456718814446,192.47970372827663
7,1986-10-18 14:01:19+00:00,156.95045059117803,169.48425546544132,183.21122916928235,185.84085054579282,194.07862982371185,176.67222262105335,203.1899793383035,190.2710494299964,157.95127432710436,149.30369024303326,171.8538773355521,172.2631442887567,176.80287696897975,180.62416449123336,186.86903769110606,182.1859060843792
8,1986-12-21 14:00:49+00:00,162.21407027743425,168.13536677539744,179.43260060111382,203.5499473609596,221.37508078995285,203.7500351311519,206.0326146372731,213.74989052532,183.81514758273892,174.885234818673,193.01195013227917,193.1566351002729,200.20624946185754,188.12455388907517,186.41769530929878,199.0155505912307
9,1998-02-14 14:11:47+00:00,194.82814077695028,192.62475588522184,208.90932415384916,232.7440138095815,234.4654687897296,225.8079717188638,227.31730999591215,188.8485500463565,181.072661769853,199.7487584729072,195.0594581521431,195.85365417822845,183.2859377714676,171.6945253314072,166.20562613206855,165.86143042762345
