dates,satname,nzd0100-0000,nzd0100-0001,nzd0100-0002,nzd0100-0003,nzd0100-0004,nzd0100-0005,nzd0100-0006,nzd0100-0007,nzd0100-0008,nzd0100-0009,nzd0100-0010,nzd0100-0011,nzd0100-0012,nzd0100-0013,nzd0100-0014,nzd0100-0015,nzd0100-0016,nzd0100-0017,nzd0100-0018,nzd0100-0019,nzd0100-0020,nzd0100-0021,nzd0100-0022,nzd0100-0023,nzd0100-0024,nzd0100-0025,nzd0100-0026,nzd0100-0027,nzd0100-0028,nzd0100-0029,nzd0100-0030,nzd0100-0031,nzd0100-0032,nzd0100-0033,nzd0100-0034,nzd0100-0035,nzd0100-0036,nzd0100-0037,nzd0100-0038,nzd0100-0039,nzd0100-0040,nzd0100-0041,nzd0100-0042,nzd0100-0043,nzd0100-0044,nzd0100-0045,nzd0100-0046,nzd0100-0047,nzd0100-0048,nzd0100-0049,nzd0100-0050,nzd0100-0051,nzd0100-0052,nzd0100-0053,nzd0100-0054,nzd0100-0055,nzd0100-0056,nzd0100-0057,nzd0100-0058,nzd0100-0059,nzd0100-0060,nzd0100-0061,nzd0100-0062,nzd0100-0063,nzd0100-0064,nzd0100-0065,nzd0100-0066,nzd0100-0067,nzd0100-0068,nzd0100-0069,nzd0100-0070,nzd0100-0071,nzd0100-0072,nzd0100-0073
1999-09-27 22:04:48+00:00,L7,344.43,329.80,332.97,325.43,305.27,315.50,314.62,317.87,324.75,326.96,336.78,344.19,354.70,368.04,365.87,360.08,372.89,369.78,376.33,362.20,348.29,371.75,372.83,366.19,376.39,375.71,375.68,363.74,381.77,380.99,371.32,358.94,362.03,376.67,373.03,378.39,386.78,385.39,391.11,385.55,392.01,390.70,383.83,368.09,371.29,377.75,385.07,393.78,397.00,398.68,386.39,383.85,371.68,377.70,385.54,386.09,388.44,386.89,389.45,398.13,411.18,452.86,403.20,384.61,381.67,391.31,385.72,380.77,382.54,389.96,398.85,388.31,387.82,390.25
1999-11-14 22:04:42+00:00,L7,340.97,321.53,318.99,328.17,318.74,333.27,333.57,323.40,330.85,336.06,337.24,342.40,357.63,363.55,366.49,360.17,369.29,368.81,374.67,373.10,351.09,366.40,381.60,383.34,375.04,380.85,364.44,359.68,388.58,387.03,378.08,358.61,356.38,384.13,379.92,383.21,387.86,386.60,395.60,385.83,384.77,391.92,391.44,365.64,359.85,371.85,374.76,381.08,397.46,398.67,381.21,391.17,367.88,379.13,375.59,368.64,383.28,389.16,399.66,409.21,415.89,452.34,407.24,393.17,381.88,390.48,390.53,381.15,381.18,391.17,388.09,384.48,391.21,385.80
2000-05-24 22:03:46+00:00,L7,,,,,,,,,,,,,,,,,,367.45,373.67,376.08,348.81,367.06,378.70,373.40,371.81,,,,,,,,,,,,,,,,,,,,,,,394.01,398.37,396.84,385.74,385.00,382.25,396.95,371.01,376.18,376.53,377.89,388.52,394.60,406.20,441.44,405.84,398.15,392.72,401.54,396.54,394.46,396.84,402.20,398.86,393.82,393.26,390.95
2000-08-12 22:02:54+00:00,L7,,,,,,,,,,,,,,362.42,362.87,364.39,378.19,365.51,366.44,365.26,349.09,358.41,372.76,377.44,374.32,364.91,359.11,357.16,389.27,388.07,382.85,363.54,360.56,375.58,369.67,369.18,381.05,384.06,383.81,367.68,376.18,376.60,382.48,360.53,353.29,364.85,373.84,377.05,374.60,373.14,360.77,374.66,363.27,358.88,361.39,360.16,360.90,373.91,378.03,388.46,399.37,450.55,420.17,395.80,383.79,392.91,389.91,390.54,388.40,393.76,388.00,373.94,381.45,374.49
2000-09-13 22:02:26+00:00,L7,344.18,330.04,293.85,299.14,296.11,296.27,307.00,306.27,320.00,333.83,339.35,336.44,348.28,364.43,349.87,347.11,357.03,354.42,367.55,358.38,325.10,345.72,363.54,362.53,373.25,362.39,350.56,346.95,367.93,368.52,362.45,356.10,353.68,365.81,364.03,362.27,366.70,368.39,374.46,363.05,369.37,364.73,363.19,361.89,359.01,368.85,370.14,372.71,386.22,378.98,355.59,357.99,356.87,358.73,347.27,350.89,359.89,365.34,377.43,381.96,389.26,441.26,395.83,379.97,372.64,385.30,373.78,375.70,375.88,381.14,378.23,362.85,365.31,361.95
2000-12-18 22:02:14+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.97,374.83,368.68,353.63,363.72,356.67
2001-01-03 22:02:12+00:00,L7,357.98,345.18,345.89,348.82,337.18,333.99,350.29,341.31,344.76,350.06,342.13,344.94,352.24,370.73,369.79,347.55,362.22,361.63,358.10,364.37,346.87,357.21,375.38,372.64,375.23,368.68,360.34,344.85,366.53,383.21,386.39,369.74,356.95,374.04,371.73,377.80,384.90,374.32,378.19,379.44,382.38,378.61,386.31,377.13,367.27,375.74,375.75,372.98,384.74,395.04,385.19,388.65,373.79,364.33,361.42,363.91,355.86,367.95,380.94,386.24,397.17,444.39,397.94,390.98,383.82,394.42,386.99,381.28,387.24,394.56,387.17,367.66,380.29,376.33
2001-06-28 22:01:09+00:00,L7,372.91,357.03,318.27,355.45,373.69,363.98,339.62,341.98,338.49,341.27,348.91,356.67,366.89,361.99,362.02,359.99,369.39,369.72,388.14,375.04,358.66,376.85,381.55,361.49,365.54,364.41,378.34,366.57,388.48,394.79,389.50,360.69,353.45,370.98,374.35,388.87,387.78,379.03,385.55,371.47,384.06,389.13,395.91,383.46,369.24,374.70,375.53,379.10,393.28,394.98,381.43,380.44,368.79,371.74,366.53,363.94,358.14,370.00,373.79,384.04,398.03,437.30,407.64,398.54,384.59,391.98,393.54,394.25,388.41,390.26,391.38,382.62,391.83,382.73
2001-08-15 22:00:38+00:00,L7,386.89,375.16,379.80,387.29,338.47,352.98,355.19,354.72,347.44,352.14,362.17,362.67,369.85,370.81,368.30,363.03,392.53,392.08,402.51,391.85,389.45,388.90,388.79,366.62,372.41,380.06,377.93,366.01,391.59,395.79,392.84,361.35,357.09,385.04,384.54,386.67,408.81,398.90,396.37,381.86,390.44,385.00,394.43,382.16,371.40,374.23,373.11,388.78,406.72,425.31,393.25,382.15,364.72,375.02,374.31,372.32,362.88,368.16,377.66,389.65,397.98,453.79,425.88,402.41,394.90,399.21,395.48,,,,,,,
2002-01-22 22:00:40+00:00,L7,355.11,343.15,345.02,361.37,361.46,363.50,365.32,370.95,376.20,388.99,393.09,396.96,389.88,389.13,383.68,378.59,389.74,391.71,398.53,383.26,375.74,404.63,412.12,405.12,404.56,390.00,384.93,374.28,397.34,403.20,396.54,384.64,376.77,392.42,385.93,400.55,411.33,401.14,402.10,393.60,398.10,402.28,408.23,400.38,393.78,398.92,401.24,410.45,418.25,427.25,409.35,408.71,392.80,389.32,372.21,377.28,379.69,389.87,394.43,407.06,424.05,457.86,412.20,393.82,388.87,398.57,397.81,387.67,393.42,408.10,402.31,387.32,401.61,404.92
