dates,nzd0100-0000,nzd0100-0001,nzd0100-0002,nzd0100-0003,nzd0100-0004,nzd0100-0005,nzd0100-0006,nzd0100-0007,nzd0100-0008,nzd0100-0009,nzd0100-0010,nzd0100-0011,nzd0100-0012,nzd0100-0013,nzd0100-0014,nzd0100-0015,nzd0100-0016,nzd0100-0017,nzd0100-0018,nzd0100-0019,nzd0100-0020,nzd0100-0021,nzd0100-0022,nzd0100-0023,nzd0100-0024,nzd0100-0025,nzd0100-0026,nzd0100-0027,nzd0100-0028,nzd0100-0029,nzd0100-0030,nzd0100-0031,nzd0100-0032,nzd0100-0033,nzd0100-0034,nzd0100-0035,nzd0100-0036,nzd0100-0037,nzd0100-0038,nzd0100-0039,nzd0100-0040,nzd0100-0041,nzd0100-0042,nzd0100-0043,nzd0100-0044,nzd0100-0045,nzd0100-0046,nzd0100-0047,nzd0100-0048,nzd0100-0049,nzd0100-0050,nzd0100-0051,nzd0100-0052,nzd0100-0053,nzd0100-0054,nzd0100-0055,nzd0100-0056,nzd0100-0057,nzd0100-0058,nzd0100-0059,nzd0100-0060,nzd0100-0061,nzd0100-0062,nzd0100-0063,nzd0100-0064,nzd0100-0065,nzd0100-0066,nzd0100-0067,nzd0100-0068,nzd0100-0069,nzd0100-0070,nzd0100-0071,nzd0100-0072,nzd0100-0073
1999-09-27 22:04:48+00:00,159.34681652016897,145.92376610827782,163.09612072763042,,131.48164392128376,133.46367635563465,130.1082009662013,136.80062678090792,,142.06194070923064,154.15404103062093,,169.12368171932744,181.935887191819,179.87089210671866,177.88730707735346,190.346715672431,184.38221035387147,190.43256309193876,180.545282948809,164.15328263502263,187.0181094592169,186.54801362488962,180.91638685024336,191.3265153475703,190.58593014614505,191.5600806728834,174.98630101583026,191.4582832961225,195.2656625038649,184.85781656873982,174.03041484464373,175.34562394946346,191.10576329904788,187.33416832690446,194.1747024277684,201.57029186588133,200.9320471221344,205.47163398711737,200.23467566290745,206.10110443002466,206.77967097041537,199.48740708187174,183.66971080954977,185.03504086974598,194.1415582684788,197.90605272447564,207.88112630032853,212.21988919992006,213.99350586733533,200.42406235995225,198.54962157135554,184.67658795029573,194.0978692446628,200.5737090329883,202.0145585293503,204.32248730940205,201.28439283282654,202.34244621604063,210.65300592280343,225.83070097189753,260.0878092610907,220.04699624283396,199.18947508377775,196.35749905822826,206.64588982980348,199.9364391429141,194.70690607804084,197.35670143831834,206.2050980081238,213.69432850611136,200.82898459383847,205.49007104692532,202.6159721508739
1999-11-14 22:04:42+00:00,142.2432122677276,123.80310855867437,115.74931305111087,,123.62813899105797,132.99287547884302,135.96711358361983,123.69715064538707,,140.95778127766354,141.7493660711758,,160.2747835747794,167.18721157112032,168.22440780288912,164.00342418583094,172.32829978923593,170.75541047762513,177.4104140274843,174.34813704497648,153.12501482565682,166.187410536132,183.0631662405916,184.51536514085925,177.42120411436355,181.8596468555612,164.74994562202926,160.89614817915782,187.12731139998368,189.51137486883837,178.9067942491248,164.25273388261908,159.3705594574256,184.51914983389895,181.44218113147534,185.6765232828654,191.02092519801263,188.66554307456852,198.57516718740305,191.6916912521962,186.54888515906026,193.1853611531837,194.0602169852963,168.1990692205258,161.36151351933074,175.17354440236738,174.75484551600678,182.6257149734331,199.71829526560572,200.75952581722572,184.01720146816805,192.8510064190581,169.6785748984953,182.050951677024,178.74638599249258,172.36975151333002,185.0469041865523,190.73977677366003,199.9587945259056,210.92752944582824,216.2879056164369,253.1292104916893,215.6185401012086,196.360854212815,182.71738316296174,192.92704293526444,192.57760253599875,184.14303197563643,183.59733630578492,193.3776409150327,190.58411143639609,187.0453867123491,195.78896651025968,189.26669520259202
2000-05-24 22:03:46+00:00,,,,,,,,,,,,,,,,,,167.85032075379385,175.31586975934897,177.96288543774565,148.40789566832214,167.84615907207126,179.54344405326515,174.3765674915694,173.7055168796847,,,,,,,,,,,,,,,,,,,,,,,195.5850815119692,199.9777284496205,198.5588548349311,186.6915752257314,186.9667910448752,183.09772527754131,195.06510440727862,175.6960026573101,178.50616477260098,178.69799698283828,180.03100992972537,189.50004369584337,195.31684465236066,209.033385652958,242.60321755291585,209.21025306797347,199.72306352296485,193.72115766857377,203.31157681548325,197.97180504676143,195.2718528414338,198.29970201531805,204.47283102019136,200.35756757908936,196.6054421704695,196.673344494552,192.9938939435129
2000-08-12 22:02:54+00:00,,,,,,,,,,,,,,147.3726910167487,145.93227460090498,147.71377187744704,156.73393841599193,148.4275374023429,151.75904645982607,147.2773807573665,130.4802058190875,149.5790009216659,158.6160671560543,162.34933738337577,155.87806617104104,148.67207542230875,145.54927110217227,143.1286233977472,173.0645898569611,167.71001354501325,167.8161228786733,150.06383763837158,146.9490635780068,161.77601927378026,153.94817841659778,151.69954182004525,165.90816184994563,167.74641994531575,169.4212284694783,151.53112342758496,159.8377038363485,158.52569435666643,165.09456438112684,138.89014791761574,132.43853491521014,145.05235311884388,149.33601277092785,153.23269392295876,151.20350537124105,150.50197373638787,138.84981243467104,156.0331651472781,144.17091010883976,140.08270811816118,144.18381504311415,137.76897501974133,141.62130890287128,158.64278057713832,161.0304910556009,172.70326179417043,183.6367297577945,231.63078380133976,198.7612391471559,181.6137077727206,168.7692232352456,178.7750890090589,174.655811118546,175.59583475670053,175.65524374417691,179.47824836645782,168.19534303526052,157.61855036479065,164.05439341891977,160.70705385015864
2000-09-13 22:02:26+00:00,143.1954129081884,,89.34801781193002,,92.09599363350053,92.13273231143424,99.29648825905163,101.8521969351412,,129.2000105255538,136.56006689387124,,140.05412780497852,161.29246983694424,145.14003000855342,143.3064480859569,153.9181248642447,151.61101810939664,162.86521906522654,157.37278548263015,119.99030307476139,145.07924522186465,159.96042585098454,157.96040445668513,167.65530351764917,158.3340796446024,142.81146582484033,143.48070477812993,163.79016326129383,165.2786228007839,159.36417921467438,151.97921000434678,149.69295280245822,162.20860376685084,162.34898955360714,158.4086851601394,161.88384069819404,165.20998908105685,171.05459088635564,159.77044531341085,165.46343488867802,161.1127594269326,161.26801951322108,158.0797761464203,153.8189687774285,166.41663884405068,165.69939923978802,168.6689569821541,180.84309324983408,175.3970487169779,152.8654585747758,154.50751167063456,152.76140922925023,154.19942202715458,145.11684588925235,148.97999460102815,155.76763888220339,160.43666030033916,173.98141779789526,178.94324387518162,184.2528935391784,235.8022342632132,193.4550356257075,176.22280346588985,168.0138639505906,179.75689021634417,171.2005865199532,171.32704163640742,171.72948044890333,177.24765917397477,172.41764893305128,158.10723213023243,161.54975407014788,160.4436914657682
2000-12-18 22:02:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.94042306162177,171.31039662466213,165.5611589926547,150.88622270806638,159.75509588863562,153.57474156943323
2001-01-03 22:02:12+00:00,151.63053680942468,132.53748427649631,126.9073468238099,,125.09713598200301,126.9131330973558,137.2647079929737,133.63853326172404,,143.21994125687146,131.4648785525543,,145.08445949593093,161.35875324358616,162.34051259233476,138.63490133822657,155.12394682364013,154.95929778762243,151.28810856203793,157.12428262234968,138.86625083708637,150.32027206344978,170.4113650717817,165.18429104804835,170.93496951799958,161.38545760710096,152.61524940700934,138.2373243178682,160.28625045905082,177.17213954919742,179.50687170974442,161.58033880976166,150.69664368349564,168.1305192245134,164.26629996197366,170.75489553643988,178.6899347627959,167.43340081279004,172.0617180700111,173.1826201093708,174.51095374039713,171.5001994120963,180.14286697615978,172.74761820340635,159.85799197630024,169.61974292210334,168.67468518627962,166.47372483745767,176.28032457838813,188.5280348793299,176.1885130413039,181.78337714398995,167.35062715343878,157.267850467059,154.7006079167063,157.6041107000047,149.15207516013126,161.58182117354815,174.52045410999955,180.7712859016314,191.29775008454587,239.6807588231676,194.68964288525262,184.26201223425545,176.72408858574636,186.81981817083783,180.63213251018166,175.4131814643615,180.44795814684306,186.8986632837715,178.34515358729934,161.2450757929287,172.2919915674193,167.82380081814404
2001-06-28 22:01:09+00:00,,97.39356586977453,,,,137.55470454502884,121.09826595423036,123.47648769096041,,126.97785048003877,132.09720173858935,,152.35706662020579,146.54406922993363,149.13165360853688,139.94738314272425,151.33082799488267,155.31494028589807,175.43085851949198,154.89032513837503,141.98332145797784,161.97890653422076,160.68837048889614,147.64585874968483,152.7365414368254,146.59993095055137,162.909644198207,153.61106291688733,172.91777865061633,179.4081906210498,174.33195339440067,149.1219389657716,140.2622615640683,156.82134050350678,159.3854907587668,173.01822427334037,172.89004027624512,164.5436709588433,173.77357748121588,156.27352954979406,171.1300219197226,174.6531342382314,180.91838211983685,166.29413153599756,152.49264533928246,159.47261888403446,162.22943503445302,164.21166579636682,178.45718993265294,181.02990561800365,165.78379700291188,165.513854128145,154.45171796471112,156.88699957363383,151.16556119765227,150.185535455263,146.04734809216333,157.03717269404777,159.50488661365824,172.8793864039377,184.42796262281226,233.24875056396505,190.7209632437084,183.35095694199322,171.2074181904858,176.97640199846506,178.77968086525945,178.91017052784815,176.69982306464811,175.57978601958348,174.8737711533255,168.57527502218684,174.98524218821044,165.58385374092563
2001-08-15 22:00:38+00:00,157.81659095056753,142.77630140299766,111.17199264424227,,92.52789634533583,117.78301179087777,124.45715260310311,122.19274734738832,,127.65170880276757,133.9998865569629,,147.10448222921067,146.7570147241731,144.44894713010348,137.4405372113819,162.1725322737538,170.5563415340426,177.8649069462171,162.4434367095864,156.94429197565753,164.44401077867857,168.20888724657829,149.2471940266843,151.22000445096398,160.1164676378972,151.95701194378387,143.87527349207372,173.32765633779584,174.5143044288144,172.35577572416068,144.2098456054676,135.57681396606063,162.92088122497393,162.17476366985812,164.89768903848127,186.37457654901587,173.68309297718721,176.2232632773744,159.22458732923184,169.19624341431455,163.33468688107502,173.38045322263773,163.16175668196774,149.52993866566987,150.99835889503754,152.28299166197357,167.03095414004557,186.0549079518605,199.3152645255116,176.653985456982,165.67623667939296,144.96207279249015,152.01369658770372,143.9419567056619,150.03956812941877,140.69336778237357,146.6791791405541,157.74753115936292,169.4053855116297,177.82597292536565,226.75535251737975,190.93842358189937,180.4748774424226,173.1586340421295,175.00414525818127,174.5263358137149,,,,,,,
2002-01-22 22:00:40+00:00,142.55918928834612,125.89093610265722,126.3601617397102,,148.75188252140288,152.61443968127153,153.0343018425237,161.50618100563625,,176.8685057882753,186.98339538492843,,181.59627927462333,180.62471199352674,174.4085031978154,168.51267256162583,179.53927943384016,183.2918792162662,189.91281818323824,174.73118256329874,166.13501898527338,194.30004940691614,203.69910018847372,195.6107877124219,193.85564633617975,181.4417312252169,176.33643704789156,166.10500206362678,190.32029159521613,194.72567222246454,187.41141583922092,175.70849998577154,168.9890983421035,183.41075682088075,177.74108232944425,196.97021019185544,203.23231024284829,192.4104826259397,195.19704971562047,186.32904484723707,190.36747081323105,193.36396965056133,198.5245372627802,192.16819807214583,185.2446237904033,190.53738279440327,194.0295818666181,202.39231100747574,208.99408439859795,218.9867475924849,200.7502534853067,200.89144137706953,186.10114560414254,181.49450595050564,165.7093761243531,169.05155566749139,171.22607243184297,180.74728484491405,186.9237136659151,199.49734796929073,217.27831975184816,,201.38842654446685,186.96164467954063,180.15178410141385,189.4606490687254,190.04701322464572,179.5658215518549,184.95512465409433,200.82697887075628,193.8780350661257,179.39705354014723,191.23645184107195,194.79350776917838
