,dates,jap0034-0000,jap0034-0001,jap0034-0002,jap0034-0003,jap0034-0004,jap0034-0005,jap0034-0006,jap0034-0007,jap0034-0008,jap0034-0009,jap0034-0010,jap0034-0011,jap0034-0012,jap0034-0013,jap0034-0014,jap0034-0015,jap0034-0016,jap0034-0017,jap0034-0018,jap0034-0019,jap0034-0020,jap0034-0021,jap0034-0022,jap0034-0023,jap0034-0024,jap0034-0025,jap0034-0026,jap0034-0027,jap0034-0028,jap0034-0029,jap0034-0030,jap0034-0031,jap0034-0032,jap0034-0033,jap0034-0034,jap0034-0035,jap0034-0036,jap0034-0037,jap0034-0038,jap0034-0039,jap0034-0040,jap0034-0041,jap0034-0042,jap0034-0043,jap0034-0044,jap0034-0045,jap0034-0046,jap0034-0047,jap0034-0048,jap0034-0049,jap0034-0050,jap0034-0051,jap0034-0052,jap0034-0053,jap0034-0054,jap0034-0055,jap0034-0056,jap0034-0057,jap0034-0058,jap0034-0059,jap0034-0060,jap0034-0061,jap0034-0062,jap0034-0063,jap0034-0064,jap0034-0065,jap0034-0066,jap0034-0067,jap0034-0068,jap0034-0069,jap0034-0070,jap0034-0071,jap0034-0072,jap0034-0073,jap0034-0074,jap0034-0075
0,1984-08-02 00:30:48+00:00,96.97538508928075,111.52134280260705,121.3450546309596,122.56499575370161,132.4381899572662,138.824864989904,137.09794100588485,134.2717020569616,138.30828646525885,131.48331409740877,131.86582783913389,131.47154438626245,138.99463330733212,136.44296899111097,131.44545673896016,127.1831717200116,123.02873306573349,125.494834512534,128.4316326896305,129.31291376524743,134.4382937584823,131.9484957018477,128.14498218556838,131.4908828692972,130.49557394874304,134.1109555488528,136.95138203668725,137.37663277136397,139.53841299846798,141.22866094614085,145.399543196454,154.5661935139024,153.36589769567132,150.3193713213074,148.88301643901497,146.14589129527334,138.11209324133526,134.4596716581963,137.26009817934082,124.40147691766254,139.2485624880093,139.20586423524625,132.12281707346193,126.89515781019298,132.5160009094347,141.1621809365566,143.89432661918346,141.04750563974963,137.50249066574108,126.64486512917627,119.69977969013449,118.96623298570674,121.43502288533261,,,,,,,,,,,,,,,,,,,,,,,
1,1984-08-18 00:31:19+00:00,122.70301230096446,129.76029101976698,132.9976920854367,133.85643739360634,142.29307669005243,147.86758336535,145.96242254316698,148.75923987303867,150.0064530527904,147.15340273911102,147.9942129493672,146.39294915009876,149.36116913545783,150.77527199197428,147.58812565983274,151.38570572072794,148.52889069044255,146.57232130261053,148.34490840979532,146.8530198192364,149.75481818860658,153.90343293582924,149.5008134693265,148.9756423809437,146.84755536577916,145.05442321004404,144.54846869903662,146.23029758065934,152.8738812872556,154.70192107169458,158.56134973966687,164.03585344458799,164.00659089641147,161.00397230469017,164.31858649775324,164.27763621856923,160.70917151636917,159.19606494225124,161.20654108472738,157.7665800658495,163.31764502778861,162.75936234962415,153.20215032141408,144.4842582354163,145.64982194647763,146.2219241655148,157.717745156665,154.18147711036428,148.93912280991248,135.58485078299748,134.1476055406193,137.11174347630907,139.1879462916182,131.32330195389503,145.85962120611416,151.05513323299581,153.48689654795982,151.09648111951827,137.23180879395025,129.41197964501373,128.6717670053938,125.5160123843704,106.93475977007955,92.54650602586852,87.29314733261357,88.93897412325543,99.49462269375023,107.35007308057277,121.76753250864867,134.3688585303537,143.49443841250138,148.86568355528217,156.23074799721698,175.32834747917062,190.3088671101474,172.20767970269793
2,1984-09-19 00:31:35+00:00,111.82004035940014,113.12868322042154,118.7574392364176,120.65947564710045,137.25393152166137,148.51890919565793,145.5125104023434,145.2616349068756,147.93610654572856,151.13438850042152,145.91862857022858,140.41792666869267,147.4594389914283,144.05252186953672,147.22876863451108,149.28170808507767,139.90348149272413,134.31757299869412,131.68595680275394,139.46507206846584,139.15072126252076,138.87393635391396,139.31148581583116,140.58678873285086,139.20717595825022,142.9030527867956,141.80001849223166,138.3504467264688,146.19406528641915,150.5751657122773,152.6998581491272,152.22082053173344,145.93660945762178,145.7671104276603,143.31139453556221,148.8886074270751,149.92656828433968,152.3316333549895,140.96885124586993,126.55713551810338,137.08692913082092,146.8764867706113,140.03376742244777,132.31342328241084,129.48499950667454,135.92967375845157,143.8003928117356,141.4599385019475,137.57274563043563,120.84778792668703,116.12424844482989,113.4155870519577,119.49379244877811,122.179928534192,127.85501258707185,127.87179185433448,129.28134074737258,128.24163373712537,110.19503089515905,101.41283292376005,107.0542461458685,103.7290542312203,100.5650180549186,97.2718323442329,88.61661003073613,86.67941866079181,89.9930140423814,88.61026243185665,91.08101099998142,122.50791633572328,135.79648503497398,141.6029524453222,149.01697537352737,162.75499092011037,187.86705224273078,183.78680182177717
3,1984-09-26 00:37:46+00:00,124.24286857780768,132.84897517033394,133.3670502415496,126.06701938384501,135.8196655018826,143.6875357969185,144.50764749540164,138.43275448607986,144.1763463337166,149.9534938067323,142.52395916374806,144.2740297268788,149.08093444857792,150.39723228427667,146.91448519506216,146.5315761861381,148.9607164007045,142.76534430658282,147.627079706775,147.57073987645097,148.04108693594176,151.1529424035659,148.1872119774586,146.2300524864772,141.111513986201,151.21143963086524,152.79812201915786,152.6828912285873,157.75388158634337,153.86340200498373,158.85117613060797,166.60366692928764,143.80553837299524,,,,,149.67842884572798,154.80761825277867,156.55015782603112,159.498898197597,162.66329598168525,152.1903051152116,139.68022159981803,135.8203254467542,137.89236916689399,147.71227974682836,146.18626556620194,140.99369648950065,128.3493841475181,126.06550994493888,128.8803536740701,129.20430713131276,129.01498980809163,134.10239403684332,139.8525581395251,150.03143665887828,149.9399033213298,128.13577017661947,114.13884592402133,109.86827133466514,101.98885085515678,100.54432165257805,92.61661537220465,84.48499270689264,86.66105573954833,93.6069743639045,88.61747316748719,105.20785230846818,130.20377160896038,140.1673072706883,148.54298601764305,153.56649542076136,169.05850071686706,191.14467458612964,178.9342025086173
4,1984-10-05 00:31:35+00:00,99.21673649622875,125.003310112795,116.91471685709118,123.94949627830614,135.83945424889308,149.04198320103933,143.64833422174763,144.4883675208311,151.78406739424898,150.7547800534079,147.38339752979,148.13794504114634,144.3017498764477,149.0805274445574,148.98383600271325,147.9080041541446,148.02379920530365,147.82263570659552,150.10514678034588,143.4386079592725,144.20149547510283,146.18638014813305,146.29099923522062,147.91079626914677,150.24647530119847,151.1004415548744,150.8913716800367,151.12661676817922,153.7810220318117,155.85833698102508,156.68497377827643,167.98564728465843,164.8854444122511,155.2145040063089,155.58768909706077,154.98711275022845,153.48494430693393,157.1320270914538,155.2193637024067,140.25225787295042,140.91554790826282,150.85029945608918,149.72577820587597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1984-11-13 00:37:31+00:00,114.3793849488212,126.07747102704514,125.31212035498977,106.13276642131429,123.20933399694471,138.1766090543054,144.50991935744437,140.6781188639264,138.04382608126295,136.5013565853314,137.92143704484243,135.46696234104644,136.7740681463343,,,,,,,,,,,,,,,,,,156.75750450062765,159.6996115914921,157.50441594930217,156.81027607179016,148.36470652056894,142.74813425299413,146.2688308889676,148.6388381745431,144.41837686742446,143.85636460058842,149.55489076260443,152.47461042236722,154.62430221060526,153.5393285904706,152.88610983032353,150.71125805859245,150.3309990378255,138.77745927361573,142.25153254499023,133.29706601715114,130.62560394054688,127.05725759736569,129.75174038596552,130.8587586090255,139.41521052413498,144.2790883824179,144.54024975011524,135.0164652318508,128.32895534391133,123.12675466476487,123.53193235379845,118.35644404137626,101.92963778267331,96.89313263308459,87.98126795833487,84.70999685495016,85.82889706396632,91.89171041600137,105.74394136497453,125.29867245775657,139.08541616833165,150.91987282015435,156.12262554364236,167.80338696250246,178.349341873938,164.89068093596342
6,1985-05-24 00:37:46+00:00,106.37720170778229,116.14572277417248,125.78663239296793,132.53316840041174,142.0937696395914,146.03037883576428,145.48464048745515,144.8267977365974,142.94563367578434,141.87613973615709,142.43223101500547,137.54725416608704,138.35553672801737,142.194753285937,135.81483294000714,137.07131918098113,135.875886811656,135.01197685371753,135.7567790634855,130.79699534292192,126.33026040663071,127.72865997736498,125.80895331874464,130.31254702851044,130.26069189888105,132.22105788319246,134.7232356876817,137.439415202315,141.9215074079657,141.74060563082378,146.4922322361157,149.90667531693688,153.3334795842853,148.74142264378233,151.0388279136323,144.28784966075835,144.77182819558695,138.78948367898678,130.28403872827798,132.97505315426318,143.9511725092194,143.89938058684731,136.3556089677582,141.21136183317927,139.94293452005252,137.61216334095718,139.57756240413053,142.61484367955688,142.7363559284147,126.04273287246794,124.72033989561434,129.71334019730742,129.41737410077945,136.4323342333485,136.02642818840502,141.3049042853229,158.6842924091198,158.40562347910566,128.53620756329502,119.81562493804165,123.01202553344078,125.31375704691658,115.11535287078158,100.76641833912525,85.62188696126675,89.91917483463608,83.28961692363227,82.53422614313509,98.41117540084852,108.81841396008556,119.06730282301349,126.90868787384224,130.4796229375076,150.62359691892823,170.2252403290347,170.67727518386772
7,1985-06-25 00:37:42+00:00,100.55739477908138,104.18474720682383,113.02595868696758,122.86144894513882,129.0271457700864,132.33389314771983,134.70016493349016,137.4476387254121,135.7740959227043,138.74981047303652,138.8510834135626,134.33385331902662,139.05653979196606,137.9248239089214,139.62522290673215,138.4464962738321,130.87413891267892,129.63620093915276,127.91705007942868,131.11284844887183,130.62413371398685,130.00971547698913,131.1108990266479,132.93677846914852,131.22078287874376,131.73074147242238,137.6393743466603,137.60076146141827,138.00245864941292,142.5202038512568,149.4313201180563,156.75445374923387,154.91046742248423,153.32595468071227,153.25096640036847,150.96868886474056,139.34414820825214,130.49927946504593,134.29537627603673,139.39345564975025,149.48222704129228,148.25777548060142,139.84731133554325,142.17820575553367,135.6161405646004,128.56443224553715,134.3649996086336,132.99424189493135,132.56177913154707,119.35194970624282,117.93029570129399,121.46550226829496,122.13566447004841,125.72246572852,128.0148680513405,134.18130935508935,153.40841521913484,134.91593524177168,128.92619782954392,119.48465935565896,121.941806893705,124.4796992738437,115.77445095680254,105.04976103851864,86.6848950746004,93.36490032474379,92.10832483064466,91.91958438106352,92.78910794275932,108.51360354084623,121.72289384306919,126.55998574055037,133.00150014327522,151.18060138535864,168.37148096934612,154.91707622871021
8,1985-10-15 00:36:37+00:00,127.01238749022738,121.93069517268292,132.37886264901195,142.40655507002612,141.74551726088964,147.9368212063258,148.10533909979677,151.88424634466614,150.72449987446367,152.65412257702297,148.29480441571332,146.7433066240729,146.00944845745497,145.88260774920204,141.67679956557254,141.1556999669698,145.89173940978185,143.35682669583124,140.54739762516192,141.0386556274329,143.0631876958371,143.75138338969757,144.15464222075104,140.29284490203113,143.2476639859068,145.13525815457623,149.24382639182815,153.07986772681883,153.44615867533506,155.23951671446386,159.22052289910772,163.74040404958828,164.1120039690442,158.60459186053518,157.7986899353352,154.78733033608316,160.73686705266783,158.53492358874476,155.21947619443165,158.2374925842484,158.71311757698896,150.33236125668176,150.6440173483013,145.3624301492984,143.061102812863,144.89499198676754,149.74674069305135,151.45616229655218,154.71718023098524,138.20015770090484,130.12337269761068,133.67917342683242,132.33590126178262,136.7250750987678,141.98297430948307,148.8965448701415,154.27393941043852,143.12261262425662,129.68202528649005,117.20315573145884,125.21428259893773,123.6928588221271,105.48260849744423,98.65467819332044,86.89042438900063,86.3498414867564,89.36300713221891,95.64280051966297,111.12263793052162,124.98822113528155,129.63144310592688,134.2239164151516,138.10649099620576,153.0894068341744,171.89068021742887,165.32235092982376
9,1985-11-25 00:29:49+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
