dates,nzd0225-0000,nzd0225-0001,nzd0225-0002,nzd0225-0003,nzd0225-0004,nzd0225-0005,nzd0225-0006,nzd0225-0007,nzd0225-0008,nzd0225-0009,nzd0225-0010,nzd0225-0011,nzd0225-0012,nzd0225-0013,nzd0225-0014,nzd0225-0015,nzd0225-0016,nzd0225-0017,nzd0225-0018,nzd0225-0019,nzd0225-0020,nzd0225-0021,nzd0225-0022,nzd0225-0023,nzd0225-0024,nzd0225-0025,satname
1999-10-06 21:59:04+00:00,,604.11,602.97,590.18,570.19,551.15,508.26,443.44,401.93,394.83,396.32,388.15,392.82,381.55,375.07,380.37,380.86,378.01,366.00,365.72,358.95,353.56,346.89,346.46,338.07,333.10,L7
1999-12-25 21:58:52+00:00,632.88,621.59,607.56,584.88,562.50,536.44,490.33,436.58,409.70,393.81,386.64,388.53,398.15,397.93,391.62,384.10,382.82,374.94,367.71,365.85,364.44,358.17,352.27,345.56,343.17,346.41,L7
2000-01-10 21:58:52+00:00,638.21,638.91,618.17,581.32,552.94,532.74,511.11,471.64,414.81,398.12,395.62,391.89,406.08,404.60,404.93,395.27,397.92,393.95,383.79,379.56,368.00,356.48,349.42,350.80,348.81,352.19,L7
2000-02-27 21:58:40+00:00,,587.14,556.02,524.49,522.98,515.52,500.61,477.03,444.77,416.90,389.65,398.31,448.11,,408.94,397.30,398.31,384.83,376.84,369.59,359.91,352.34,360.12,360.23,355.41,345.29,L7
2000-03-14 21:58:35+00:00,,598.97,549.88,518.35,499.54,502.21,,493.85,453.10,,,,,378.59,415.99,401.87,409.88,,,,,,,,,,L7
2000-03-30 21:58:33+00:00,611.88,567.13,533.64,506.24,493.95,499.31,499.23,468.92,452.55,,393.65,399.28,420.09,424.01,413.88,403.59,395.54,390.77,378.89,369.64,363.97,359.60,360.00,364.21,358.90,355.33,L7
2001-03-01 21:56:21+00:00,441.00,,,,447.20,,427.78,,426.43,445.88,,,,465.50,433.08,408.15,413.66,412.09,400.18,392.75,370.43,365.88,357.18,352.21,335.64,338.10,L7
2001-03-17 21:56:16+00:00,427.89,,,,408.29,,,500.75,,,450.38,,,447.56,423.55,406.61,429.38,420.69,411.81,394.46,376.35,367.35,357.72,352.20,348.86,343.29,L7
2001-04-18 21:56:09+00:00,436.15,,,,408.72,,434.84,,,,,,,,,,,,,,,,,,,,L7
2001-08-08 21:55:01+00:00,425.14,,,496.64,,480.46,464.79,441.47,442.95,438.80,426.76,412.17,410.04,408.00,394.51,382.76,,,,354.61,349.02,335.37,328.65,338.14,326.19,322.66,L7
