dates,satname,nzd0225-0000,nzd0225-0001,nzd0225-0002,nzd0225-0003,nzd0225-0004,nzd0225-0005,nzd0225-0006,nzd0225-0007,nzd0225-0008,nzd0225-0009,nzd0225-0010,nzd0225-0011,nzd0225-0012,nzd0225-0013,nzd0225-0014,nzd0225-0015,nzd0225-0016,nzd0225-0017,nzd0225-0018,nzd0225-0019,nzd0225-0020,nzd0225-0021,nzd0225-0022,nzd0225-0023,nzd0225-0024,nzd0225-0025
1999-07-18 21:58:49+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-06 21:59:04+00:00,L7,571.11,582.51,581.37,568.58,552.19,533.15,490.26,425.44,383.93,376.83,380.89,372.72,377.39,369.55,364.27,369.57,367.36,362.58,350.57,350.29,345.45,340.06,334.89,332.96,326.07,321.10
1999-12-25 21:58:52+00:00,L7,604.88,593.59,579.56,556.88,539.17,513.11,467.00,413.25,386.37,370.48,366.64,368.53,378.15,382.37,377.62,370.10,365.32,354.94,347.71,345.85,346.94,340.67,336.71,328.06,327.61,330.85
2000-01-10 21:58:52+00:00,L7,622.21,622.91,602.17,565.32,539.61,519.41,497.78,458.31,401.48,384.79,384.19,380.46,394.65,395.71,396.93,387.27,387.92,382.52,372.36,368.13,358.00,346.48,340.53,340.80,339.92,343.30
2000-02-27 21:58:40+00:00,L7,,611.94,580.82,549.29,543.65,536.19,521.28,497.70,465.44,437.57,407.36,416.02,465.82,,421.34,409.70,413.81,402.54,394.55,387.30,375.41,367.84,373.90,375.73,369.19,359.07
2000-03-14 21:58:35+00:00,L7,,626.97,577.88,546.35,522.87,525.54,,517.18,476.43,399.20,,295.50,,394.15,429.99,415.87,427.38,,,,,,,,,
2000-03-30 21:58:33+00:00,L7,617.48,572.73,539.24,511.84,498.62,503.98,503.90,473.59,457.22,,397.65,403.28,424.09,427.12,416.68,406.39,399.04,394.77,382.89,373.64,367.47,363.10,363.11,367.71,362.01,358.44
2001-03-01 21:56:21+00:00,L7,460.20,440.33,416.12,,463.20,437.79,443.78,426.67,442.43,461.88,,,500.25,476.17,442.68,417.75,425.66,425.80,413.89,406.46,382.43,377.88,367.85,364.21,346.31,348.77
2001-03-17 21:56:16+00:00,L7,450.69,,488.54,454.15,427.29,,,519.75,537.15,510.06,466.67,486.54,483.05,460.23,434.95,418.01,443.63,436.98,428.10,410.75,390.60,381.60,370.39,366.45,361.53,355.96
2001-04-18 21:56:09+00:00,L7,436.95,429.77,412.34,403.22,409.39,421.76,435.51,,,,,,,,,,,,,,,,,,,
2001-08-08 21:55:01+00:00,L7,416.34,458.15,479.89,487.84,481.11,473.13,457.46,434.14,435.62,431.47,420.47,405.88,403.75,403.11,390.11,378.36,373.55,370.15,353.72,348.32,343.52,329.87,323.76,332.64,321.30,317.77
2001-08-24 21:54:48+00:00,L7,,553.95,574.73,575.47,602.62,546.34,510.49,485.98,463.59,457.10,422.20,414.36,393.19,374.30,395.25,389.83,388.63,388.03,370.40,358.63,347.26,339.69,335.06,338.62,334.45,342.07
2001-09-09 21:54:36+00:00,L7,574.83,636.91,624.53,,,608.08,,,522.03,529.88,532.89,496.73,498.95,475.31,439.36,433.04,449.99,437.70,408.48,389.08,380.57,384.78,361.52,381.12,370.24,355.66
2001-09-25 21:54:28+00:00,L7,576.30,,,,,,,,488.22,502.65,505.22,479.00,472.76,461.22,433.22,417.65,427.52,418.20,403.66,388.01,381.93,380.22,365.89,359.36,360.55,359.19
2001-12-30 21:54:37+00:00,L7,411.66,433.93,447.90,445.64,440.14,424.64,406.76,390.71,373.10,363.25,353.34,353.68,357.50,354.63,347.28,342.63,338.60,337.32,328.78,322.76,318.67,310.30,302.34,307.92,303.19,309.49
2002-02-16 21:54:54+00:00,L7,579.10,,,647.71,600.58,566.44,524.44,505.14,484.41,484.12,464.40,440.40,429.30,418.57,408.48,396.25,392.52,390.07,382.77,367.06,360.94,361.12,361.48,370.49,359.26,347.28
2002-03-20 21:54:48+00:00,L7,,,,,550.90,516.44,493.13,457.86,451.25,445.86,430.17,405.64,411.23,396.23,394.96,391.66,386.90,379.84,365.72,363.49,346.99,357.99,353.09,353.69,345.61,342.37
2002-08-11 21:54:12+00:00,L7,568.36,566.21,559.77,,,443.83,412.90,373.05,352.52,372.18,354.53,349.33,350.22,356.70,367.67,375.22,370.53,350.83,334.35,320.87,309.24,313.64,312.62,319.99,326.37,317.30
2002-08-27 21:54:00+00:00,L7,612.77,608.74,582.62,554.82,516.28,492.06,462.33,434.73,408.39,402.13,393.05,376.00,375.71,382.30,391.00,398.12,400.81,390.74,366.26,343.02,330.75,339.41,332.49,339.34,340.02,344.36
2002-10-14 21:53:43+00:00,L7,,,630.68,592.83,544.98,516.08,505.32,496.40,480.44,465.67,448.87,431.86,411.54,399.17,405.30,411.65,442.40,444.87,415.01,378.02,362.48,376.25,372.03,379.04,371.40,352.66
2002-12-01 21:54:16+00:00,L7,587.73,575.78,540.53,514.45,487.90,450.97,435.84,427.77,406.28,389.63,371.74,367.45,367.67,369.36,369.80,374.13,380.75,380.48,370.42,362.16,356.33,347.74,342.37,343.91,330.32,320.69
2003-01-18 21:54:30+00:00,L7,572.57,539.76,528.53,493.91,458.18,430.18,409.55,396.28,387.30,377.77,360.78,349.02,356.36,361.42,359.88,363.35,365.34,364.10,359.43,352.25,347.05,335.65,331.21,326.48,315.86,313.93
2003-03-23 21:54:40+00:00,L7,,640.80,,532.45,504.22,481.16,487.20,462.31,409.21,393.63,,,,,,,,,,,,,,,,
2003-04-08 21:54:47+00:00,L7,,,,513.52,484.10,471.52,474.85,446.97,394.95,369.37,366.62,368.26,387.99,357.52,350.63,358.96,380.34,410.07,422.87,414.89,415.94,404.27,381.11,373.15,359.19,348.36
2003-04-24 21:54:46+00:00,L7,,,543.97,502.53,475.39,466.03,475.52,451.76,381.46,361.83,369.97,380.40,376.32,358.29,349.92,366.38,382.12,434.29,428.62,418.93,414.41,416.71,387.49,374.26,354.08,350.35
2003-05-26 21:54:43+00:00,L7,,,522.10,487.61,468.08,434.22,438.93,,361.40,348.54,348.00,349.49,339.68,338.03,347.79,367.18,351.89,383.35,,403.22,399.67,406.52,389.04,364.58,,
2003-07-29 21:54:29+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-25 21:44:04+00:00,L5,485.30,480.54,476.48,465.84,438.92,404.81,375.14,333.71,326.26,326.73,324.12,324.04,328.17,321.47,318.72,324.03,343.84,348.67,349.04,354.17,352.24,350.48,343.04,341.87,328.03,321.23
2003-12-04 21:54:43+00:00,L7,544.95,529.25,508.64,470.72,441.24,411.81,,,348.01,356.62,367.46,357.89,353.09,356.75,380.25,376.42,382.87,400.10,400.06,,,,366.68,382.62,385.78,373.83
2004-03-09 21:55:15+00:00,L7,,,423.25,389.27,372.39,371.70,393.35,396.61,380.89,378.44,359.57,350.08,354.32,352.62,,,380.98,367.25,364.24,365.27,367.33,373.35,373.58,372.08,366.11,362.74
2004-03-25 21:55:18+00:00,L7,478.25,456.43,409.96,377.16,369.82,,439.95,413.06,399.37,380.20,360.50,342.63,,,387.50,396.48,381.26,372.77,376.21,382.91,387.83,383.09,379.29,385.19,382.90,
2004-04-18 21:45:49+00:00,L5,453.53,421.00,374.73,363.82,373.02,392.04,390.99,381.75,374.67,367.15,350.61,331.20,346.52,365.15,374.35,372.37,362.47,364.18,354.40,356.28,359.55,360.87,360.10,365.49,359.93,357.00
2004-05-04 21:46:16+00:00,L5,388.52,370.27,350.65,348.04,369.67,365.08,355.61,341.54,339.13,320.27,303.34,307.30,312.85,325.56,328.85,335.27,344.03,345.78,335.22,335.73,332.42,318.78,324.41,314.84,306.31,299.79
2004-05-12 21:55:13+00:00,L7,,,,,462.03,,,,455.47,416.64,364.70,381.51,401.23,401.78,405.61,415.11,413.70,405.65,403.53,,,408.40,388.56,399.15,407.50,390.80
2004-06-05 21:47:12+00:00,L5,372.83,385.77,,372.45,363.14,374.76,381.85,352.08,370.52,,455.61,,321.58,,,,,,,,,,,,,
2004-08-16 21:54:50+00:00,L7,357.81,,,,,380.27,379.81,375.40,348.63,341.73,331.21,334.97,337.16,351.04,348.68,355.80,,,,343.59,305.00,313.28,315.20,318.66,332.55,343.35
