dates,nzd0225-0000,nzd0225-0001,nzd0225-0002,nzd0225-0003,nzd0225-0004,nzd0225-0005,nzd0225-0006,nzd0225-0007,nzd0225-0008,nzd0225-0009,nzd0225-0010,nzd0225-0011,nzd0225-0012,nzd0225-0013,nzd0225-0014,nzd0225-0015,nzd0225-0016,nzd0225-0017,nzd0225-0018,nzd0225-0019,nzd0225-0020,nzd0225-0021,nzd0225-0022,nzd0225-0023,nzd0225-0024,nzd0225-0025,satname
1999-10-06 21:59:04+00:00,,604.11,602.97,590.18,570.19,551.15,508.26,443.44,401.93,394.83,396.32,388.15,392.82,381.55,375.07,380.37,380.86,378.01,366.00,365.72,358.95,353.56,346.89,346.46,338.07,333.10,L7
1999-12-25 21:58:52+00:00,632.88,612.85,605.26,587.53,566.35,543.80,499.29,440.01,405.81,394.32,391.48,388.34,395.49,389.74,383.35,382.24,381.84,376.48,366.86,365.79,361.69,355.87,349.58,346.01,340.62,339.75,L7
2000-01-10 21:58:52+00:00,635.55,621.54,609.57,585.46,561.88,540.11,503.23,450.55,408.81,395.59,392.86,389.52,399.02,394.69,390.54,386.58,387.20,382.30,372.50,370.38,363.80,356.07,349.53,347.61,343.35,343.90,L7
2000-02-27 21:58:40+00:00,635.55,612.94,596.18,570.22,552.15,533.96,502.58,457.17,417.80,400.91,392.06,391.72,411.29,394.69,395.14,389.26,389.98,382.93,373.58,370.18,362.82,355.14,352.18,350.76,346.37,344.25,L7
2000-03-14 21:58:35+00:00,635.55,610.14,586.92,559.84,541.63,527.61,502.58,464.51,424.86,400.91,392.06,391.72,411.29,390.67,399.31,391.78,393.96,382.93,373.58,370.18,362.82,355.14,352.18,350.76,346.37,344.25,L7
2000-03-30 21:58:33+00:00,627.66,602.98,578.04,550.91,533.68,522.89,501.91,465.24,429.48,400.91,392.38,393.23,413.05,397.34,401.74,393.75,394.22,384.50,374.65,370.07,363.05,356.03,353.74,353.45,348.87,346.46,L7
2001-03-01 21:56:21+00:00,441.00,,,,447.20,,427.78,,426.43,445.88,,,,465.50,433.08,408.15,413.66,412.09,400.18,392.75,370.43,365.88,357.18,352.21,335.64,338.10,L7
2001-03-17 21:56:16+00:00,434.44,,,,427.75,,427.78,500.75,426.43,445.88,450.38,,,456.53,428.31,407.38,421.52,416.39,406.00,393.61,373.39,366.62,357.45,352.20,342.25,340.70,L7
2001-04-18 21:56:09+00:00,435.01,,,,421.40,,431.31,500.75,426.43,445.88,450.38,,,456.53,428.31,407.38,421.52,416.39,406.00,393.61,373.39,366.62,357.45,352.20,342.25,340.70,L7
2001-08-08 21:55:01+00:00,432.54,,,496.64,421.40,480.46,442.47,471.11,434.69,442.34,438.57,412.17,410.04,440.35,417.05,399.17,421.52,416.39,406.00,380.61,365.27,356.20,347.85,347.52,336.90,334.68,L7
2001-08-24 21:54:48+00:00,432.54,,542.73,520.06,421.40,500.06,452.81,467.18,435.43,438.37,425.49,401.84,390.19,440.35,407.60,392.84,421.52,416.39,406.00,369.40,355.76,347.07,340.21,340.29,331.84,332.09,L7
2001-09-09 21:54:36+00:00,429.73,,542.73,520.06,408.50,500.06,461.15,467.18,439.93,434.62,425.49,401.84,390.19,427.78,399.10,395.96,431.94,420.34,401.29,364.05,354.42,347.92,337.85,343.64,337.05,333.03,L7
2001-09-25 21:54:28+00:00,430.64,,542.73,520.06,408.72,500.06,461.15,450.39,448.36,434.62,413.05,401.84,390.19,426.94,386.88,395.27,422.38,409.24,387.36,357.51,351.51,346.83,336.06,341.12,336.13,333.17,L7
2001-12-30 21:54:37+00:00,448.40,,525.32,515.25,,500.06,468.46,447.16,448.36,427.49,407.43,400.07,393.58,413.95,383.68,390.74,406.95,399.55,382.12,359.13,352.44,347.02,335.98,341.98,336.21,335.10,L7
2002-02-16 21:54:54+00:00,528.98,,525.32,524.56,,519.67,470.29,450.01,464.18,421.84,397.77,394.02,401.71,418.81,389.54,394.16,404.47,398.47,383.57,362.65,355.72,353.07,343.35,349.35,343.63,340.83,L7
2002-03-20 21:54:48+00:00,528.98,,507.90,505.64,535.90,501.44,467.44,441.78,477.82,422.06,406.75,394.66,411.06,410.66,391.77,389.75,389.76,385.22,374.09,364.19,355.51,355.78,348.70,351.24,345.15,342.58,L7
2002-08-11 21:54:12+00:00,590.33,592.21,585.77,,535.90,483.47,456.35,442.86,490.41,412.36,395.21,380.34,400.53,393.31,392.90,390.24,386.48,377.20,364.56,354.09,342.22,347.42,345.21,351.22,346.56,338.46,L7
2002-08-27 21:54:00+00:00,604.76,601.67,585.39,557.22,527.09,487.00,459.01,439.80,,409.61,395.06,379.46,381.53,380.33,386.28,390.07,388.25,376.28,357.92,344.93,331.16,339.18,334.66,339.84,339.26,336.60,L7
2002-10-14 21:53:43+00:00,604.76,601.67,591.56,561.62,520.46,484.44,460.63,455.40,458.11,413.77,399.20,386.11,379.54,379.68,388.26,395.26,404.91,395.86,372.25,347.68,334.49,343.43,339.34,346.46,346.22,338.40,L7
2002-12-01 21:54:16+00:00,606.02,599.98,584.00,552.83,515.39,480.40,458.76,451.97,440.86,412.07,396.05,385.16,380.29,379.99,386.24,392.58,402.12,395.73,375.51,355.02,343.20,347.76,342.99,349.07,345.14,336.86,L7
2003-01-18 21:54:30+00:00,611.56,598.82,584.03,552.00,512.67,479.62,458.19,449.63,438.45,414.48,396.94,385.87,383.44,382.46,386.53,392.29,401.72,397.35,380.24,362.41,350.92,352.29,346.81,351.50,345.46,338.45,L7
2003-03-23 21:54:40+00:00,618.35,602.65,583.11,539.61,503.99,474.76,464.64,450.86,425.97,411.84,405.61,394.59,390.33,385.84,386.59,391.31,406.50,408.29,393.43,375.95,365.62,363.55,357.72,360.14,348.38,338.28,L7
2003-04-08 21:54:47+00:00,618.35,602.65,583.11,531.03,497.21,471.31,463.88,447.28,416.97,400.55,392.86,385.00,386.75,376.43,375.50,381.12,397.33,405.74,397.79,382.69,375.57,371.10,361.24,360.77,348.75,338.47,L7
2003-04-24 21:54:46+00:00,618.35,602.65,555.81,513.93,484.09,462.10,458.72,439.15,397.97,380.58,373.99,373.00,378.80,366.87,362.26,370.40,383.01,403.95,402.05,393.77,389.31,381.97,365.77,360.32,345.09,338.56,L7
2003-05-26 21:54:43+00:00,618.35,602.65,548.78,510.48,482.20,458.23,456.20,439.15,392.65,376.02,369.59,369.10,371.78,361.73,359.92,370.32,377.49,400.63,402.05,396.46,392.08,387.58,371.05,361.88,345.09,338.56,L7
2003-10-25 21:44:04+00:00,554.50,549.74,536.69,493.21,484.67,450.69,438.21,391.38,375.00,368.80,362.77,363.48,360.64,350.52,351.95,364.31,371.24,392.73,398.47,405.41,399.33,401.88,386.81,376.60,366.47,359.67,L5
2003-12-04 21:54:43+00:00,553.12,542.89,530.56,477.52,496.59,439.98,432.81,391.38,368.81,373.35,372.94,368.11,367.77,360.22,368.49,369.23,387.11,401.53,401.70,403.60,395.49,393.73,375.97,386.00,378.01,368.64,L7
2004-03-09 21:55:15+00:00,553.12,542.89,507.86,453.00,496.59,428.11,429.41,410.33,383.72,385.93,377.81,371.43,372.62,364.95,368.49,369.23,393.23,399.44,398.54,398.44,393.66,395.79,382.43,389.52,381.31,373.93,L7
2004-03-25 21:55:18+00:00,530.17,516.07,484.88,429.72,496.59,428.11,434.59,412.91,388.88,385.75,374.56,365.31,372.62,364.95,375.82,379.31,391.18,393.84,394.03,394.69,392.97,392.81,382.48,389.38,382.54,373.93,L7
2004-04-18 21:45:49+00:00,524.91,506.20,473.97,427.14,457.97,430.68,435.27,416.70,395.31,391.30,377.71,366.43,376.02,372.72,382.40,384.52,392.38,395.85,394.05,395.01,393.30,393.51,384.18,391.55,384.19,377.42,L5
