,dates,mex0404-0000,mex0404-0001,mex0404-0002,mex0404-0003,mex0404-0004,mex0404-0005,mex0404-0006,mex0404-0007,mex0404-0008,mex0404-0009,mex0404-0010,mex0404-0011,mex0404-0012,mex0404-0013,mex0404-0014,mex0404-0015,mex0404-0016,mex0404-0017,mex0404-0018,mex0404-0019,mex0404-0020,mex0404-0021,mex0404-0022,mex0404-0023,mex0404-0024,mex0404-0025,mex0404-0026,mex0404-0027,mex0404-0028,mex0404-0029,mex0404-0030,mex0404-0031,mex0404-0032,mex0404-0033,mex0404-0034,mex0404-0035,mex0404-0036,mex0404-0037,mex0404-0038,mex0404-0039,mex0404-0040,mex0404-0041,mex0404-0042,mex0404-0043,mex0404-0044,mex0404-0045,mex0404-0046
0,1986-03-10 16:55:52+00:00,162.2693546329576,172.25579499650104,188.1271634841024,201.71220518390547,202.3880473341329,193.34057776787222,193.52713368649773,193.56077684501832,192.77995404658554,191.8428280161046,185.895442565643,189.9612970583575,176.67132205646462,173.08001790414124,168.51921729497826,165.13789660995994,164.44156586468603,159.03915277758855,163.15474417868307,169.23139725120052,175.89175833182603,186.5999658171503,197.40588715431846,192.50672778525634,192.20187587663798,184.53104122716016,183.73998900525586,184.58333712141769,193.10934174375296,198.27894208399903,196.38231204202353,198.5459227651557,196.00747061952993,202.59812573986454,203.07551330402367,197.10073317976844,192.83669149889067,184.15172844268616,183.65391005682713,177.35441881089625,172.8920597387409,173.06777097850517,182.72092140825205,186.08667228514733,180.10704283509915,180.13978316274552,174.50636742133298
1,1986-04-02 17:01:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,187.98395564420215,186.39169084371738,194.12019208846996,194.04088886031994,196.97187407465762,195.06268024340716,196.49635896143823,197.1432702222316,202.4321714896816,201.36036081954944,197.35367650500615,193.50587378243455,188.8199466298129,183.58560527699,180.430227160884,172.63415935742697,172.0439817984775,181.52749292122596,181.75347973340524,177.24325723278116,175.7099491046258,178.45370600234216
2,1987-09-21 16:56:42+00:00,150.51741779674478,178.29930596901528,175.9212798747967,183.4267620440545,185.1828728417278,172.70943561368586,167.2484984989995,165.48412700049948,174.78772292236698,168.58520740020808,170.7822313957849,180.53514847802836,173.60324914821933,169.3908681791881,161.76209696447478,157.9557868021728,159.13633709786157,151.2386800353434,152.66054728895256,168.51728841519548,169.63376632917792,174.5401142342381,186.93427459863057,181.6692872463352,173.2760384107919,180.88880731295896,180.123814178045,174.5958250259157,174.62360129521915,177.45152179185118,182.7242715583575,175.33582129631648,174.67712507878332,,173.6871447263151,172.50244089279101,175.30876631914143,164.59947847574625,160.76452026092866,165.9802552813962,152.43938749966176,149.82134605731557,158.63885432772292,158.475139768357,159.00203883488533,162.840880207486,169.99117495046033
3,1990-03-05 16:50:35+00:00,172.4548854258869,189.7380993493534,188.24594677804518,193.7500856052007,200.82419189687312,200.74249784975692,201.07344345650245,194.00655031672125,194.52994064524333,196.89867404390571,195.89243682758044,195.61300724915776,186.843537574406,174.70430557493967,162.66740837242972,159.05846135702154,156.705485887972,151.7785951222032,164.40376098040346,164.0537082751738,169.34277849491983,182.47850831534538,191.0639625381085,184.59241699315388,186.81447075133684,192.23209754490674,187.67675345224345,187.10455883797036,190.96179575439072,187.27495271203998,191.95059662729895,188.34409791030245,192.7068298267424,202.24560859700293,194.52147344105586,192.7004734259529,186.57435890504877,188.0295437894939,185.46312187094236,181.978069092006,181.1279286691353,190.73001203690538,188.4606705407069,179.9807755074192,176.17160079431392,174.1616458827201,
4,1990-03-21 16:50:01+00:00,170.60868475648257,191.0137737963492,189.42523780358792,207.69888740180244,202.69689617805517,198.20196726366456,189.801672995991,187.4328730191122,196.57485245482866,198.34759917531022,197.6614465226201,190.6818920534837,181.81579842332619,173.50886737544522,159.6365599272415,162.30276133268538,157.35663739989016,151.4434949234879,153.63556262687118,160.0225358425568,176.85363168822911,188.62086398043243,190.25468825340388,188.17884337263968,190.11125442880746,184.58951409502072,185.630140821822,190.30539019127295,195.94096381923407,193.60887469926797,192.77164743060374,189.86833273536794,193.24870249886183,197.2895535232437,193.97955732199975,195.47408062268997,186.97276752117924,189.60198528991017,185.09666557165784,182.29568666534254,180.9090841255809,184.97825966944424,186.99325904879058,179.54402310640373,177.9645168358652,178.22361222505512,175.99159092141426
5,1990-04-06 16:49:47+00:00,169.25240391592348,194.259312038594,180.9042419195103,195.8901788282672,195.4027620948713,198.59687341943356,194.69606970345058,191.0877034514869,190.61053018689336,198.38416174000048,194.31634914642405,191.66985003515956,184.5188880018728,173.23257316705704,160.81961278512432,158.19011164233842,154.69933682812103,155.33412746440928,162.44651685644544,164.6991555571202,173.64539699259075,181.7125204561005,192.7803905753017,189.58979097979196,187.70156497224986,189.37577002944704,186.75165011660656,190.48894444477648,190.85521747794937,189.13611466877884,188.08810139402874,187.1548483360041,197.9475100823863,197.76200035838835,197.35404996847043,190.39475831239275,186.54790237468632,185.63307274599842,183.03439141719795,177.06981325749697,181.45923039977004,184.45018602328557,182.87449407048794,174.7642365506304,172.9756154408576,173.64229154239658,172.3761180211362
6,1990-04-22 16:49:57+00:00,175.9996813742564,192.87478902426867,181.23346142447514,197.5474416768365,198.2397175168131,201.13937587976676,192.91550875234316,190.04704432185764,194.84150250712418,193.48670791523855,194.22663034155764,193.7235797333481,184.96093159182917,172.67322848706453,164.7701042165396,162.6364619240608,162.14335494999136,160.4934656153866,154.55783363011327,161.1618936071262,170.34999596942586,187.05712125051133,194.63993702895357,190.89801681033887,191.63631551388258,191.28586941320415,184.26443467508997,188.6474534246915,196.54696085867414,197.5924795074256,193.00727365793068,197.0892545675596,196.49975051726292,200.6307887757047,197.7328152062455,196.0538323034444,199.7054094927204,192.67947812532532,186.35089646465616,188.98363795197974,186.94060048976758,185.44855953153092,182.32134383790094,175.37522671966389,176.73608279754941,179.53899757054901,174.8346142855741
7,1991-02-27 16:56:55+00:00,182.11521941618406,195.4889828257093,195.82347217638986,207.60524522651448,206.16223389660553,201.78872341684726,195.28850512181316,194.4987201722049,194.77942104987886,194.05020017909146,194.3322826964785,189.73088822720217,181.30638816667334,176.67496512647384,164.4344271055142,161.63200347814197,157.6412476367198,153.90376259361662,159.2129748734074,162.81771225632173,179.6160937184672,194.760305159111,197.7890857386767,192.96283338051978,188.02604518493737,186.36092644405443,187.1434690661124,191.9735741154949,198.43768132868763,196.31252135900377,196.74033327688065,199.69467998698428,202.63441532961687,204.11777219115862,201.29318140244172,201.05397540612418,198.8267165550282,194.47883857780212,189.90670647572304,185.65450064886707,180.99218199263132,184.24955797170477,190.15596012457286,185.15578589081463,172.79695718376485,175.219116320006,170.19937657752445
8,1992-09-02 16:51:59+00:00,155.10517054906379,187.44775441092548,185.6451925350055,193.19716916778862,193.35379641272186,197.50630100514022,199.2008260600536,199.21790776689488,198.5810390590701,199.5524229835081,196.42364234973587,197.16450985712356,191.25181767223722,183.74247289645515,174.13008942010495,167.72170517626327,166.605850963312,163.03843143781106,169.02812151000774,170.64375260748793,174.85880334748475,183.0533117978827,193.12777932941762,181.83750252772796,187.3219379364658,188.706607381002,187.90086219593988,183.80163897862914,196.67196147081367,195.2938567969884,194.2962446807669,192.0996500261014,189.052853766953,211.4639510879754,203.0473859029291,199.46969720068557,183.19111558897353,190.85030367057524,188.00208034090969,175.40710836351874,173.64293851997834,183.83824597543807,181.73080927250223,173.90129675235863,183.85964932759876,188.80914272328985,170.33524804086846
9,1993-01-08 16:51:16+00:00,183.6323877333149,192.3084202846153,186.82155153086583,200.0632083260548,197.27636055154719,192.53325531506175,196.58897499571654,192.54592913863695,194.00554938491655,195.38539353388433,195.17950779412217,190.0253004842283,188.87485171444436,180.55326647499487,167.77837170976917,161.16221061504174,158.31522268125076,156.78343629901966,158.10358591475102,168.70185787548056,171.04882645722148,187.8104632665821,200.20224307180928,192.19813949863058,187.25155554703005,182.94621685860628,187.42464232755097,190.48689198161964,192.33794999227518,194.42680968382342,193.0798769188585,195.08825301639615,195.1667284785143,201.48459766663663,197.10807100459593,197.5741882250515,191.92860910407376,191.46338740406298,187.2255601936593,172.37989470418475,173.7467235796882,184.94749804192017,193.6705211396187,180.7215608076098,177.5292429772619,176.2077431346321,172.76243867611805
