,dates,aus0006-0000,aus0006-0001,aus0006-0002,aus0006-0003,aus0006-0004,aus0006-0005,aus0006-0006,aus0006-0007,aus0006-0008,aus0006-0009,aus0006-0010,aus0006-0011,aus0006-0012,aus0006-0013,aus0006-0014,aus0006-0015,aus0006-0016,aus0006-0017,aus0006-0018,aus0006-0019,aus0006-0020,aus0006-0021,aus0006-0022,aus0006-0023,aus0006-0024,aus0006-0025,aus0006-0026,aus0006-0027,aus0006-0028,aus0006-0029,aus0006-0030,aus0006-0031,aus0006-0032,aus0006-0033,aus0006-0034,aus0006-0035,aus0006-0036,aus0006-0037,aus0006-0038,aus0006-0039,aus0006-0040,aus0006-0041,aus0006-0042,aus0006-0043,aus0006-0044,aus0006-0045,aus0006-0046,aus0006-0047,aus0006-0048,aus0006-0049,aus0006-0050,aus0006-0051,aus0006-0052,aus0006-0053,aus0006-0054,aus0006-0055,aus0006-0056,aus0006-0057,aus0006-0058,aus0006-0059,aus0006-0060,aus0006-0061,aus0006-0062,aus0006-0063,aus0006-0064,aus0006-0065,aus0006-0066,aus0006-0067,aus0006-0068,aus0006-0069,aus0006-0070,aus0006-0071,aus0006-0072,aus0006-0073,aus0006-0074,aus0006-0075,aus0006-0076,aus0006-0077,aus0006-0078,aus0006-0079,aus0006-0080,aus0006-0081,aus0006-0082,aus0006-0083,aus0006-0084,aus0006-0085,aus0006-0086,aus0006-0087,aus0006-0088,aus0006-0089,aus0006-0090,aus0006-0091,aus0006-0092,aus0006-0093,aus0006-0094,aus0006-0095,aus0006-0096,aus0006-0097,aus0006-0098,aus0006-0099,aus0006-0100,aus0006-0101,aus0006-0102,aus0006-0103,aus0006-0104,aus0006-0105,aus0006-0106,aus0006-0107,aus0006-0108,aus0006-0109,aus0006-0110,aus0006-0111,aus0006-0112,aus0006-0113,aus0006-0114,aus0006-0115,aus0006-0116,aus0006-0117,aus0006-0118,aus0006-0119,aus0006-0120,aus0006-0121,aus0006-0122,aus0006-0123,aus0006-0124,aus0006-0125,aus0006-0126,aus0006-0127,aus0006-0128,aus0006-0129,aus0006-0130,aus0006-0131,aus0006-0132,aus0006-0133,aus0006-0134,aus0006-0135,aus0006-0136,aus0006-0137,aus0006-0138,aus0006-0139,aus0006-0140,aus0006-0141,aus0006-0142,aus0006-0143,aus0006-0144,aus0006-0145,aus0006-0146,aus0006-0147,aus0006-0148,aus0006-0149,aus0006-0150,aus0006-0151,aus0006-0152,aus0006-0153,aus0006-0154,aus0006-0155,aus0006-0156,aus0006-0157,aus0006-0158,aus0006-0159,aus0006-0160,aus0006-0161,aus0006-0162,aus0006-0163,aus0006-0164,aus0006-0165,aus0006-0166,aus0006-0167,aus0006-0168,aus0006-0169,aus0006-0170,aus0006-0171,aus0006-0172,aus0006-0173,aus0006-0174,aus0006-0175,aus0006-0176,aus0006-0177,aus0006-0178,aus0006-0179,aus0006-0180,aus0006-0181,aus0006-0182,aus0006-0183,aus0006-0184,aus0006-0185,aus0006-0186,aus0006-0187
0,1987-09-27 23:08:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.688934115636,260.8573001755527,266.77761626162305,266.30153014089365,280.6099114406897,,,285.7439284999025,294.3349406421567,291.1788920580383,300.89357501307165,292.56315510884315,275.8544900702233,261.55480066909075,257.5506838786536,257.5588210041053,278.81432345686585,277.0613001865284,278.7149493574404,278.55115752842,,283.08619608731885,291.7645353403015,277.65262161471503,265.6150052854296,259.26460103146866,290.97547177096624,285.4534829996504,277.49510677627234,265.62385879374665,258.45329137627846,261.0269365743892,251.9372251789236,273.4415653353441,275.13597897124436,280.27778881438906,279.60199515276383,276.31613082143633,289.72584518358116,294.52786498352117,292.5527941846972,294.0143833810219,279.4674569193816,279.64421194076283,269.2970614924545,263.1462753033116,254.47665206764435,242.32730398111144,249.01846670068826,253.00821263243435
1,1987-12-16 23:10:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.52347970995675,268.4263130821637,272.0376858515549,274.37221932362627,274.1009476386058,271.4201198237012,272.7135269996109,265.06793558951733,268.9086155089447,271.6982004928355,267.99903099658206,282.2268885966921,298.5274815578363,296.58736049884965,299.88459070874956,303.8628799964971,303.72083025398365,289.2519043433096,,265.14208396302337,257.7193240523047,268.4639123515932,284.4696852936328,291.2064038902088,292.0415826901351,290.18555280302365,293.0806056724871,287.7409886209168,286.6407583497843,274.12237858717367,268.5412900189597,274.63985402788353,293.46779911397175,284.65677881743653,282.6330522736599,276.8219367018285,259.4403909431486,267.94365920804887,266.8737816910208,266.9053367794511,268.19287216031773,283.87126310283145,288.5877694898416,291.31456435438196,276.60458136278623,285.43494073545804,288.8409634886814,292.6112011854436,285.44187292127367,290.12184441708285,283.3260401100361,272.4253038889084,264.76835203172016,261.3644659302714,254.25175149573394,257.7742219742248
2,1988-01-17 23:10:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.80218529796167,274.18178160739365,266.5191987976719,267.03631940316245,268.90342710781425,268.22237511110234,272.1021651766883,277.3050602441042,276.1049183506601,282.6979737780489,281.5015908716885,282.45998540430764,282.0645934678659,299.3676866521132,297.03344423580126,299.37294791000085,293.79737924855806,301.6780144670193,287.3606941427939,244.91642294752242,259.60607331142063,265.3424165224692,259.72221730255166,267.88375474395673,266.1304699855431,280.5451290841019,277.4154272719353,274.67752474161597,291.8510094101362,284.41240910401683,273.5303237257236,268.4769631955325,267.86520924567435,276.8553038932616,274.68548085071126,280.3386703795153,274.9968504465549,271.09495753970606,278.26421076829297,266.2414626207815,272.3691739916871,270.7574815865037,269.9440333773373,278.8467453347388,282.1858399384675,278.6635016144898,290.7456377059608,296.4489494595469,291.5508426817178,281.2238333322289,279.93037092857924,270.5133704163163,257.65282961516175,252.19678097856035,246.75112596282275,253.247957154964,254.67487881169566
3,1988-02-18 23:11:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.94974141942913,257.20106375183343,265.34952916060996,263.9171987016244,247.65891033808555,260.9426301755636,266.5459823779961,266.17816082531874,279.31636752450345,276.45507492735584,280.46002548928834,279.6952263932394,271.8869231471499,266.9615264739408,258.95591086195464,274.56865257102965,278.15716026503384,266.71000042126417,274.87786453251516,265.4639859287965,229.63244542601177,239.44920606271126,247.75741953067367,256.48202049311107,257.99489525842665,256.17071086656784,260.9374160922302,266.30610513395516,264.667377096385,274.6544439888613,277.5868984975027,269.54281860510997,259.9700644426274,265.51444974363824,267.7591569845546,273.8548447416216,267.49131784169816,269.3785353269632,260.243879758827,268.55614459694857,261.721283515599,266.77142564757577,263.43090570679175,273.187671215219,276.2979219983161,270.8851799854969,264.6401609265721,273.35022159268306,281.02094761829454,279.08958114168837,259.2734092124447,250.39447439084927,256.42603220505094,247.54721534003292,242.9426811322748,239.2303618939606,254.17710140839387,249.39036414984696
4,1988-04-06 23:11:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.47236992572226,247.61973228814418,255.25994641915437,262.81355486451383,256.0027731294282,252.22813273725188,251.99166282580836,261.2200609435299,252.9765222799583,258.2192082545374,262.44306540244077,253.97600755745202,264.80646412735837,,206.46820429301076,231.14316852621735,231.8085007045958,229.2967187167467,241.85099176743142,237.51662395875388,242.62816827567426,244.57431095517788,239.615052382593,244.12293299884033,246.32463157338128,,,,,,,,,,,,,,,,,258.4716561861478,260.06758557007225,258.2051606867797,240.12296906902662,237.8635332285932,242.26124682060578,231.27530380803293,228.80247311445748,226.8355670044338,236.23840469259804,235.8196584469822
5,1988-04-22 23:11:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.79058845386444,238.14215566162034,251.81976137362835,257.53914469064944,250.87569524262776,255.3503312480415,251.9470336587475,252.97220222441214,262.293386555278,260.27921947438807,257.7406043541991,260.3661730974674,272.57551841885527,266.66117323432,256.24068828524315,268.67056783758136,248.5955262866853,,241.67640858729712,255.42909933388887,248.95197314240698,248.03337275723763,248.45913933409042,253.77706196383477,247.69694852072308,239.26010686916868,247.98340978419733,247.79501554301373,245.0934541467113,245.6815622769328,241.73944682135078,251.46417730965507,256.00252878179975,260.79651640042675,247.26578931721184,238.6230796809775,247.91882153685623,242.8139454457887,251.97824247712845,256.1087546023648,256.8090808934954,262.1345711377563,264.6250337776905,254.7616117084422,260.33526738587494,254.9635650868685,258.8707036595437,247.23417368465184,243.38917775722362,238.98497690645598,238.22677406453715,235.17175001338902,238.63632049073018,241.57553406205756,243.36957524960752
6,1988-05-08 23:12:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.76569033667724,234.8393380957778,233.4738843069581,234.2018744924956,237.3765293776223,238.53730173517152,246.76287011881175,232.8337154766991,249.20815812428984,260.22303610512773,254.56614216611692,245.12645214171116,242.89116898645537,266.1437100176703,263.9898041918714,257.23467107299876,246.52013523932632,259.616421462274,257.0585141623947,261.30472287174183,282.11815462412926,272.8744142751915,251.815124354942,,254.9311005313697,250.12083879706682,243.5270933477151,246.0616876268205,240.08347130389708,262.504083204307,265.3179431466111,249.56415260176755,254.45057638862735,254.26909756637505,264.7556824297541,248.71986490438664,257.51002194061584,256.83383172701207,265.9964928318258,255.37592054505458,248.8643930368396,235.21746561708858,246.4957678348007,247.8861642409274,248.15201913442053,257.383736317882,261.0092427598982,262.7076943233213,272.7144934857963,248.91223998622954,259.03336277688487,266.38737399578645,261.72122874228256,243.21266169414332,236.6668543730715,259.20711301069434,244.17691001761185,231.3418990118826,235.62395756236432,243.2972433374235,256.8158857414748
7,1988-05-24 23:12:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.06281598674363,235.92845545634768,259.2978602645559,263.07441947414657,253.23408129445937,262.8878210449826,258.2356936346095,265.6882905496302,267.888725289904,267.6043413087074,266.64132714452046,269.731797500255,270.5997291326908,290.2275860744047,283.5947349515888,271.46044749266923,254.04038144896137,,257.4582096057352,261.69542546397435,255.46652001922402,251.5604445179556,258.87733146849416,275.6245183600898,257.77529168362184,238.72341792129063,251.08251422899016,248.8666340717781,258.2037256910556,248.86759883480926,250.20328344702438,257.23491598360147,260.5711950071294,259.806134486465,244.1246607515922,239.721818479482,250.6868196797972,251.53673299743605,242.50779074401538,270.02033698450117,271.1511135082591,283.67188750052344,273.5162335284758,258.0529716481095,264.94095778414965,262.2100176381563,257.5543405644034,251.5002294115972,255.38264856192473,259.11327810933733,251.14967623523933,242.21324108763156,246.47067942822252,250.9362665969988,256.1787090246665
8,1988-06-09 23:12:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.6833661058781,242.37542699571503,255.44411567988155,250.99665656476955,248.39958099046274,240.07142357009715,256.85234627240567,255.8531649491779,247.2973608164046,235.37908192434423,230.1138550520982,236.34968462057125,251.28050889438308,257.084794183916,241.48614558857295,251.58298632723864,255.53982071814306,268.19458315212927,278.94254704277245,267.30242931444326,265.3308751962287,265.1325938478917,284.2071765496948,284.27764094498434,272.2145652328958,274.2821767671312,283.8673344492635,278.68066490519857,277.9233540939239,265.6969234667152,,263.8196841208976,260.72934049147534,259.88486998118543,251.61347320801983,247.58268438464444,253.31949497575778,249.15208370974878,251.9063856680285,265.2814037618648,254.0397606744003,251.67149655578822,250.90053297751712,251.3067473596107,248.39055193315542,245.83786237123527,248.16623159936674,248.19128298157173,247.84507330619502,257.0346935464711,248.64032558427874,259.03195886543455,280.64425157553217,275.1646801358733,270.12932405302354,279.5360140345034,269.8321204446988,263.7076616143507,262.6660481174862,272.41283495112754,274.68419493578,253.51653893217238,247.2538098952999,250.98476583753296,239.94101499136377,253.16234832810784,251.16081052630778,241.20017871767766
9,1988-08-28 23:12:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.1335418421683,,,,,,250.69367432847216,259.5754653739484,271.2976775045878,,,,,280.0718422912127,259.86809894105784,,,,,218.34907389467745,,,247.16095029583641,238.82987840531146,234.04544267901056,,,253.29542139575844,250.59271217179892,245.87184133320793,240.15009480458437,241.38748738725738,250.2167282421914,249.44170597973027,244.48440699904603,243.95126136897895,230.30681922555763,236.72627437981873,238.9941345071385,246.56132814637667,257.6959290784485,256.2510649715606,259.8084518729739,256.33626992739613,247.4565398703089,254.95463697458143,256.5346770238701,259.38782439352167,239.9834464662416,238.22701657419017,238.86295154525692,238.75389565594938,233.1669101362253,236.61420669419266,238.68904472342524,235.74858809663877
