,dates,nzd0319-0000,nzd0319-0001,nzd0319-0002,nzd0319-0003,nzd0319-0004,nzd0319-0005,nzd0319-0006,nzd0319-0007,nzd0319-0008,nzd0319-0009,nzd0319-0010,nzd0319-0011,nzd0319-0012,nzd0319-0013,nzd0319-0014,nzd0319-0015,nzd0319-0016,nzd0319-0017,nzd0319-0018,nzd0319-0019,nzd0319-0020,nzd0319-0021,nzd0319-0022,nzd0319-0023,nzd0319-0024,nzd0319-0025,nzd0319-0026,nzd0319-0027,nzd0319-0028,nzd0319-0029,nzd0319-0030,nzd0319-0031,nzd0319-0032,nzd0319-0033,nzd0319-0034,nzd0319-0035,nzd0319-0036,nzd0319-0037,nzd0319-0038
0,1999-08-26 22:05:56+00:00,224.66105130959227,211.23099277111754,212.32864434483116,,217.9634387026299,,238.30622384920667,221.98452322813398,212.22407968828406,210.1573556581724,214.14197562203583,215.71318404082945,219.9393709545808,219.6290553405304,218.1189459255733,202.226725861191,226.25661237664877,,289.87737398455823,265.5957119755187,236.06175987732934,226.29279035869834,228.9675993355484,219.0125391164624,223.28685107756132,251.23258244876814,249.5014531085529,243.92221071132394,237.1672399899614,222.4020452765423,236.5050096414654,240.2023609642556,242.7363626138121,,,274.67335518310017,,,267.5578533113086
1,1999-09-27 22:06:00+00:00,194.51812830785593,185.95437015290938,189.81076867481235,191.3030416684742,197.2037372292815,195.6368231564322,227.92840679306124,210.83258796727182,197.40684023630195,194.06096074493158,192.5216634031129,196.05029502619848,198.46438092101488,202.99213854269794,204.3575617047455,181.3792386361551,209.25029509014334,,250.07073078718773,246.83819104693356,203.18455191444065,196.8106102252986,199.82602328446313,194.229462528521,205.30809712699426,234.20809355150516,234.78504582475307,217.89111777083113,199.95128399983338,,205.2652521546475,206.72179169235903,203.9737085083994,,,239.17884546813076,,205.9064883880307,225.05639511277658
2,1999-10-13 22:06:00+00:00,205.45758827591794,190.9473688487539,176.14781496563901,166.31555471834238,165.25000628627768,166.0129889252014,201.68386598004548,189.30630384298036,187.21530171075162,182.36725047744054,202.0197561992628,205.66095016664426,210.4092538154833,216.4002885550519,217.64501476301584,,220.04816093108505,,,211.82344373791318,214.08924573260285,206.67892120213463,217.7569965328189,218.8580079047854,220.83795293536417,208.9463073931613,212.7576449413558,203.7386069437346,198.47958595401562,183.64786869436975,214.6861694574908,230.20717756948702,,,,,,,
3,1999-11-30 22:05:47+00:00,,,,,,,,,,,203.71204822289806,205.2211048316013,,,,,,286.36099071939066,,,,,227.13581531619403,,,,213.1523898321497,,,,189.65446491250688,192.96303081330538,,192.15543896221186,,,,,
4,1999-12-16 22:05:57+00:00,,,,,,,,,,,222.5642193884734,218.74389015322012,223.066748247289,,,,,314.30385406458953,,,,,,,,,,,,,,210.2056954529196,,210.9282019542088,,,,,
5,2000-02-18 22:05:41+00:00,,224.57107825124604,218.9772964083312,217.57500285294532,206.85269474769137,231.00948196545053,252.85583923849865,237.7468105775635,225.69993296634667,216.4630028772865,,,,223.68235880034695,,213.61744271655004,238.61739979081798,,291.52043483463206,262.9682358665043,233.8864399573649,226.56692635969108,,222.0022160102327,221.21801815934708,252.21509769468418,241.47827004992186,240.55432040323316,237.6000569052252,205.83246626967633,,,205.52435956187279,,,265.6718257210034,,248.4016525501107,254.5718373130586
6,2000-02-25 22:11:49+00:00,,,,,,,,,,,,,259.65871342632283,,,,,326.33225941771997,,,,,,,,,,,,,,,,,,,,,
7,2000-03-05 22:05:36+00:00,211.94335812452385,214.5627645926063,205.93149640753552,,209.65112474815288,217.5915394885859,226.24197049801737,216.71957461977343,208.5347000647187,204.60159558655815,,,,210.4551433284651,207.8470188630908,183.25121802434262,205.916162266182,,264.0828761986127,243.98244476016788,222.52963331034528,217.03273404201764,,210.21602943760232,207.66457380382187,237.43680857555543,224.1043214354329,230.40831496690615,223.33921425930367,199.77708563593103,,,,,,251.02564433070552,,215.93258065165872,211.23090328927447
8,2000-03-21 22:05:37+00:00,218.2803461607943,213.86478503995806,205.1647250599783,205.84480446159756,204.7431035836283,212.5440783275333,227.08673102561414,213.51189703161634,206.65361007884002,203.27484843345502,,,,,204.45892592974707,186.55036929587425,211.9665895671452,,265.21966693365033,243.37218460921432,219.4616707238541,211.65754783168504,,213.82115419375307,217.3242459449607,236.35847511638195,230.2985151583476,226.21348738631937,217.19593916215317,207.55248647891807,224.7589180702195,,200.70729722377754,,,259.1872741121548,,224.80759460000166,228.6247369301422
9,2000-04-13 22:11:30+00:00,,217.8429620541497,219.05258806053175,226.03248557667487,,236.51741119569098,,,,234.0733974765822,227.52828056078476,227.94170884729746,227.5400204190978,,,,,,,,237.82210037956813,,236.9691107266162,239.68674854817314,,245.0994085164124,,233.06883748647007,220.92565203519808,,,241.56358379552324,229.15637915728811,201.84158410762856,283.1179729966153,279.6579962854272,,,
