,dates,aus0366-0000,aus0366-0001,aus0366-0002,aus0366-0003,aus0366-0004,aus0366-0005,aus0366-0006,aus0366-0007,aus0366-0008,aus0366-0009,aus0366-0010,aus0366-0011,aus0366-0012,aus0366-0013,aus0366-0014,aus0366-0015,aus0366-0016,aus0366-0017,aus0366-0018,aus0366-0019,aus0366-0020,aus0366-0021,aus0366-0022,aus0366-0023,aus0366-0024,aus0366-0025,aus0366-0026,aus0366-0027,aus0366-0028,aus0366-0029,aus0366-0030,aus0366-0031,aus0366-0032,aus0366-0033,aus0366-0034,aus0366-0035,aus0366-0036,aus0366-0037,aus0366-0038,aus0366-0039
0,1987-05-22 23:08:56+00:00,102.95982737992499,104.45277067400488,95.35401668012283,87.43619841467988,88.58029430254858,96.40173022620328,107.70921280153614,117.16165516088716,127.08948051311594,116.57066891622867,113.92924871514185,121.44996471870353,132.46403838639108,147.28983218906762,147.21245247102138,155.22792122320575,147.84100750082237,132.73106243262876,114.10869704998528,106.76187150744622,102.76672647830353,108.49921341643316,100.05603141312199,113.74547316266248,116.13438819135246,173.58571427624557,132.23891607250218,,,163.56101669384304,155.48346204961732,212.2054337309045,205.83017466867608,146.60412191111823,158.51194577369836,165.51077213676194,148.96181767015804,146.3137240316015,155.55516560968385,165.2378041401703
1,1987-08-17 23:17:12+00:00,123.78582334204108,128.27765265745563,124.66428820507687,123.60774350046073,121.19419575149027,123.25892180221948,128.3732846886821,134.44168978085776,144.1500913953302,152.8341450993729,152.10091114433965,149.33728925898336,152.92432479231135,156.0527242550125,158.57145189860523,170.2226425399514,165.75357713213654,158.1332886718366,149.44861020543783,135.17690011867933,125.98942383273214,125.03800568379444,140.058586590328,119.86589531685631,110.82482437824261,188.39539784843743,154.832599509547,154.6852892145558,162.53094086272574,184.81845282791653,171.5253434094501,203.16612274545918,199.48637229270668,165.98922872529397,169.19746692910695,173.6551607462078,180.65933327163825,171.29637196816293,166.64438637589186,185.37637611372833
2,1987-09-27 23:12:03+00:00,143.35851752810308,130.81638762328546,116.41361557396343,125.63049532471037,128.86063941220743,127.64787138466407,120.79093251555376,134.35736369470666,164.09859743199388,166.9423173223586,157.57378799517875,158.26914096857038,157.6795661752191,160.1029860621117,171.05863234083265,187.83020008906732,176.1732961870227,158.61550012794754,151.33136281308813,135.6651498021609,121.52968799597886,124.72174553172212,125.69520061793285,119.87072577251729,115.25870969480907,203.2883029288914,184.65912039754923,146.1212060667582,158.61372935419516,194.60156620580491,184.2400923407671,226.08963710978864,235.5423865818086,180.2514822768295,191.4409893819184,190.60161125188543,194.9496713508388,180.0502682934578,187.05560130914043,183.59346388330778
3,1987-10-29 23:12:37+00:00,126.58768306759993,118.87474258906784,120.35645481394447,133.49619272065354,128.59358054176968,119.33220447042659,139.7724174172599,154.58607345101194,164.6833574818635,171.15187707188505,176.61261195995962,159.94128097734958,143.6240369782602,163.73130980297674,193.78130954350334,198.30733622611865,162.46143448612497,160.4054149089338,147.86264237657394,134.63702089190812,134.01981665793568,117.50306307051018,115.32375754512697,110.41033038398652,142.5993454843694,187.1311783269073,181.74891764519145,147.55282254776532,148.9592275177118,191.04565397399912,183.6698087207635,241.40914997906972,236.7183897569263,180.54041289800566,174.29719103465857,192.38348356727863,192.49409924869184,174.03254144339658,166.92279430607815,193.81440535171356
4,1988-02-25 23:20:50+00:00,128.98970268273817,124.04033056822209,116.15256573636637,107.67844152222989,111.98952149780297,124.21559298390588,130.48043750520674,137.63661538269662,159.1046005820058,159.7942666248296,163.28425417201123,171.50250254486153,176.74096532708901,185.63751417566317,180.53621715156902,169.47203657211728,167.25670779410888,141.0583863744199,147.16658052520677,132.8268487936698,126.9387361089724,116.36000325156772,114.60291842496213,119.31667062617865,122.83090758586108,193.81547131288528,153.02696478643455,147.62921659752857,156.38326783314412,183.06879681723015,174.68236964787351,223.41614142172483,204.54343846782353,177.84848625846317,175.37084636493898,178.1671173371111,169.33407466002635,177.15270102047177,180.30490606912196,177.72112917998544
5,1988-03-05 23:14:45+00:00,137.29868098309632,128.2689948929952,122.5183269788765,117.30362938114946,121.97602847756765,129.00008559662862,132.36111139807198,142.03680320924963,166.37877258523153,164.89560091596272,163.014172686177,164.35617404865638,172.51185237046528,181.2597075951626,175.25776149771,171.8936267504772,158.46098250091194,145.96069716087328,141.50436456389897,138.25450217252188,128.32458439800675,127.82391239051496,120.36022070588636,131.51235662233154,114.98603915535719,193.74673794983593,154.94685489488182,143.83474513216265,166.25420029213734,181.72495049704597,181.71486054548527,232.99800493756928,208.10152629484418,182.96390327617775,179.05779736565353,175.18428122152653,171.30502613527204,175.99347568667673,179.74577477378247,183.6031248713484
6,1988-04-13 23:21:11+00:00,121.69621339044406,109.2662493533218,110.76145187527148,107.12431643014199,91.25948449199058,,126.32431285084807,132.1921255132086,153.19443904863954,161.02435112840828,157.24156952756402,156.12967732486595,163.5775657749226,169.05974096384858,164.08345142796514,174.47970695605937,158.26879005566173,156.8453804506354,135.99769767334683,114.66240861582926,106.51604385924519,110.60043313308852,124.09083749494522,137.93847472087413,129.05596498163555,193.28219591517433,165.03949669739615,139.17803297388957,160.33301285956884,176.55981893668692,180.75393787662344,212.72852723014606,211.67605364053674,170.0807059818767,171.8945661226074,175.8640825484735,174.42513316995888,169.2465962621471,175.69866159407795,199.47334614524945
7,1988-04-22 23:15:04+00:00,112.34209690209632,104.17892473428945,103.23246194482635,101.4590357673988,102.96150573380899,112.63798380897288,119.66353931794144,132.2613153072967,142.43966388362685,143.37966668656577,144.2870023747046,147.69744041643224,156.2102038879535,159.87128665591334,171.4649854612325,165.18376593948148,155.47360020617725,141.30978150570058,139.89956929585216,112.14841746411835,116.39328047483485,111.04157536077665,99.84224063966506,130.06215970205952,125.19233349191487,162.4042465890992,129.08382723985827,124.38406093124482,140.0387382307207,165.20278764855095,173.68545028857815,194.09221384995436,177.90091836288371,150.14761948851756,152.91520811332396,155.11572559648258,166.35776816466054,163.41789697674736,164.30478327638843,187.0230742243743
8,1988-05-31 23:21:35+00:00,89.1154303876692,85.39007638515969,81.63176568741662,80.1730805715487,97.66311914903628,86.08317411857712,107.79841605304215,111.79613272143881,130.46285694019397,130.07734587371925,126.34816592905081,123.35255012317272,138.1505816850781,148.93511440840334,156.7747641478425,169.64999251156783,146.03713976328874,129.48428865634475,130.69701370763323,120.60683885077208,111.08563196926104,106.5136363060041,111.55774202506089,125.96100058181185,128.75130036141545,192.17921604687285,126.93430894611782,119.99558215549767,155.57115660064053,169.72882974250953,180.449757480767,216.62021420695555,200.32427534781831,153.68396058703962,,153.72776534061876,155.52900520756648,155.64090187405873,183.2400654966153,188.55243244030515
9,1988-06-09 23:15:27+00:00,68.64574595366315,74.12505222403367,70.76362824165635,77.29841991112507,84.40780952329132,93.76215195365248,104.03645045937355,112.88421260616887,124.00614177969493,119.70320122491881,113.17262898130406,126.00568463594516,131.82882536660247,142.90453229769977,145.78603152175884,158.10969892417518,137.82112744019648,125.30064681367273,116.50025694892929,116.21488191034567,107.34646650310023,101.52310572224292,110.47102634538055,115.62297768948059,109.05602000671843,170.49720953854523,142.71491146368098,114.2309430283269,137.0389450353118,162.35342506793708,166.04392802753523,189.13276543464104,196.2416357334192,144.33692826851302,129.04953837573558,148.01142183931512,145.94013034042501,154.9736348401915,165.83351048032523,173.5027406096289
