dates,satname,nzd0122-0000,nzd0122-0001,nzd0122-0002,nzd0122-0003,nzd0122-0004,nzd0122-0005,nzd0122-0006,nzd0122-0007,nzd0122-0008,nzd0122-0009,nzd0122-0010,nzd0122-0011,nzd0122-0012,nzd0122-0013,nzd0122-0014,nzd0122-0015,nzd0122-0016,nzd0122-0017,nzd0122-0018,nzd0122-0019,nzd0122-0020,nzd0122-0021,nzd0122-0022
1999-07-18 21:58:25+00:00,L7,,,,,,,,,,,,345.78,,464.63,,358.76,348.51,340.38,347.87,353.02,370.66,354.53,373.32
1999-10-06 21:58:40+00:00,L7,358.55,350.05,350.15,357.57,369.66,368.43,368.92,363.67,359.93,417.28,367.51,375.97,374.07,375.80,382.14,388.80,381.27,372.56,381.02,400.27,404.14,397.43,399.32
1999-10-22 21:58:28+00:00,L7,360.25,353.67,351.42,357.29,367.45,371.75,361.96,359.70,363.27,413.85,370.05,374.85,370.67,380.94,385.37,389.60,387.61,370.78,380.31,398.08,408.15,394.94,400.62
1999-12-09 21:58:33+00:00,L7,339.75,329.45,326.11,337.17,348.51,354.00,343.19,341.50,349.67,370.94,354.01,352.23,352.07,356.74,354.27,357.59,349.88,344.59,351.15,365.87,370.77,357.29,361.27
2000-03-14 21:58:11+00:00,L7,352.78,349.27,350.25,360.85,376.06,379.36,369.49,366.69,365.57,421.28,377.87,378.88,379.18,378.43,384.41,386.73,375.83,378.91,380.83,396.58,402.65,389.89,397.93
2000-04-15 21:57:55+00:00,L7,352.15,346.12,352.47,365.85,367.68,371.54,359.54,355.72,365.22,406.84,371.93,378.52,372.90,372.68,377.37,365.24,342.25,334.77,325.18,,,,326.32
2000-12-11 21:56:00+00:00,L7,326.69,331.45,329.76,333.52,346.30,353.57,339.62,323.11,346.05,383.05,348.10,351.41,350.23,359.36,359.75,357.93,349.26,354.36,358.21,367.89,374.82,372.53,383.05
2000-12-27 21:56:05+00:00,L7,,,,,,,,,,,,,339.55,340.89,349.32,351.39,339.58,342.01,345.86,355.52,361.62,358.23,354.42
2001-06-05 21:55:16+00:00,L7,353.37,339.93,336.23,347.65,354.51,361.93,345.98,338.95,352.51,406.56,354.74,357.06,357.38,356.77,357.32,370.16,359.01,359.16,363.84,368.44,374.84,364.91,368.46
2001-10-11 21:53:46+00:00,L7,351.04,336.64,334.11,349.79,356.61,359.83,348.50,344.36,354.75,421.35,366.40,363.54,363.28,368.66,369.08,375.58,368.29,362.94,366.28,379.81,390.85,382.45,395.60
