dates,nzd0122-0000,nzd0122-0001,nzd0122-0002,nzd0122-0003,nzd0122-0004,nzd0122-0005,nzd0122-0006,nzd0122-0007,nzd0122-0008,nzd0122-0009,nzd0122-0010,nzd0122-0011,nzd0122-0012,nzd0122-0013,nzd0122-0014,nzd0122-0015,nzd0122-0016,nzd0122-0017,nzd0122-0018,nzd0122-0019,nzd0122-0020,nzd0122-0021,nzd0122-0022,satname
1999-07-18 21:58:25+00:00,,,,,,,,,,,,352.05,,,,364.63,354.38,345.33,353.75,359.73,377.89,363.08,382.72,L7
1999-10-06 21:58:40+00:00,352.79,343.19,343.60,349.99,362.46,360.43,360.92,355.20,352.73,405.28,359.93,366.37,364.47,366.80,373.14,379.80,372.27,364.98,372.02,389.98,393.06,384.34,384.92,L7
1999-10-22 21:58:28+00:00,354.97,347.38,345.42,350.34,360.85,364.42,354.63,351.94,356.67,402.85,363.10,366.05,361.87,372.69,377.12,381.35,379.36,363.83,372.06,388.65,398.00,382.94,387.42,L7
1999-12-09 21:58:33+00:00,344.87,335.55,331.93,343.91,354.91,361.11,350.30,349.03,356.07,381.61,360.75,360.76,360.60,364.74,362.27,365.59,357.88,351.33,359.15,375.01,380.62,368.93,374.07,L7
2000-03-14 21:58:11+00:00,349.42,345.27,346.43,356.43,371.86,374.69,364.82,361.75,361.37,414.28,373.45,373.28,373.58,373.18,379.16,381.48,370.58,374.49,375.58,390.58,396.19,382.25,389.53,L7
2000-04-15 21:57:55+00:00,346.63,339.55,346.20,358.59,360.78,363.87,351.87,347.60,358.32,395.34,364.67,369.32,363.70,364.06,368.75,356.62,333.62,327.51,,,,,,L7
2000-12-11 21:56:00+00:00,328.53,333.64,331.85,335.94,348.60,356.13,342.18,325.82,348.35,386.88,350.52,354.48,353.30,362.24,362.62,360.81,352.13,356.78,361.08,371.18,378.36,376.71,387.65,L7
2000-12-27 21:56:05+00:00,,,,,,,,,,,,,349.15,349.89,358.32,360.39,348.58,349.59,354.86,365.81,372.70,371.32,368.82,L7
2001-06-05 21:55:16+00:00,352.25,338.60,334.96,346.18,353.11,360.37,344.42,337.30,351.11,404.23,353.27,355.19,355.51,355.02,355.57,368.41,357.26,357.69,362.09,366.44,372.69,362.36,365.66,L7
2001-10-11 21:53:46+00:00,347.44,332.35,330.02,345.05,352.11,354.83,343.50,339.07,350.25,413.85,361.66,357.54,357.28,363.04,363.45,369.95,362.67,358.20,360.65,373.38,383.93,374.27,386.60,L7
2002-01-15 21:54:23+00:00,350.10,331.12,331.47,339.64,355.71,361.77,353.98,352.24,353.73,378.32,360.15,364.39,363.04,358.96,371.83,370.19,359.07,355.40,360.90,373.14,379.90,379.29,382.13,L7
2002-01-31 21:54:26+00:00,331.52,321.02,318.79,335.78,349.60,355.13,343.82,338.28,346.06,365.07,352.72,361.15,358.50,364.95,364.22,371.00,359.92,357.24,364.24,375.82,383.64,382.27,391.52,L7
2002-08-27 21:53:36+00:00,349.21,346.40,347.78,364.04,372.13,371.44,362.10,360.21,359.57,423.17,365.60,370.94,371.56,375.62,387.52,390.25,379.35,376.42,373.75,387.21,390.62,380.75,376.89,L7
2002-10-14 21:53:19+00:00,348.83,348.40,350.84,361.12,367.72,372.55,358.82,359.08,366.87,417.21,370.54,372.38,365.23,371.58,378.73,385.44,370.88,375.80,376.15,388.71,386.96,372.82,397.25,L7
2003-07-21 21:42:09+00:00,363.70,352.71,354.12,360.11,370.78,372.39,372.55,360.52,364.51,415.88,377.70,377.44,373.43,373.86,379.07,388.21,376.68,380.87,383.16,396.28,394.72,390.26,406.57,L5
2003-08-06 21:42:27+00:00,345.18,328.58,329.59,338.26,353.02,354.40,341.08,349.26,357.24,399.85,365.96,373.89,356.46,358.26,346.53,372.61,363.81,345.19,,,,,,L5
2003-10-17 21:53:51+00:00,354.80,339.04,343.14,352.63,362.90,371.19,358.59,352.76,364.78,,358.86,358.99,361.21,361.75,372.19,369.25,363.74,358.45,364.21,377.77,382.41,,,L7
2003-10-25 21:43:40+00:00,355.00,334.04,328.82,342.73,351.46,352.47,342.70,344.84,345.53,404.59,361.53,363.79,362.57,365.70,374.04,377.86,371.24,364.76,365.20,381.29,388.54,377.87,385.61,L5
