,dates,nzd0480-0000,nzd0480-0001
0,1999-10-13 22:07:12+00:00,139.9424579998228,136.7240364824849
1,1999-11-30 22:07:23+00:00,151.95146722429558,148.25236298316963
2,1999-12-16 22:07:33+00:00,147.55584561983372,148.90989381514296
3,2000-03-21 22:07:12+00:00,145.15282408940053,145.43301035943526
4,2000-05-08 22:06:20+00:00,140.16726189804567,145.28985142706594
5,2000-05-24 22:06:10+00:00,140.04801007564348,147.15457057997293
6,2000-06-25 22:05:55+00:00,135.17109047929523,149.66951695911627
7,2000-07-27 22:05:24+00:00,143.87013001679463,149.42651627186734
8,2000-08-03 22:11:31+00:00,132.26194900234438,137.35474155033526
9,2000-08-12 22:05:17+00:00,133.13829659629087,137.46302700308246
10,2000-08-19 22:11:25+00:00,,
11,2000-09-20 22:10:50+00:00,144.60823850555371,143.53444093929215
12,2000-12-02 22:04:57+00:00,149.85138751339633,146.6500912021026
13,2000-12-18 22:04:37+00:00,159.59669099076154,155.73242887908305
14,2001-01-03 22:05:00+00:00,142.18274381968516,142.7976020281866
15,2001-02-20 22:05:00+00:00,139.9113042475195,139.3898525328949
16,2001-03-31 22:10:31+00:00,149.77231118466938,147.8088272067399
17,2001-04-09 22:04:17+00:00,136.6543278701843,141.327506708843
18,2001-07-14 22:03:33+00:00,134.79376895776699,147.63940531963271
19,2001-08-15 22:03:02+00:00,149.4870719022629,153.57049519982812
20,2002-03-27 22:03:01+00:00,137.03464057432402,143.07484208738532
21,2002-04-12 22:03:01+00:00,149.21063879833204,158.35217215843974
22,2002-05-14 22:02:55+00:00,137.58988151743557,140.16326432739584
23,2002-06-15 22:02:43+00:00,137.06552579302738,147.71087954365808
24,2002-11-22 22:02:45+00:00,139.33948264659347,135.31224501276512
25,2002-12-08 22:02:27+00:00,139.7653377862512,128.5238292544138
26,2002-12-24 22:02:33+00:00,143.2563213780218,143.39608472532603
27,2003-02-26 22:03:16+00:00,121.46121071178388,125.8790282283135
28,2003-08-05 22:02:59+00:00,148.0597933310418,154.29304196984356
29,2003-08-13 21:51:08+00:00,149.4141885617854,154.54800255821942
30,2003-09-14 21:51:42+00:00,137.28212667690363,139.75990968762204
31,2003-10-16 21:52:08+00:00,136.97169023995153,141.00803878887163
32,2003-11-17 21:52:57+00:00,131.62728437483423,127.42028080427994
33,2003-12-10 21:58:53+00:00,,
34,2004-01-12 22:03:07+00:00,148.94196160264272,143.97548041573134
35,2004-01-20 21:53:00+00:00,151.05286378509118,154.62239439275373
36,2004-05-03 22:03:23+00:00,,
37,2004-05-19 22:03:47+00:00,135.0747024104885,137.46057799385244
38,2004-05-27 21:55:30+00:00,137.51107844878464,149.83083493557555
39,2004-06-12 21:55:35+00:00,143.3809980911573,152.48203151237743
40,2004-06-28 21:56:04+00:00,150.20723762741036,159.39042490854277
41,2004-07-06 22:03:36+00:00,140.69981489076054,
42,2004-07-30 21:56:51+00:00,139.6279294239845,145.97294466334827
43,2004-08-15 21:57:13+00:00,134.41997748579666,139.88425003019296
44,2004-08-23 22:02:59+00:00,156.7870671845106,153.14780666578258
45,2004-08-31 21:57:39+00:00,134.73019206773606,139.16907209365147
46,2004-09-08 22:03:17+00:00,,
47,2004-09-24 22:03:12+00:00,137.76633462420602,141.86452833946154
48,2004-10-18 21:58:47+00:00,145.54752802187713,149.51533876301866
49,2004-11-03 21:59:30+00:00,150.45176104530634,150.6477738552497
50,2004-11-27 22:03:17+00:00,127.40096199095075,128.42528056094457
51,2004-12-29 22:03:56+00:00,,137.03837207783226
52,2005-01-13 22:06:28+00:00,,
53,2005-02-14 22:06:57+00:00,,
54,2005-03-03 22:04:17+00:00,153.5423782964579,148.30083812411047
55,2005-04-03 22:07:28+00:00,,
56,2005-04-12 22:01:18+00:00,135.90732295088986,139.05396989749562
57,2005-04-19 22:07:31+00:00,139.12102505251613,142.26713967227258
58,2005-04-20 22:04:08+00:00,143.7281928910977,146.06562751137622
59,2005-05-05 22:07:37+00:00,128.17325408453272,135.67039202698894
60,2005-06-06 22:07:53+00:00,,
61,2005-06-07 22:03:42+00:00,140.14294704192253,151.09298603870022
62,2005-06-14 22:09:50+00:00,,
63,2005-06-22 22:07:59+00:00,152.9766739661131,157.7859449138664
64,2005-06-23 22:03:37+00:00,,
65,2005-07-08 22:08:03+00:00,,
66,2005-07-09 22:04:02+00:00,139.44223912055108,152.59908225140975
67,2005-07-24 22:08:14+00:00,,143.72611145322256
68,2005-08-26 22:03:51+00:00,147.319492056104,150.8645255423944
69,2005-09-02 22:09:34+00:00,,
70,2005-09-27 22:03:16+00:00,144.46008198633655,146.09870374154426
71,2005-10-05 22:02:41+00:00,134.12292841643014,132.79605318733192
72,2005-11-06 22:02:22+00:00,149.16589880215508,150.75655631143889
73,2006-02-01 22:10:37+00:00,,
74,2006-02-17 22:10:58+00:00,140.28609187941714,143.4850940662413
75,2006-02-26 22:04:59+00:00,133.5071945558059,147.71498701760345
76,2006-03-22 22:04:18+00:00,153.5844633705256,149.23143846752257
77,2006-04-14 22:10:24+00:00,,
78,2006-04-15 22:05:54+00:00,146.67416619735243,160.44880885787913
79,2006-05-08 22:12:26+00:00,,
80,2006-05-17 22:06:21+00:00,141.68054377965117,147.44653317658933
81,2006-06-25 22:13:08+00:00,172.5855353026821,185.73555787850756
82,2006-06-26 22:04:08+00:00,163.38473110083848,172.27759248072962
83,2006-07-12 22:04:25+00:00,133.1043866526012,136.96793205860348
84,2006-07-27 22:13:34+00:00,137.50663997396828,138.13991761933232
85,2006-07-28 22:03:54+00:00,141.02258850189517,147.3576553697724
86,2006-08-04 22:10:04+00:00,,
87,2006-08-12 22:13:47+00:00,,
88,2006-08-21 22:07:43+00:00,138.50816880978059,140.60537390904537
89,2006-08-28 22:13:59+00:00,121.62483760976052,120.95238338835712
90,2006-08-29 22:03:50+00:00,148.23457872542195,146.58689180312246
91,2006-09-14 22:03:45+00:00,153.33178580427005,153.44043008988535
92,2006-10-08 22:08:17+00:00,133.55809128270616,138.11865894665993
93,2006-10-16 22:03:42+00:00,137.9222287173823,136.51649844783424
94,2006-10-24 22:08:26+00:00,137.43501765508037,137.09652052642062
95,2006-12-11 22:08:52+00:00,150.12562476093248,151.09768680292026
96,2007-02-13 22:09:11+00:00,145.0261186006476,144.67337397279917
97,2007-03-09 22:04:43+00:00,147.77228561149255,143.5307056268537
98,2007-04-17 22:10:53+00:00,,
99,2007-05-12 22:04:35+00:00,146.01614951459075,148.02421035930624
100,2007-06-13 22:04:28+00:00,,
101,2007-08-07 22:10:28+00:00,136.9809185350935,
102,2007-08-23 22:10:22+00:00,,140.3132938735229
103,2007-09-01 22:04:07+00:00,145.92895783316123,143.5151145424506
104,2007-09-09 22:07:21+00:00,138.21290302557816,140.23535622838278
105,2007-09-16 22:13:28+00:00,148.8186276017679,148.7544136749972
106,2007-10-02 22:13:18+00:00,146.64076843543,146.15619490379007
107,2007-11-04 22:04:13+00:00,135.1870525337337,146.3670971244867
108,2007-11-20 22:04:46+00:00,144.56231109633583,143.98034397904885
109,2007-12-06 22:04:52+00:00,145.61033828897953,141.92817326732958
110,2007-12-22 22:04:32+00:00,144.98281643132228,148.79130860145855
111,2008-01-07 22:04:34+00:00,,137.94993178937298
