,dates,nzd0332-0000,nzd0332-0001,nzd0332-0002,nzd0332-0003,nzd0332-0004,nzd0332-0005,nzd0332-0006,nzd0332-0007,nzd0332-0008,nzd0332-0009,nzd0332-0010,nzd0332-0011,nzd0332-0012,nzd0332-0013,nzd0332-0014,nzd0332-0015,nzd0332-0016,nzd0332-0017,nzd0332-0018,nzd0332-0019,nzd0332-0020,nzd0332-0021,nzd0332-0022,nzd0332-0023,nzd0332-0024,nzd0332-0025,nzd0332-0026,nzd0332-0027,nzd0332-0028,nzd0332-0029,nzd0332-0030,nzd0332-0031,nzd0332-0032,nzd0332-0033,nzd0332-0034,nzd0332-0035,nzd0332-0036,nzd0332-0037,nzd0332-0038,nzd0332-0039,nzd0332-0040,nzd0332-0041,nzd0332-0042,nzd0332-0043,nzd0332-0044,nzd0332-0045,nzd0332-0046,nzd0332-0047,nzd0332-0048,nzd0332-0049,nzd0332-0050,nzd0332-0051,nzd0332-0052,nzd0332-0053,nzd0332-0054,nzd0332-0055,nzd0332-0056,nzd0332-0057,nzd0332-0058,nzd0332-0059,nzd0332-0060,nzd0332-0061,nzd0332-0062,nzd0332-0063,nzd0332-0064,nzd0332-0065,nzd0332-0066,nzd0332-0067,nzd0332-0068,nzd0332-0069,nzd0332-0070,nzd0332-0071,nzd0332-0072,nzd0332-0073,nzd0332-0074,nzd0332-0075,nzd0332-0076,nzd0332-0077,nzd0332-0078,nzd0332-0079,nzd0332-0080,nzd0332-0081,nzd0332-0082,nzd0332-0083,nzd0332-0084,nzd0332-0085,nzd0332-0086
0,1999-08-12 21:53:56+00:00,162.7638340653825,163.56261262103015,165.4630016728088,156.68668088713937,155.8689706587127,159.20723142081914,165.70492699311657,162.8955224660121,163.80266480831918,,,150.29839508438806,158.47573869474027,152.281453982207,158.0794638183572,161.93595179902897,163.46942748976196,157.36875148081833,156.73772164588965,158.31410789368252,166.71802394198434,156.47447770598615,154.38240272818098,159.71257270851626,158.16066445101688,158.9154526175732,163.76758583229045,164.98553345060614,158.70565085279952,153.10460144121237,157.52219292704822,156.7024907479658,158.90377601362462,157.34085122026718,155.50349463090592,159.96272728016334,158.1367121023237,159.58973331158694,162.5226199347506,157.13507887492418,161.75580041982718,161.26705712107938,152.43500535511058,148.25359882483986,158.8945532310456,161.30370832344803,158.61155104565287,155.89606526872453,152.03534873215065,148.57927917927603,156.75093848421275,162.56928201333037,169.4085720775669,164.6434385365454,162.48566343229894,162.97075123051172,158.4917921629493,160.0816855174102,155.68445685125843,156.11487009206303,156.5441858010636,154.70863145754723,161.65691833366432,155.51146730828995,160.6379251108754,157.15387252263199,154.27569500412366,157.59602027809444,158.8931406642593,159.55779373454467,148.9661317410002,152.70249639803225,155.5954756965061,156.17185340355982,156.7820525200162,155.8622841447993,162.19171151771943,158.5377486961439,156.0124267890528,157.07555343444486,149.21166703261986,156.31552043869524,152.95086972345123,157.36107087623463,156.0313139015886,157.08722949539757,157.1096275674424
1,1999-08-28 21:53:59+00:00,164.3489935270458,166.28420715744917,171.62392008824537,161.05233535292632,162.02239024191297,171.32689731655523,176.29626377715206,182.5477439657105,174.8408770997043,175.58261039205124,166.4579962582005,164.55653964927802,174.16346067310585,168.1186308813393,162.2697300520979,176.31183448085136,169.9559836884423,168.58635477427688,169.62998096592088,161.56482069992285,171.42516515852682,172.77667535821615,166.05866016889016,169.97544047395473,167.81965650519368,169.2341259338912,170.1648755707207,166.210780018669,163.93604915619153,156.38040826098066,164.7993025351739,163.9434970686661,162.0187959807766,166.2148970702961,163.8829659569752,168.90453539004093,169.13012125457098,167.56828617055268,174.3628873617487,173.9778674364202,170.90317394403075,168.96197284272068,162.56044481217108,152.46847932668754,160.14502191787204,170.975032697052,165.38789758801946,163.73853492116206,165.9431484263753,165.37418226645354,167.01122537655698,172.48556375283627,176.60515096505665,173.0813342638287,168.87387636076548,167.2893628380941,164.0796942849767,163.31950392440766,164.24653253221814,164.14282100346716,166.16497688315178,163.7075558388182,169.16634973916263,167.6921694670413,166.47896748443142,163.09640882856542,166.6416044656344,167.12860216112054,168.02583264573866,164.5622198152898,154.8209847914361,165.25668069492053,162.7007868476615,166.41226589062634,166.05586277528144,174.43523870198894,173.34330038357155,171.83375700617265,164.26132156720797,162.4189764646349,164.8441589872386,159.34337149158185,159.3678785509393,164.36289942667227,161.87240923667036,170.02549506182476,171.5289748111363
2,1999-09-29 21:54:04+00:00,156.71072237970347,164.54009800340162,159.6667696811989,152.42647395495243,150.74390174400816,150.4673260226631,164.84830464649414,162.2019285572712,157.20550901653172,157.83665756301667,149.51443922878505,150.50010634054115,156.7975144744967,158.85955381841808,156.29967381490872,158.075346216501,163.39770120834996,154.79850465638248,155.92398394508174,151.31609540168859,152.87805874710088,153.45514161844642,153.2403201192477,156.247637382439,160.8454492117982,161.4701008979906,160.6683550001118,159.9330310030001,157.96352224939724,155.6390734413364,150.90784388783322,154.7502421556722,157.63426823899502,155.10664193555286,153.7409117422894,154.6104309911194,155.63275708511955,156.8625332830345,160.56377223321653,160.48089864077554,160.96520228273326,159.0826412100651,151.20405740945455,138.8030880071615,150.00037695749074,153.3046255448776,155.72796570364198,154.06234304337102,154.23796883295648,154.9271211764727,158.27547227377937,168.56634667790607,167.5690404671293,165.5573606687369,158.15023273518273,160.37765228737393,156.31940705802384,153.9060205940371,153.6527499560772,153.55265350221188,155.84509487424845,158.73439121656781,159.10457506533464,159.88530047030085,158.717500717185,156.69009036380857,157.34568180664968,157.54601450198652,157.95121013971124,154.89833284518687,147.97536187991386,154.22789375189384,153.71510824785636,156.7769441776126,158.8923857029103,162.24069819411704,161.91721067817076,157.04188597176724,154.01699554668653,149.25926598226698,153.1497607383192,152.396430231004,152.6567482361876,153.09063928748674,152.47861151681852,157.4699595049646,149.4636079528816
3,1999-11-16 21:53:56+00:00,147.41138523839987,153.31169719056254,163.39886117022724,157.8785009223038,151.29262888483788,159.41628539830455,162.42180517216246,167.95528562904738,154.8893358991762,154.22310624159135,147.0338479372002,154.23026364663878,153.6071470084846,155.42536512762308,152.9983267775527,150.29897997605468,162.5338510412956,151.60801920881735,148.53031928893284,154.23352143627534,157.55665358730332,152.9101763750066,158.31697750846482,157.67567674045517,156.10998012400938,160.42509221652077,155.9935179188257,156.29483987824494,150.76174472206037,146.47500079587795,147.28837127839628,146.34170193967495,146.67999460929963,139.1568948586436,132.46448674555484,140.8297482932039,,,,,,,,,,,,,,,,,168.60766277675475,156.14302705158164,152.62482592087778,150.6648318837179,151.91149825428892,149.60386783841864,148.52699736175538,147.70746277224887,153.1705041549982,157.3447922075223,157.8452117411263,157.98635377451797,159.30753708108,152.16957045185134,150.69837108454158,151.05962328952685,148.7574111857114,148.90138677983734,139.2151547842499,144.9698003216525,146.23760192225006,148.76220719027063,156.1450687045883,159.71408322127803,161.7142363051056,156.41814569129002,151.72121232006458,149.03572699668726,148.53750036764632,148.0490869987044,147.9668533678481,150.3681843336874,149.1291131753129,151.40548876020114,145.64934700795092
4,2000-01-19 21:53:25+00:00,,,,,,,,,,,,,,,,,,,,,168.13899792925926,165.9451410547281,163.2027335343485,161.76409384205428,165.37639732824255,166.3119338072396,170.42477542173634,169.44118851688026,166.14180446805506,156.79757536677647,163.70633622794034,165.01547849491558,161.2962714213873,162.92229689432838,161.1553393249449,159.8736500284149,163.0293220242245,163.90596610088102,164.19315100216994,168.81896347335274,169.42934370804437,168.23066973889044,149.00446150590432,150.51684167461883,161.72027959568757,169.66035559010268,164.74635261328913,159.91728663372317,157.88151914214163,161.2499570885836,166.17535942688957,170.2995955679112,174.59147410271984,172.1707662540584,169.31306696949727,167.86481172615512,166.24807228678952,167.19461355087637,163.3644084891626,161.6490932930335,157.84659404974397,165.65421216139617,167.641371848637,163.25478167622654,161.17742332749003,160.35663702469165,162.7302222641643,157.81816916149123,167.6977320542534,161.93589244993746,153.2318769225173,161.2041739341693,158.47512064373072,159.987789835425,163.59480252375866,168.77666760932195,165.00861235778603,156.76137684717227,162.4270237264693,164.7539663519976,158.45878750932272,162.32805413779724,157.59433484466072,159.5827879537077,163.8772406555387,159.91689650879323,158.75151485433733
5,2000-03-14 21:59:23+00:00,164.59468067728062,172.4113823113894,168.2633320839828,163.61742800794894,165.27693802605506,166.10212861274755,173.81096911671705,175.8363498709768,172.25550092429918,170.5270053211817,163.26109917166585,162.67599123492954,167.99240241564823,165.00798010147025,164.52500508717063,170.0248011569393,173.29738189156225,162.42448380963066,164.64183929105,161.68570377681203,161.07421615235495,163.77496740231396,169.6742600969343,168.4342358308676,168.2046542895054,174.35118611704166,173.02876787255246,173.28004840836115,163.37135589611964,159.01579717036157,165.54799089538193,169.05401974836082,164.73406612486562,162.2471455034372,163.21915982695828,172.12619928114515,171.2044667217818,172.52469544228666,170.16220210627236,170.39531914710153,173.3293026575664,166.59956386166962,158.31778449225683,154.76549540786885,164.44295050873865,165.62576394721933,167.54331374519307,165.45441307558235,167.27680687675058,172.9750602098964,170.96475148622497,177.45337474268902,182.85568894968904,180.44857194248613,174.67884510569124,168.76969009859673,164.56500738229494,161.35968822774242,165.68893032134548,168.01725651173538,169.9451959906263,173.22038414508847,171.23732256085626,172.52634678357592,172.45516803893423,172.99258517802645,171.7084975113718,166.80337465115187,166.4377305993943,165.40331257211335,163.82089701862205,162.57241373562022,160.51546662271963,168.77645914642318,169.79295000809918,174.02975467222376,175.325311814433,171.56391091631852,166.8254952591509,168.8537757683177,168.50661305631925,161.04722039244703,165.40832884175697,166.65789143762808,166.24052434676508,165.4948498090741,158.58936646635038
6,2000-04-08 21:53:26+00:00,167.54040963076434,167.27962360317255,171.37186214249064,166.68187060407658,163.03612173888638,169.70737932334268,170.24151585426583,170.58317327663983,175.84593709679945,172.2815120238038,172.3706500334049,160.78344064337813,166.49622136817308,163.7367849789518,161.75018863975694,170.35380567827622,174.20437780587943,162.6027609301906,168.5243447794867,167.28627267493852,168.4210247365643,166.37347347174668,169.10987261366222,166.37751985013537,168.95415603089637,166.23396045961732,169.39012327745493,166.59626939205504,161.16263355178302,155.42243809654676,161.91958322898614,164.79732520037032,166.43565247020152,163.9943630101068,164.93749536219812,168.50874747795834,166.29025682647026,171.96348983282263,167.44428986456813,166.94740046299196,170.7821032924502,167.26424636716703,162.9093344915828,156.67414663013827,161.65300265249897,166.31317761694706,169.54116571885362,167.48651148625723,170.69013820236466,164.3773510998801,170.14654940979509,171.78798652836718,172.4572525130236,171.5252563854853,155.54686180325243,145.33602191318982,122.52400719770412,,,,114.74683347761541,,,110.99816282339833,,,,141.8338554897426,158.7560734849115,161.31268259102305,157.71158304839966,166.52417424288214,162.01504475909545,174.0104761093024,176.20269441228203,183.69596606833878,178.30731976469463,172.8147171504637,166.56954489773565,167.6373711204172,168.3047572859599,170.79261929404046,166.4035443412523,155.29870956567305,156.31943283034659,163.24928021506918,157.00415949229202
7,2000-05-01 21:59:06+00:00,160.69208754661082,161.3472897780493,165.38455474396628,155.86468895523186,154.7236611688842,158.34552190914815,162.27306325309314,163.01022987111102,163.6611425441784,162.16622767402197,158.06180736108973,155.16274798025748,159.6118126094417,157.94228185872763,159.50655765267499,160.17096766816604,166.46050246653942,157.15983418812755,157.12723838634548,160.0669461178904,164.0950886820331,164.55099015743923,164.70902012345425,164.22920152061857,166.04174472765482,165.91385579101853,167.24659585597283,164.93168136753346,158.68693433927794,151.4377510424008,159.81280643667174,157.65047895862278,157.7743043300021,158.33668064292436,156.4597114805534,156.99591512995335,160.7425429521016,163.50457786761714,163.97148552279435,164.09006463471493,166.36242874899565,167.5150271177888,156.73058317760857,152.66733611271192,158.4154486905775,160.52339128208985,158.2411244802596,160.6207446943641,154.67912362340422,157.01007760853315,162.01747653198328,166.52660305950923,171.45855618466953,173.6345820662155,165.58584753323117,164.01455276252668,159.51924904040632,161.70590313681203,156.08251706768522,159.46440899692345,158.32650994020753,156.1358305799991,164.96317247035947,157.0311626970382,163.5529918900831,159.1986567915452,159.26981635802446,162.51493656882025,162.39780896922986,161.40905455025728,158.49832851811732,153.08983179125397,153.15441245803336,156.36452892795427,161.71855125789008,164.6910575783359,163.66604754318885,156.89654842195037,159.13469500037576,159.7656900425568,160.73774616530804,160.61521588367233,162.93324509730394,162.2578366893164,160.85299369273147,164.717833767498,159.09544633148488
8,2000-05-17 21:58:55+00:00,153.16342379343888,160.49928643526877,162.4453961264561,153.15055999236384,157.84228082655693,156.70875332518824,160.24494309118188,156.7830774548338,162.85140423141655,161.83427596392724,160.162428435778,149.1422493675261,158.9311445553689,153.21324040120493,156.43813935471204,159.60863721171222,155.37681600660295,157.52529778921468,157.04701974017007,154.72436849978928,169.22752817437402,168.3047649658741,161.7317886421473,166.50352148636304,163.92934581094067,164.26853813424714,164.3559589514719,158.5318916399506,153.7341937073411,152.79924141904405,154.30300258500418,159.04527188872598,158.15724922627993,155.17178351738352,155.90672651522277,151.76605961618526,160.48584437320963,160.07268937029232,156.50570146624057,161.50124762548526,161.49309419093362,158.85229033939092,150.83808695607664,146.0558111022544,155.03768668389822,160.1329223608619,158.1536505734123,156.394377814919,152.44500265269673,152.23889468474775,160.39281995668276,163.68486423895942,171.7442863847068,168.7035239976241,163.80714445237308,159.92934648731728,158.8077102097715,159.29347541881376,156.5841276263938,157.06116065935336,155.47414238726745,159.05111033799275,159.57872277679627,157.18765567336715,159.89382062335935,156.9186002126465,155.939265106847,157.03215912910846,163.6745195915769,158.49678208844088,147.46116768452023,154.5505218726367,149.87745116098415,157.34231447505684,156.97492577163445,165.53498932106285,161.34957086615543,154.55313069286083,154.3606314719983,157.10263385055958,150.62981799719822,152.56016082870264,152.87280301903562,153.94478532422778,155.79839723946841,157.65711500834945,156.35437282030315
9,2000-05-26 21:52:36+00:00,169.96434457872542,169.18702010178242,169.9348960084692,167.0403805987252,169.97959201099818,171.01721168855582,175.93097655167688,172.05713879646223,169.29084810204014,171.15616184177748,168.2931829965679,166.6365869896997,163.4025571909396,163.78789421580112,171.3902462513355,172.27108672683485,174.51908277824833,171.76101158673177,169.22647126179024,169.4985082832091,166.2912963192705,164.97965416122463,170.30136017278335,168.6640886707347,172.11160490214763,169.0196519513481,176.98298060045417,179.85841936971423,169.2546726474747,171.94220147293075,177.2848005706443,175.5531740734345,176.42263131943906,171.9698714055959,176.3036032047821,171.07031485437756,174.8874103117384,170.9708154685928,172.32575517226132,176.59318009409859,169.88032783313113,171.41502650723342,166.33167219424266,152.6393524174769,169.5231716201034,175.79917766076994,168.88829160418337,172.77745174241997,170.57468898043464,,182.63965157273802,186.53385385810395,187.55881098588338,181.8117640345222,175.96075911870534,175.29083257104557,172.9973822111867,173.8528931988835,170.07029502995613,172.3559796793031,171.58546077673105,171.17337110738805,171.94166227147215,169.5842431771373,169.62942231070073,171.28138638986363,169.76865608494367,165.0957178042668,165.65430072427606,169.15004120821297,,164.97931491742193,172.1187323126993,164.07780727899024,167.91583838863585,170.36239164281542,174.23921573712732,166.48924687825195,162.6550651366566,165.27401888939343,168.49668057096744,166.26964278302694,166.0109289698053,164.56280111045768,170.90679896595054,169.58813359569888,166.830606064675
