dates,nzd0595-0000,nzd0595-0001,nzd0595-0002,nzd0595-0003,nzd0595-0004,nzd0595-0005,nzd0595-0006,nzd0595-0007,nzd0595-0008,nzd0595-0009,nzd0595-0010,nzd0595-0011,nzd0595-0012,nzd0595-0013,nzd0595-0014,nzd0595-0015,nzd0595-0016,nzd0595-0017,nzd0595-0018,nzd0595-0019,nzd0595-0020,nzd0595-0021,nzd0595-0022,nzd0595-0023,nzd0595-0024,nzd0595-0025,nzd0595-0026,nzd0595-0027,nzd0595-0028,nzd0595-0029,nzd0595-0030,nzd0595-0031,nzd0595-0032,nzd0595-0033,nzd0595-0034,nzd0595-0035,nzd0595-0036,nzd0595-0037,nzd0595-0038,nzd0595-0039,nzd0595-0040,nzd0595-0041,nzd0595-0042,nzd0595-0043,nzd0595-0044,nzd0595-0045,nzd0595-0046,nzd0595-0047,nzd0595-0048,nzd0595-0049,nzd0595-0050,nzd0595-0051,nzd0595-0052,nzd0595-0053,nzd0595-0054,nzd0595-0055,nzd0595-0056,nzd0595-0057,nzd0595-0058,nzd0595-0059,nzd0595-0060,nzd0595-0061,nzd0595-0062,nzd0595-0063,nzd0595-0064,nzd0595-0065,nzd0595-0066,nzd0595-0067,nzd0595-0068,nzd0595-0069,nzd0595-0070,nzd0595-0071,nzd0595-0072,nzd0595-0073,nzd0595-0074,nzd0595-0075,nzd0595-0076,nzd0595-0077,nzd0595-0078,nzd0595-0079,nzd0595-0080,nzd0595-0081,nzd0595-0082,nzd0595-0083,nzd0595-0084,nzd0595-0085,nzd0595-0086,nzd0595-0087,nzd0595-0088,nzd0595-0089,nzd0595-0090,nzd0595-0091,nzd0595-0092,nzd0595-0093,nzd0595-0094,nzd0595-0095,nzd0595-0096,nzd0595-0097,nzd0595-0098,nzd0595-0099,nzd0595-0100,nzd0595-0101,nzd0595-0102,nzd0595-0103,nzd0595-0104,nzd0595-0105,nzd0595-0106,nzd0595-0107,satname
2005-07-16 22:10:12+00:00,,277.56,240.56,265.34,231.30,232.88,255.36,230.97,238.31,241.44,215.71,224.64,246.54,252.50,249.76,236.90,296.61,216.79,218.89,207.40,210.61,206.69,212.45,212.62,192.10,206.55,227.97,236.81,228.13,216.70,235.67,234.88,234.23,229.96,214.29,230.09,226.57,233.83,242.06,239.72,234.30,232.90,220.46,228.45,242.57,264.72,239.04,249.85,247.71,238.60,236.70,234.16,245.59,232.22,233.39,230.87,227.60,222.95,243.05,239.01,240.96,243.52,241.89,243.55,226.29,227.52,227.98,229.34,221.96,235.12,240.01,232.73,242.92,235.39,246.70,251.67,254.72,227.34,217.71,225.22,206.30,228.77,236.41,236.50,202.31,234.89,234.53,231.34,228.62,230.87,237.17,235.66,244.43,236.35,274.84,247.16,224.27,221.77,191.56,200.91,214.31,217.37,227.29,226.69,222.14,220.61,223.29,224.69,L7
2005-07-24 22:08:38+00:00,,286.49,232.71,262.22,241.69,232.39,247.72,227.27,239.01,241.44,215.71,226.08,247.16,252.28,249.08,235.04,296.61,217.30,222.11,207.40,210.61,204.44,210.51,209.07,192.10,204.36,225.66,232.90,223.79,211.53,233.83,232.44,229.76,229.96,208.04,224.70,222.37,233.83,242.06,239.72,229.58,230.32,217.31,226.31,242.57,258.61,235.91,247.99,247.71,234.09,232.97,230.37,239.85,232.22,229.52,226.97,227.60,222.95,243.05,239.01,240.96,240.14,241.89,243.55,226.29,222.26,223.21,229.34,221.96,235.12,240.63,232.73,242.48,235.39,246.70,251.67,254.72,227.34,217.71,225.22,206.30,228.77,236.41,236.50,202.98,230.01,234.53,231.34,226.25,230.02,235.55,233.20,243.03,236.35,270.43,246.64,221.15,221.77,191.61,200.91,214.31,217.37,227.29,226.69,222.14,220.61,223.29,224.69,L5
2005-08-09 22:09:10+00:00,,286.49,232.71,261.90,245.36,239.08,247.72,230.32,243.97,252.09,225.05,232.26,246.85,253.68,250.61,236.74,296.61,219.10,222.11,207.40,210.61,204.44,208.98,207.40,188.49,201.44,224.41,231.86,223.35,209.62,233.58,231.74,228.25,231.17,206.05,224.72,222.53,234.58,242.19,240.81,229.79,231.03,217.94,226.55,244.11,257.92,228.41,247.80,248.02,233.14,232.01,229.76,239.06,227.80,226.15,225.45,225.61,221.48,243.72,238.25,241.27,239.87,242.26,243.92,228.08,221.79,222.58,230.07,224.35,236.24,240.77,231.77,242.50,234.21,246.37,250.13,254.35,225.38,215.64,225.97,204.01,229.93,236.15,237.13,200.15,229.74,237.93,233.02,227.15,230.51,235.97,233.20,243.03,236.03,268.76,246.48,223.01,221.64,190.48,200.45,215.91,218.52,228.12,227.22,224.15,224.26,226.42,229.14,L5
2005-08-17 22:10:06+00:00,,286.49,232.71,261.90,245.36,239.08,247.72,230.32,243.97,252.09,225.05,232.26,246.85,253.68,250.61,236.74,296.61,219.10,222.11,207.40,210.61,204.44,208.98,207.40,197.04,201.44,224.41,231.86,223.35,209.62,233.58,231.74,228.25,231.17,206.05,224.72,222.53,234.58,242.19,240.81,229.79,231.03,217.94,226.55,244.11,249.97,228.41,247.80,248.02,233.14,232.01,229.76,234.70,227.62,229.47,227.13,225.08,221.48,243.72,238.25,241.27,239.87,242.26,243.92,228.08,221.79,222.58,230.07,224.35,236.24,240.77,231.77,242.50,234.21,246.37,250.13,254.35,225.38,215.64,225.97,204.01,229.93,236.15,237.13,200.15,229.74,237.93,233.02,227.15,230.51,235.97,233.20,243.03,236.03,268.76,246.48,223.01,221.64,190.48,200.45,215.91,218.52,228.12,227.22,224.15,224.26,226.42,229.14,L7
2005-09-02 22:10:22+00:00,,286.49,232.71,261.90,245.36,239.08,247.72,230.32,243.97,252.09,225.05,232.26,246.85,253.68,254.80,236.74,296.61,219.10,222.11,207.40,210.61,208.36,214.93,212.46,202.84,207.25,229.17,231.86,223.35,209.62,238.42,231.74,233.34,232.21,208.25,229.29,226.58,236.15,242.19,243.00,233.36,231.32,219.87,229.23,247.19,249.97,228.41,247.80,250.08,235.04,235.85,233.26,238.88,227.62,236.09,230.87,225.08,227.07,246.87,238.25,241.27,243.89,243.76,247.91,230.47,224.69,222.58,242.02,224.35,236.24,240.77,231.77,242.50,234.21,246.37,250.13,254.35,225.38,215.64,225.97,204.01,229.93,236.15,237.13,200.15,229.74,237.93,233.02,227.15,230.51,236.98,234.06,243.03,236.03,268.76,246.48,223.01,221.64,190.48,200.45,215.91,218.52,228.12,227.22,224.15,224.26,226.42,229.14,L7
2005-09-09 22:16:04+00:00,,293.01,232.71,261.40,246.76,242.21,248.32,230.32,245.40,255.44,227.37,232.61,246.22,253.95,254.14,236.63,296.61,218.53,223.29,207.40,210.61,208.36,214.93,212.46,202.84,207.25,229.17,231.86,223.35,209.62,238.42,231.74,233.34,230.97,209.94,228.48,225.92,236.15,242.19,243.00,233.36,231.32,219.87,229.23,247.19,249.97,228.41,247.80,250.08,235.04,235.85,233.26,238.88,227.62,236.09,230.87,225.08,227.07,246.87,238.25,241.27,243.89,243.76,246.99,229.18,224.87,224.20,239.24,224.12,235.55,240.77,231.77,242.50,234.21,246.37,250.13,254.35,225.38,215.64,225.97,204.01,229.93,236.15,237.13,200.15,229.74,237.93,233.02,227.15,230.51,236.98,234.06,243.03,236.03,268.76,244.89,222.45,221.64,190.48,201.16,215.36,218.18,227.93,226.57,224.45,224.85,226.42,228.69,L7
2005-09-10 22:08:55+00:00,,284.83,240.50,261.42,246.56,244.01,248.88,232.59,245.54,253.32,227.31,232.22,246.48,255.23,254.24,237.05,294.47,218.82,224.83,208.99,210.62,209.37,215.20,213.85,204.16,209.56,230.07,231.93,223.35,211.41,238.61,231.25,233.71,229.63,210.74,227.40,224.96,235.47,240.36,241.58,232.30,230.85,219.21,228.65,244.59,247.86,231.54,246.88,248.59,234.90,236.22,232.27,238.10,227.45,236.60,231.69,225.87,227.06,246.02,237.46,240.08,243.99,243.11,246.38,228.02,224.40,224.52,237.67,223.88,233.22,238.81,231.07,240.83,233.47,244.53,248.43,251.62,225.25,216.76,225.19,206.15,227.46,235.41,236.86,201.95,229.94,235.54,231.81,226.28,229.29,235.93,233.33,241.39,234.02,268.76,243.14,221.32,219.73,189.64,199.61,212.55,215.14,226.38,225.70,222.45,223.37,225.76,227.31,L5
2005-09-18 22:10:15+00:00,,281.52,240.50,261.36,244.59,244.01,239.29,227.71,245.15,254.90,227.12,231.58,245.41,253.85,254.16,236.46,294.47,218.43,226.14,207.91,212.98,211.04,217.84,215.55,205.67,209.58,232.09,231.78,221.75,214.14,241.61,236.26,236.80,232.68,213.02,230.88,228.13,237.91,243.97,243.83,235.37,231.80,220.87,230.67,247.40,249.34,226.53,248.79,251.65,237.07,236.62,234.60,239.91,232.93,239.07,232.76,228.33,228.90,247.75,240.00,243.90,245.95,243.80,246.03,227.66,224.51,227.44,241.81,226.06,237.96,244.18,237.43,245.51,240.17,248.71,255.06,255.81,228.10,221.91,225.19,205.04,231.24,239.21,240.81,205.18,230.77,235.26,232.67,226.48,231.42,236.95,233.48,238.87,232.18,267.47,243.66,216.46,214.26,185.40,199.64,212.81,217.31,228.24,227.80,225.49,226.46,227.70,227.69,L7
2005-09-25 22:16:02+00:00,,281.52,240.50,261.36,242.72,244.13,240.11,228.38,244.56,251.69,225.57,224.95,245.41,253.85,252.09,233.26,294.47,218.43,226.14,207.91,209.75,211.04,218.46,216.35,207.35,212.05,232.39,231.95,222.73,215.59,240.04,235.89,236.34,228.56,213.86,225.66,227.08,236.30,241.77,242.20,234.13,231.78,221.05,230.88,245.33,247.18,228.96,247.87,250.51,236.88,236.62,233.25,238.11,232.14,238.90,233.56,228.62,228.31,246.20,239.24,242.37,245.07,243.14,244.81,227.69,224.51,227.44,241.81,226.06,237.96,244.18,237.43,245.51,240.17,248.71,255.06,255.81,228.10,221.91,225.19,205.04,231.24,239.21,240.81,205.18,230.77,235.26,232.67,226.48,231.42,236.95,233.48,237.80,231.21,267.47,243.28,216.46,214.26,185.40,195.68,207.27,217.31,228.24,227.80,222.51,222.62,223.14,227.69,L7
2005-10-11 22:16:02+00:00,,274.65,240.72,259.55,241.64,242.63,239.04,229.08,243.64,248.61,224.41,222.47,247.33,258.73,254.97,236.36,287.60,222.96,229.88,212.78,211.05,211.38,221.10,218.05,207.85,212.69,234.80,233.50,224.88,215.98,241.43,235.65,236.10,228.00,211.58,225.35,227.13,237.77,241.54,241.37,235.05,233.03,222.72,231.38,247.18,248.83,232.36,248.08,250.62,236.86,236.49,233.29,237.90,233.27,239.28,234.43,229.07,228.34,246.99,238.41,242.19,245.17,242.52,243.99,228.97,223.83,223.04,237.53,223.42,233.92,240.16,232.91,242.05,236.16,243.50,249.36,252.10,226.31,221.00,227.92,205.29,231.50,237.12,240.82,202.87,229.40,237.18,232.45,226.88,230.67,237.88,234.06,238.64,232.36,272.82,244.21,216.67,212.25,184.46,192.94,204.81,215.37,227.62,226.92,220.28,222.62,223.14,227.69,L7
2006-01-15 22:16:51+00:00,,271.28,240.77,255.39,244.76,248.66,241.23,235.31,248.39,252.28,235.07,231.88,250.64,258.64,257.04,236.51,290.18,218.08,241.23,216.08,219.93,220.05,224.12,223.88,236.26,226.52,239.79,229.40,222.07,218.69,241.59,237.38,235.46,225.57,213.85,225.26,224.91,236.42,237.47,238.32,231.65,229.41,222.34,231.64,241.70,221.20,246.59,248.94,247.81,236.56,234.80,228.19,229.06,234.10,243.94,237.00,232.05,234.49,243.23,235.39,235.85,243.14,238.59,242.20,225.73,220.88,223.39,237.53,224.14,233.08,240.29,234.54,242.11,242.27,249.56,252.43,238.04,229.41,234.66,232.52,225.25,225.32,237.11,239.82,223.62,222.37,226.43,228.28,220.10,222.12,230.30,228.41,228.01,224.30,247.81,235.01,210.23,202.31,175.74,199.03,216.89,223.10,229.92,224.06,223.06,227.97,229.89,230.81,L7
2006-01-23 22:16:59+00:00,,260.20,248.18,255.12,240.00,250.65,245.67,241.40,249.41,248.70,232.81,230.09,251.47,260.54,258.97,239.63,270.25,219.90,241.87,219.04,218.68,225.95,228.02,231.03,235.04,233.56,243.93,238.02,235.00,225.25,243.56,240.60,239.69,225.16,220.44,229.81,227.67,235.16,235.18,236.66,235.93,232.80,226.98,234.03,239.90,223.76,252.39,250.18,246.31,243.23,241.16,231.46,232.77,233.04,247.81,242.66,232.69,233.04,241.22,234.28,234.71,247.39,237.77,241.07,226.12,227.25,228.54,236.11,223.77,231.73,236.74,231.51,239.48,239.43,248.41,250.23,239.71,231.08,234.66,233.71,225.52,226.23,236.14,238.74,229.84,230.25,229.08,230.85,225.49,223.96,230.59,234.03,227.47,222.86,251.23,231.26,213.89,207.66,183.16,203.21,216.01,222.75,228.81,224.17,222.08,224.06,226.34,229.34,L5
2006-02-09 22:11:13+00:00,,260.20,248.18,255.90,238.18,248.11,245.67,245.00,248.28,248.25,230.82,227.93,251.23,261.01,257.96,238.12,321.85,219.97,241.87,219.04,218.68,225.95,228.02,231.03,235.11,233.59,242.96,238.60,235.05,226.14,244.31,241.45,239.89,224.10,219.57,230.31,228.31,235.17,236.95,236.63,235.93,232.80,226.98,234.03,239.90,223.76,252.39,250.18,246.31,243.23,241.16,231.74,235.18,234.67,248.31,243.39,233.42,233.51,243.43,237.23,237.06,248.55,239.16,240.92,226.56,227.55,230.49,236.46,225.93,233.88,240.22,231.51,239.48,239.43,248.41,250.23,239.71,231.08,234.66,233.71,225.52,226.23,236.14,238.74,229.84,230.25,229.08,230.85,225.49,223.96,230.59,234.03,227.47,219.53,249.97,228.18,210.49,203.36,184.11,205.05,213.78,223.13,229.29,223.78,222.18,223.60,228.03,229.05,L7
2006-03-12 22:18:01+00:00,,248.43,252.59,255.53,238.87,248.30,245.22,246.83,249.95,254.79,229.95,233.06,260.58,265.89,257.28,241.44,381.53,221.49,253.87,227.97,225.02,224.49,225.76,230.59,232.56,234.53,241.32,245.11,239.20,229.17,244.24,247.11,240.19,225.15,222.19,232.54,229.73,235.62,242.26,237.47,238.68,235.21,230.38,235.48,243.50,252.50,268.15,257.39,247.51,247.35,243.00,232.49,241.15,244.82,250.35,245.81,238.51,232.51,243.94,243.21,244.12,246.39,240.03,235.59,228.84,229.33,240.05,237.69,227.43,237.99,243.52,232.83,242.05,241.85,251.68,252.80,241.21,233.24,237.74,237.33,231.93,232.59,242.93,243.43,237.08,233.22,236.70,236.22,230.98,228.37,230.30,236.80,235.44,229.76,249.97,231.72,215.04,216.64,201.44,218.78,225.86,232.48,235.14,226.99,235.41,235.84,241.01,241.19,L5
2006-03-29 22:10:52+00:00,,245.97,252.59,255.53,242.71,249.12,245.26,249.85,251.85,259.57,233.37,235.76,260.58,265.89,257.28,241.44,381.53,219.58,255.24,228.14,224.79,222.91,226.75,232.39,235.35,235.66,239.41,257.22,248.12,230.24,247.62,250.07,242.86,226.24,222.23,236.25,233.56,238.74,245.45,239.26,241.78,236.20,231.99,235.57,247.32,269.22,281.15,260.91,248.65,250.17,246.48,237.89,248.28,248.90,253.31,247.57,241.58,236.35,249.78,248.06,251.99,246.51,244.47,239.40,231.93,231.86,242.15,240.25,227.53,232.72,237.27,222.10,236.70,236.99,247.58,247.58,241.21,233.24,234.49,237.33,231.93,233.72,241.23,246.58,243.81,233.59,238.10,237.31,232.22,227.03,230.29,240.51,242.12,234.78,245.41,235.09,227.02,252.01,241.57,229.87,229.77,235.52,236.37,226.99,235.41,235.84,241.01,241.19,L7
2006-04-13 22:18:38+00:00,,247.86,258.19,257.12,255.40,256.00,250.89,251.96,257.93,275.73,243.80,246.74,268.32,269.26,261.98,246.03,395.02,219.58,255.24,228.14,224.79,226.98,230.93,235.98,241.64,241.14,249.66,269.20,259.75,238.41,254.66,257.33,249.41,234.47,227.64,244.14,239.87,243.96,252.34,245.44,246.25,235.77,231.77,239.29,255.16,287.54,295.53,270.46,254.92,254.87,254.60,249.67,257.95,259.14,263.18,251.54,248.17,245.52,258.42,259.68,263.61,262.19,252.53,247.20,235.41,236.69,251.70,252.16,229.51,235.47,242.16,222.45,243.47,242.27,256.55,255.31,243.19,237.14,238.25,238.32,241.89,240.77,251.76,253.18,254.52,247.54,244.07,244.94,239.74,238.56,237.26,242.60,243.60,238.47,274.07,237.34,227.02,254.26,242.67,233.31,235.58,240.36,242.12,234.12,237.92,239.52,245.66,241.19,L5
2006-05-23 22:17:02+00:00,,247.86,258.19,257.12,255.40,256.00,250.89,251.96,257.93,275.73,243.80,246.74,268.32,269.26,261.98,246.03,396.19,224.09,251.79,231.95,221.22,225.66,230.93,235.98,241.64,241.14,247.82,269.20,259.75,237.32,255.07,256.43,249.06,234.47,227.64,239.77,238.16,242.18,251.23,244.79,245.71,237.00,232.67,240.94,258.59,284.03,292.75,271.50,254.97,255.06,253.16,250.06,256.89,257.75,256.65,248.55,244.21,242.57,257.89,258.18,260.90,260.71,252.97,247.09,236.19,235.48,251.70,252.16,229.51,235.47,242.16,222.45,243.47,242.27,256.55,255.31,243.19,237.14,238.25,238.32,241.89,235.65,254.07,256.65,254.52,248.95,251.13,247.44,242.62,236.33,237.56,242.26,243.07,237.68,281.69,236.68,228.22,256.12,235.95,224.81,235.58,234.60,239.97,233.05,235.34,235.17,239.57,238.12,L7
2006-05-31 22:19:19+00:00,,247.86,258.19,257.12,255.40,256.00,250.89,251.96,257.93,278.18,249.84,249.91,266.16,266.38,259.90,245.40,396.09,225.66,249.21,228.35,220.37,224.64,230.93,235.98,241.64,241.14,247.52,269.20,259.75,236.72,255.21,254.90,249.50,235.54,227.59,239.88,237.66,241.84,251.76,244.82,244.69,236.68,231.63,240.67,257.83,283.49,291.39,269.60,254.90,254.19,251.99,248.94,256.95,257.81,256.55,249.67,244.17,241.44,257.95,257.87,261.17,259.88,253.45,249.49,236.44,237.75,251.70,252.16,229.51,235.47,242.16,222.45,243.47,242.27,256.55,255.31,243.19,237.14,238.25,238.32,239.16,235.30,253.24,255.28,254.52,248.35,247.65,246.14,241.28,236.14,239.61,241.93,243.84,237.81,275.84,237.51,230.40,250.48,225.88,212.65,235.58,234.56,238.77,233.93,237.13,237.41,241.26,240.27,L5
2006-06-01 22:10:50+00:00,,247.86,258.19,259.54,255.40,256.00,250.89,251.96,259.62,275.68,248.26,246.57,262.44,263.41,258.59,242.34,392.02,225.94,246.13,224.88,216.48,221.98,230.93,235.98,241.64,241.14,247.52,269.20,259.75,236.72,255.21,254.90,249.50,235.54,227.59,239.88,237.66,241.84,250.97,243.05,243.70,234.96,228.48,239.66,255.58,282.08,288.98,267.21,253.15,251.50,250.57,246.81,255.99,257.81,256.55,249.67,244.17,241.44,257.95,257.87,261.17,259.88,253.45,249.49,236.44,237.75,251.70,252.16,229.51,235.47,242.16,233.25,244.57,245.63,256.19,258.52,246.74,237.14,232.88,234.83,235.55,231.07,252.32,253.80,254.52,245.87,243.65,244.72,238.91,235.58,238.10,240.43,242.72,236.57,274.70,237.59,229.47,244.64,219.40,202.82,235.58,228.53,236.17,232.62,236.04,237.04,240.08,239.27,L7
2006-06-16 22:19:34+00:00,181.91,240.18,258.19,255.13,255.40,249.19,250.89,246.19,259.62,275.68,248.26,246.57,262.44,263.41,258.59,242.34,392.02,225.94,246.13,224.88,210.03,218.02,230.93,235.98,241.64,241.14,247.52,269.20,259.75,236.72,255.21,254.90,249.50,235.54,227.59,239.88,237.66,241.84,250.97,243.05,243.70,234.96,228.48,239.66,255.58,282.08,288.98,267.21,253.15,251.50,250.57,246.81,255.99,257.81,256.55,249.67,244.17,241.44,257.95,257.87,261.17,259.88,253.45,249.49,236.44,237.75,251.70,252.16,229.51,235.47,242.16,233.25,244.57,245.63,256.19,258.52,246.74,237.14,232.88,234.83,235.55,226.62,249.81,253.80,254.52,245.87,237.61,239.62,233.72,235.58,238.10,240.43,237.00,232.36,274.70,235.80,225.63,236.81,209.57,202.82,235.58,225.12,231.07,227.17,231.52,234.21,240.08,239.27,L5
2006-06-25 22:13:31+00:00,181.91,240.18,258.19,255.13,265.58,249.19,250.89,246.19,259.62,275.68,248.26,246.57,262.44,263.41,258.59,242.34,392.02,225.94,246.13,224.88,210.03,218.02,230.93,235.98,241.64,241.14,247.52,276.85,259.75,236.72,258.83,258.26,252.83,235.54,227.59,239.88,240.56,245.51,253.65,246.40,247.01,237.56,229.92,241.05,255.58,282.08,288.98,270.56,255.35,253.89,254.39,246.81,255.99,257.81,256.55,254.81,244.17,241.44,257.95,257.87,261.17,259.88,253.45,249.49,236.44,237.75,251.70,252.16,229.51,235.47,242.16,233.25,244.57,245.63,256.19,258.52,246.74,237.14,222.88,230.54,229.58,224.04,249.81,253.80,254.52,245.87,237.61,239.62,233.72,235.58,238.10,240.43,237.00,232.36,274.70,235.80,225.63,236.81,209.57,202.82,235.58,225.12,231.07,227.17,231.52,234.21,240.08,239.27,L5
2006-07-27 22:13:58+00:00,181.91,247.96,266.50,254.51,271.17,246.47,252.86,245.07,266.17,282.41,253.90,251.68,263.90,265.29,262.35,245.77,412.64,229.84,246.47,226.71,207.68,218.36,237.23,239.19,252.19,245.82,255.85,289.49,275.22,240.46,263.05,263.43,258.59,239.59,231.26,243.74,245.97,249.24,256.58,249.23,250.39,238.20,229.61,241.50,258.76,288.71,287.47,274.33,258.18,254.37,256.47,250.14,258.39,264.23,262.59,256.78,247.74,244.05,262.42,264.60,267.94,264.79,256.74,252.03,237.76,239.21,258.34,257.94,236.70,244.63,254.15,244.04,246.78,252.33,255.47,264.94,253.84,,207.51,222.76,228.81,221.45,252.73,257.86,264.17,253.43,240.00,240.85,234.54,236.75,241.62,243.04,238.37,234.33,282.02,237.30,226.33,238.68,207.84,199.97,242.87,220.59,230.23,227.55,233.30,237.33,244.14,242.14,L5
2006-08-04 22:10:28+00:00,181.91,253.02,267.77,255.53,270.85,253.87,252.86,250.19,261.11,277.13,248.50,246.13,259.64,262.97,259.45,243.79,412.64,229.84,246.47,226.71,207.68,211.39,228.09,239.19,252.19,245.82,251.84,289.49,275.22,237.28,260.14,259.78,255.28,233.26,224.91,240.51,243.42,246.64,253.77,247.30,247.81,236.77,228.41,241.50,255.39,281.94,287.47,274.33,258.18,252.64,256.47,247.23,255.42,259.57,256.18,253.22,245.31,240.32,258.49,259.77,262.64,261.07,254.44,249.62,235.81,235.56,251.17,250.78,233.46,238.16,245.57,234.09,246.78,252.33,255.47,264.94,253.84,190.19,203.04,225.04,225.69,220.12,252.73,257.86,264.17,253.43,240.00,240.85,234.54,236.75,241.62,243.04,238.37,234.33,282.02,237.30,226.33,238.68,207.84,199.97,242.87,220.59,228.38,226.34,229.59,233.01,238.98,238.87,L7
2006-08-28 22:14:23+00:00,181.91,255.32,265.02,254.47,271.56,253.39,249.58,245.81,261.36,273.84,245.24,244.40,257.58,261.62,258.31,242.61,410.58,228.66,245.23,223.30,208.32,211.75,226.82,234.79,249.73,242.44,250.99,299.08,285.22,236.50,258.26,258.03,254.55,234.35,225.49,239.00,241.61,244.76,252.40,246.31,245.49,235.40,226.96,239.59,253.53,280.26,283.77,271.59,256.28,251.43,254.62,247.08,253.85,258.73,254.54,252.12,243.78,238.07,255.54,258.69,260.98,258.18,253.49,249.11,233.64,235.43,250.82,250.14,226.45,227.97,238.45,234.61,241.90,247.19,251.75,265.16,249.78,209.72,207.87,224.70,223.99,219.65,250.22,254.13,254.88,249.12,236.30,238.38,232.22,234.44,239.13,241.52,237.31,232.57,273.93,237.60,226.92,235.51,204.79,197.47,233.32,219.28,227.34,225.47,227.98,232.26,236.24,235.60,L5
2006-09-28 22:16:24+00:00,181.91,251.12,258.69,252.00,265.76,248.37,243.75,241.73,258.61,266.04,242.71,236.47,249.20,256.86,254.58,239.56,398.84,232.36,237.82,216.97,198.66,206.82,224.66,232.37,241.47,235.99,247.99,305.87,298.39,232.02,254.11,250.61,248.42,229.22,221.99,231.48,235.57,239.66,248.18,241.82,240.33,233.74,223.50,237.11,247.32,270.84,275.33,266.82,253.22,246.97,250.68,240.40,247.30,250.37,246.35,248.94,238.07,230.64,249.23,252.12,252.39,254.53,248.68,246.26,228.31,231.63,239.87,240.53,222.79,225.91,236.50,233.00,239.99,243.22,251.75,260.93,245.50,215.58,211.48,224.10,220.06,216.10,246.04,248.42,244.22,249.66,230.25,234.46,230.70,234.14,238.95,240.70,233.26,229.13,273.93,235.66,224.02,225.30,189.21,182.52,233.62,216.89,225.20,225.08,224.77,229.08,230.11,228.95,L7
2006-10-23 22:10:24+00:00,181.91,251.12,258.69,251.24,259.84,246.43,240.30,241.31,257.00,261.25,240.16,232.26,242.01,253.05,250.42,235.43,389.69,230.01,240.95,217.53,205.60,207.45,224.92,232.33,237.35,233.13,244.75,304.21,298.79,227.76,253.63,247.28,247.58,226.87,220.72,230.98,235.03,238.40,247.38,240.89,240.15,232.83,222.61,236.49,245.47,268.43,272.90,264.58,252.20,246.46,248.86,234.23,243.80,245.28,239.88,248.07,234.00,223.20,244.41,247.47,246.76,246.55,245.63,241.95,224.43,227.55,231.46,231.65,224.24,225.91,236.50,233.00,239.99,243.22,251.75,260.93,245.50,215.58,211.48,224.10,215.84,215.26,246.04,248.03,243.08,239.62,225.14,230.58,227.02,230.68,237.19,239.21,233.22,227.29,266.73,233.52,224.02,218.15,177.86,167.25,214.24,208.32,218.55,220.01,221.32,225.50,225.19,228.95,L7
2007-01-02 22:17:11+00:00,,259.61,258.69,251.78,245.67,252.55,240.30,247.31,254.23,254.08,231.66,223.01,238.21,255.19,250.57,236.57,394.65,228.26,246.98,222.01,229.44,215.28,227.47,234.56,239.95,235.67,246.23,293.04,294.30,228.80,247.49,237.67,244.72,227.44,221.36,234.44,233.26,234.02,244.73,238.39,237.55,229.11,220.47,233.54,245.25,272.41,274.73,262.93,251.84,244.07,245.69,234.42,242.78,240.67,245.65,241.95,238.86,226.79,242.25,249.43,247.45,246.64,243.06,240.12,221.42,224.13,233.87,233.92,227.44,225.91,236.50,229.32,245.38,245.82,260.08,267.32,241.32,226.86,223.76,232.46,222.75,225.98,247.45,245.09,246.42,247.25,224.77,229.92,232.44,231.08,237.21,241.22,241.21,233.10,241.55,237.59,236.84,213.35,215.70,210.78,225.36,227.03,230.37,225.34,226.45,231.42,217.75,220.55,L7
2007-01-26 22:21:54+00:00,,249.82,249.98,248.15,241.33,247.72,234.49,243.02,244.25,242.60,223.88,221.97,239.25,253.42,243.90,230.44,,226.47,243.41,222.28,229.44,215.28,224.60,233.74,233.77,232.33,239.91,292.82,292.75,228.80,242.26,226.11,239.65,223.09,216.46,229.22,227.40,229.38,243.62,232.37,232.91,226.76,219.21,230.89,240.38,271.88,275.25,256.11,246.12,241.46,237.27,229.49,236.18,228.83,235.72,238.05,232.51,226.42,239.11,239.62,236.78,242.57,238.49,238.90,222.39,224.77,231.76,232.01,225.91,225.74,233.89,226.64,238.83,239.42,250.53,257.44,236.71,225.87,223.15,231.75,222.14,224.90,242.89,242.42,242.35,240.20,227.29,230.69,230.17,228.43,232.72,235.82,241.21,233.10,241.55,237.59,236.84,213.35,215.70,210.78,225.36,227.03,230.37,225.34,226.45,231.42,217.75,220.55,L5
