dates,satname,nzd0595-0000,nzd0595-0001,nzd0595-0002,nzd0595-0003,nzd0595-0004,nzd0595-0005,nzd0595-0006,nzd0595-0007,nzd0595-0008,nzd0595-0009,nzd0595-0010,nzd0595-0011,nzd0595-0012,nzd0595-0013,nzd0595-0014,nzd0595-0015,nzd0595-0016,nzd0595-0017,nzd0595-0018,nzd0595-0019,nzd0595-0020,nzd0595-0021,nzd0595-0022,nzd0595-0023,nzd0595-0024,nzd0595-0025,nzd0595-0026,nzd0595-0027,nzd0595-0028,nzd0595-0029,nzd0595-0030,nzd0595-0031,nzd0595-0032,nzd0595-0033,nzd0595-0034,nzd0595-0035,nzd0595-0036,nzd0595-0037,nzd0595-0038,nzd0595-0039,nzd0595-0040,nzd0595-0041,nzd0595-0042,nzd0595-0043,nzd0595-0044,nzd0595-0045,nzd0595-0046,nzd0595-0047,nzd0595-0048,nzd0595-0049,nzd0595-0050,nzd0595-0051,nzd0595-0052,nzd0595-0053,nzd0595-0054,nzd0595-0055,nzd0595-0056,nzd0595-0057,nzd0595-0058,nzd0595-0059,nzd0595-0060,nzd0595-0061,nzd0595-0062,nzd0595-0063,nzd0595-0064,nzd0595-0065,nzd0595-0066,nzd0595-0067,nzd0595-0068,nzd0595-0069,nzd0595-0070,nzd0595-0071,nzd0595-0072,nzd0595-0073,nzd0595-0074,nzd0595-0075,nzd0595-0076,nzd0595-0077,nzd0595-0078,nzd0595-0079,nzd0595-0080,nzd0595-0081,nzd0595-0082,nzd0595-0083,nzd0595-0084,nzd0595-0085,nzd0595-0086,nzd0595-0087,nzd0595-0088,nzd0595-0089,nzd0595-0090,nzd0595-0091,nzd0595-0092,nzd0595-0093,nzd0595-0094,nzd0595-0095,nzd0595-0096,nzd0595-0097,nzd0595-0098,nzd0595-0099,nzd0595-0100,nzd0595-0101,nzd0595-0102,nzd0595-0103,nzd0595-0104,nzd0595-0105,nzd0595-0106,nzd0595-0107
2016-09-08 22:21:00+00:00,L8,377.17,337.35,326.07,348.49,363.76,370.49,352.87,324.25,267.10,279.23,239.77,236.76,254.82,269.76,260.36,244.21,386.75,227.98,239.73,225.54,219.26,223.51,224.76,228.21,230.65,230.18,238.63,238.66,233.06,223.13,248.50,243.65,238.14,221.33,226.83,221.86,230.98,231.86,241.90,238.63,241.97,233.49,221.08,238.74,253.38,287.42,282.12,258.74,247.11,241.21,252.42,240.69,240.08,235.73,247.83,243.21,235.20,231.02,252.60,248.62,244.69,257.14,245.56,242.66,230.79,225.74,235.77,240.26,227.97,236.97,245.36,246.45,254.40,260.73,266.08,270.55,257.30,246.63,238.70,235.35,229.37,227.43,250.36,254.55,240.27,227.33,242.02,242.93,237.65,235.59,232.58,237.14,237.28,226.75,248.58,240.97,227.29,216.97,192.47,194.67,214.40,218.93,236.51,226.41,235.02,243.23,243.72,
2016-11-18 22:27:18+00:00,L8,224.63,231.76,239.35,247.13,229.04,240.31,250.87,231.47,245.70,240.48,223.31,221.30,247.45,260.61,253.98,235.36,317.57,218.52,237.16,219.22,212.29,219.99,218.77,226.51,225.13,229.19,235.07,229.91,231.52,219.44,243.77,230.66,231.63,220.68,219.58,214.56,215.32,217.17,227.70,226.39,223.16,228.66,221.34,233.97,236.29,238.67,250.78,249.07,240.75,238.08,236.15,227.02,237.82,233.50,235.06,241.30,229.04,224.23,237.74,235.43,235.25,240.74,239.66,231.55,225.04,224.44,233.22,230.07,223.41,229.05,233.98,235.79,242.44,243.26,249.51,259.20,241.54,240.04,233.11,230.59,232.11,227.34,245.79,245.51,241.99,242.63,233.58,237.07,231.54,234.20,235.68,241.24,239.45,228.42,244.25,230.79,223.49,249.04,229.85,225.42,229.46,230.20,229.66,225.85,227.45,236.98,241.83,230.88
2016-12-04 22:27:17+00:00,L8,361.44,295.67,262.66,256.73,239.11,253.58,344.98,257.61,265.45,283.20,250.83,241.63,258.91,263.53,260.77,246.12,433.51,243.52,247.81,234.21,225.99,228.00,230.96,235.28,240.44,240.23,245.15,251.99,237.95,237.04,250.64,250.34,244.66,226.38,228.63,234.73,235.53,245.36,251.26,252.24,250.78,238.51,234.34,245.39,258.40,288.86,287.63,270.28,255.14,254.81,253.54,248.86,265.12,253.37,258.91,248.57,237.13,239.84,257.67,260.63,256.30,257.73,253.39,251.11,235.28,236.96,249.21,250.58,246.04,260.39,261.23,262.18,264.47,262.98,270.90,280.23,272.21,250.62,252.92,253.26,238.11,242.89,260.47,263.55,254.12,245.27,258.54,246.60,241.35,239.08,241.27,245.86,248.42,246.04,299.75,253.33,227.50,266.63,245.29,233.60,234.43,234.73,242.83,238.43,248.40,254.47,255.79,257.36
2017-01-29 22:28:58+00:00,L7,223.57,234.00,237.83,,227.99,,,,,,,,,,,,,,,,,,,,,,,,,249.35,271.14,276.64,259.29,239.94,239.58,266.54,247.92,260.79,269.68,259.66,261.54,238.10,237.08,245.20,271.69,309.08,302.19,283.56,259.37,259.17,260.09,254.92,274.72,270.76,270.40,255.12,267.39,253.23,263.83,269.93,269.39,269.99,257.71,255.78,237.87,,,253.39,249.23,278.64,281.02,268.06,277.82,276.53,284.58,293.16,,,418.67,381.66,253.09,248.89,267.26,266.05,269.84,239.70,265.24,253.77,245.44,243.70,248.53,244.86,249.24,249.54,316.16,250.61,219.66,269.05,249.55,252.41,245.41,245.09,254.39,241.39,247.89,257.83,257.39,251.83
2017-02-15 22:20:43+00:00,L8,377.84,304.53,257.08,267.36,241.46,373.21,363.79,325.60,269.37,285.37,250.28,238.73,258.39,273.48,262.42,248.62,412.00,237.51,246.93,233.14,224.95,229.10,231.19,231.55,244.06,238.89,243.43,242.58,243.64,238.04,253.52,247.02,245.36,228.99,230.51,238.18,227.31,239.56,246.76,246.85,248.07,236.92,238.25,251.09,261.92,295.46,291.76,277.58,255.54,246.34,258.11,246.80,261.82,258.15,260.84,254.63,239.67,239.96,256.36,257.59,259.75,260.74,251.75,250.97,238.06,233.68,248.30,242.26,237.52,261.82,,,,,,,,,,,238.53,240.85,261.17,258.12,251.68,251.03,249.11,248.96,241.87,240.02,240.11,244.73,248.19,248.58,313.23,248.83,232.42,267.16,246.10,235.70,235.75,233.31,245.38,233.55,246.44,253.83,252.90,248.70
2017-02-22 22:26:52+00:00,L8,,333.49,306.80,307.13,347.72,355.74,339.16,255.79,255.32,261.72,231.04,224.95,256.46,262.73,256.19,241.33,329.08,218.78,240.13,224.65,214.39,227.89,229.63,227.66,230.45,232.27,239.68,237.76,234.63,233.02,246.27,235.13,234.89,221.57,222.99,230.69,229.97,223.53,239.62,229.67,227.66,231.60,223.00,234.62,233.30,272.11,255.40,252.72,246.89,247.33,244.14,227.81,239.90,,,,,,243.28,234.19,234.98,250.96,238.96,235.10,226.45,229.02,236.15,231.48,228.81,,,,,,,,,,,,231.12,223.42,243.04,245.36,239.05,233.06,231.50,235.48,230.49,232.94,231.78,241.31,229.87,220.89,225.50,229.18,222.25,224.76,208.02,205.95,214.54,223.51,225.80,224.33,209.97,220.74,222.37,223.80
2017-02-23 22:23:13+00:00,L7,363.59,303.02,250.95,258.14,239.77,383.67,379.01,324.31,266.09,276.89,239.98,232.71,250.97,265.89,257.17,239.78,401.47,232.17,242.05,219.87,,,,,,,,,,,,,,219.78,225.13,228.46,233.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.33,225.84,239.32,238.83,229.85,,,,,,,,,,,,,,,,,,,,,230.55,233.41,233.63,233.55,225.49,250.38,232.39,222.80,227.07,221.29,220.27,218.48,221.71,227.42,223.20,229.16,231.42,237.70,230.51
2017-04-04 22:20:20+00:00,L8,215.52,229.46,238.26,250.13,233.86,239.31,244.47,227.02,240.88,226.52,217.52,218.62,243.90,254.31,238.56,227.04,222.89,217.59,224.05,209.63,202.83,203.84,216.25,213.16,205.72,219.96,233.35,225.45,222.58,214.74,225.14,218.62,220.23,210.68,216.86,210.03,214.25,212.54,223.07,213.28,211.17,226.20,208.99,217.16,204.04,191.18,217.34,221.30,228.87,213.31,220.81,209.36,224.68,212.96,216.74,223.85,216.71,211.07,215.52,213.64,211.43,227.21,215.44,223.11,219.25,217.95,217.54,220.60,218.39,218.93,222.46,217.78,218.04,223.85,219.97,230.13,221.33,212.13,206.44,217.63,210.50,206.91,219.26,215.44,170.14,211.79,204.90,219.44,215.82,212.12,218.75,230.72,218.75,212.05,215.88,223.71,209.25,194.90,186.94,184.10,187.68,192.62,214.16,222.66,198.00,197.09,196.41,216.25
2017-04-20 22:20:35+00:00,L8,,,,,,,,,,,,,,,,,217.80,214.63,223.74,214.19,200.36,206.03,215.89,212.96,,,,,,,,,,,,,,,,223.49,217.63,228.00,207.40,219.96,208.21,192.67,,229.57,239.37,218.40,,,,,,,,,,,214.20,231.79,221.35,227.47,217.49,216.14,222.32,221.44,222.44,,,,,,,,,,,,,,,,,,,,,,230.41,232.27,227.61,216.25,221.58,250.69,216.51,195.53,186.29,180.02,183.91,190.71,215.68,223.31,199.70,203.36,200.88,217.33
2017-05-14 22:23:16+00:00,L7,377.60,289.76,262.30,242.47,241.61,387.31,411.88,331.57,271.43,286.72,257.16,245.25,259.24,265.40,259.96,244.87,448.79,374.71,273.76,,,,111.27,116.05,140.45,221.84,236.65,260.84,252.78,238.45,255.89,258.42,257.59,232.18,230.73,252.52,239.69,248.64,,,150.74,144.24,145.45,138.15,129.05,182.49,,,,16.36,,,,269.22,268.42,253.99,250.37,251.64,257.66,263.35,266.08,,263.55,271.51,245.25,250.71,255.23,258.53,283.83,,,,,,,,,,,,,,,,,,,,,,,,245.51,252.74,318.80,248.73,275.52,238.40,181.38,,,226.86,252.71,253.05,261.68,263.01,267.67,270.76
2017-05-21 22:29:28+00:00,L7,307.71,306.14,306.21,313.25,315.18,310.81,254.80,228.77,247.38,234.97,219.64,221.12,240.06,248.10,252.52,219.72,229.06,214.76,231.21,191.86,189.54,197.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.01,,,,,,,,,,,,,202.77,213.74,188.65,189.24,180.28,197.89
2017-05-22 22:20:18+00:00,L8,232.52,251.70,235.48,266.39,276.00,288.40,248.29,226.73,248.48,233.20,222.06,215.14,234.65,249.05,234.60,224.53,217.28,209.98,217.86,194.24,187.59,180.64,100.15,116.16,145.41,135.03,220.15,214.98,200.54,201.61,225.06,211.72,216.68,201.47,194.43,209.91,212.18,214.43,224.81,213.74,211.73,224.52,173.27,67.27,81.48,171.03,182.00,203.03,232.69,208.39,219.50,209.86,228.47,206.56,209.46,212.89,205.60,200.08,212.26,206.08,207.10,226.18,216.73,223.17,207.07,205.86,212.26,212.72,215.72,217.12,218.89,216.18,220.21,219.07,232.18,227.52,217.51,184.68,197.99,196.11,201.13,196.81,204.61,205.77,143.61,162.24,210.72,212.27,212.16,212.37,214.46,219.42,214.38,193.55,216.09,230.95,207.92,180.80,179.76,158.64,153.75,177.09,209.96,210.40,191.72,188.68,183.15,192.18
2017-06-23 22:20:32+00:00,L8,,312.21,253.26,367.54,360.37,,,416.85,395.91,,,,299.71,278.28,268.13,257.20,467.07,336.42,322.59,316.37,250.03,239.66,106.60,118.27,147.92,136.92,264.77,269.01,262.71,245.92,258.58,259.09,262.15,238.32,237.00,255.45,245.70,247.86,272.06,259.31,260.08,236.95,223.47,254.47,284.15,320.27,,279.83,260.89,259.60,257.77,249.16,267.01,270.76,,250.82,245.03,245.90,259.26,258.85,266.93,263.00,255.39,267.65,324.30,333.67,350.32,,,293.82,285.20,264.93,273.43,268.90,277.07,291.85,271.87,245.54,237.34,246.97,239.54,244.14,262.65,263.77,148.89,166.06,252.63,246.39,244.66,239.38,243.59,240.34,248.28,249.44,313.00,254.14,229.23,157.55,179.60,167.03,154.11,177.38,236.36,234.61,253.92,256.95,261.81,252.86
2017-07-17 22:23:50+00:00,L7,,,,247.90,228.62,,219.69,220.04,230.09,224.76,198.86,210.64,238.27,245.89,235.61,214.40,,,,,186.68,179.62,115.74,133.66,162.81,161.91,226.76,211.23,196.81,,195.08,,,207.26,190.80,211.69,212.72,205.78,222.49,211.37,207.82,221.46,115.25,211.15,189.48,194.00,187.84,187.20,,209.55,199.20,204.17,222.81,207.41,197.19,218.17,216.95,188.50,211.44,204.36,202.92,209.68,206.17,210.42,200.19,,208.11,206.86,218.50,207.65,220.57,208.30,213.48,211.48,219.80,226.56,213.64,177.98,191.11,205.85,194.66,198.56,192.40,192.89,164.21,183.39,188.45,197.25,214.52,,,,,,,,,,,,,,,,,189.03,184.42,190.18
2017-08-02 22:23:25+00:00,L7,352.41,262.26,283.59,299.76,238.69,273.26,277.80,233.63,245.74,,227.16,220.28,237.06,249.53,241.03,220.07,306.02,217.37,215.39,203.27,191.76,205.11,206.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.67,243.75,,,,,,,228.27,232.43,173.86,179.51,194.75,220.69,215.97,210.14,231.21,244.82,224.06,215.98,229.99,224.72,207.71,190.90,197.00,198.06,194.32,193.11,213.16,218.89,203.40,205.25,192.77,208.54
2017-08-17 22:27:01+00:00,L8,215.21,226.81,237.86,244.24,225.73,223.14,225.53,220.59,232.45,223.53,217.18,214.49,238.35,242.02,233.17,215.55,225.07,213.15,215.24,195.07,187.71,191.54,191.58,185.78,194.56,142.91,213.93,217.42,206.59,206.03,214.31,207.96,215.07,207.43,201.75,205.61,209.40,212.49,215.56,200.79,203.66,218.50,195.44,203.00,196.62,178.73,193.38,205.26,219.22,203.22,201.74,199.76,211.12,,,,,,,202.26,199.03,202.29,199.62,216.57,207.59,208.18,201.16,212.10,212.62,213.91,215.88,208.76,210.19,212.31,217.59,213.65,211.96,187.65,175.69,201.05,205.32,198.81,199.49,192.42,171.24,184.96,190.74,213.32,207.71,207.22,208.45,212.29,205.77,196.38,201.67,215.01,201.84,197.28,194.20,196.40,196.47,192.05,205.10,207.70,194.18,192.70,187.12,195.91
2017-09-18 22:27:06+00:00,L8,,,,,,,,400.25,408.38,404.07,,344.74,312.83,284.01,279.69,269.22,462.48,331.65,324.80,310.97,250.12,243.71,242.53,246.23,247.14,251.32,254.62,276.41,269.36,248.43,273.07,270.77,264.43,236.09,238.66,259.54,252.28,256.27,268.83,258.95,268.72,243.67,243.50,260.25,270.68,320.29,316.75,283.61,264.74,258.01,259.32,250.67,264.05,269.51,268.03,253.17,270.67,249.55,266.25,268.52,266.48,263.29,261.07,259.86,336.90,,353.71,,318.11,291.86,288.05,267.99,270.36,267.63,278.53,288.85,276.25,256.12,259.66,264.53,243.39,246.05,268.01,268.50,262.76,254.47,251.11,255.69,249.22,242.24,243.46,246.32,250.36,246.83,300.65,251.70,242.25,249.33,236.65,236.93,235.24,234.89,250.25,238.49,258.93,259.89,255.15,252.48
2017-09-27 22:21:24+00:00,L8,224.58,241.98,252.88,253.20,239.57,253.49,251.19,238.97,254.31,247.58,226.48,223.96,256.29,256.65,258.64,234.48,297.19,222.78,236.16,219.02,215.81,220.05,222.84,228.63,221.80,235.45,235.57,235.96,230.53,228.73,242.87,236.76,232.11,221.37,215.68,220.92,218.50,223.37,226.93,228.02,222.43,229.03,221.24,225.39,223.15,215.59,239.88,246.31,242.55,234.94,230.63,223.00,228.28,222.10,235.84,248.20,232.09,225.83,243.57,230.37,233.33,236.43,237.64,233.34,224.41,224.41,227.10,235.49,222.98,224.97,225.57,226.01,228.98,234.52,243.02,247.36,235.77,233.27,232.53,229.11,229.09,221.83,237.00,246.82,232.91,226.79,234.85,230.85,225.08,226.72,231.67,233.88,231.08,222.53,233.04,231.95,216.48,216.49,205.74,204.25,210.25,210.67,222.55,225.04,219.18,218.45,228.27,222.05
2017-10-29 22:21:29+00:00,L8,217.67,243.56,254.16,242.63,239.60,253.07,250.38,235.11,239.92,237.98,226.23,232.22,256.26,253.42,259.00,226.50,231.22,224.38,240.24,220.81,218.78,223.36,222.29,228.72,219.88,232.71,235.24,235.53,222.84,221.16,228.22,235.20,228.44,217.01,212.22,224.22,217.78,224.21,226.73,227.10,220.86,229.68,218.91,222.62,220.03,216.74,234.24,240.45,238.49,234.47,230.03,219.19,225.93,220.28,235.66,232.79,230.92,219.87,223.24,226.85,216.84,233.70,231.30,231.97,222.53,227.47,223.54,236.54,224.07,227.92,220.17,223.05,222.15,228.78,237.03,236.03,229.73,223.78,230.30,223.75,228.66,223.79,228.62,232.00,227.59,231.97,216.11,230.04,218.45,218.20,232.12,233.39,230.42,221.29,224.00,264.81,226.45,219.44,205.21,213.00,207.91,221.44,218.49,224.02,210.07,214.38,210.56,222.02
2017-11-30 22:21:20+00:00,L8,,,,,380.77,369.04,334.82,275.25,267.98,265.08,234.50,228.14,252.17,258.34,259.76,233.61,361.91,225.13,239.93,224.02,215.78,231.04,225.20,229.53,224.44,235.70,239.71,238.00,246.05,243.17,254.62,250.26,,639.39,233.86,243.56,,,,237.04,227.96,241.95,235.50,232.09,233.51,270.44,251.31,252.42,245.97,236.03,243.40,228.11,237.64,232.19,243.09,236.07,232.23,223.06,244.65,238.92,237.06,236.47,236.95,235.36,221.32,227.26,227.85,237.79,225.80,227.33,232.25,231.75,233.53,236.13,244.52,251.38,236.44,228.22,232.00,224.34,228.13,225.58,239.35,245.08,235.25,237.25,226.90,232.66,219.11,223.36,231.80,232.85,231.17,222.19,233.28,238.84,221.62,228.45,223.72,221.81,213.58,223.60,220.74,224.32,211.61,219.89,224.72,233.78
2017-12-15 22:29:19+00:00,L7,361.04,239.88,241.83,247.98,232.65,246.31,263.38,246.32,254.28,273.06,231.61,225.00,246.29,257.25,251.34,235.32,400.32,232.43,233.80,225.14,218.26,217.70,220.34,199.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.76,242.97,255.77,,,,,,,,241.67,234.01,235.08,226.85,228.11,222.63,216.12,225.37,224.59,225.13,220.25,234.33,221.15,223.66,225.08,218.87,215.24,219.20,213.86,223.69,216.81,218.78,227.73,229.02,225.28
2018-01-01 22:21:20+00:00,L8,367.85,272.25,254.70,243.05,238.49,384.16,409.17,327.00,268.85,300.19,262.36,249.91,,285.47,272.07,271.19,473.21,374.17,326.64,475.84,265.99,249.84,249.30,250.48,252.03,254.61,280.50,269.25,281.39,255.32,269.84,272.60,265.50,238.07,237.24,262.57,253.87,250.95,271.23,260.19,255.87,236.98,240.45,251.87,276.31,318.81,316.99,281.75,267.18,263.15,261.20,254.36,265.66,274.09,272.35,255.63,261.17,254.62,259.45,268.29,268.82,265.06,263.93,275.42,317.87,314.12,,,317.53,327.67,294.76,274.95,272.10,266.73,277.48,290.70,281.14,256.63,254.77,256.04,249.52,251.33,265.48,261.39,256.79,264.54,250.01,249.34,243.14,242.48,246.66,243.41,253.21,247.20,298.43,252.30,243.23,251.78,248.52,235.70,237.37,237.63,243.97,239.80,262.75,284.47,275.17,282.77
2018-02-17 22:28:27+00:00,L7,213.68,227.33,234.69,231.83,224.62,233.48,249.76,232.79,246.56,261.80,225.06,225.77,256.24,260.74,254.38,242.74,437.88,217.23,259.65,233.73,227.06,222.58,229.97,230.37,235.92,,,,,,,,,,,,,,,256.12,256.72,230.61,225.81,238.80,261.24,298.07,296.28,274.70,257.46,254.87,254.35,,,,,,,,,,,,,,,,,,,,,,265.65,267.62,273.55,288.39,271.75,255.85,,,,,266.60,261.67,261.31,257.03,252.68,249.70,238.44,237.08,242.16,239.45,245.29,239.97,297.49,237.17,231.79,254.19,240.98,236.56,235.06,236.76,248.34,233.08,247.88,253.24,251.73,257.86
2018-03-05 22:28:17+00:00,L7,,,,,,225.11,247.27,232.31,250.41,261.16,232.97,224.65,248.01,259.21,252.29,239.64,,,,,,224.30,228.49,224.36,235.91,,,341.91,,,247.27,246.66,241.82,220.80,228.07,236.10,235.52,236.43,251.67,245.49,243.70,233.08,224.99,243.81,257.65,291.29,285.20,264.06,251.70,249.01,,240.21,259.67,244.58,250.71,246.97,232.65,234.18,255.60,252.45,251.09,254.20,248.89,248.44,231.36,234.44,240.45,244.05,231.52,241.38,254.12,253.93,258.88,261.54,268.19,279.21,268.66,246.97,245.04,250.66,236.99,243.22,255.46,257.34,256.93,,,,,,,,,,,,,,,,,,495.10,450.65,,,,271.29
2018-03-29 22:26:26+00:00,L8,360.97,242.08,242.91,250.48,232.98,249.97,373.18,243.64,269.85,289.33,254.44,246.62,258.41,261.62,255.99,242.57,412.32,244.18,248.09,234.03,221.47,225.99,228.02,231.62,238.98,237.70,243.57,243.91,241.06,236.98,251.01,246.57,243.90,224.77,225.14,235.70,230.90,235.98,243.53,244.84,239.82,221.68,223.74,239.52,252.89,290.13,286.25,265.69,254.61,249.97,246.11,238.26,,,,,,,,243.36,249.27,253.53,243.51,238.78,229.00,227.23,236.40,232.21,225.84,238.82,244.57,244.01,245.62,251.70,250.59,262.83,240.38,240.80,233.50,233.54,232.69,227.98,246.19,246.03,228.91,232.33,232.10,233.91,230.33,230.95,230.27,237.38,230.71,225.94,264.17,226.89,221.33,209.63,197.77,199.34,214.49,211.62,224.57,217.29,218.92,230.54,235.07,228.18
2018-05-08 22:27:16+00:00,L7,170.19,188.49,82.02,216.62,216.33,136.95,197.16,174.60,,,147.59,,,,,,178.88,172.72,190.74,147.03,158.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.78,184.30,204.09,,,,,,,,,,,,,,,,,,,,,,205.53,212.48,215.66,212.61,197.59,238.80,205.86,258.85,246.45,268.31,265.71,194.30,186.13,198.30,200.26,181.67,177.89,182.56,
2018-06-02 22:20:42+00:00,L7,,339.00,385.92,378.48,352.81,394.44,,415.30,,,,253.42,295.36,268.99,261.73,243.08,448.79,374.38,,,,146.12,109.06,120.65,147.41,147.42,248.07,263.06,256.04,244.96,259.45,274.76,264.62,241.44,236.11,255.16,250.03,250.86,271.92,,265.97,162.31,165.54,152.95,151.92,207.17,180.78,,155.06,,,,,,,,,,,,273.45,266.10,264.91,271.42,257.73,256.48,,,302.91,316.39,,,,,,,,,,,,,,,,,,,,,,,,,,247.26,289.49,315.80,276.37,,,,,,,,351.53,359.87
2018-06-10 22:20:01+00:00,L8,,,,,,,,,,,,,,,,,344.58,487.48,548.58,396.28,,451.80,431.18,38.23,7.83,,,,181.35,,,,,,,193.21,-81.84,,,,36.10,24.70,24.71,19.55,36.39,59.95,153.19,153.37,130.39,198.96,,210.96,238.98,219.58,224.73,250.28,281.72,313.56,335.38,460.72,468.38,461.67,,,,,,751.93,,,,,,,233.96,232.11,213.83,,192.75,195.59,195.53,188.96,211.03,212.64,123.40,,,,,,,,,,,,,,,,,,,262.06,,,,
2018-07-12 22:20:20+00:00,L8,,,,,,,,,,,443.72,441.06,434.81,,316.97,298.17,476.04,518.13,581.79,474.94,,481.62,448.55,288.96,284.12,292.41,314.91,307.81,367.23,,280.39,285.37,277.49,247.21,256.99,271.29,270.32,265.48,274.38,275.31,278.83,258.10,244.94,264.39,300.87,349.89,,,,268.69,,,,,,,,,,,292.22,283.60,282.56,,531.62,,496.11,500.87,471.03,439.87,408.46,,,,,,,,,,,,,,,,,,,,262.26,259.65,261.95,258.99,330.21,265.53,281.38,281.48,205.19,202.47,204.65,,255.82,289.75,337.19,340.02,356.49,359.50
2018-08-04 22:26:18+00:00,L8,225.74,255.77,246.91,251.40,235.40,253.62,252.60,228.49,242.97,232.72,220.60,213.22,236.04,251.03,243.66,220.96,270.74,209.37,225.57,204.33,194.30,203.93,210.60,204.26,164.38,187.01,234.31,223.70,205.15,200.88,226.39,217.76,210.04,194.53,192.50,199.79,212.57,216.43,228.94,222.75,222.63,229.39,212.33,233.11,226.08,217.38,245.35,250.62,239.16,226.88,230.09,221.78,236.14,220.71,228.09,239.63,226.78,216.17,235.33,227.54,228.99,240.14,236.98,226.06,214.42,210.25,220.42,227.57,223.91,225.58,228.29,235.10,241.08,240.71,246.74,249.97,237.93,222.42,216.46,221.07,219.43,210.37,242.22,240.73,181.12,187.16,245.69,233.84,232.47,231.62,229.54,236.60,227.27,217.17,234.61,234.02,212.77,208.46,215.57,206.41,,,,,,,,
2018-08-05 22:19:32+00:00,L7,,,,,,,200.12,201.49,222.75,209.70,187.83,,229.65,240.55,232.80,180.80,,,,,175.62,175.81,93.46,115.67,129.99,108.15,203.19,209.26,187.96,192.49,203.67,185.88,205.43,192.97,183.94,193.11,201.66,204.08,210.20,190.64,199.42,204.24,189.04,197.18,188.50,150.76,175.20,,,199.99,,,,,,,,,,,186.31,211.09,204.08,210.47,191.26,205.34,188.09,192.48,202.19,195.10,202.08,194.87,195.64,198.78,206.47,214.49,207.45,154.64,162.76,180.69,183.73,182.52,186.51,177.87,121.06,139.46,171.35,207.37,,,,,,,,,,,,,,,,,,,165.52,179.06
2018-09-05 22:26:33+00:00,L8,222.93,254.73,249.31,254.95,243.72,251.75,250.77,234.10,247.19,232.23,222.03,225.16,244.28,260.89,254.60,232.90,227.97,218.82,236.29,212.72,210.47,214.93,219.29,225.55,211.91,225.57,236.82,228.65,229.98,221.53,228.95,225.95,223.32,220.32,220.36,213.48,215.85,218.00,227.76,222.97,216.02,229.41,215.62,224.83,209.55,194.64,217.10,233.61,230.88,224.64,223.43,,,,,,,,,215.55,221.10,227.82,226.74,224.12,217.97,213.71,215.47,223.15,219.32,,,,,,,,,,,,,,,,,,,,,,,221.45,217.69,211.85,215.52,253.51,212.76,204.24,,,,,,,,,,
2018-09-06 22:19:17+00:00,L7,329.67,364.74,258.18,244.11,340.96,358.11,353.98,250.41,254.34,264.34,231.26,221.85,254.07,250.32,256.01,239.20,313.87,223.10,232.03,210.65,209.11,215.30,221.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.20,,,,,,,,226.81,230.45,177.46,216.57,211.85,219.06,215.51,212.92,219.13,229.70,218.14,204.90,221.24,238.26,209.50,194.02,196.30,193.10,192.47,194.77,213.29,220.71,203.10,204.01,199.04,208.23
2018-09-13 22:24:55+00:00,L7,,,,,,,,,,,,,,,,,,232.60,247.43,230.44,219.88,220.22,218.28,232.80,231.06,226.78,234.41,237.56,232.08,233.14,248.51,247.22,237.50,215.69,218.31,235.03,235.68,240.21,252.31,247.60,247.05,231.73,222.61,236.68,255.97,297.79,287.29,265.12,253.29,244.28,246.39,233.53,251.24,244.31,255.05,243.86,237.43,229.23,254.69,252.42,253.48,255.25,251.45,244.91,232.03,230.66,242.40,249.79,247.83,270.84,271.90,258.35,261.94,260.28,267.01,277.70,261.89,246.84,251.42,250.53,235.86,242.55,262.82,254.07,251.17,244.84,250.01,247.33,238.84,236.05,240.97,241.05,242.05,241.44,298.19,248.09,234.90,236.23,213.44,220.99,232.24,232.85,239.55,233.49,253.12,,,
2018-11-25 22:17:02+00:00,L7,216.26,231.93,235.04,244.25,219.39,236.79,239.70,235.59,246.48,258.35,227.33,233.43,256.15,268.25,258.84,244.25,447.40,220.08,272.42,238.88,222.72,226.10,225.10,228.70,236.71,,,,,,,,,,,,,,,,243.94,225.09,227.49,240.53,259.59,303.14,289.11,267.86,256.19,248.60,254.64,235.78,,,,,,,,,,,,,,,,,,,,245.80,254.42,263.92,275.43,281.54,258.86,247.07,247.48,255.27,242.86,228.31,254.83,256.39,254.21,224.27,237.73,243.57,240.06,235.80,237.89,239.01,247.01,243.21,297.64,240.08,212.91,267.90,244.46,232.11,228.00,233.05,241.52,227.07,235.17,243.89,247.82,234.03
