,dates,usa_HI_0054-0000,usa_HI_0054-0001,usa_HI_0054-0002,usa_HI_0054-0003,usa_HI_0054-0004,usa_HI_0054-0005,usa_HI_0054-0006,usa_HI_0054-0007,usa_HI_0054-0008,usa_HI_0054-0009,usa_HI_0054-0010,usa_HI_0054-0011,usa_HI_0054-0012,usa_HI_0054-0013,usa_HI_0054-0014,usa_HI_0054-0015,usa_HI_0054-0016
0,1991-12-03 20:24:42+00:00,204.98413785708573,188.32215946481335,182.08638529510338,161.44473777996006,,,,,,179.44411821405447,,179.23803177428596,,,201.7637308343149,204.40574473469636,206.09233945572663
1,1999-08-02 20:59:19+00:00,,,,,,,,,,,,,,,,,
2,1999-08-11 20:53:07+00:00,198.79321567707967,199.93828935811803,203.08155055998688,195.4430862298674,197.35145597366378,197.84649964299894,198.03122223983812,197.60474547805617,204.16475504395228,211.69658568231017,202.2708070794477,209.96878865751904,211.50030428739578,233.12318107563934,217.5821788638047,226.02273116660183,208.35065613950138
3,1999-08-18 20:59:15+00:00,,,,,,,,,,,,,,,,,
4,1999-09-12 20:53:05+00:00,198.83347005461312,198.1033650298203,200.1322490170145,193.79609667363619,192.42667637061095,195.06168867924032,197.75978552477662,202.22208877145462,205.43568599255022,215.6974807692683,209.1559359259503,206.07475990092846,210.77798465754526,226.25244267905342,216.65743737118189,211.5636352913023,216.87577758800379
5,1999-09-28 20:53:15+00:00,179.5053637457035,165.9536887908124,193.76450204740428,183.53886156690706,198.2320164145529,,,,,,,,,,207.64507030298572,,216.87155692229112
6,1999-12-01 20:53:02+00:00,,,,,,,,,,,,,,,,,221.38517186629153
7,1999-12-17 20:53:11+00:00,194.8765106584411,192.014834363946,200.90159619579308,188.5947050774043,183.7560731101132,182.40589760640356,182.76066983835105,179.39065331540468,179.28174333417306,192.75602742094202,189.1206441034801,191.24268467534748,200.8457463321154,216.0612983585855,203.45496208475518,214.66550830934736,211.50431971370418
8,2000-01-02 20:53:03+00:00,202.53297938319076,203.2576675450714,211.75549758998469,198.35353611992053,198.8925697606052,200.26754046827918,187.50423712880163,191.7393499485022,191.2449349793891,213.68122294451365,194.50795594518272,196.54188440308155,201.93497716003043,216.67376688899435,213.50225386345915,217.27903006226637,212.7645763891788
9,2000-02-03 20:53:01+00:00,194.78480859259543,199.18328051223,200.55904320617637,196.32802388452802,194.20327234080776,185.82975621252032,180.28348727055942,191.81713954905214,199.09347427585988,203.75176341272933,192.22044237582585,192.720725501815,196.05344931246546,209.80761994307582,192.51035311138006,207.74717581457313,218.6830035983968
10,2000-03-29 20:58:57+00:00,197.45152474690565,200.50034009426295,211.1466968117425,196.37453513817962,194.73243107253998,200.28320192957057,192.85178272875032,195.72538608507338,195.34394593062132,205.2272971270697,191.10400792631393,194.6076587309089,205.98872597644794,212.1060755374759,207.24385059268337,216.68552087578192,200.7218854520998
11,2000-04-14 20:58:43+00:00,,,,,,,,,,,,,,,,,
12,2000-04-30 20:58:42+00:00,,,,,,,,,,,,,,,,,
13,2000-05-16 20:58:31+00:00,,,,,,,,,,,,,,,,,
14,2000-07-12 20:51:43+00:00,210.42596467974028,202.86105953931667,210.06442550735358,197.15181569447108,196.02501608374058,184.6827035254852,187.12253826903543,205.46594647200703,194.95323418738084,203.4809777381658,194.19370768942974,200.38454457164684,204.42928345033258,206.2508332226151,198.9765006245255,,
15,2000-08-04 20:57:33+00:00,,,,,,,,,,,,,,,,,
16,2000-09-21 20:56:52+00:00,185.60232331002356,187.75549611082997,198.5268057982016,186.76581532590822,186.79187156859268,182.60499847216948,182.44144649965708,189.37110744461006,186.8258301700977,202.1910457001821,197.43009531592116,197.5744915002115,207.82438596257455,215.7697111207544,209.2036334512105,201.7397022029155,200.2281600651115
17,2000-09-30 20:50:41+00:00,193.15625238770352,194.5889466553736,201.84691291008176,191.9619830317089,191.50705555170083,189.31789730897347,191.5093678912726,194.06425596264592,193.07059207490764,201.98218786786447,193.73283317905762,194.98866021701335,208.56445525370216,219.92753508718837,211.67630463230878,218.7206882450384,212.4318182739814
18,2000-10-16 20:50:23+00:00,,,,,,,,,,,,,,,,,
19,2000-12-03 20:50:34+00:00,201.10759668019955,214.26277507190701,219.19612723367987,210.37175817525846,206.44714127873337,204.5526896254603,198.76869895494283,184.96123496860463,187.93894867264308,208.01397730497843,198.05775899355638,203.61608550886342,213.89110267496295,,,,
20,2000-12-10 20:56:47+00:00,192.65645301366558,200.39349768798357,213.97918527395683,198.53579267271869,198.3759803785631,193.56373817246234,191.4948507834909,181.60988431104678,191.9379055744919,202.60504122383855,196.76068117544582,195.3164869721249,211.13981960658614,214.81527343946797,210.76359689947466,211.47183163336288,211.85221642865628
21,2000-12-19 20:50:39+00:00,198.2132098521369,207.00907149836164,208.8997141727854,194.78113735079683,196.44526368574853,193.53267169490334,185.86721056492652,192.7612603949355,202.5144569975866,203.29125007156608,194.2203895221136,198.54479233212112,216.9269372866479,218.53840402956735,204.8193960795472,211.1488070852151,208.00326359732642
22,2000-12-26 20:56:52+00:00,192.24121396313876,197.37080298106224,205.25957140637883,193.40557238443293,188.6529135032688,180.55063730186205,183.7052204548587,182.63348535467065,180.358176984882,192.15274764095193,183.87905691157334,185.9924274761854,194.69324769411432,207.92327047502502,205.64721517087756,203.82349364963238,199.63559282277964
23,2001-01-04 20:50:39+00:00,194.1597230648454,195.98803374015122,207.0619221161731,198.590758477241,192.51571071457198,186.37484136201059,181.92035170232177,182.6219519500792,185.49622063177267,201.7335591359671,182.84070859465047,183.294232230922,188.68424466742462,207.13130663442297,207.36505724752772,214.14661575877858,203.9017800927372
24,2001-01-11 20:56:53+00:00,202.19289164195862,203.1401680749836,218.26747547978871,210.87979593390705,199.2354811742436,206.34294923117633,197.11145149517864,200.20512233135688,196.90213140334183,216.17601596020134,201.09576576448475,187.89559062148655,208.0503259540946,213.7204829063351,219.65188813744496,208.74577699218588,198.17644820500988
