dates,sar2139-0000,sar2139-0001,sar2139-0002,satname
1985-11-26 09:28:17+00:00,317.31,195.69,,L5
1986-12-22 09:25:09+00:00,307.34,231.01,293.11,L5
1988-06-18 09:36:19+00:00,267.67,224.2,268.73,L5
1988-12-27 09:36:03+00:00,240.18,,255.73,L5
1993-02-08 09:28:02+00:00,285.41,220.92,281.97,L5
1993-11-16 09:21:53+00:00,255.28,,281.75,L5
1994-12-21 09:13:24+00:00,,226.33,288.61,L5
1996-02-10 09:05:03+00:00,274.58,194.8,272.63,L5
1999-03-29 09:44:28+00:00,260.4,,255.64,L5
1999-08-12 09:59:01+00:00,266.0,174.79,257.45,L7
1999-08-21 09:52:49+00:00,270.57,193.87,269.53,L7
1999-08-28 09:59:04+00:00,268.99,193.8,256.37,L7
1999-09-06 09:52:52+00:00,267.29,193.62,252.41,L7
1999-09-13 09:58:35+00:00,271.83,193.57,259.86,L7
1999-09-22 09:52:53+00:00,267.65,193.64,271.33,L7
1999-09-29 09:58:45+00:00,270.12,193.71,254.55,L7
1999-10-08 09:52:59+00:00,267.43,193.68,255.27,L7
1999-10-15 09:59:06+00:00,269.38,193.65,266.64,L7
1999-10-31 09:58:37+00:00,272.33,172.72,260.27,L7
1999-11-01 09:36:10+00:00,259.57,,268.29,L5
1999-11-09 09:52:52+00:00,255.51,199.66,251.54,L7
1999-11-16 09:58:37+00:00,268.59,193.67,254.29,L7
1999-12-02 09:58:56+00:00,266.66,193.82,265.41,L7
1999-12-11 09:52:53+00:00,259.35,178.89,265.24,L7
1999-12-18 09:59:04+00:00,265.81,196.86,249.95,L7
2000-01-03 09:58:33+00:00,267.55,193.55,252.9,L7
2000-02-04 09:58:30+00:00,265.11,193.39,262.52,L7
2000-02-13 09:52:41+00:00,266.55,193.49,267.15,L7
2000-02-29 09:52:35+00:00,264.98,178.71,261.2,L7
2000-03-07 09:58:42+00:00,267.01,185.66,252.5,L7
2000-03-16 09:52:31+00:00,256.18,195.07,248.81,L7
2000-03-23 09:58:44+00:00,257.42,193.8,261.77,L7
2000-04-01 09:52:28+00:00,268.92,193.63,253.01,L7
2000-04-24 09:58:27+00:00,269.18,178.46,,L7
2000-05-03 09:52:12+00:00,270.16,193.74,258.67,L7
2000-05-19 09:52:01+00:00,259.67,193.62,254.11,L7
2000-06-04 09:51:49+00:00,262.91,193.54,253.64,L7
2000-06-11 09:57:36+00:00,244.48,193.44,257.88,L7
