,dates,jap0345-0000,jap0345-0001,jap0345-0002,jap0345-0003,jap0345-0004,jap0345-0005,jap0345-0006,jap0345-0007,jap0345-0008,jap0345-0009,jap0345-0010,jap0345-0011,jap0345-0012,jap0345-0013,jap0345-0014,jap0345-0015,jap0345-0016,jap0345-0017,jap0345-0018,jap0345-0019,jap0345-0020,jap0345-0021,jap0345-0022,jap0345-0023,jap0345-0024
0,1984-07-02 01:16:26+00:00,215.00804396990384,195.10129078641415,172.3915327381751,162.21762053689582,147.76841136384638,155.2967060030626,169.99206003671588,154.1895831915054,135.58731765993087,131.4814574557779,134.2581111295229,137.0800838341401,132.51225935142088,136.39098205490416,145.06483855565222,144.91096549681083,137.59780324514492,139.997488571048,141.86612645565145,146.65764363059878,153.26984003979283,155.27212968332492,156.55950531503737,169.9891279559196,170.30875192724218
1,1984-07-18 01:16:19+00:00,211.6029406184631,184.66706474880385,171.03954497354258,153.0629132179019,145.1522446629944,155.35902262449423,164.57228493157913,152.4790384186802,137.50266381991162,134.50695455619234,134.93231624005634,129.53514196669067,133.3035763000898,135.31043304551736,143.2530461644238,139.4781268306712,143.2067539693313,143.55328482082908,146.94212742530686,147.36770967280177,150.08831476424555,147.17950119335924,166.98976942518317,166.0440640233802,163.1991719813572
2,1984-10-22 01:17:58+00:00,195.73633798611962,181.76951429061006,165.7482490673941,166.42927846298028,142.583171157759,146.00348923835122,155.4081945313198,166.19942095193835,160.80197527299936,152.7360404355195,135.27601684208926,,,,,,,,156.04109683179388,137.00100826829132,139.51758505691197,162.47531566983702,185.21106247415264,185.0006523872451,178.90116234942226
3,1985-10-09 01:16:33+00:00,232.0783077390501,217.84921495582404,,195.5796678764002,181.29004397802646,185.95729897890914,177.45690596966386,161.0928104269221,148.13431692958306,147.70222399321307,149.16335647986708,150.14768034247655,153.57636430764663,151.65111456439948,153.59760405385217,153.60493191222457,163.8622579526218,143.34305097590658,172.8081387438894,,171.45762517733507,169.16026230485375,173.54611629331333,185.40921245653462,197.43733870163067
4,1985-11-26 01:15:51+00:00,249.53017722300973,239.62808377727333,,208.33901184888688,190.4646661280741,197.97597262995868,202.30090368377043,177.245585311053,159.91884231873934,157.79857436748367,168.19633163510247,163.50446629537026,167.63671631889105,177.85635022019454,169.9842983340837,165.4732333288046,172.0719054315496,173.1994500613094,153.46262134407885,,194.13574295519288,196.0773099816869,195.96909052921518,191.79869084961496,212.674852235878
5,1986-02-14 01:14:14+00:00,226.2687513128736,201.55086608131293,179.14271484195356,163.28267134684032,145.2571331326378,155.35916459064705,160.29532780127028,147.93528432058966,,115.89572374704966,119.15318149858933,126.10839619806276,130.16049785581276,135.77708796643304,143.3802684310619,131.12115164179752,124.33225863536022,,,129.47326427579668,,,169.12067967568973,,178.6474041118648
6,1987-03-05 01:09:24+00:00,230.49486971845448,194.7594563009552,169.60213957206213,169.85318458789277,165.830541864238,169.57785641808454,170.25320979305445,165.22757993096604,155.9175602667226,150.68845751448293,149.62181193865055,150.37145100391947,156.0635158999675,154.66244965065798,153.8233733951512,150.26407343379617,150.18985237288507,155.1082896840412,154.11686681731078,142.9254347888829,162.3776761954881,167.99240705094167,173.9033753480233,185.578890363483,195.22328637145222
7,1987-05-08 01:11:32+00:00,235.67428654586416,217.99498697778677,191.37915044869732,180.95614385949398,171.5372629855068,184.5453049377141,186.67294253100795,173.9912080982191,163.39691356980245,155.11626637831526,154.41945615930513,155.87185298868653,159.03990419307405,161.23193150016272,162.5769341400578,161.9208738949632,163.27498507064035,158.10707606426166,155.84250918345836,162.76270974476233,146.18143219238257,165.62642842979255,180.88840288533896,186.26136560573494,189.9350311063149
8,1987-08-12 01:13:28+00:00,208.86473015858382,199.55441345380933,184.13240167653132,178.4172128393182,163.55718341936176,159.210048318953,151.53171694699677,146.39057221871604,134.1004199513194,138.13110544299948,135.94252696265025,130.16811892230464,138.64902958217408,137.436143074745,132.3732477371728,135.1933704437442,133.28191341290616,123.77839788092865,94.29680421593015,,127.89202048253631,144.92523562386947,152.9514491834347,168.43397750491505,175.26022591098388
9,1987-08-28 01:14:19+00:00,222.842564128238,207.70133608086016,195.06112509562445,192.5823072563673,170.4948662322662,165.22249885500025,158.54012974329515,152.13725654971853,138.8099859178343,137.61164735115597,139.33218667632468,133.9429696335402,138.12952206049198,140.76946562742035,135.04140380662471,139.08270264632569,136.19125389067312,127.8461494006702,107.71226748096731,,130.9478168969277,152.44943119564587,165.85114454229387,171.58644080229624,178.1687264140749
10,1988-11-02 01:18:08+00:00,183.56523886121855,164.52408775000148,,,,,,,,,,,128.64704869925188,133.0241634236383,141.59911416900283,141.30694712000047,138.18983240127892,136.7163690334891,129.3244642232923,130.20063758134404,115.94283251883469,130.49769003374666,164.20376644462186,159.31767302443467,164.44160631906152
11,1988-12-20 01:18:15+00:00,195.62673762616427,190.71907074533613,174.14781602799223,172.59701333174976,165.1002004338171,170.89693346429345,173.15165965627972,168.66726946426203,158.37306081085788,148.698875752007,145.44961651445453,155.011751593238,155.06594268118582,153.75133361498342,161.56955180146804,166.84126383891757,170.624372023626,171.87772474620803,171.29153113370361,163.96950159013505,,156.47344772827756,165.80491114822624,191.81997443293062,205.23670080244585
12,1989-01-05 01:18:13+00:00,221.01329211646782,206.0329336978405,195.57103944792334,193.97231636267398,182.91446514500774,194.69950422359224,191.5937613718722,184.10240704740042,167.38346485921687,165.6055072270373,163.55217372061742,163.6518717568562,169.54046560045327,172.25825845315057,178.46890792363388,175.73238659779838,182.17097941007881,181.1225725448017,178.2111793886408,169.92247967254616,,165.6864000325914,172.65589968153188,204.15606523477584,217.49410836504865
13,1989-01-21 01:17:54+00:00,196.15836297658862,175.36934216645744,162.4628141416219,155.3544756830969,147.38527424478164,151.30066858081904,156.06904744585927,148.46835384038542,134.6163862906114,122.48830034714206,118.69011208368016,126.62296821773768,127.91965862156046,136.770374070428,143.37280641852146,145.97399675705586,142.66842549571015,137.29478041704687,139.82723353129023,133.92252944870688,121.87085503652571,135.88825581160407,151.47784412308735,164.43136022128903,182.2127521198792
14,1989-02-22 01:17:50+00:00,210.2952062879022,195.71497696835394,173.6669053390793,165.40372560822942,153.77069247806253,163.36448276624333,167.20475549206984,160.00958758708714,150.47561498529365,146.79157665282028,151.10028138967886,153.01895918667162,153.9228100679593,162.82883271171534,162.97867598947,166.53695168973798,158.21704277318332,160.60350722171424,157.38930280598845,133.0760247187847,149.90561165856104,164.7840879720324,179.8853377661763,191.0904449217583,197.37060063388176
15,1989-03-10 01:17:01+00:00,201.8643405869575,181.2851292928628,164.7209448946743,159.3368381361945,151.62833259757315,160.8937680550507,164.6219967463812,160.9886528256746,147.26320035087298,145.43753690189277,136.20897612433788,134.08688337187402,139.7518564824367,140.39513647526553,151.25744704326092,154.1787345179673,151.39323812886954,150.68090184865744,138.71085055758869,135.16876693216733,151.25518388581207,157.70967451644114,164.20654694480913,168.90525749028154,185.47847926496965
16,1989-10-04 01:13:10+00:00,,,101.24095567856136,,102.55039169960368,114.7984841871478,,,92.150392459659,87.27032611104599,85.77493129135995,87.69341357580021,,,,,,83.48254406833996,76.59407027572468,,,,,,
17,1989-10-20 01:12:49+00:00,,,134.46120624185295,126.94721917895514,121.42126725510118,125.69510062611953,131.67086915545178,126.86690764647885,118.13379834850484,119.22580425741265,114.56960245378266,111.76375856611476,111.73683419024611,106.47694046371625,113.54005316446782,114.46448455386941,,109.287862607472,111.79153655192927,111.11758554714457,100.53244214093729,,,132.39842869960205,
18,1990-01-08 01:10:11+00:00,220.30590382879723,187.3178382261775,166.0021113830698,172.67942887888486,159.92399406330466,164.24201950909745,176.59097689425997,166.9882097873089,150.5298080249584,144.48936498584013,130.7702453871941,141.15458298925097,153.6045369151503,155.30770473908166,182.4232748983808,178.6230453495997,160.48420888371317,138.11582787547627,147.28135286362092,161.74194299286071,,170.32509909387767,185.82739719101522,194.93259640125478,204.80883749526313
19,1990-01-24 01:10:07+00:00,197.3926309309212,179.01699528942189,172.87247846736406,170.26857943908158,148.2127348122055,163.57825743763573,172.80565878934596,159.268102310958,145.51889876508125,133.97693474783165,133.75939633216348,145.12087851589365,145.90199549626345,158.92016567794536,161.48026030013213,153.62590453323392,143.97773394080247,145.62810621797894,156.24583411763962,148.38297941554572,138.22706126176607,156.67887213043053,170.92438219102047,184.58285695388486,185.93250808184598
20,1990-02-09 01:09:13+00:00,192.45964323176327,176.85445511767517,173.5343629173448,164.90145226836063,152.26985300984802,197.24213371961818,,,,,,,154.891656139954,155.41380460378124,,153.72350834724887,151.59340045097275,155.4268758058805,152.31008654060588,150.2825489105716,135.38006834862435,167.8478540894467,155.37310670235402,179.14332988643926,171.0675369413189
