dates,nzd0558-0000,nzd0558-0001,nzd0558-0002,nzd0558-0003,nzd0558-0004,nzd0558-0005,nzd0558-0006,nzd0558-0007,nzd0558-0008,nzd0558-0009,nzd0558-0010,nzd0558-0011,nzd0558-0012,nzd0558-0013,nzd0558-0014,nzd0558-0015,nzd0558-0016,nzd0558-0017,nzd0558-0018,nzd0558-0019,nzd0558-0020,nzd0558-0021,nzd0558-0022,nzd0558-0023,nzd0558-0024,nzd0558-0025,nzd0558-0026,satname
1999-10-04 22:14:13+00:00,313.69,309.62,325.10,315.60,308.09,309.42,302.57,296.01,298.43,292.91,278.43,274.85,288.37,289.08,287.95,289.79,294.96,294.00,299.60,309.71,303.88,303.10,292.20,294.10,292.01,308.03,310.58,L7
1999-11-05 22:14:04+00:00,333.68,318.15,341.62,326.51,311.92,310.88,306.14,307.38,310.41,310.45,301.18,294.87,297.57,289.53,284.25,290.14,294.31,293.94,301.64,308.41,310.13,306.27,301.66,307.20,313.53,312.55,310.12,L7
1999-12-07 22:14:05+00:00,324.72,315.10,331.45,317.80,304.67,307.15,298.04,296.96,303.18,306.27,305.01,297.02,306.28,292.02,284.58,287.02,285.89,297.10,302.62,315.00,311.57,298.28,298.22,305.57,308.39,299.30,309.80,L7
1999-12-30 22:19:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,330.73,335.91,333.26,L7
2000-04-20 22:19:15+00:00,333.52,336.08,340.67,336.62,327.23,330.24,322.50,327.88,323.74,328.79,328.84,320.96,325.49,319.05,310.53,307.33,301.43,311.29,308.30,317.43,315.08,312.07,311.52,321.31,323.30,319.74,318.59,L7
2000-05-15 22:12:54+00:00,332.57,324.80,334.73,322.12,310.68,303.83,304.18,297.92,,281.92,290.70,286.38,284.76,278.92,,,,,,,,253.01,,,,,,L7
2000-06-07 22:18:48+00:00,338.82,331.63,340.63,328.32,319.81,,,,,,,311.23,319.52,305.31,,,,,,,,280.10,,,,,,L7
2000-09-04 22:11:34+00:00,338.24,326.32,340.21,328.75,323.86,320.03,314.25,313.43,321.32,321.73,312.39,308.23,312.84,307.01,300.09,301.32,310.17,307.63,306.93,320.35,317.48,312.62,308.49,309.96,317.92,324.85,329.49,L7
2000-09-20 22:11:38+00:00,318.68,317.88,327.63,320.99,312.50,312.17,304.57,298.11,299.10,294.96,299.38,296.76,300.10,293.47,285.09,287.10,290.80,292.94,302.54,308.03,302.47,303.01,297.98,300.76,312.96,313.12,307.23,L7
2000-09-27 22:17:24+00:00,329.34,327.13,337.40,322.38,319.50,315.58,310.19,303.67,307.45,317.23,310.01,303.73,309.53,299.73,299.90,301.88,314.15,314.91,317.65,320.88,319.71,312.04,316.24,319.35,326.41,322.19,323.04,L7
2001-02-11 22:11:36+00:00,322.33,314.08,336.56,319.85,322.75,320.17,311.62,308.81,302.22,303.33,300.18,295.57,305.67,286.68,282.31,285.37,280.04,284.88,296.04,305.18,298.00,290.57,287.03,287.75,296.08,293.14,293.81,L7
2001-04-16 22:11:18+00:00,326.37,325.12,344.80,331.19,322.59,323.91,319.64,315.08,316.10,312.51,308.72,309.14,308.00,302.74,290.42,284.05,287.39,303.19,301.51,313.56,307.71,304.25,298.16,298.77,314.36,312.22,308.03,L7
2001-07-05 22:10:09+00:00,336.53,321.77,340.51,337.57,,,,,,,320.26,307.77,321.85,298.06,250.88,250.21,248.45,,,,,,,,,,,L7
2001-08-13 22:15:49+00:00,326.33,314.99,335.61,326.09,309.24,308.53,306.54,294.04,302.10,300.77,300.73,295.72,294.66,290.36,294.17,299.63,308.25,306.25,315.87,315.89,315.01,308.70,301.93,311.08,318.93,318.51,323.85,L7
2001-11-26 22:09:21+00:00,325.51,329.60,346.51,334.02,327.38,327.22,323.20,325.92,326.04,322.67,320.91,317.25,318.28,315.32,305.03,306.51,308.40,313.62,318.75,319.98,328.91,324.47,319.24,328.34,326.24,334.85,343.53,L7
