dates,nzd0558-0000,nzd0558-0001,nzd0558-0002,nzd0558-0003,nzd0558-0004,nzd0558-0005,nzd0558-0006,nzd0558-0007,nzd0558-0008,nzd0558-0009,nzd0558-0010,nzd0558-0011,nzd0558-0012,nzd0558-0013,nzd0558-0014,nzd0558-0015,nzd0558-0016,nzd0558-0017,nzd0558-0018,nzd0558-0019,nzd0558-0020,nzd0558-0021,nzd0558-0022,nzd0558-0023,nzd0558-0024,nzd0558-0025,nzd0558-0026,satname
1999-10-04 22:14:13+00:00,313.69,309.62,325.10,315.60,308.09,309.42,302.57,296.01,298.43,292.91,278.43,274.85,288.37,289.08,287.95,289.79,294.96,294.00,299.60,309.71,303.88,303.10,292.20,294.10,292.01,308.03,310.58,L7
1999-11-05 22:14:04+00:00,323.69,313.88,333.36,321.06,310.00,310.15,304.36,301.69,304.42,301.68,289.81,284.86,292.97,289.30,286.10,289.97,294.63,293.97,300.62,309.06,307.00,304.69,296.93,300.65,302.77,310.29,310.35,L7
1999-12-07 22:14:05+00:00,324.03,314.29,332.72,319.97,308.23,309.15,302.25,300.12,304.01,303.21,294.87,288.91,297.41,290.21,285.59,288.98,291.72,295.01,301.29,311.04,308.53,302.55,297.36,302.29,304.64,306.63,310.17,L7
1999-12-30 22:19:45+00:00,324.03,314.29,332.72,319.97,308.23,309.15,302.25,300.12,304.01,303.21,294.87,288.91,297.41,290.21,285.59,288.98,291.72,295.01,301.29,311.04,308.53,302.55,297.36,302.29,311.16,313.95,315.94,L7
2000-04-20 22:19:15+00:00,330.64,323.11,337.91,326.98,314.61,316.09,308.89,310.74,312.44,315.17,311.68,304.28,309.78,300.20,293.12,294.83,293.88,300.78,304.19,313.61,312.26,305.54,303.80,311.36,318.99,316.88,317.94,L7
2000-05-15 22:12:54+00:00,330.27,325.33,335.62,325.51,314.19,313.74,308.24,307.59,313.46,305.66,308.18,301.45,305.51,296.66,297.55,297.17,293.66,304.20,305.46,316.22,313.32,287.79,304.87,313.44,320.81,318.32,320.55,L7
2000-06-07 22:18:48+00:00,334.97,330.84,338.68,329.02,319.24,317.03,313.34,312.90,323.74,305.36,309.77,306.19,309.92,301.09,310.53,307.33,301.43,311.29,308.30,317.43,315.08,281.73,311.52,321.31,327.02,327.82,325.92,L7
2000-09-04 22:11:34+00:00,335.79,329.71,339.06,328.95,320.40,318.03,313.64,313.08,322.53,310.81,310.64,306.70,310.65,302.57,305.31,304.32,305.80,309.46,307.62,318.89,316.28,289.45,310.00,315.63,320.61,322.30,324.04,L7
2000-09-20 22:11:38+00:00,332.37,327.34,336.77,327.36,318.82,316.57,311.38,309.33,314.72,306.85,307.83,304.71,308.54,300.75,298.57,298.58,300.80,303.95,305.92,315.27,311.68,292.16,306.00,310.68,318.06,319.24,318.44,L7
2000-09-27 22:17:24+00:00,331.86,327.31,336.88,326.53,318.93,316.37,311.14,308.20,312.90,308.93,308.26,304.55,308.71,300.58,298.90,299.41,304.14,306.69,308.86,316.67,313.69,295.47,308.56,312.85,320.15,319.98,319.59,L7
2001-02-11 22:11:36+00:00,327.15,321.35,335.45,322.99,319.65,316.99,310.16,306.00,307.52,309.31,305.49,301.07,307.04,296.72,291.85,293.92,298.79,300.09,305.79,313.61,309.42,304.56,302.44,304.46,313.34,313.32,313.39,L7
2001-04-16 22:11:18+00:00,324.35,319.60,340.68,325.52,322.67,322.04,315.63,311.94,309.16,307.92,304.45,302.36,306.84,294.71,286.37,284.71,283.72,294.03,298.77,309.37,302.86,297.41,292.60,293.26,305.22,302.68,300.92,L7
2001-07-05 22:10:09+00:00,328.41,320.32,340.62,329.54,322.67,322.04,315.63,311.94,309.16,307.92,309.72,304.16,311.84,295.83,274.54,273.21,271.96,294.03,298.77,309.37,302.86,297.41,292.60,293.26,305.22,302.68,300.92,L7
2001-08-13 22:15:49+00:00,329.74,320.63,340.31,331.62,315.91,316.22,313.09,304.56,309.10,306.64,309.90,304.21,308.17,297.05,278.49,277.96,281.36,304.72,308.69,314.73,311.36,306.48,300.05,304.92,316.64,315.37,315.94,L7
