,dates,chi0527-0000,chi0527-0001,chi0527-0002,chi0527-0003,chi0527-0004,chi0527-0005,chi0527-0006,chi0527-0007,chi0527-0008,chi0527-0009,chi0527-0010,chi0527-0011,chi0527-0012,chi0527-0013,chi0527-0014,chi0527-0015,chi0527-0016,chi0527-0017,chi0527-0018,chi0527-0019,chi0527-0020,chi0527-0021,chi0527-0022,chi0527-0023
0,1986-01-12 14:05:30+00:00,,136.32117863625305,151.33285444919937,161.41611972640234,162.85541475484868,163.3062979234562,168.44599106959393,159.63200837653352,157.48269513227024,170.24903003991136,176.8594531045278,155.99714629227367,,,,,160.30471976247668,199.44771770843235,193.45229666623533,194.35243265218077,,,,
1,1986-08-01 13:54:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,
2,1986-09-02 13:53:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-09-18 13:52:44+00:00,174.09900866100475,156.69916798520933,158.1484044124666,164.75696897758797,164.15279439598908,164.29348120047058,171.79872416672157,163.38971437108003,175.65506935411224,190.81576801290407,188.2617994264366,184.9082226716357,194.67302409514576,186.8212621379787,186.6529352026902,183.51470907899488,179.18852442379898,189.4474009795247,190.42259480342247,194.71803622036688,178.12570428808863,176.38700345572516,179.0204519850639,177.89606686061887
4,1986-10-04 13:52:14+00:00,168.3420172830648,146.15900860797424,151.53784000603602,160.5561126716808,164.0790062659639,167.49553018627384,175.8484031840913,171.18057036255627,176.9565374501966,190.52983050708121,192.81583955096875,183.19749462799,192.02945352133486,184.20366743002796,195.50586103711447,189.12816241725164,189.2505684630606,198.760917954434,195.39817370530085,202.58093536830344,189.34344874987397,188.11038224841582,184.51784245070832,184.2246263380845
5,1986-12-23 13:51:19+00:00,150.68944858596114,122.84332902667423,132.83581560682245,138.55460789449074,145.65922081512525,141.5607973082495,153.29036484426604,155.29253010560527,161.80956162412494,171.89492862261218,173.43151133553204,173.5269284840864,174.91885085417985,170.54723805895662,173.22278117960957,174.39216516163094,168.88319862406078,180.09042537412105,180.30778452863754,183.48930659005438,167.30633207807256,170.8784424507712,170.60197832941566,169.20865871051967
6,1987-01-08 13:51:47+00:00,163.90952145556417,121.45695279828551,137.74459882209942,146.78148863096388,152.03905712087024,148.37939757201056,158.32723106298306,158.98182758124233,164.38485513353535,173.96232742931858,180.0290949065926,173.9365606460789,175.02754336246176,169.82409119236337,166.8694202562912,160.73482874535722,175.45942455793835,181.72089256057507,174.62730335230805,183.44278517534974,168.04964349819153,172.38704265014144,168.7296290844377,176.722400217636
7,1997-02-04 13:56:53+00:00,173.50150239939637,165.77548582394044,160.16320649976208,164.0356354148603,163.38379257465462,164.61976843663112,171.914249844323,164.93715897754203,165.96135228815143,178.4822198368984,,,175.94184637627154,168.46000271856008,171.73206555481607,,,,,,,,182.3541515246425,183.2474037202835
8,1998-02-14 14:14:34+00:00,184.12310834022747,172.34669436896627,168.8874416666941,178.77680314645227,182.55842744980947,181.63094726688803,194.39424228995767,192.70240570021895,194.06870561548044,204.2445342548944,201.17013308328632,196.04186136885392,202.16949625300583,202.2742274770022,198.60953324013522,196.74238374849494,197.06122433446762,200.0153189589509,193.42299769764682,205.6083845242213,193.19663033727056,191.60881123441436,198.6869623945235,207.32125630030328
9,1998-04-28 14:09:26+00:00,166.24471147977698,158.34607742043187,155.16434464886677,166.46602932176972,175.54930036343544,179.17688314319685,188.33791293063905,186.6971466029715,189.94748230243687,199.34745857169938,194.7821309392766,,206.94626744587617,204.47150729320467,204.27453657084376,206.76461017397685,208.31099884205085,207.35389775893938,207.6237213239499,218.19305375945373,,200.11914671472766,208.62269036495195,222.51407188637444
