,dates,chi0527-0000,chi0527-0001,chi0527-0002,chi0527-0003,chi0527-0004,chi0527-0005,chi0527-0006,chi0527-0007,chi0527-0008,chi0527-0009,chi0527-0010,chi0527-0011,chi0527-0012,chi0527-0013,chi0527-0014,chi0527-0015,chi0527-0016,chi0527-0017,chi0527-0018,chi0527-0019,chi0527-0020,chi0527-0021,chi0527-0022,chi0527-0023
0,1986-01-12 14:05:30+00:00,,113.50660017007382,132.32070572738337,138.60154126022312,140.04083628866945,140.491719457277,154.1868795282319,145.3728968351715,143.22358359090822,155.98991849854934,164.1846872899838,143.32238047772967,,,,,144.00859228663438,185.18860616707033,180.77753085169132,178.05630517633847,,,,
1,1986-08-01 13:54:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,
2,1986-09-02 13:53:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,
3,1986-09-18 13:52:44+00:00,180.10248259645593,161.50194713357027,162.15072036943405,169.55974812594891,168.95557354435002,169.09626034883152,174.80046113444715,166.3914513388056,178.65680632183782,193.81750498062965,190.9300100644149,187.576433309614,197.67476106287134,189.82299910570427,189.3211458406685,186.51644604672046,182.61908095834252,192.44913794725028,193.09080544140076,198.14859275491042,181.55626082263217,179.8175599902687,183.02276794203135,181.89838281758634
4,1986-10-04 13:52:14+00:00,168.3339251144146,146.1525348730541,151.5324452269359,160.54963893676066,164.07253253104375,167.4890564513537,175.8443570997662,171.17652427823117,176.9524913658715,190.52578442275612,192.81224303156867,183.19389810858993,192.02540743700976,184.19962134570287,195.5022645177144,189.12411633292655,189.24594436668906,198.7568718701089,195.39457718590077,202.5763112719319,189.33882465350243,188.10575815204427,184.5124476716082,184.21923155898438
5,1986-12-23 13:51:19+00:00,145.67979242172376,118.83560409528432,129.4960448306642,134.54688296310084,141.65149588373535,137.5530723768596,150.78553676214736,152.7877020234866,159.30473354200626,169.3901005404935,171.20499748475987,171.30041463331423,172.41402277206117,168.04240997683794,170.9962673288374,171.88733707951226,166.02053795878228,177.58559729200238,178.08127067786538,180.6266459247759,164.44367141279406,168.0157817854927,167.2622075532574,165.86888793436142
6,1987-01-08 13:51:47+00:00,171.88786577867373,127.83962825677317,143.0634950375058,153.16416408945153,158.4217325793579,154.76207303049821,162.31640322453785,162.97099974279712,168.37402729509014,177.95149959087337,183.57502571686354,177.48249145634983,179.01671552401655,173.81326335391816,170.41535106656212,164.724000906912,180.0184784568581,185.71006472212986,178.17323416257898,188.0018390742695,172.60869739711129,176.9460965490612,174.04852529984407,182.04129643304236
7,1997-02-04 13:56:53+00:00,182.47274729386467,172.95248173951506,166.1440364294076,171.21263133043493,170.56078849022924,171.79676435220574,176.39987229155713,169.42278142477616,170.44697473538557,182.96784228413253,,,180.42746882350568,172.9456251657942,175.7192855079131,,,,,,,,188.33498145428803,189.22823364992902
8,1998-02-14 14:14:34+00:00,167.55217033094988,159.08994396154418,157.840149660509,165.52005273903018,169.30167704238738,168.37419685946594,186.10877328531888,184.41693669558015,185.78323661084164,195.9590652502556,193.8052717458296,188.6770000313972,193.88402724836703,193.9887584723634,191.2446719026785,188.45691474385615,187.5921169005947,191.7298499543121,186.0581363601901,196.13927709034837,183.72752290339764,182.13970380054144,187.63967038833843,196.2739642941182
9,1998-04-28 14:09:26+00:00,156.88309916237327,150.8567875665089,148.92326977059764,158.97673946784676,168.06001050951247,171.68759328927388,183.6571067719372,182.01634044426964,185.26667614373503,194.66665241299754,190.62141435376387,,202.26546128717433,199.79070113450283,200.11381998533102,202.083804015275,202.96150608924873,202.67309160023754,203.46300473843715,212.8435610066516,,194.76965396192554,202.38161548668282,216.2729970081053
10,1998-06-22 14:16:24+00:00,188.95164868918684,163.4488535924109,173.9831027986658,181.38115438705012,188.30152635061813,180.35169895700605,168.43615495735702,175.45078923883062,176.04898641743193,167.64644431630347,182.9794910147345,189.18707820063682,189.11344860373669,,,,207.20002925139906,203.79379817668269,201.77087132481827,205.4269727953575,192.29558451471647,192.80141793523606,218.99536205529958,200.99871047917472
11,1998-09-10 14:17:10+00:00,148.31539822638808,121.09505819389389,115.49585557432866,120.28029359052837,124.1606046672562,130.04018819359365,151.02072825955096,151.3428617013373,151.70930238868857,159.24925086185584,175.45284784106676,170.743610419235,177.78771291113912,171.62847196488605,174.30099500780145,171.01868523291836,155.0869717595305,183.40508678249054,183.16646505907272,187.0405953108859,169.9227937807579,172.082887659457,173.64857473730802,172.60396191186317
12,1998-10-28 14:16:56+00:00,167.65606608817131,149.46489804273182,146.6537257331603,145.39943731247206,151.899170353564,155.48370469056397,164.30154834214343,162.89287792549433,162.03662300842933,179.60943058847857,189.56579189302934,180.10321651692323,186.92796039129487,185.7242029400546,184.29868488118234,182.60868560037622,186.7485519447172,193.46282390567993,194.8130109193847,198.68027827168925,182.25514378687348,187.90890085697745,200.65147287972218,201.94901584560952
13,1999-03-14 14:11:19+00:00,201.93296422375423,172.7094892821961,173.9916999559446,184.78543641894814,185.00934940350166,186.6135131855486,190.38947843937666,182.40877579505099,192.37435908609774,203.41244359715392,209.64614405162763,205.2976143952664,205.2456080424837,204.27033773898563,202.2833736090131,199.32449748463785,198.10155617724206,206.68075751503238,205.4880384452697,212.40182834935646,198.74429443286544,198.76398574463047,205.4527829899922,212.2620322195464
14,1999-06-02 14:10:21+00:00,,,168.78295222568076,195.96741045328338,,,,,,,,,,219.66687275333507,,,,,,,,,,
15,1999-07-12 14:25:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,
16,1999-08-21 14:09:46+00:00,194.492445786036,181.22925673882912,158.740627248868,181.0721833618974,171.00973449593872,173.02013993294892,182.76949962344665,,,,,,,,,,,,,208.9270006185054,192.85956459473425,188.43512366054992,189.1847979123282,200.66502120698604
17,1999-10-08 14:08:54+00:00,198.3846386006549,,,,171.12313942279675,179.69561187331888,186.16534140405,186.70558611880364,190.2000886294894,191.29388382595351,199.13191758232404,200.96268194806677,213.55318976153362,212.76092736192652,204.73150076556433,207.1626912225207,202.16523877333435,207.34634741053705,204.66777963720273,216.9303818806368,203.42786612889924,199.9830758518017,213.13369161483692,221.8934516733179
18,1999-10-31 14:14:18+00:00,,,,,,,,162.72776958941697,166.81006084175138,181.4517144550778,191.58700868288656,186.03290736489546,198.01652213452715,193.10887039002745,190.0414262948474,190.59980732160707,184.66207765573856,193.31505544314354,194.5648097691571,202.42847714083854,188.70493738435223,192.58122669298004,204.4657588213812,213.47442090578824
19,1999-12-26 14:30:53+00:00,187.45822319273682,163.28385294666217,152.97464044374436,140.45514486294755,139.61177901370866,143.66250306874267,161.2603923643708,149.9200704416028,152.51578275914088,166.54853142160985,168.47190574668693,161.4335596758447,160.97960170580856,161.63209388578062,161.30276839914112,158.35012870828047,171.31431435421402,186.37647938786222,187.9383859557103,200.32408195384005,191.76062141081047,198.26675004879985,201.2847669508571,207.20464563474104
20,2000-06-12 14:24:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,
21,2000-07-05 14:29:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,
22,2000-07-14 14:23:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,
23,2000-08-14 14:15:40+00:00,,,,,,,,,,,,,,,,,,,,,,,,
24,2000-08-22 14:29:04+00:00,186.933316711566,170.12303401104748,161.16702859267266,169.04818883784978,171.86948827095347,178.092300588848,186.0891326189191,178.906049616067,183.04166036030895,196.9745455330389,198.4585655579359,202.12284983910249,207.93937328544544,211.84317535186355,209.20567965828215,212.73191716525096,215.70539768075577,225.42212812389948,223.19952435573063,235.55850255323915,221.97700068521624,225.89064602448914,236.2542889773709,245.9351844707097
25,2000-08-23 14:10:01+00:00,186.65417900521737,172.63386682895512,162.05007024548058,172.0781874979688,174.86841255873148,171.9404485037875,177.36581859698916,172.56998350375775,171.3624975893047,193.22938888009637,203.03811321483835,192.06077219535598,205.0190905479578,196.91711229543037,187.71524351997428,195.50829913599455,196.26890652012472,208.3701223453319,207.5444832988506,219.57865296286707,206.76732452632612,203.13576429274258,214.53100718012868,226.88894034641146
26,2000-10-02 14:22:43+00:00,152.58652476973293,142.098783311935,144.68310542602478,151.31792167760347,152.3487401414776,152.66829407236565,169.46796373937235,162.2770194221156,165.37158470825858,179.02445962057388,188.61618329264425,185.38677106362834,195.05256718933327,199.3285720381789,197.46224431530564,195.63246912328466,192.1543946225433,196.5273395983358,196.91452571183996,203.3792448657513,187.76588933456898,188.26933930670486,197.16151713591574,206.65051862246054
27,2000-11-11 14:11:11+00:00,,,,,167.6745653359898,,,,,,,,193.0050193750962,187.4299345279306,189.8710434744579,185.15163398818675,174.22287136248147,187.3767403243,186.13548249039187,194.60713275515798,176.91726002430934,173.82445924448513,192.02239077581254,197.1281486621126
28,2001-03-11 14:22:36+00:00,,,,,,,,,,,225.04091744368745,,209.02284214124492,203.17007389427127,211.80062147259818,,,,,,,,,
29,2001-05-13 14:18:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,
30,2001-05-14 14:22:10+00:00,174.6166339756224,143.20172795054606,163.04086896548276,164.89790372348256,161.61422672679177,163.52448316850982,167.60162458599487,165.21205916644809,152.47692847205687,174.3996335408394,184.3192845074383,180.20858779680836,183.83657886540695,188.24850426888935,187.18748319822154,182.47737857665285,186.93546203331448,189.20493167000103,187.94651925528166,203.64268255621747,188.67288719024995,192.56510246852844,195.50289492532832,196.89739512437703
31,2001-05-30 14:22:02+00:00,161.79062828968358,133.7659365482255,143.0589961048005,161.86379591857113,159.61462799885453,161.6383563897367,169.08945139580084,169.7242174659191,145.7020773537318,158.53971802465335,163.33163892892702,167.73598393921986,174.7078014047289,152.9932058414567,,178.2602748022067,174.04747884127784,185.76535443294614,177.48029446664418,183.9419235219566,178.4202921545275,179.7864349236605,184.45710798971467,191.61307831044874
32,2001-06-14 14:18:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,
33,2001-07-16 14:18:50+00:00,,,,,,,,,,,,,,,,,,,,,,,,
34,2001-07-17 14:21:37+00:00,199.2381193431467,164.2329005258068,148.49810121618208,183.08821742926375,181.03933543335737,183.20667255803636,181.4349971717009,176.17535443378046,156.32655669162685,162.2182024247409,165.87322635470946,179.0911073552724,189.51960158969808,,,185.85826803250242,192.2480459857006,192.44015544183668,199.12523068279202,214.80290050427504,196.97571104098773,196.31468911869322,210.7997476360796,214.18003735093077
35,2001-08-10 14:12:35+00:00,,,,186.9430879835056,179.6316875486263,177.61011411773214,193.90937942263088,190.94619371808852,,,201.733507040323,194.88080065398916,208.02365470577095,,210.19477327555637,,,213.91265809800984,214.41264112475397,220.0075744082948,205.73517997953385,212.6819077629804,222.08246939350477,
