,dates,chi0344-0000,chi0344-0001,chi0344-0002,chi0344-0003,chi0344-0004,chi0344-0005,chi0344-0006,chi0344-0007,chi0344-0008,chi0344-0009,chi0344-0010,chi0344-0011,chi0344-0012,chi0344-0013,chi0344-0014,chi0344-0015,chi0344-0016,chi0344-0017,chi0344-0018,chi0344-0019,chi0344-0020,chi0344-0021,chi0344-0022,chi0344-0023,chi0344-0024,chi0344-0025,chi0344-0026,chi0344-0027
0,1985-01-25 14:04:27+00:00,161.57828823026034,151.94857119276728,120.1994663796005,,,,,,,,179.14197424182888,180.0573414553812,189.29823156052197,191.75543497745014,195.35567501907565,201.90273086989555,187.497592284321,188.09049163484156,206.63423354543949,220.46258245752338,227.77521646964237,217.33195706427932,211.42959488175205,217.19308810003142,210.12716877960378,210.13904708617355,212.35741676371245,205.65214225378824
1,1986-01-28 14:01:10+00:00,182.3283159423595,166.81435602962452,159.83903573711922,160.35811978704982,174.12119972325954,189.62182225390654,204.60806102424462,195.64096384078732,202.28942298654576,207.33170510379287,220.48346682231903,183.94376681577072,189.8783046940564,179.26631204189746,192.79321731028324,207.0611893157428,190.42311694210463,193.42224701197026,202.52332512860318,195.50648034766124,207.135435828404,200.41364781318,199.65053567030623,206.45504461835458,208.17767812264697,205.46372911403586,200.6868518403638,209.35231670006792
2,1986-05-04 13:59:02+00:00,189.45212809254906,157.62208424696627,148.1422103043746,173.6133917081563,192.37883409211818,219.30824722666443,219.4051170767508,222.5816134249694,217.26680104888214,204.8929892700237,,155.11198698341292,130.61673805787834,157.89795079808835,186.69408289389776,207.2161750050095,194.16942920099603,189.7935348785312,225.455268454668,,175.7448103015965,184.64204514437506,206.68977014059334,211.88398665283515,211.15601564822435,207.7057548261793,194.3481785449345,202.52888658140307
3,1986-07-23 13:56:32+00:00,,,,,,,,,252.01043548774413,,,108.82331628005677,119.49940693639275,148.1074515485758,166.5779446880867,189.0019775199913,170.69473597412676,210.85638314710815,,,170.442951958331,179.32915794217598,,,,211.3754835824892,188.82307018638332,207.27036975327255
4,1986-08-15 14:01:29+00:00,,,,,,,,,249.9335331355906,,224.66927574306743,108.02065700654752,106.23200713390372,138.1070185538286,152.6381928619447,171.10320856285375,,,,218.61033232594937,144.02403461469987,162.1914435063051,,208.42783687671127,211.9391749626856,215.22167600586434,212.13850935664865,222.71527877636808
5,1986-08-31 14:00:53+00:00,,,,,,,,,243.33718290545218,246.1982194968152,231.8137321602329,145.51102992520026,115.79991124457635,150.63706754159136,168.04696635221683,179.1072634139652,169.12649140525792,176.1328256457144,,209.11048236385767,149.6280921615484,164.93677202234687,197.86816119062647,205.37171496980386,201.56994645112712,202.50079178836367,203.66506994404227,208.83397588196408
6,1986-09-16 14:00:22+00:00,,,,,,,,,250.5084172104951,252.43382410743544,253.67793086273323,167.1708978776379,166.06454323259533,183.19255080817317,194.3166228281252,207.46170615668484,185.33985389945508,195.42923869333404,235.78541949567645,232.7032578331977,,196.77818391154042,211.5870537906722,214.44088381517474,212.46078030813376,213.2683506251242,216.8941128142402,219.35933564105713
7,1986-10-11 13:53:47+00:00,139.43166332836924,176.4532580019408,,,,,,227.97055756827052,237.4297002041807,242.5957575138216,243.30897757092347,,219.09104952874293,213.51208093396176,205.89708793391804,212.6462810764719,197.0488529566958,218.5807289512007,232.04781485427213,234.29889188497629,236.29069439043607,230.5094686300405,223.45396036275105,226.54041302413268,225.5053395437254,216.3003916273078,211.90914248171435,216.87235749292785
8,1986-10-18 13:59:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1986-11-03 13:58:46+00:00,,,,,,,,219.9407997987931,233.4672078192146,225.2279782476977,234.60832417218586,186.4682618022183,219.3295708556242,213.4929923717526,211.73109433190146,229.11355483255554,224.70207887627126,234.23168552340783,240.94721772407803,239.16429238199635,233.8424009390774,230.94237131699893,224.18177038509182,216.5991606706805,230.43235499936733,234.56479656124637,225.4173848554589,217.13797220846985
