dates,nzd0384-0000,nzd0384-0001,nzd0384-0002,nzd0384-0003,nzd0384-0004,nzd0384-0005,nzd0384-0006,nzd0384-0007,nzd0384-0008,nzd0384-0009,nzd0384-0010,nzd0384-0011,nzd0384-0012,nzd0384-0013,nzd0384-0014,nzd0384-0015,nzd0384-0016,nzd0384-0017,nzd0384-0018,nzd0384-0019,nzd0384-0020,nzd0384-0021,nzd0384-0022,nzd0384-0023,nzd0384-0024,nzd0384-0025,nzd0384-0026,nzd0384-0027,nzd0384-0028,nzd0384-0029,nzd0384-0030,nzd0384-0031,nzd0384-0032,nzd0384-0033,nzd0384-0034,nzd0384-0035,nzd0384-0036,nzd0384-0037,nzd0384-0038,nzd0384-0039,nzd0384-0040,nzd0384-0041,nzd0384-0042,nzd0384-0043,nzd0384-0044,nzd0384-0045,nzd0384-0046,nzd0384-0047,nzd0384-0048,nzd0384-0049,nzd0384-0050,nzd0384-0051,nzd0384-0052,nzd0384-0053,nzd0384-0054,nzd0384-0055,nzd0384-0056,nzd0384-0057,nzd0384-0058,nzd0384-0059,nzd0384-0060,nzd0384-0061,nzd0384-0062,nzd0384-0063,nzd0384-0064,nzd0384-0065,nzd0384-0066,nzd0384-0067,nzd0384-0068,nzd0384-0069,nzd0384-0070,nzd0384-0071,nzd0384-0072,nzd0384-0073,satname
1999-07-02 21:59:57+00:00,,,,,,,,314.00,319.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
1999-07-18 22:00:01+00:00,,,,,,,,314.00,319.27,,,,,,,,283.27,,,,,,,,,,,,,313.25,330.01,,,,,,,,,,301.59,,,,,,,,,,,,,,,,,,,,,,,,,,,333.93,,324.39,342.22,360.73,,,L7
1999-09-04 22:00:09+00:00,316.07,313.17,310.06,306.59,307.15,304.95,299.10,306.11,309.33,304.17,303.61,300.66,308.63,308.02,305.63,301.85,291.72,297.02,297.06,297.09,295.71,295.00,299.69,310.56,311.70,318.43,320.46,319.95,326.51,321.06,330.31,327.20,329.77,334.05,337.96,341.42,330.05,331.89,331.30,331.46,319.28,338.36,340.29,337.68,331.69,328.19,326.30,324.43,323.90,318.03,323.31,325.13,328.64,338.75,344.67,343.62,345.32,347.65,344.35,339.45,348.69,353.86,365.33,360.82,360.70,359.73,346.91,345.43,358.17,343.36,352.96,358.34,348.83,344.59,L7
1999-10-22 22:00:04+00:00,314.89,312.12,309.57,309.45,304.76,305.16,300.27,304.63,306.72,304.58,307.32,306.02,310.78,308.38,309.43,305.92,296.19,298.94,295.71,296.98,298.54,300.21,305.66,314.60,315.85,321.97,324.09,324.49,326.89,324.05,332.68,331.53,331.59,334.49,340.57,344.35,339.49,342.13,339.85,342.37,330.83,342.47,342.55,342.31,339.22,335.89,331.80,330.45,329.70,325.29,327.96,329.59,337.33,344.07,353.61,354.94,354.27,353.33,350.25,348.95,355.03,360.02,363.41,361.06,362.77,358.84,354.43,348.98,359.15,348.11,357.01,359.69,349.41,346.55,L7
1999-12-09 22:00:09+00:00,325.44,313.72,309.74,309.11,305.71,304.61,300.53,301.91,303.30,300.23,304.21,303.24,309.16,309.67,308.55,304.90,297.60,298.12,295.35,298.68,299.82,303.12,307.99,313.98,315.67,321.83,324.77,325.36,326.33,324.60,330.52,328.11,329.26,332.53,338.19,341.69,339.45,342.23,340.26,343.03,332.75,342.31,343.71,342.48,337.81,334.85,332.20,328.65,330.22,326.98,327.78,328.46,336.63,343.76,353.99,354.06,354.64,352.37,350.17,348.63,353.89,358.39,360.84,357.52,359.13,354.87,348.95,346.23,354.17,345.81,355.39,355.03,344.99,345.03,L7
1999-12-25 22:00:04+00:00,325.69,313.69,307.30,304.08,301.44,299.58,296.46,298.04,299.01,297.72,300.39,300.68,305.49,306.78,306.29,303.05,296.20,294.63,293.94,295.90,297.95,300.39,304.67,310.68,313.30,318.11,322.61,321.92,322.40,321.66,327.56,324.91,325.45,328.79,334.15,336.48,334.80,338.46,338.06,341.29,332.39,339.56,341.07,339.13,333.79,331.96,329.53,325.34,326.53,323.20,324.36,326.17,334.39,340.99,350.16,349.64,351.15,347.56,345.76,343.58,348.35,352.08,354.30,352.06,354.16,350.32,345.17,342.63,346.73,342.63,352.05,351.74,343.46,345.41,L7
2000-02-11 21:59:57+00:00,326.95,316.52,309.85,304.61,302.30,298.70,296.24,292.58,293.81,297.07,299.68,300.81,305.50,307.06,306.54,303.18,299.93,295.51,293.73,296.03,297.96,300.93,305.11,311.56,314.71,318.87,322.72,323.24,323.27,324.88,325.95,325.10,325.46,327.31,332.90,335.76,334.60,338.64,338.52,341.49,340.72,339.88,342.44,340.13,334.50,332.84,330.55,326.58,326.99,324.51,325.11,326.47,335.34,341.57,351.68,351.26,352.40,348.74,345.76,343.86,348.07,352.35,353.90,352.40,352.48,349.33,344.88,343.56,345.18,346.11,353.04,347.39,342.52,345.33,L7
2000-02-27 21:59:52+00:00,327.38,317.48,311.11,305.18,303.20,299.23,296.55,292.83,294.00,297.17,299.46,300.41,304.81,306.23,306.10,303.28,299.86,295.52,294.03,295.54,297.03,300.24,304.74,312.37,315.75,319.19,322.95,323.59,323.52,324.99,326.02,325.35,325.67,326.38,331.88,335.02,334.50,339.49,339.05,341.65,341.53,341.20,343.58,340.12,334.79,333.38,330.73,327.08,326.45,325.39,326.17,328.22,335.93,342.16,351.59,351.49,353.04,349.50,345.91,344.11,348.59,352.80,353.65,351.52,352.65,348.02,344.11,342.55,344.00,344.33,352.60,348.12,342.78,346.86,L7
2000-03-30 21:59:45+00:00,329.04,318.51,311.59,305.69,303.92,300.68,297.69,294.35,295.47,297.57,300.44,302.22,304.69,307.21,308.19,305.75,301.20,296.37,294.27,296.01,297.18,301.22,306.13,312.85,317.25,320.65,324.58,325.57,324.66,325.98,326.93,326.81,326.94,326.24,332.41,335.17,337.24,342.03,341.75,343.56,341.72,341.99,343.90,340.34,335.80,335.66,333.10,329.26,328.25,327.79,327.70,329.19,337.27,342.12,352.92,353.12,354.30,350.05,346.45,345.04,348.14,352.34,351.77,350.97,352.22,347.09,344.44,340.74,343.21,342.50,353.05,349.55,345.67,349.27,L7
2000-04-15 21:59:31+00:00,331.12,318.59,310.88,306.20,303.82,301.40,298.05,294.96,297.12,298.20,301.35,303.07,304.79,307.59,307.68,306.17,301.67,296.68,294.71,296.60,297.43,302.25,306.39,312.59,317.25,321.26,325.38,325.56,325.68,326.54,327.51,327.17,327.32,326.48,332.16,335.62,337.81,342.03,342.53,342.98,341.43,342.39,343.52,339.00,335.33,334.66,332.55,328.85,327.36,327.86,327.67,329.16,337.49,341.89,352.53,352.44,353.60,349.75,345.58,344.54,347.46,352.75,351.61,350.85,351.53,347.33,344.54,342.19,344.06,343.45,354.18,351.73,347.71,349.99,L7
