,dates,usa_CA_0057-0000,usa_CA_0057-0001,usa_CA_0057-0002,usa_CA_0057-0003,usa_CA_0057-0004,usa_CA_0057-0005,usa_CA_0057-0006,usa_CA_0057-0007,usa_CA_0057-0008,usa_CA_0057-0009,usa_CA_0057-0010,usa_CA_0057-0011,usa_CA_0057-0012,usa_CA_0057-0013,usa_CA_0057-0014,usa_CA_0057-0015,usa_CA_0057-0016,usa_CA_0057-0017,usa_CA_0057-0018,usa_CA_0057-0019,usa_CA_0057-0020,usa_CA_0057-0021,usa_CA_0057-0022,usa_CA_0057-0023,usa_CA_0057-0024,usa_CA_0057-0025,usa_CA_0057-0026,usa_CA_0057-0027,usa_CA_0057-0028,usa_CA_0057-0029,usa_CA_0057-0030,usa_CA_0057-0031,usa_CA_0057-0032,usa_CA_0057-0033,usa_CA_0057-0034,usa_CA_0057-0035,usa_CA_0057-0036,usa_CA_0057-0037,usa_CA_0057-0038,usa_CA_0057-0039,usa_CA_0057-0040,usa_CA_0057-0041,usa_CA_0057-0042,usa_CA_0057-0043,usa_CA_0057-0044,usa_CA_0057-0045,usa_CA_0057-0046,usa_CA_0057-0047,usa_CA_0057-0048,usa_CA_0057-0049,usa_CA_0057-0050,usa_CA_0057-0051,usa_CA_0057-0052,usa_CA_0057-0053,usa_CA_0057-0054,usa_CA_0057-0055,usa_CA_0057-0056,usa_CA_0057-0057,usa_CA_0057-0058,usa_CA_0057-0059,usa_CA_0057-0060
0,1984-04-27 17:55:28+00:00,,,,,,,,,,,,,159.0135049010409,163.29480481253157,166.8779995849732,166.08381486194355,168.8868237768301,174.74445440996433,151.63818178504079,138.0676564704068,139.14738443905665,139.08387436455365,147.6801652029826,178.45319024458797,168.14914393076327,143.7448049395661,150.6087304403511,,,,,,,,,,,,,,165.16529121783705,148.77596424269225,143.86324867782102,151.22288195566682,127.86027713448277,153.47267502401036,,160.56253431597477,166.2692498761963,160.84094003406508,154.73715885108234,149.2868826259692,140.25433236786452,142.40200362823632,140.59197136900931,130.2622288242563,126.3951766413615,121.07098941833239,125.51175452166288,131.47342035014103,
1,1984-06-30 17:56:50+00:00,204.57870771528954,202.57845056169845,200.27028341333653,196.89080869929208,197.68065673225158,189.03503563416055,183.1910366423542,180.79518718236628,179.98367093923756,179.90934806199365,180.33309625130215,178.92936538296732,181.1760038224566,178.63305612628386,177.90769441412857,180.56275383618828,178.05588018455802,180.01709471549577,162.7631258315546,146.92348139062057,144.60336681139412,149.22745042942427,154.7045741865122,188.59143552111703,178.0802655831563,173.08014308098495,178.04567321131344,185.87902146111395,191.21815340128046,165.7438361047704,211.5619656973976,199.43345001606468,185.82597955463882,178.83130402668655,176.32407756877623,172.8424349869388,173.9717274492584,172.21741892517446,173.31300335774702,174.67819845275795,167.79253107130262,162.09203141930504,158.84419779660615,154.77028150871266,151.6435689561674,169.4433953258563,165.42398724924453,167.43487775247016,172.06268721904533,170.55647940607335,163.00668626519303,158.4332530569274,149.32356871959914,143.88462599811234,140.76425397202271,137.9920147521131,133.94196075738026,128.39426281008002,128.9654133706885,131.56318680222583,144.44326060975496
2,1984-11-21 17:58:12+00:00,184.44826605232868,180.954808056328,172.49690325691054,171.9758017760326,171.64663913976477,164.05150562726092,160.05339219627422,157.43044107986736,160.7187559096845,161.55252126042888,160.6871425617169,158.65526522817208,161.3383633500966,162.50565195062148,171.4688257741362,175.60027666995992,178.30967376007715,186.00416948925414,174.2778722593313,160.37599023473226,161.83880851778963,163.7429987119274,167.5144986481574,177.88938484946834,169.860860775432,164.14001532008893,167.28526898919992,177.70408617033894,181.45879091698228,169.226777629525,200.90429279274002,190.86714239108716,180.08086413400858,167.96518888841928,163.9663006294552,162.41376737774402,162.99093836931343,164.47784744008882,166.84012914722135,167.4956486092286,160.4529874089022,156.52149115507598,153.62115711588757,152.59888650195143,150.50155523085232,164.8658919401166,162.48149336641774,159.46427330039066,162.4600585852345,158.2485678043036,158.45549624281574,149.36189130204366,149.15649006471625,,138.01579918460857,129.30698817644122,125.97453908355435,120.9907109982479,125.58192629665587,137.12457534811332,142.66672129367856
3,1985-01-08 17:58:37+00:00,190.89438174905314,189.43551334984832,178.11203023725685,177.4306523342269,178.5321664730889,168.72174357064264,165.5138903523751,167.30562490677804,172.25831310873383,169.32843218932388,169.11492805201237,163.7021804697729,161.900681764397,162.21330461497206,167.1764177936064,170.36743158506582,168.1759636515326,176.97962950605543,145.1356746622083,,127.82221110157664,144.1152068979986,153.01066010386154,184.81880962565077,175.10201863366507,169.73690841822122,166.89180015111242,173.8647919999977,177.46029346809485,163.35568619621353,186.20229915426708,178.4070953608629,167.57793926183376,163.13921313982192,159.01834762565585,160.17817352959196,155.91163852341649,162.5826431800803,164.09795770154088,164.50832476412396,149.5566492886678,153.25915536645968,152.2330414969355,147.32455124486756,140.87183207570362,156.25217829053696,154.42769643652375,154.42830274671462,154.72755468011053,156.37739007528336,151.51646715584099,149.03813497155255,145.72922565578207,135.89596617767526,129.81167512793115,126.68340703462101,118.16045373668297,110.94134770264944,122.81523952243991,127.22446685317031,139.1792524291003
4,1985-03-29 17:58:42+00:00,213.0276126935916,203.36119470832455,198.6290712680526,197.93227516232207,198.31000911333552,192.32065797323804,189.14290927883792,182.39201938753055,181.57488835558965,181.19433392598737,178.0599441618077,177.0976677688406,172.6262520093055,171.56324171899905,172.3210278879722,174.772641965916,177.28635029563398,183.03864214661016,159.07747490175117,145.9674336061829,145.51685596066372,141.17214510249957,153.66945313025457,191.45586320454436,185.4340911636844,172.87221102883507,169.75310559867933,176.12809433730672,181.53508376903318,,235.06400307810998,219.1100336286348,206.118216136887,197.2795863658153,188.7433422122983,183.2944318641712,181.14246062087147,181.4172714570984,186.91037994947413,186.65057343328039,178.57961021598626,174.59413512799875,161.8080681470883,157.8167976363426,159.73158646648145,178.04888937023847,176.27645912793324,172.9710152067629,172.80598793307033,170.46053624796323,165.2678572897244,158.2266826407792,158.04855916730887,158.5811311447833,154.9380571147564,147.22567717462985,140.89869142193683,143.68650964257597,140.77236063739096,146.17934946170092,154.24182374113093
5,1985-06-17 17:58:24+00:00,206.21484831468157,203.62391817998346,202.51526115123644,195.2212595133897,189.21969372790215,172.14442826821622,161.52997211475946,161.91721084023857,169.85595791310118,169.21237597044677,170.99351373912972,173.54548526361282,173.10671939035518,175.3249287703884,174.24414161463753,181.0377405980558,190.0280651263034,196.4894040559683,172.11347863262117,161.83363836920165,169.0130603525077,175.38988560841057,177.84095835221098,181.63883445082877,168.26676389376482,165.1525915930771,174.58473277980391,191.33078350733217,196.66279292496108,185.1609504604497,225.37835764436932,207.63320167171221,192.90917393374713,184.38150812645662,176.9413247076536,174.58739681790655,176.34905243011548,175.70122106781918,180.64964221757904,177.61463753661323,175.9140068532539,161.78430203128903,166.00016057640158,169.24100074853447,164.2802344836524,174.53003281951638,169.31427070071067,168.02245282136897,172.66846647542093,170.51943411477737,168.66396641361717,163.56234602048147,158.7262897197033,152.70828913856803,147.56114054172397,141.52837414226153,140.67867706330009,136.03248978292027,143.78091882669753,144.12229613244767,156.5021053210643
6,1985-09-21 17:57:31+00:00,194.18381416315725,190.27078155734642,183.5252476769077,178.8682873406767,171.0398681859302,156.59484186164602,149.74935811488453,153.3976257033876,165.78245754148946,168.33024324306191,175.16536702505402,170.41538803871532,172.29420595458708,175.7149587916101,180.2117740035048,190.22684329297036,199.17969638815066,209.61881540326524,200.6473163304278,190.6367015620792,197.91848397656912,212.81221489339472,,200.56197151748597,195.5528943500434,192.33393092710728,203.85357652308036,212.7415515002951,225.06818164313628,210.93423571184164,225.37285085132945,204.98298034039007,191.22577722867337,181.21092468788797,179.52792689787495,179.61451247367586,180.856881787643,184.67285395931577,189.03459308199703,191.00378240286386,185.80299631134847,180.5754872367516,182.4736851994104,185.42502004985244,182.01368491640676,182.18105774836272,177.9345607906428,176.18039393948936,177.15290009958716,177.69300773427366,175.24043118115452,171.17718829858345,166.81180949632343,160.9741929570609,158.8196192314833,152.86448063726982,154.22159672045223,148.72258178126472,153.9757352872422,156.24807790115494,170.35594969861572
7,1985-10-07 17:57:22+00:00,189.73364925521182,183.00831571832717,176.68089442184367,175.94481337324558,163.95691405040583,145.86751636173946,142.1801297316661,154.89159396828322,153.6481921789433,164.63341223520572,169.67065432092937,169.39769489213793,175.62472633723718,179.78035586484154,185.81135705096554,195.33459464668553,,,,,205.13536405845065,220.71504346254852,,206.1575235932335,209.94761863222791,214.2881674414812,220.67846192809418,230.980030120004,227.32366815543503,226.80020088009874,226.60016677544726,,,201.03389567419322,178.75027065723143,180.75152495233445,,194.61598334684405,188.26033396413845,194.55055425697884,186.67877345097904,184.68975916544494,185.3524558028673,185.61957394490062,180.24520408940393,175.61825776052558,170.1332983389233,175.0441742687616,178.01875075908444,179.93834292235104,178.00868876479848,165.85334168729435,163.28627636264892,159.89920647893948,151.56224622166783,153.1663414918068,157.07932338410603,155.19346688458785,150.97665048762315,154.94299295989967,164.94330999443915
8,1986-01-27 17:55:26+00:00,200.4141188944754,199.3974627931964,191.07143022167736,184.1016351199944,181.35464261489588,174.28548006725566,181.7075233078023,178.61327682213206,182.84604252021632,178.7679284723847,179.11409494569648,180.35431556123976,181.06105999600905,186.4437290299145,186.93140818411683,196.75867184364068,205.40327781230815,210.98613619409306,194.89907131388588,179.95408001690842,184.81239809840062,187.64316912574256,188.20404473764614,219.20461916416934,212.22243155339996,202.69450377350253,204.38483220939256,218.29479038426206,219.81638620420875,207.31908679714738,215.93251312720523,204.77625308766312,187.70985221013362,175.1047436544049,179.93123059803634,180.97616509305016,178.08825978446254,176.8734113208901,174.18543991297756,175.34127176937423,168.06283036845133,168.54625184387396,170.2723901344727,164.67329247470258,163.7914224849835,177.81574925459537,175.3444480230035,179.89037989217294,180.73560545886602,182.78111891099923,176.00519207071738,170.23217884525795,166.04948079509242,164.21187800898966,157.05530470661583,155.40075156134935,155.22049505951787,149.494099449182,153.59486090587066,157.44833992819886,175.81760613643496
9,1986-04-17 17:53:42+00:00,187.9085707816812,179.30683343812393,171.511701342854,171.63617495588772,169.37439178416878,166.069333446979,158.23286091438052,164.10704608615407,168.5059224677103,163.59104245725098,160.3009817880591,156.12508599476482,152.3229100377323,156.727567961891,151.6529669796305,157.44783658673845,163.54118437678616,168.04110814991773,156.5686883760136,128.92438259651493,133.96462228418736,144.92055621956138,148.0135775348089,179.556332260835,166.33386452895138,166.47857381148907,168.38282796430312,179.15268258833595,182.0539717382909,158.59120783770416,198.91483827136264,181.68307286596894,174.03778721949396,167.45283335711179,170.7996127275815,165.5399045859095,163.3649531802469,174.98763429168363,176.0252209431625,175.12729635796398,167.91240084497105,159.26248504601097,156.57327141116,153.72651429565997,153.36888386817662,164.83612966692377,162.1251759487282,165.50392271946296,169.5886825622892,155.3335644789281,153.1984327101623,154.77519565684753,150.4600604254315,150.26169360747008,148.9780376734946,143.5861030348791,138.48831568633003,135.47131925787343,130.28884763142412,138.18246359917717,145.08964304134537
