,dates,jap0357-0000,jap0357-0001,jap0357-0002,jap0357-0003,jap0357-0004
0,1984-07-02 01:16:26+00:00,184.18142740177743,184.00293759086045,190.92733030412063,199.34596625234067,178.16391581562385
1,1984-10-22 01:17:58+00:00,184.6321037536778,183.497170104805,195.14089048780843,197.49416920866395,197.07244372201967
2,1986-09-26 01:08:08+00:00,171.68590308670707,175.71429590252978,194.19065593557693,198.12277202807098,175.87647686911686
3,1986-12-15 01:06:42+00:00,202.05579732179137,199.33660685433966,204.36984109501583,210.06962793712955,204.1540958098715
4,1987-03-05 01:09:24+00:00,218.00579909256962,223.24576273210621,226.2749818004821,227.70808024164637,223.1815631923542
5,1987-05-08 01:11:32+00:00,218.0097280630263,217.41514956994394,223.87656988820234,224.77444854932673,212.15496718437942
6,1987-08-12 01:13:52+00:00,202.99852991608628,205.72163605591234,212.9936532969275,211.0596926670737,178.44163848723935
7,1987-08-28 01:14:19+00:00,202.82879017695296,205.51873464574612,205.01530328923695,206.6961378485906,183.2975681439129
8,1988-12-20 01:18:15+00:00,187.56801508552755,185.3385303224229,187.78379962708797,188.12308716599733,187.2020982117372
9,1989-01-05 01:18:13+00:00,184.86303951104588,180.73759189843614,187.12423203915526,189.0404294320205,188.26103157562858
10,1989-01-21 01:17:54+00:00,178.47811823306708,169.04040846520346,181.61632891389937,189.7142521170665,183.1797931249616
11,1989-02-22 01:17:50+00:00,182.38830038995764,,,,
12,1989-03-10 01:17:25+00:00,183.63990487428464,183.10046742492315,191.1704910955698,190.08648328810492,179.62769444433798
13,1989-10-04 01:13:34+00:00,159.05375109462022,160.83162202852077,167.49947921007023,176.69725762915658,
14,1989-10-20 01:12:49+00:00,170.16899548719942,165.80644031898635,172.19028410740003,174.3939632467427,169.5150894416034
15,1990-01-08 01:10:34+00:00,187.5318358509332,181.44559679464498,190.55346558496228,187.01498901986415,186.30592119502995
16,1990-01-24 01:10:07+00:00,186.8034771783103,180.67829770845103,188.70007092985617,188.7758812695673,192.07332464587432
17,1990-03-13 01:08:33+00:00,196.29076589667352,198.74751973376556,195.74655228712083,197.26112570885905,189.6207512455136
18,1990-04-14 01:08:08+00:00,178.87449363240333,179.21747473172167,188.57656090153841,182.2338426382288,155.87795915747336
19,1990-06-17 01:08:04+00:00,184.64151207998572,190.70759683606232,190.873553589992,193.83938029061704,185.63139394168405
20,1990-09-21 01:07:42+00:00,180.7773098786392,180.81620852947532,194.07244912933874,194.313676059661,147.3045841529179
21,1990-10-23 01:07:27+00:00,159.51367987328345,160.87162315946136,176.43551756720265,177.62436061164533,126.83407326653628
22,1990-11-08 01:07:24+00:00,164.89916897604664,168.02014791434846,172.98522990005682,178.80428429129947,159.2614643673293
23,1990-12-10 01:07:14+00:00,184.4995031245916,179.00953421504346,190.40690239575787,190.78263044387114,191.80528550630976
24,1990-12-26 01:07:34+00:00,178.62893998625097,173.06649610622082,183.23428297673996,188.28994719516572,191.63219741100414
25,1991-01-27 01:08:28+00:00,186.925540036877,181.25687267029284,187.46583095578669,190.82195296297073,202.53523035396557
26,1991-05-03 01:10:09+00:00,191.12744709489448,191.7619656575686,192.37907384161215,199.9946662285414,188.49811971838102
27,1991-07-22 01:11:20+00:00,210.7416450487186,210.39769370931006,211.9615877596959,208.05952185726315,208.38710599211979
28,1991-09-08 01:11:45+00:00,168.27506063314394,171.5662384229979,175.62173139123095,171.25646186716472,148.34739824616332
29,1991-11-11 01:12:07+00:00,164.78487421780468,164.64664390795951,162.44644714824176,162.59193121438793,161.82734846393348
30,1991-12-13 01:12:23+00:00,161.9134340202244,163.92460173312713,163.47350783383493,170.90445219576904,173.27553886828764
31,1991-12-29 01:12:15+00:00,170.54534209327784,167.4173993806025,166.90799766666441,178.82842327247977,180.13152158724446
32,1992-01-14 01:12:10+00:00,174.59032896501535,171.9340832585309,167.08915367581372,178.78695621267073,178.72023040143227
33,1992-07-24 01:10:48+00:00,177.50881278907778,179.39317139042817,184.2760095396511,182.35936329593162,186.91471923860144
34,1992-08-09 01:10:36+00:00,,,152.78590147669468,,191.33378236729675
35,1992-09-26 01:09:47+00:00,179.4444437800519,170.10211138787272,175.87810593442117,177.15309391469805,196.28432408327276
36,1992-11-29 01:09:02+00:00,180.65343846574237,158.4731349296378,163.66476064372208,165.16001518899878,170.6867442881407
37,1992-12-15 01:09:13+00:00,175.74615333120713,166.83969729553303,164.46186791026676,169.21211027014476,162.6838942691349
38,1993-02-01 01:09:44+00:00,187.24458386175846,174.50243720984764,189.8906152708719,193.45096257732501,189.31283563652303
39,1993-02-17 01:09:52+00:00,182.04895162047129,176.67770477149665,174.5006619272723,179.5995861570059,174.3569343046143
40,1993-03-05 01:10:01+00:00,185.3656472412041,182.53740272561595,189.03151194837562,188.33864725813586,185.86245352842505
41,1993-06-09 01:10:27+00:00,173.62528207163527,170.1839551768506,173.84148599160548,178.8546364239797,150.96276455428244
42,1993-08-12 01:10:19+00:00,174.829859966353,186.82573381912192,193.98322294125364,188.83573477906836,177.32678911340673
43,1993-11-16 01:09:51+00:00,162.53967454146857,159.64213582553748,164.20246039423498,168.3477559667913,150.21260039570925
44,1993-12-18 01:09:41+00:00,179.53300056530634,170.99016915151657,174.4164136814221,178.76062021107498,171.99446888968674
45,1994-07-14 01:06:06+00:00,192.4137222785905,195.8499911983046,196.26844961028658,190.62717837333912,173.57577583176194
46,1994-08-31 01:04:51+00:00,178.78215913567652,172.80340927074712,186.65104654797415,192.9827876551482,215.37567417222982
47,1994-09-16 01:04:26+00:00,192.21495941442163,188.85033209501114,192.0679676256079,195.25128830418862,204.29237017893942
48,1994-12-05 01:01:53+00:00,189.80183268091946,193.7704859085213,177.30414306796007,184.01863816142352,178.7604683890487
49,1995-01-06 01:00:49+00:00,,,175.73498409727216,167.89538705962678,160.77851412175127
50,1995-02-07 00:59:36+00:00,191.49185596770903,192.01926949089426,193.60930726881924,185.59359099684914,187.54941982985252
51,1995-03-11 00:58:20+00:00,185.8023434841765,191.03388458845782,180.86614915039027,188.52233923474998,189.20298796175376
52,1995-08-02 00:51:57+00:00,206.2471651488567,197.5564087920166,191.40634362831773,188.68762935040243,180.74182087958692
53,1995-08-18 00:51:13+00:00,200.11702405583694,201.7940530535549,199.07023717744437,193.8390079009228,191.56223154303007
54,1995-10-21 00:47:59+00:00,189.05647693984886,178.6958196928588,183.6185606478673,191.98844164367523,190.42731671098048
55,1995-11-22 00:47:36+00:00,187.46186037459952,176.43174738966675,192.34315333442726,191.0623324306154,184.36869555462107
56,1996-02-10 00:53:00+00:00,185.05502043412287,186.9014507387572,193.46740927121556,199.74973278093955,200.91566284441546
57,1996-02-26 00:54:05+00:00,178.4489212933132,169.7273839808029,173.1843176986135,180.8563587919004,177.74610284142966
58,1996-05-16 00:59:03+00:00,198.8497517070722,201.79144305184866,203.56034276858793,219.73388737009083,
59,1996-08-04 01:03:22+00:00,179.72315040170358,177.33701862902916,188.2656917927001,190.27370201188188,160.91661037880914
60,1996-09-05 01:05:04+00:00,183.9453358374725,180.56179753284292,188.9810765128881,188.37367396744634,174.69010579168676
61,1996-12-26 01:10:39+00:00,177.45531253609056,172.1699879266272,173.81063317564224,186.24339914646035,185.77615451883116
62,1997-01-27 01:12:08+00:00,188.60433680054638,185.97499254534534,192.25231447807374,199.24981605036783,202.54533051098832
63,1997-02-12 01:12:50+00:00,188.76112883534424,188.73045268125577,189.13509792185476,193.20459229967153,189.6566316927337
64,1997-04-01 01:14:44+00:00,199.67936000386425,191.7748013981958,198.12804314500104,199.64394773334118,190.59442417871446
65,1997-05-19 01:16:24+00:00,199.55208213069824,198.32113196713482,195.43543766792817,204.15360603695933,203.05456875574774
66,1997-07-22 01:18:37+00:00,188.478249535393,187.69208907514286,192.86868722239123,193.04762729833752,165.54055994208957
67,1997-08-23 01:19:39+00:00,170.79449541712563,169.74395595066267,179.58293908329784,165.80526851675094,156.68997193312342
68,1997-09-24 01:20:34+00:00,176.60670140412236,160.2110041109345,161.57806291896625,158.53078177542668,132.6583397300587
69,1997-10-10 01:21:01+00:00,186.46695848776972,172.69931189399503,172.4282537315983,169.19584210434851,177.7246818123018
70,1997-11-11 01:21:52+00:00,196.32856435891117,195.22690098927487,195.1338170029938,184.51195838969522,191.24432964350316
71,1998-01-30 01:23:43+00:00,208.39826234935893,190.9892584290049,185.53916863384453,185.61298429728743,179.42147855455846
72,1998-03-03 01:24:19+00:00,173.84470433299057,163.3753868240961,165.9346495564917,164.92034488776142,141.67956722847765
73,1998-04-04 01:24:46+00:00,174.15188319183434,174.71467564130603,174.95579751465485,179.77834890116918,175.73375445894263
74,1998-07-09 01:26:06+00:00,177.50743681190872,170.8914438135474,169.80747557457556,173.35940017781087,186.14644712699018
75,1998-09-11 01:26:38+00:00,164.98005947658,160.38798384385444,172.22993288393863,183.75862711886793,183.01192862460525
76,1998-11-14 01:26:56+00:00,192.95526101522216,184.73616860035676,177.67908247267576,187.6265346115739,196.24874262735923
77,1999-02-02 01:27:01+00:00,174.41675292408638,166.4450514556193,166.76454203367084,171.8073640896982,184.86671910978643
78,1999-03-06 01:27:04+00:00,176.43302981377352,176.3827732790358,174.95259081319193,180.14638819995707,176.1329787683311
79,1999-03-22 01:26:49+00:00,171.3269141791211,161.99886459962102,169.17553447420903,174.7880140884919,156.5790828077724
