,dates,chi0403-0000,chi0403-0001,chi0403-0002,chi0403-0003,chi0403-0004,chi0403-0005,chi0403-0006,chi0403-0007,chi0403-0008,chi0403-0009,chi0403-0010,chi0403-0011,chi0403-0012,chi0403-0013,chi0403-0014,chi0403-0015,chi0403-0016,chi0403-0017,chi0403-0018,chi0403-0019,chi0403-0020,chi0403-0021,chi0403-0022,chi0403-0023,chi0403-0024,chi0403-0025,chi0403-0026,chi0403-0027,chi0403-0028,chi0403-0029,chi0403-0030
0,1985-03-05 14:11:29+00:00,193.00725941588462,188.89157824074366,179.88219472842718,178.17520289617022,174.7533679555961,173.05140468687728,172.24430705673282,165.48484223400573,158.55693680086478,159.72530822893404,152.95271756605143,160.21226689819224,159.80433590332063,167.7397659885529,,,136.91225521199542,158.83543408623342,160.1896222939088,149.41836182323357,142.90612796547546,132.9515912091148,143.75168548238977,135.83549811410816,133.66590594175642,145.9169959098015,158.88251609044852,171.58420724029781,184.85605697363536,204.48604583444205,196.23648241381403
1,1986-02-04 14:07:59+00:00,195.62529226983128,188.9837454424106,189.84956562748977,182.26722788469291,181.67276697104242,180.134323540283,179.20570086895,169.2067689208208,164.19363639676644,172.01828993005125,165.1101876583871,175.25736236093047,171.0571394812938,177.86377616864274,181.42170925445677,,167.6833872076175,169.81201594199487,161.2489108599718,153.53787639119926,161.49006060098256,149.90819443382225,173.39512855114475,160.02454568560387,166.97496256000383,171.37482519604407,179.72799491558683,187.19866308782252,198.79701214209226,209.82760320563526,200.53377596649443
2,1986-08-15 14:02:17+00:00,,,176.43951269674957,168.36685846121136,171.89132827823232,167.7382122741817,166.56488826461214,168.3990672687703,152.44214781575522,135.64170956865482,119.09045344929572,134.56746072692798,,138.47535104453377,161.89364936912438,,,150.3701771555686,123.64458888920167,,,,121.52283661636928,120.45463315578493,127.6580481588201,126.19440274979469,153.20826042027045,160.81956902061313,165.28049349750574,193.40907257040536,180.56074752331915
3,1986-10-18 14:00:32+00:00,181.422924398357,176.7310581148478,178.207745019781,170.39173491052702,171.30990186864764,171.5692483979742,169.8993182776755,166.7159307725814,160.0277420901173,153.3607034416348,138.73485365502904,157.75193739519932,156.64560612892566,159.25606499726962,158.2586162939657,,144.6274969079539,156.12383120075197,148.7932832544597,149.75713227765272,144.4033399171492,148.39912045839768,148.46008338835532,131.67438429815724,142.617241781,145.42614298554687,162.3335238127232,180.92262318264952,186.11180863378087,197.53474552149993,188.41382221827806
4,1986-11-03 13:59:34+00:00,190.20366984300068,183.72948457964893,184.93108490958136,179.000119272983,171.7703235040478,168.37020804891637,170.41039686287093,170.53213513890452,159.08582140937355,151.0682090812577,143.2937280122545,161.82938420853463,159.64393008377857,170.97894246884226,,,,147.48904934102154,149.99209530158353,145.54888676991098,,,,,,144.950582421419,157.33409748081024,174.10387678258294,185.50206316465707,201.24176816600618,197.92734703718526
5,1986-12-21 13:59:37+00:00,198.87888809250063,187.15192981011896,184.378649415192,185.24374132736017,179.6730762020988,180.14512319926757,177.59492631652955,173.91467933344896,173.7812135750306,163.54578934631112,166.72037640589542,171.72455568744087,174.7895163881078,181.95224789623788,182.37605558551948,180.16568650197922,,158.12288517391679,159.64859501232465,159.00395582149835,164.0900433682088,159.99795299494102,176.94010803149257,159.4137931909082,168.42151047817327,164.08925700574935,180.89052895076483,188.90259327420387,199.52470136496217,209.05715648230716,207.98507008097064
6,1987-01-06 14:00:30+00:00,182.1010336089804,183.27551351503945,179.7419928662734,178.49732016392647,175.14647122867297,178.2095452852705,169.49684146938714,163.30185753080784,148.2598938470658,149.6591548254935,153.3431138443266,153.82713627879832,155.31610577273625,170.3236509436045,166.1552474219208,168.7140574149265,153.97322610723393,167.67400754388376,158.95812153380066,151.66595040870587,154.6680355968701,154.76703172318935,163.1642789716234,150.3299412572085,156.0794240375809,152.18255152094258,173.24509388299927,182.84860338185325,198.05850866586164,202.27999383881286,198.17141704366693
7,1987-01-22 14:00:58+00:00,199.9430965935594,185.8961951590436,183.9119700033387,178.79153213003002,182.1726451998693,178.87229159246078,175.6021197300974,171.84244457850275,164.5038305579725,163.42241875161895,159.51235595948333,155.46657989980554,159.16761650958733,173.39334516783032,178.55216412649693,169.4680699779745,162.08541470250725,162.8915653435659,153.3535776296992,153.6805423407344,149.40123201949024,157.20405815924528,153.65835929977422,149.33033695248656,151.81128512292096,157.74042504262448,168.8737362752495,186.15529475557213,196.59665703755832,198.7380748002103,195.81249271074017
8,1987-02-07 14:01:33+00:00,203.9854674400205,196.0860743021029,194.87461736248594,189.7116455015984,185.69968372581758,186.90258551202655,181.47986540942577,168.11435312721244,166.7660575454491,163.53584226301982,164.8892780052354,175.57375952296908,177.76539446497264,185.4524063506481,182.45645931777054,178.3445096976181,166.02979284701775,174.77895690064517,166.52990548265632,161.69188543418238,156.7534629798318,166.31222468078315,178.25716847942408,173.29993012386416,169.33940033723937,167.83516447817516,182.9473870462048,199.11490127150063,206.4403541850319,214.603111333877,215.997875643403
9,1998-03-09 14:17:33+00:00,201.44708244703472,198.1407642291681,189.82108788668526,180.45694876247757,177.0202209700879,169.43195702635705,160.81286361250054,170.4601497581243,159.97668286329588,160.28880288802267,162.58474771382234,169.41868343770665,171.93703742021276,178.42136616979536,181.30323029391488,176.1252070034212,166.8982412550207,167.4798905512007,159.84639404452972,155.2249509427006,155.5883878910884,164.00845994141957,168.86018670288826,162.538041050827,169.6495107432597,167.28747142677122,182.88019825761697,195.93032440656583,205.82900602882003,209.80532777340466,201.79840725221732
10,1998-03-25 14:17:23+00:00,194.96517934959047,187.7148333861083,174.5590538075524,174.2002804168042,171.33315473018462,166.85229375832932,162.38574758668494,157.91341031383683,153.03645116157784,151.83439315688042,154.7906075532077,161.64671910893026,166.7938129682828,179.81642828956376,,,155.88376187389423,165.7882474174105,160.8363286930585,152.02372868175522,153.47373526823876,148.6327804194256,157.54645169226964,154.11713769851883,153.70582196096984,157.75029858504718,172.45585223542972,187.14717596027737,196.0314008915709,204.674650668215,205.03962798477517
