,dates,chi0438-0000,chi0438-0001,chi0438-0002,chi0438-0003,chi0438-0004,chi0438-0005,chi0438-0006,chi0438-0007,chi0438-0008,chi0438-0009,chi0438-0010,chi0438-0011,chi0438-0012,chi0438-0013,chi0438-0014,chi0438-0015,chi0438-0016,chi0438-0017,chi0438-0018,chi0438-0019,chi0438-0020,chi0438-0021,chi0438-0022,chi0438-0023,chi0438-0024,chi0438-0025,chi0438-0026,chi0438-0027
0,1986-02-04 14:07:59+00:00,150.1681631901422,157.77694483179346,173.0898893979542,145.982388914191,150.85511852329233,169.64409157343079,170.72180385473595,181.5090549929776,193.65573177700603,187.8863302698953,203.0760259189228,212.71984174613291,219.2543341597583,214.87395820360607,216.27096771226564,210.589281629567,200.86731843712184,184.17100980420184,,,,,205.16095074057793,186.23312225835434,184.5697644433109,174.4253197875613,182.66496695293358,189.7491884085019
1,1986-08-15 14:02:41+00:00,164.0506110472478,173.4990481773742,184.4847555103573,162.45631453108692,160.53288604412663,,,156.8947818317933,179.72521767264703,192.27076425899514,201.91814610556926,198.52835629432758,191.7546048832842,195.28347649464678,192.37719873420093,181.2455392038999,178.81086253949832,,,,,,190.74410064022845,,178.66559477735944,179.95545168072564,,
2,1986-10-18 14:00:32+00:00,,,169.96581289091455,,,,,,,,,,,,,,,,,,,184.52130291299355,170.18310889282208,,,,,
3,1986-12-21 14:00:01+00:00,144.19770383335995,148.91007920823415,170.22224949808847,156.54837805659207,158.54534966127667,165.3082194985387,167.91830386953944,174.7599987396423,181.81482524088904,184.22767690527928,199.77915476346152,197.32824418642696,197.36176075313193,201.75290798434256,201.93300433417585,197.6031598529846,191.74600294398104,172.81930555248843,183.70989403270192,182.41161878231293,194.79290149519838,,205.62861229987985,188.7044788984635,188.85591432971964,184.0158906864771,193.6834443449344,191.40370491197274
4,1987-01-06 14:00:30+00:00,140.1898448522231,138.82409437635127,156.89858777785656,141.49081226658575,144.65724373233104,153.97442987024962,161.66752950154464,168.04909292285384,167.303508721804,181.1241646636995,196.64342815224762,196.034313386163,194.40680147311764,187.66621463603636,195.242294089578,190.1475568154219,179.9994954502088,150.95022211615364,177.40589729661812,176.52491843171694,193.22899043095265,,195.50864798595902,180.06700299780738,170.49611708841041,170.7937623960661,182.20117820260623,190.36069388729754
5,1987-01-22 14:00:58+00:00,144.6804590271363,147.5501818004563,163.1985732997372,150.81456492458076,149.9854192421605,162.31247185442987,167.2547035165029,176.2155682560915,184.0925224859594,193.6058819062257,203.12305269377987,205.4029003813287,205.15689079343184,200.92253317714352,210.77033021875164,198.29754128204607,187.25567343606556,,180.70505848905776,195.76142797853578,202.2995222511911,,199.6250563060855,188.06214770093837,187.6267169912805,179.02710368782556,188.94290241561524,189.82008388082465
6,1987-02-07 14:01:33+00:00,156.81727758817772,156.96913857414438,168.64832562915586,150.23067427376827,152.24811350194528,166.99068854809457,178.73190057232802,190.5786477857455,196.77539749479672,203.48216855092974,212.23195856421944,218.62938552872942,206.30735324082275,199.4619460075657,214.67768893987235,207.8058526879798,186.94993995562493,157.37153147512993,184.22874385190374,194.398822954998,207.88770769046585,,206.8439422270368,197.71330374922098,197.68126150202508,182.04007604942748,186.8875564779495,199.56996882531382
7,1998-03-09 14:17:33+00:00,126.67675881557378,142.18757656186938,160.2587021224445,138.85042606645746,136.48330674698633,153.55750434712505,152.77862826098377,164.2254789188491,173.09881760910713,176.34847485037454,193.04022818689955,198.33473288323367,196.71152045238554,196.85956538559765,199.28879984852676,187.73288703216247,178.02408472918825,143.03913684621102,138.83589124381317,,,186.1423679105152,208.29071528458752,188.63392980577413,186.51237361498607,167.94936934414366,182.70800604885324,186.03800664240717
8,1998-03-25 14:17:47+00:00,129.3553631604953,140.32051214619733,159.9570285499041,136.91235209656236,134.74329980063993,151.68679263597667,151.2969569140936,157.7509753796527,177.41784282821158,186.25757403506412,204.67267012062115,208.31058485269045,210.2880198782725,216.78266163300196,206.57234887705428,,,,,,,,,,,,,174.9936190380901
9,1998-09-17 14:19:50+00:00,132.14918761974178,148.7673578493366,170.85397526162726,146.28328709965928,142.06734907771454,156.01089451030413,161.09022149985168,169.48121839215509,174.1673091784671,178.96096294808095,183.01148372032353,182.94561754883253,207.36642197289592,200.83158012395853,197.15385096309785,197.52529104459234,194.8637839572923,159.09604801255733,177.8362897623701,186.83603768891965,,180.05799537368264,188.55981129172193,184.4986149221894,184.45674667165815,167.022093518209,172.85777042998214,172.37675610281264
