,dates,usa_CA_0040-0000,usa_CA_0040-0001,usa_CA_0040-0002,usa_CA_0040-0003
0,1984-03-23 17:50:13+00:00,,198.0260703258196,195.6328070196375,189.86842314945827
1,1984-04-27 17:55:52+00:00,219.33730086890077,189.2066218006716,182.5353753706543,178.29695098255343
2,1984-05-06 17:49:52+00:00,250.2685704087,196.91141009352256,190.59760103007667,
3,1984-05-29 17:56:43+00:00,204.81999780013797,184.44377543411724,182.67777491040803,178.9119485723266
4,1984-06-14 17:57:01+00:00,224.54948695873125,182.05811569304902,177.64924177813273,176.40326491434382
5,1984-06-23 17:50:58+00:00,238.21558920868893,196.1362871038062,189.49408090268741,192.24037429783124
6,1984-07-16 17:57:29+00:00,246.98071636488083,207.98456067182613,204.44770028187594,198.5400006519048
7,1984-08-26 17:52:34+00:00,248.11809456642789,177.35641828317313,182.96938184738562,186.70645180996968
8,1984-10-13 17:52:38+00:00,250.25806310705667,185.64373020334028,191.36071048380046,190.53571753997866
9,1984-12-16 17:52:39+00:00,239.400257449398,187.93895303077534,192.41005098698176,
10,1985-03-29 17:59:06+00:00,233.479491382112,192.28574768540958,177.68505378723157,176.4409263878927
11,1985-04-23 17:52:47+00:00,245.94134240431032,201.1310707732685,186.2724396709595,183.92538080473523
12,1985-08-29 17:52:02+00:00,229.42023681677634,183.98282125551336,187.29772896283794,192.79143513950785
13,1985-09-14 17:51:50+00:00,198.2318876483606,179.8126621476846,183.42401579940528,183.99375592637844
14,1985-09-21 17:57:55+00:00,226.09442376953186,185.35861788266726,192.27552267804725,193.2858086396362
15,1985-09-30 17:51:39+00:00,235.06739746069883,185.48822279094492,197.19555827203038,200.29306470059618
16,1985-10-07 17:57:46+00:00,227.17963055851942,175.1722648350804,187.61686118385362,200.46425638025357
17,1985-11-01 17:51:17+00:00,251.73460957085467,185.3843416093588,191.98622774659233,200.73053298337732
18,1985-11-17 17:51:01+00:00,225.44885368934266,193.80711446254418,199.15955057650356,204.32431148612878
