dates,sar2541-0000,sar2541-0001,sar2541-0002,sar2541-0003,sar2541-0004,satname
1984-04-13 09:27:31+00:00,187.53,178.36,177.24,180.95,401.65,L5
1984-04-29 09:27:29+00:00,178.50,170.79,168.69,172.28,409.91,L5
1984-05-06 09:33:51+00:00,181.98,172.21,170.50,174.08,408.28,L5
1984-05-31 09:28:23+00:00,180.86,171.84,169.63,172.94,397.85,L5
1984-06-07 09:34:42+00:00,178.69,169.86,168.32,177.72,399.97,L5
1984-07-18 09:29:10+00:00,183.19,170.02,168.07,176.57,400.95,L5
1984-08-19 09:30:15+00:00,186.58,170.53,168.74,176.75,401.70,L5
1984-08-26 09:36:33+00:00,189.25,170.63,168.68,175.89,401.43,L5
1984-09-04 09:30:25+00:00,190.78,170.97,169.17,176.67,402.07,L5
1984-09-11 09:36:38+00:00,189.01,170.80,169.07,178.67,402.64,L5
1984-09-20 09:30:28+00:00,189.04,168.34,167.49,176.87,403.84,L5
1984-09-27 09:36:39+00:00,190.26,168.58,167.45,176.26,403.35,L5
1984-10-13 09:36:37+00:00,191.07,167.66,166.43,177.55,403.32,L5
1984-11-07 09:30:17+00:00,191.95,165.40,164.07,175.86,402.95,L5
1984-12-09 09:30:22+00:00,198.19,166.02,164.92,174.30,405.13,L5
1985-06-03 09:30:28+00:00,200.19,174.82,175.75,177.07,400.62,L5
1985-06-19 09:30:26+00:00,178.54,171.34,169.02,170.34,413.56,L5
1985-06-26 09:36:35+00:00,177.62,171.23,168.72,170.93,410.98,L5
1985-07-05 09:30:21+00:00,179.87,172.32,170.03,172.28,409.81,L5
1985-07-12 09:36:29+00:00,180.87,174.06,172.08,180.22,410.12,L5
1985-07-28 09:36:22+00:00,180.91,174.42,172.94,185.50,410.11,L5
1985-08-06 09:30:06+00:00,180.08,173.92,172.33,183.75,410.89,L5
1985-08-22 09:29:56+00:00,184.83,174.91,173.02,183.28,409.47,L5
1985-08-29 09:36:02+00:00,185.10,175.21,173.36,182.62,409.42,L5
1985-09-14 09:35:49+00:00,186.06,176.73,174.91,183.84,409.22,L5
1985-09-23 09:29:32+00:00,186.15,177.62,176.03,184.46,408.80,L5
1985-11-10 09:28:57+00:00,186.54,177.80,175.86,183.58,408.44,L5
1985-12-03 09:34:43+00:00,185.20,177.95,175.77,183.97,408.53,L5
1986-01-04 09:34:08+00:00,186.17,179.42,177.32,186.80,407.46,L5
1986-01-20 09:33:48+00:00,185.57,178.80,176.82,183.55,406.96,L5
1986-03-18 09:26:22+00:00,183.77,175.64,173.28,182.39,405.49,L5
1986-04-19 09:25:41+00:00,189.43,172.20,167.93,177.00,404.62,L5
1986-05-12 09:31:17+00:00,192.50,171.86,168.15,178.49,403.06,L5
1986-05-21 09:24:51+00:00,194.99,171.64,167.72,176.60,403.15,L5
1986-06-29 09:29:50+00:00,201.13,172.34,168.79,176.42,403.15,L5
1986-07-08 09:23:21+00:00,205.27,172.07,168.23,176.11,401.97,L5
1986-07-15 09:29:17+00:00,202.20,171.99,168.34,175.46,402.38,L5
1986-07-24 09:22:47+00:00,203.39,172.51,168.63,175.17,402.56,L5
1986-07-31 09:28:43+00:00,201.85,173.05,169.37,175.90,404.05,L5
1986-08-09 09:22:13+00:00,203.46,173.92,170.25,176.10,403.87,L5
1986-08-25 09:21:37+00:00,203.42,173.65,170.01,179.32,403.96,L5
1986-09-01 09:27:32+00:00,201.76,173.77,170.35,179.15,404.16,L5
1986-09-17 09:27:01+00:00,201.46,174.18,170.71,176.97,404.01,L5
1986-09-26 09:20:33+00:00,200.04,174.06,170.53,176.44,404.64,L5
1986-10-28 09:19:29+00:00,199.38,174.23,171.36,177.12,404.65,L5
1986-12-22 09:25:33+00:00,198.04,174.22,171.55,176.57,405.47,L5
1986-12-31 09:19:38+00:00,196.60,175.05,171.86,177.02,405.48,L5
1987-01-07 09:26:01+00:00,194.91,175.56,172.94,177.64,406.00,L5
1987-02-01 09:20:35+00:00,199.25,172.98,168.56,174.21,404.43,L5
1987-04-06 09:23:00+00:00,201.41,167.23,160.64,174.33,403.17,L5
1987-04-13 09:29:24+00:00,201.64,164.48,157.41,175.20,403.43,L5
1987-04-29 09:29:54+00:00,198.15,161.93,154.07,178.56,406.53,L5
1987-05-08 09:23:59+00:00,200.64,162.44,154.25,180.75,405.86,L5
1987-05-15 09:30:21+00:00,200.08,161.52,153.59,180.71,405.98,L5
1987-06-16 09:31:07+00:00,199.55,159.21,151.66,180.63,407.47,L5
1987-06-25 09:25:08+00:00,199.58,158.93,151.48,183.81,407.13,L5
1987-07-02 09:31:27+00:00,200.94,155.91,148.52,185.35,407.12,L5
1987-07-18 09:31:44+00:00,202.72,154.12,146.43,189.23,407.52,L5
1987-07-27 09:25:49+00:00,203.51,154.23,146.65,188.41,407.25,L5
1987-08-03 09:32:13+00:00,203.37,155.41,148.22,193.25,407.04,L5
1987-08-12 09:26:19+00:00,202.62,155.42,148.40,192.24,407.73,L5
1987-08-19 09:32:41+00:00,202.36,155.44,148.31,192.53,407.46,L5
1987-08-28 09:26:45+00:00,202.49,155.24,148.21,192.53,407.65,L5
1987-09-04 09:33:07+00:00,202.52,155.71,148.91,192.82,407.34,L5
1987-09-13 09:27:09+00:00,203.49,155.73,149.09,191.96,407.14,L5
1987-09-20 09:33:30+00:00,203.22,155.76,149.38,192.27,407.27,L5
1987-10-06 09:33:50+00:00,202.34,155.09,148.92,189.29,408.05,L5
1987-10-31 09:28:04+00:00,203.65,155.32,148.87,188.84,407.53,L5
1987-11-07 09:34:26+00:00,202.16,154.11,148.09,188.94,407.90,L5
1987-11-16 09:28:26+00:00,202.96,154.12,147.79,186.71,407.84,L5
1987-12-02 09:28:42+00:00,203.18,154.76,148.23,185.02,407.21,L5
1987-12-09 09:34:58+00:00,202.71,154.52,147.99,184.74,407.24,L5
1987-12-18 09:28:55+00:00,203.30,155.45,148.32,182.34,406.30,L5
1987-12-25 09:35:13+00:00,203.07,156.09,148.78,180.41,406.50,L5
1988-01-10 09:35:29+00:00,202.40,155.96,148.73,180.48,406.44,L5
1988-02-11 09:36:05+00:00,201.50,154.89,147.82,179.40,406.08,L5
1988-04-15 09:36:38+00:00,201.42,155.78,146.98,177.43,404.72,L5
1988-05-01 09:36:45+00:00,197.58,156.19,148.48,179.18,404.04,L5
1988-05-17 09:36:55+00:00,196.04,157.74,150.50,186.13,403.90,L5
1988-05-26 09:30:48+00:00,198.73,159.13,151.07,183.11,403.24,L5
1988-06-02 09:37:02+00:00,197.43,158.06,150.39,185.18,404.71,L5
1988-06-11 09:30:53+00:00,198.64,158.56,150.47,181.74,405.66,L5
1988-07-04 09:37:12+00:00,197.73,157.91,151.20,185.75,406.16,L5
1988-07-13 09:31:03+00:00,199.37,158.98,152.18,185.67,406.46,L5
1988-07-20 09:37:15+00:00,197.21,157.23,150.92,188.29,407.64,L5
1988-07-29 09:31:06+00:00,195.84,156.29,150.33,190.45,408.59,L5
1988-08-05 09:37:16+00:00,195.46,156.31,150.56,193.57,409.63,L5
1988-08-14 09:31:04+00:00,197.08,156.79,150.40,191.80,409.62,L5
1988-08-21 09:37:17+00:00,197.95,157.68,150.93,192.22,410.41,L5
1988-09-06 09:37:19+00:00,199.38,158.34,151.14,189.67,409.61,L5
1988-09-15 09:31:05+00:00,199.63,158.40,150.81,189.01,409.48,L5
1988-10-08 09:37:09+00:00,199.36,158.43,151.27,190.51,409.60,L5
1988-10-24 09:37:05+00:00,199.36,158.59,152.08,191.61,409.75,L5
1988-11-18 09:30:56+00:00,202.04,158.65,151.89,188.97,410.32,L5
1988-12-11 09:36:57+00:00,198.97,157.35,151.90,196.63,411.50,L5
1988-12-27 09:36:51+00:00,199.78,157.92,152.28,193.66,411.27,L5
1989-01-05 09:30:40+00:00,200.08,158.22,152.38,193.94,411.87,L5
1989-01-12 09:36:44+00:00,201.10,157.84,151.50,189.64,411.67,L5
1989-01-28 09:36:31+00:00,204.63,159.83,152.95,185.58,411.28,L5
1989-02-13 09:36:33+00:00,204.63,160.45,153.69,181.36,410.45,L5
1989-03-01 09:36:18+00:00,204.21,156.57,150.53,174.37,409.75,L5
1989-03-26 09:29:17+00:00,204.34,155.43,150.03,172.60,409.61,L5
1989-04-02 09:35:35+00:00,204.62,154.77,149.08,173.45,409.19,L5
1989-04-18 09:35:31+00:00,205.49,154.24,147.73,172.00,408.27,L5
1989-05-20 09:34:56+00:00,203.66,152.63,145.44,169.16,408.01,L5
1989-05-29 09:28:41+00:00,206.09,153.30,145.39,166.53,408.68,L5
1989-06-14 09:28:10+00:00,211.00,153.91,145.50,161.74,407.12,L5
1989-06-21 09:34:19+00:00,211.70,154.27,145.37,160.20,406.62,L5
1989-06-30 09:28:02+00:00,210.76,152.58,144.20,163.78,406.12,L5
