dates,satname,sar2541-0000,sar2541-0001,sar2541-0002,sar2541-0003,sar2541-0004
1984-04-13 09:27:31+00:00,L5,187.53,178.36,177.24,180.95,401.65
1984-04-29 09:27:29+00:00,L5,169.47,163.22,160.13,163.61,418.18
1984-05-06 09:33:51+00:00,L5,188.93,175.05,174.12,177.67,405.00
1984-05-31 09:28:23+00:00,L5,177.52,170.75,167.04,169.55,366.58
1984-06-07 09:34:42+00:00,L5,169.98,161.91,163.08,196.82,408.42
1984-07-18 09:29:10+00:00,L5,205.69,170.81,166.80,170.83,405.85
1984-08-19 09:30:15+00:00,L5,206.91,173.61,172.80,177.84,406.21
1984-08-26 09:36:33+00:00,L5,208.00,171.32,168.23,169.82,399.52
1984-09-04 09:30:25+00:00,L5,203.02,173.70,173.10,182.91,407.25
1984-09-11 09:36:38+00:00,L5,173.01,169.25,168.14,196.65,407.76
1984-09-20 09:30:28+00:00,L5,189.33,143.75,151.76,158.88,415.86
1984-09-27 09:36:39+00:00,L5,203.78,171.26,166.94,169.60,397.94
1984-10-13 09:36:37+00:00,L5,197.23,167.34,164.99,196.48,401.27
1984-11-07 09:30:17+00:00,L5,176.95,145.68,141.85,145.06,415.78
1984-12-09 09:30:22+00:00,L5,218.00,173.52,174.63,174.94,393.82
1985-06-03 09:30:28+00:00,L5,182.39,176.12,176.87,179.21,407.43
1985-06-19 09:30:26+00:00,L5,174.69,166.56,161.17,161.46,419.70
1985-06-26 09:36:35+00:00,L5,175.79,171.00,168.12,172.11,405.82
1985-07-05 09:30:21+00:00,L5,186.60,175.60,173.98,176.33,406.31
1985-07-12 09:36:29+00:00,L5,184.90,181.00,180.27,211.97,411.36
1985-07-28 09:36:22+00:00,L5,181.09,176.26,177.23,211.94,410.05
1985-08-06 09:30:06+00:00,L5,175.07,170.88,168.67,173.21,415.54
1985-08-22 09:29:56+00:00,L5,218.08,181.83,177.83,180.04,399.58
1985-08-29 09:36:02+00:00,L5,187.30,177.63,176.09,177.35,408.97
1985-09-14 09:35:49+00:00,L5,194.66,190.44,188.85,194.77,407.44
1985-09-23 09:29:32+00:00,L5,187.05,186.51,187.21,190.64,404.58
1985-11-10 09:28:57+00:00,L5,190.90,179.79,174.02,173.90,404.52
1985-12-03 09:34:43+00:00,L5,166.26,,,299.01,359.62
1986-01-04 09:34:08+00:00,L5,176.41,170.41,165.75,167.38,405.09
1986-01-20 09:33:48+00:00,L5,178.91,175.43,175.76,182.73,406.87
1986-03-18 09:26:22+00:00,L5,203.10,166.06,163.66,197.29,406.40
1986-04-19 09:25:41+00:00,L5,221.00,169.33,160.48,163.69,400.23
1986-05-12 09:31:17+00:00,L5,209.35,178.06,175.10,181.34,396.71
1986-05-21 09:24:51+00:00,L5,209.87,170.56,165.59,167.15,403.61
1986-06-29 09:29:50+00:00,L5,209.25,176.55,175.22,175.34,403.13
1986-07-08 09:23:21+00:00,L5,205.43,168.53,161.80,165.21,396.85
1986-07-15 09:29:17+00:00,L5,180.68,171.37,169.14,170.94,405.28
1986-07-24 09:22:47+00:00,L5,188.42,179.61,178.04,180.38,408.24
1986-07-31 09:28:43+00:00,L5,189.54,177.37,175.27,181.75,416.02
1986-08-09 09:22:13+00:00,L5,217.99,181.74,178.20,177.90,402.23
1986-08-25 09:21:37+00:00,L5,202.99,170.92,167.57,211.58,404.88
1986-09-01 09:27:32+00:00,L5,183.52,175.10,174.12,177.18,406.29
1986-09-17 09:27:01+00:00,L5,199.53,170.97,167.99,171.12,404.70
1986-09-26 09:20:33+00:00,L5,182.94,172.61,168.43,170.08,412.19
1986-10-28 09:19:29+00:00,L5,212.38,171.63,171.25,172.63,400.38
1986-11-04 09:25:25+00:00,L5,308.04,242.32,238.05,236.50,313.32
1986-12-22 09:25:33+00:00,L5,203.82,,,164.71,347.76
1986-12-31 09:19:38+00:00,L5,191.92,185.65,178.69,180.74,403.22
1987-01-07 09:26:01+00:00,L5,185.15,174.15,173.60,172.71,402.55
1987-02-01 09:20:35+00:00,L5,212.23,154.09,137.21,143.43,403.46
1987-04-06 09:23:00+00:00,L5,202.98,150.61,142.45,211.75,406.23
1987-04-13 09:29:24+00:00,L5,202.98,150.76,141.29,180.41,404.76
1987-04-29 09:29:54+00:00,L5,187.99,156.34,151.20,196.15,418.94
1987-05-08 09:23:59+00:00,L5,218.03,165.46,155.34,196.11,401.85
1987-05-15 09:30:21+00:00,L5,195.60,155.12,148.92,180.41,406.79
1987-06-16 09:31:07+00:00,L5,194.84,140.67,136.26,179.89,419.42
1987-06-25 09:25:08+00:00,L5,204.13,156.43,149.86,196.50,404.08
1987-07-02 09:31:27+00:00,L5,205.48,155.46,149.11,196.12,403.08
1987-07-18 09:31:44+00:00,L5,202.98,156.29,152.65,211.57,406.59
1987-07-27 09:25:49+00:00,L5,211.34,155.31,148.90,180.19,404.56
1987-08-03 09:32:13+00:00,L5,210.67,167.04,154.42,196.65,401.18
1987-08-12 09:26:19+00:00,L5,194.36,155.61,150.34,181.11,415.28
1987-08-19 09:32:41+00:00,L5,199.29,155.66,147.28,196.09,404.21
