,dates,jap0270-0000,jap0270-0001,jap0270-0002,jap0270-0003,jap0270-0004,jap0270-0005,jap0270-0006,jap0270-0007,jap0270-0008,jap0270-0009,jap0270-0010,jap0270-0011,jap0270-0012,jap0270-0013,jap0270-0014,jap0270-0015,jap0270-0016,jap0270-0017,jap0270-0018,jap0270-0019,jap0270-0020,jap0270-0021,jap0270-0022,jap0270-0023,jap0270-0024,jap0270-0025,jap0270-0026,jap0270-0027,jap0270-0028,jap0270-0029,jap0270-0030,jap0270-0031,jap0270-0032,jap0270-0033,jap0270-0034,jap0270-0035,jap0270-0036,jap0270-0037,jap0270-0038,jap0270-0039
0,1984-08-30 00:59:01+00:00,,,,,,,226.59051532565414,218.57105257988428,,,154.4693919099054,147.4886069958048,136.48060990011936,137.8799709036527,129.3434663096564,125.56571056804643,124.79790377583703,119.53233927333817,115.64283961217723,115.95838315409031,104.10468537495555,101.72526893990074,102.12151178746151,98.5118266984817,105.6527910953125,109.34159502240934,106.74332015187483,108.1684092980394,104.82842430940102,107.5662919954869,109.40768383039088,107.73923552252302,110.42801801459548,,,,,,110.61471346050814,110.38318812122331
1,1984-11-02 00:58:57+00:00,76.30562424199783,93.53880922836295,136.37976728988076,167.59032030936083,,196.45394091332656,205.47181112894543,218.78584085977178,208.65473858148127,197.66422804502056,183.03536361147712,177.02496822455436,174.4022811583506,173.16200069642267,166.29062692905586,159.0450816937345,154.21307835665414,151.61575777013934,147.83987985494804,147.6424190157319,140.45598416524544,136.02784174362068,131.5716417745581,127.56649569380585,124.30794767799645,128.95255334470804,129.1979757440243,126.04810685009913,123.7704879701964,128.27960557139994,129.77189951761858,128.25371438907558,131.51628651857305,132.99359329106338,133.64359581077935,136.30742279711274,127.83191918244924,136.14211094436078,130.2336318223508,130.06528862708623
2,1984-12-04 00:58:56+00:00,83.42049964386973,99.83730872393147,127.01561427812807,,,183.39198608923834,205.2735092548951,217.70885669044182,212.51663739217673,193.0030023042097,181.41427658559013,170.95579013961805,167.75710417684854,171.9669841308957,161.03337902646985,153.1923430022512,149.9045295940123,144.9677237848961,140.38321034368934,139.67607000792987,133.43748316923066,133.98122758619138,126.75949982000373,122.46880540613603,122.16583539275527,126.24280605554218,122.70920696421403,123.30390419536153,114.88658275085442,120.65215121792656,123.70621544147518,125.68753371620899,129.7930048652898,131.1428044770671,132.44680360718675,141.43495275775035,132.32344831301822,139.86132191643753,132.7964910238485,132.0532752700223
3,1985-08-01 00:58:46+00:00,71.36861609906866,79.1745280286762,79.11546533014302,,,138.68326849920965,170.5161541615923,189.99333373740717,184.22009961099116,176.57171161089673,172.267909601323,166.28842808140956,167.00884268817583,168.337132145228,163.64964917926437,158.0007908887224,156.6829689953753,139.34638589178158,138.6396734914199,131.12813103215774,134.24110646688706,124.98028099523052,120.86315413701661,122.50708252974319,126.22191858650106,126.75409930670544,118.50532932476224,128.16452867218368,127.1741099332032,134.39897860196209,125.0578582246048,127.68310011550098,136.07752275416794,137.35193880162075,136.1535302919882,137.6560019441627,143.64101344359702,144.33661359328102,141.03451322592764,140.33320252478802
4,1985-09-02 00:58:26+00:00,37.16326182760692,54.844525697655584,88.16995280084635,131.84449793175787,153.87720182820595,159.5267927997367,169.6503827786041,185.46542219592277,185.48775144403393,178.97469978040618,162.86572873956334,163.1643138465568,165.99699515772465,155.6207228047225,158.1704300562251,153.1807533405996,152.173263432287,148.9892329769854,144.84156632700262,134.86186388807766,135.46854827601467,129.25624931999766,124.42428560322153,123.21313636094949,126.07933685492583,127.79927675785609,126.07956490973751,120.5328498241202,119.97138396005599,133.00358673218742,139.77066751279625,135.3118937086431,135.36710897399618,137.93244992907725,149.16888639556907,143.43075446279255,150.47032120859305,144.76476847159245,138.5660318856554,134.14969551968682
5,1986-03-13 00:55:06+00:00,,,76.15080703866835,,124.00922840933003,139.53299696587698,148.83027167001057,165.86005088888504,157.227724040749,148.92464162665647,138.8230299863207,141.22999866790434,137.96385860570464,145.54789838563946,146.59313957529469,143.16683819254166,138.76902524516677,141.43913871884405,135.37670773469173,127.34711841689689,118.57055260400125,114.88415411982103,114.72442140579895,112.46206118576717,117.67932191980827,113.44971981463729,115.80318172005461,118.4570594057032,116.76478954739682,122.65132149536592,129.14237560389893,128.4412889229081,127.03319700544074,129.83496184714738,133.34166771492374,136.45889110744284,132.83921686387924,128.4413070244384,137.13124205145698,139.13636293931702
6,1986-04-14 00:54:26+00:00,24.604922456446587,30.6973920412544,61.45132198710105,90.67531498922217,127.78220609276805,130.6013392825647,150.79491179984723,170.34209657264893,173.4663323436547,165.74242022260646,163.54368375945114,158.7320186708211,158.68891811899812,153.6494224849931,143.61991248631116,141.49174304875905,140.6921591844934,141.43585055924984,130.14457392495868,130.7206871361204,125.32368133844173,117.44216140161205,110.93798715442657,116.84905780168688,120.80249922904989,122.21726984946136,121.90766754522578,122.33643248174347,117.77801954687453,122.6559264032442,129.5218968195998,134.04988532098423,128.82743556795526,134.84795074156858,140.5436506699209,139.92301521024729,140.43643537200467,153.69209304265968,144.35043855995883,146.4719815250481
7,1986-06-01 00:53:10+00:00,14.749404621290033,33.850380753446856,55.378913685227744,90.10017873731235,120.94356747824742,135.58854593705396,149.2661384489616,167.1625313320082,161.8783481337063,160.97367773618612,150.00504954933416,149.46161876319755,141.92005564863308,147.37491530785758,149.26932356426437,151.10063662354378,141.3598453886617,139.17018372661826,132.07968349240502,132.0521127937321,126.4335241314962,120.60254312584536,109.92449754087048,116.75778145966423,123.88199760500908,126.81587270170562,120.52991537092566,129.39328424842827,130.33755630461422,136.64740083603903,138.03729612548267,137.21339848964263,134.8580779637362,133.73154876924963,140.81879552158154,144.76392254788857,144.84775926972313,140.35512584789956,129.22302953101337,140.91690005876578
8,1986-08-20 00:50:27+00:00,13.730261724609921,37.15844546871592,63.68591480306017,93.92949190979255,104.3529971428058,118.6145126238354,134.3338469094075,144.7741854518002,150.20768873721954,136.4880143677061,130.06001915591008,125.72051131091152,129.49878177729482,142.8566328210522,138.43092731045274,142.99820473405433,139.52208057867864,130.89817891660834,114.90287095295704,116.36828937993873,117.7641208389725,116.74862377404425,107.33204415011446,109.07028196792021,112.72994014148397,103.385059015448,102.26378673866944,109.80285810891324,105.8880315823358,125.97886077206982,127.32081621586022,122.45341289938037,122.73655026030661,127.9608251201004,124.91997164651693,128.42318617307308,133.37791628232264,136.40965063945623,120.00731874419907,114.6630328810264
9,1986-10-23 00:48:18+00:00,57.28026242484816,77.56251634130186,88.99855904286545,114.0821309526286,126.53313973860413,140.6407582252574,153.75626772219692,173.12829216483055,171.54043012486608,158.37576356646485,156.31676456024536,145.14482007575904,149.1999745475204,154.0368052172342,153.31608758748433,151.88004415922651,149.25481415663967,144.65984236610214,139.09501074897128,139.1677913991521,140.2090150870026,134.2089665532869,128.97288491435293,132.3811839844974,136.6590164521216,148.5661988118489,146.09601935099744,151.84868838239657,149.27880027129913,155.52000797332533,151.1922166687337,143.85191081466087,145.11680859851222,151.0492625810663,151.10685358464582,142.52349557641418,141.98338624570545,141.1853567823077,142.5527226892911,134.38899293320313
10,1986-12-26 00:48:06+00:00,70.59330731026321,79.88379926053135,97.56655990225224,118.03301338390335,130.52967578887566,140.0368036342603,159.6354178305511,168.90285488954368,168.4244388967327,156.44469363484683,154.6212629750594,149.54017832401217,153.30501425646165,152.67350023050113,149.9520435997091,149.20360892195004,151.49421695370665,145.59151168397008,146.62283153375347,141.95071123042592,140.16023776274187,144.8465809196962,131.15388530465668,135.78104962881892,144.21083910210564,149.66459865107097,148.51710342632788,151.66693506153115,145.14557808780341,156.89743786507182,157.9431189281248,152.60297056013107,149.03883597998882,153.5790182067882,147.59413395159754,145.18413359853344,141.7569019320052,142.74674109358568,132.74010257265235,121.47947050155811
