,dates,per0136-0000,per0136-0001
0,1984-05-06 14:44:27+00:00,,
1,1986-02-14 14:37:39+00:00,,
2,1986-04-19 14:36:16+00:00,174.18888230349754,168.57284645161113
3,1986-05-05 14:35:53+00:00,178.92556617029953,137.26662091529403
4,1986-08-09 14:32:48+00:00,,
5,1986-08-25 14:32:12+00:00,,
6,1986-09-10 14:31:38+00:00,,
7,1986-10-12 14:30:38+00:00,,
8,1986-12-15 14:29:44+00:00,,
9,1987-02-08 14:37:40+00:00,182.17636250107822,183.63556120838263
10,1987-03-05 14:32:27+00:00,171.4278963330088,175.1482832364839
11,1987-03-28 14:39:28+00:00,,
12,1987-04-06 14:33:36+00:00,,
13,1987-11-16 14:39:03+00:00,,
14,1988-03-07 14:40:48+00:00,,
15,1988-03-23 14:40:56+00:00,156.19782530602478,152.13774873100283
16,1988-04-08 14:41:02+00:00,171.26928960059763,174.15447435788255
17,1988-05-10 14:41:17+00:00,,
18,1988-06-11 14:41:30+00:00,,
19,1988-06-27 14:41:35+00:00,,
20,1988-09-15 14:41:41+00:00,,
21,1988-10-17 14:41:30+00:00,,
22,1988-11-02 14:41:33+00:00,160.41917803438636,159.1569281656215
23,1989-03-10 14:40:26+00:00,148.87064794255218,157.55478754696765
24,1989-04-27 14:39:44+00:00,,
25,1989-06-14 14:38:51+00:00,,
26,1989-07-16 14:38:17+00:00,,
27,1989-10-04 14:36:35+00:00,,
28,1989-12-23 14:34:10+00:00,,
29,1990-01-24 14:33:08+00:00,,
30,1990-02-09 14:32:37+00:00,160.07498829744893,160.37696489478478
31,1990-02-25 14:32:08+00:00,,
32,1990-03-13 14:31:33+00:00,141.8784267114722,
33,1990-03-29 14:31:02+00:00,172.03827211092792,170.25897041267007
34,1990-04-14 14:31:10+00:00,165.86947955828077,163.83749362821783
35,1990-04-30 14:31:01+00:00,,
36,1990-05-16 14:31:13+00:00,,
37,1990-07-03 14:31:05+00:00,,
38,1990-08-20 14:30:53+00:00,,
39,1990-10-14 14:36:43+00:00,161.53430621759998,152.34976226650556
40,1991-02-12 14:31:42+00:00,,
41,1991-02-28 14:31:58+00:00,153.85859400790213,141.43277122124576
42,1991-04-01 14:32:35+00:00,,
43,1991-04-17 14:32:53+00:00,,
44,1991-05-03 14:33:12+00:00,,
45,1991-05-19 14:33:26+00:00,,
46,1991-07-06 14:34:09+00:00,,
47,1991-08-07 14:34:28+00:00,,
48,1991-08-30 14:40:48+00:00,,
49,1991-09-08 14:34:47+00:00,,
50,1991-12-13 14:35:24+00:00,152.66952526918098,143.64352838103898
51,1991-12-29 14:35:16+00:00,,
52,1992-01-14 14:35:12+00:00,138.92296629215957,141.53998779023888
53,1992-01-30 14:35:17+00:00,,
54,1992-02-15 14:35:04+00:00,,
55,1992-03-02 14:35:06+00:00,141.60929166594698,144.7067160928357
56,1992-03-18 14:35:08+00:00,149.17179670237675,148.67845373627182
57,1992-05-21 14:34:33+00:00,154.98544077804846,249.387774008552
58,1992-06-06 14:34:26+00:00,148.9768123146793,235.66184205190743
59,1992-06-22 14:34:13+00:00,,
60,1992-07-24 14:33:49+00:00,177.72058242726973,193.8225814357678
61,1992-08-09 14:33:37+00:00,,
62,1992-08-25 14:33:20+00:00,,
63,1992-10-12 14:32:28+00:00,,
64,1992-10-28 14:32:19+00:00,,
65,1992-11-13 14:31:59+00:00,133.84381894051847,221.4291512969623
66,1992-11-29 14:32:03+00:00,,
67,1992-12-15 14:32:14+00:00,,
68,1992-12-31 14:32:23+00:00,,
69,1993-01-16 14:32:36+00:00,,
70,1993-02-17 14:32:54+00:00,146.9656351068018,
71,1993-03-05 14:33:03+00:00,,
72,1993-04-22 14:33:20+00:00,,223.68306382535124
73,1993-06-09 14:33:29+00:00,,
74,1993-07-11 14:33:21+00:00,,
75,1993-08-12 14:33:20+00:00,,
76,1993-08-28 14:33:19+00:00,,
77,1993-09-20 14:39:26+00:00,194.72690014088013,
78,1993-09-29 14:33:14+00:00,,
79,1993-10-06 14:39:23+00:00,200.3943786573177,203.9095337528181
80,1993-10-15 14:33:08+00:00,,
81,1994-01-19 14:32:15+00:00,185.2090489698686,
82,1994-04-25 14:30:50+00:00,173.70703166190032,
83,1994-05-27 14:30:15+00:00,,
84,1994-06-12 14:29:56+00:00,,
85,1994-08-15 14:28:15+00:00,,
86,1994-10-02 14:27:00+00:00,,
87,1994-10-18 14:26:30+00:00,,
88,1994-12-21 14:24:24+00:00,,
89,1995-04-03 14:26:34+00:00,,188.74033162607896
90,1995-07-08 14:22:15+00:00,,
91,1995-08-02 14:14:57+00:00,,173.08480698873223
92,1995-09-03 14:13:28+00:00,,
93,1995-09-19 14:12:41+00:00,,
94,1995-10-05 14:11:51+00:00,,
95,1995-10-21 14:10:58+00:00,,
96,1995-12-31 14:19:22+00:00,179.02309557514684,178.6274338117486
97,1996-02-26 14:17:09+00:00,170.13155889157719,177.5511932109101
98,1996-03-04 14:23:47+00:00,193.64319322488114,197.48872293694035
99,1996-03-20 14:24:50+00:00,201.76142516871727,192.88611235960082
100,1996-04-14 14:20:13+00:00,200.09862643440832,202.59571417552002
101,1996-05-16 14:22:06+00:00,219.5881298602735,
102,1996-06-01 14:23:00+00:00,,209.96810678629654
103,1996-06-17 14:23:53+00:00,197.7734903575987,
104,1996-07-03 14:24:43+00:00,,
105,1996-07-19 14:25:34+00:00,,
106,1996-08-04 14:26:25+00:00,,
107,1996-08-20 14:27:14+00:00,,
108,1996-09-05 14:28:08+00:00,,
109,1996-10-23 14:30:40+00:00,,
110,1996-11-08 14:31:26+00:00,,
111,1996-12-10 14:32:57+00:00,,
112,1996-12-26 14:33:42+00:00,,
113,1997-01-18 14:40:58+00:00,199.10096691762726,192.69540639144256
114,1997-01-27 14:35:12+00:00,,
115,1997-02-03 14:41:41+00:00,209.71282130675797,203.9189249239708
116,1997-02-12 14:35:53+00:00,185.65071034950788,184.7872377494206
117,1997-05-10 14:45:19+00:00,192.38039264165366,182.77435728721923
118,1997-06-04 14:40:02+00:00,,
119,1997-07-06 14:41:07+00:00,,
120,1997-07-22 14:41:40+00:00,,
121,1997-08-23 14:42:42+00:00,,
122,1997-09-15 14:49:32+00:00,185.8782503333458,187.26017107404792
123,1997-09-24 14:43:37+00:00,190.35765561635137,
124,1997-10-10 14:44:04+00:00,,
125,1997-10-26 14:44:30+00:00,,
126,1997-11-11 14:44:54+00:00,,
127,1997-11-18 14:51:13+00:00,181.4716447668263,177.70547469778597
128,1997-12-13 14:45:41+00:00,168.4853611041254,171.2948962136818
129,1998-04-11 14:54:04+00:00,167.61735781159996,197.7498682676337
130,1998-04-27 14:54:16+00:00,,
131,1998-05-06 14:48:15+00:00,,
132,1998-05-22 14:48:30+00:00,,
133,1998-07-09 14:49:08+00:00,,
134,1998-08-10 14:49:22+00:00,,
135,1998-11-30 14:49:56+00:00,,
136,1999-01-01 14:50:02+00:00,,
137,1999-02-09 14:56:19+00:00,212.64225195489468,214.82218118367075
138,1999-02-18 14:50:12+00:00,194.58020289384365,202.0998899992071
139,1999-02-25 14:56:22+00:00,217.04421827748885,222.9044240588927
140,1999-03-06 14:50:05+00:00,,
141,1999-04-07 14:49:38+00:00,233.92527467050152,238.51466411265199
142,1999-04-23 14:49:40+00:00,,188.63201956392425
143,1999-05-09 14:49:33+00:00,,
144,1999-05-16 14:55:35+00:00,195.31853633668672,
145,1999-05-25 14:49:08+00:00,,
146,1999-07-12 14:48:40+00:00,,
147,1999-07-28 14:48:39+00:00,,
148,2000-01-04 14:46:01+00:00,,
149,2000-02-13 15:03:40+00:00,218.23234149889382,218.00227515246758
150,2000-03-16 15:03:31+00:00,214.79483265252702,213.62605482506433
151,2000-04-01 15:03:27+00:00,214.32717024163983,222.2972936308324
152,2000-04-08 15:09:31+00:00,219.58183804386974,223.99537063813145
153,2000-04-25 14:46:07+00:00,,
154,2000-05-03 15:03:12+00:00,216.4184809317628,221.79080388115662
155,2000-05-11 14:46:40+00:00,,
156,2000-06-04 15:02:49+00:00,,
157,2000-07-14 14:47:57+00:00,,
158,2000-08-07 15:02:02+00:00,,
159,2000-08-15 14:48:35+00:00,,
160,2000-08-23 15:01:56+00:00,,
161,2000-09-24 15:01:24+00:00,222.03911853261454,231.1226226327939
162,2000-11-27 15:01:19+00:00,,
163,2000-12-05 14:50:11+00:00,219.23259727262396,221.10039051302257
164,2000-12-13 15:01:20+00:00,,
165,2001-01-22 14:50:50+00:00,212.54916905844257,216.71083922897057
166,2001-01-30 15:01:26+00:00,,
167,2001-02-15 15:01:22+00:00,194.8010552231754,206.0285154568012
168,2001-02-22 15:07:30+00:00,228.26977714809823,233.68667339933108
169,2001-03-11 14:51:03+00:00,216.90177579260026,222.31034447174457
170,2001-04-03 14:57:08+00:00,206.9942722469528,210.871904178004
171,2001-04-04 15:00:59+00:00,,
172,2001-04-28 14:51:06+00:00,,
173,2001-05-06 15:00:59+00:00,,
174,2001-05-22 15:00:47+00:00,,216.9003403921967
175,2001-05-30 14:51:16+00:00,,
176,2001-06-23 15:00:21+00:00,,253.59333336146122
177,2001-08-18 14:51:14+00:00,,
178,2001-09-03 14:51:07+00:00,,
179,2001-10-29 14:59:14+00:00,,
180,2001-11-22 14:50:29+00:00,196.84052193244824,
181,2002-01-08 15:05:52+00:00,246.65118573219127,272.58596338546283
182,2002-01-17 14:59:45+00:00,220.76477829923004,
183,2002-02-02 14:59:47+00:00,,
184,2002-02-09 15:06:02+00:00,230.45171435155137,239.4965938639784
185,2002-02-10 14:49:36+00:00,203.10953206152723,
186,2002-02-18 14:59:47+00:00,224.330534697661,224.90328952845098
187,2002-02-26 14:49:14+00:00,,
188,2002-03-06 14:59:52+00:00,227.936976065326,237.97956525934225
189,2002-03-29 15:05:56+00:00,221.44823031068967,227.33434937363705
190,2002-04-07 14:59:45+00:00,218.3384075221981,209.935248591106
191,2002-05-09 14:59:45+00:00,245.87040163614952,216.0539803981124
192,2002-06-01 15:05:45+00:00,,
193,2002-06-10 14:59:29+00:00,,
194,2002-07-12 14:59:20+00:00,249.85051823103018,
195,2002-07-28 14:59:11+00:00,,239.69399255270193
196,2002-11-17 14:58:58+00:00,,
197,2003-01-04 14:59:16+00:00,,
198,2003-01-27 15:05:37+00:00,,
199,2003-02-05 14:59:34+00:00,217.90110045196286,216.00633424613457
200,2003-02-21 14:59:37+00:00,208.11478967599788,210.55188987245663
201,2003-02-28 15:05:49+00:00,213.18174877057294,222.12146428555465
202,2003-03-25 14:59:34+00:00,,
203,2003-04-01 15:05:51+00:00,204.65095165136958,203.33834670060048
204,2003-04-10 14:59:42+00:00,203.07467831867345,207.98623318593297
205,2003-05-12 14:59:40+00:00,232.95032207722733,
206,2003-05-28 14:59:39+00:00,235.4248055137599,
207,2003-07-07 14:47:14+00:00,,
208,2003-07-23 14:47:30+00:00,,
209,2003-08-08 14:47:47+00:00,,
210,2003-09-09 14:48:21+00:00,,
211,2003-10-11 14:48:47+00:00,,
212,2003-10-26 15:05:30+00:00,,
213,2003-10-27 14:48:59+00:00,,
214,2003-12-06 14:59:39+00:00,,
215,2003-12-14 14:49:31+00:00,,
216,2003-12-22 14:59:48+00:00,,
217,2004-01-15 14:49:42+00:00,,
218,2004-01-23 14:59:59+00:00,243.6417939738919,245.58069342664677
219,2004-01-31 14:49:48+00:00,218.28980013569367,231.98603021842766
220,2004-02-23 14:56:06+00:00,199.5502323864905,222.3426881802807
221,2004-02-24 15:00:02+00:00,,
222,2004-03-03 14:49:57+00:00,,236.96289126634676
223,2004-03-11 15:00:11+00:00,,251.51812814713116
224,2004-03-19 14:50:03+00:00,,
225,2004-04-04 14:50:18+00:00,,
226,2004-04-12 15:00:08+00:00,,
227,2004-05-06 14:51:14+00:00,,
228,2004-05-22 14:51:41+00:00,,
229,2004-06-07 14:52:10+00:00,,
230,2004-06-15 14:59:57+00:00,,
231,2004-07-17 14:59:54+00:00,,
232,2004-07-25 14:53:30+00:00,,
233,2004-08-10 14:53:49+00:00,,
234,2004-09-11 14:54:41+00:00,,
235,2004-09-19 14:59:34+00:00,,
236,2004-11-14 14:55:59+00:00,,
237,2004-12-07 15:02:40+00:00,217.40277595676437,213.42100526979115
238,2004-12-08 15:00:07+00:00,,
239,2004-12-24 15:00:14+00:00,232.00838208318842,
240,2005-01-24 15:03:22+00:00,,
241,2005-01-25 15:00:20+00:00,246.84697340309722,244.2678058718922
242,2005-02-02 14:57:17+00:00,,
243,2005-03-05 15:06:49+00:00,224.2608148682317,229.26529676909448
244,2005-03-22 14:57:58+00:00,203.11618251488994,209.92450081744823
245,2005-03-29 15:04:11+00:00,226.4834855211083,232.48453417226443
246,2005-03-30 15:00:37+00:00,212.174500623981,212.22247997477024
247,2005-04-07 14:58:02+00:00,202.11060475510288,204.52526345360397
248,2005-04-14 15:04:14+00:00,217.16430522486587,220.7668324913193
249,2005-04-15 15:00:30+00:00,226.28740673976492,219.3428253948505
250,2005-04-22 15:06:40+00:00,,
251,2005-04-23 14:58:06+00:00,215.26957884433915,220.30980452474864
252,2005-04-30 15:04:20+00:00,221.0978627406458,218.79993657141785
253,2005-05-01 15:00:32+00:00,,
254,2005-05-17 15:00:33+00:00,,
255,2005-06-10 14:58:28+00:00,,
256,2005-12-11 15:00:34+00:00,,
257,2006-01-27 15:07:14+00:00,216.39115176969312,222.01551075174618
258,2006-01-28 15:00:55+00:00,212.42785640970558,220.397667675368
259,2006-02-12 15:07:36+00:00,223.49678378830222,221.68984698376477
260,2006-02-13 15:01:00+00:00,194.53461211567975,240.4433495338491
261,2006-03-09 15:01:57+00:00,206.9685838092685,219.6167266733437
262,2006-03-17 15:01:03+00:00,,218.2860115217484
263,2006-04-02 15:01:01+00:00,239.1757439492303,
264,2006-04-10 15:02:33+00:00,183.58787750559358,191.0016761349739
265,2006-04-25 15:07:09+00:00,215.4476802829872,214.67005338595294
266,2006-04-26 15:02:48+00:00,192.21822363277656,204.80258396172175
267,2006-05-03 15:09:05+00:00,198.34898075802843,196.20516260873544
268,2006-05-12 15:03:01+00:00,,
269,2006-05-20 15:01:01+00:00,,
270,2006-06-05 15:00:59+00:00,,172.55794659446408
271,2006-06-13 15:03:30+00:00,,
272,2006-06-29 15:03:45+00:00,,
273,2006-07-07 15:00:48+00:00,,
274,2006-07-15 15:03:59+00:00,,
275,2006-07-31 15:04:11+00:00,,
276,2006-08-24 15:00:35+00:00,,208.8436960509947
277,2006-09-17 15:04:47+00:00,,
278,2006-10-26 15:11:23+00:00,,
279,2006-11-04 15:05:17+00:00,,
280,2006-11-20 15:05:25+00:00,,
281,2006-12-30 15:01:09+00:00,,
282,2007-01-07 15:05:47+00:00,,
283,2007-01-31 15:01:17+00:00,,
284,2007-02-15 15:12:06+00:00,208.43799276582803,205.0101224820076
285,2007-02-24 15:05:55+00:00,,
286,2007-03-03 15:12:06+00:00,204.34035044635982,208.72472631823015
287,2007-03-04 15:01:27+00:00,,
288,2007-03-12 15:05:53+00:00,,
289,2007-03-19 15:12:03+00:00,211.2154290590736,214.29019223459954
290,2007-03-20 15:01:29+00:00,204.0659376657365,209.35844923611512
291,2007-04-05 15:01:28+00:00,193.03476114124226,193.99872652350834
292,2007-04-13 15:05:45+00:00,,
293,2007-04-20 15:11:53+00:00,192.8631803027985,192.6002433554001
294,2007-04-21 15:01:26+00:00,,
295,2007-05-31 15:05:15+00:00,,
296,2007-06-16 15:04:58+00:00,,
297,2007-06-23 15:11:01+00:00,,
298,2007-06-24 15:01:12+00:00,,
299,2007-07-18 15:04:35+00:00,,
300,2007-08-11 15:01:00+00:00,,
301,2007-12-01 15:01:11+00:00,,
302,2008-02-02 15:07:56+00:00,201.96420155043688,211.28696084679416
303,2008-02-10 15:07:25+00:00,225.69068050099153,228.17672434108565
304,2008-03-05 15:07:21+00:00,,187.22850527265945
305,2008-03-06 15:01:07+00:00,,
306,2008-03-14 15:00:59+00:00,265.10577240636167,168.22660407055903
307,2008-03-30 15:00:38+00:00,,201.7268214418072
308,2008-04-07 15:01:05+00:00,,
309,2008-04-15 15:00:16+00:00,269.2966364232039,
310,2008-04-23 15:01:03+00:00,,
311,2008-05-01 14:59:50+00:00,,
312,2008-06-18 14:58:31+00:00,,
313,2008-06-25 15:04:31+00:00,,
314,2008-06-26 15:00:34+00:00,,
315,2008-07-12 15:00:22+00:00,,
316,2008-07-19 15:06:28+00:00,188.15713748221805,175.08921157379717
317,2008-07-20 14:57:38+00:00,,
318,2008-08-21 14:56:43+00:00,,
319,2008-09-06 14:56:16+00:00,,
320,2008-09-30 14:59:42+00:00,,130.54684199402413
321,2008-11-01 14:59:54+00:00,,
322,2008-11-09 14:54:04+00:00,201.5213576157159,
323,2008-11-17 15:00:08+00:00,,143.33814483605235
324,2008-12-03 15:00:19+00:00,,
325,2008-12-27 14:55:32+00:00,,
326,2009-01-20 15:00:40+00:00,,
327,2009-02-04 15:02:44+00:00,184.49950068882058,183.14765053734735
328,2009-02-05 15:00:45+00:00,200.61964209978922,
329,2009-02-20 15:03:08+00:00,199.0067600408116,185.09058717900083
330,2009-02-21 15:00:55+00:00,,
331,2009-02-28 15:07:10+00:00,,
332,2009-03-17 14:57:32+00:00,,
333,2009-03-25 15:01:10+00:00,197.90408908819444,207.21396760284543
334,2009-04-02 14:57:53+00:00,176.66968565058292,185.10908580577834
335,2009-04-10 15:01:16+00:00,,
336,2009-04-18 14:58:12+00:00,,
337,2009-04-25 15:04:31+00:00,203.30628143315533,206.82215879481265
338,2009-04-26 15:01:20+00:00,,
339,2009-05-04 14:58:30+00:00,,
340,2009-05-12 15:01:23+00:00,,
341,2009-05-20 14:58:48+00:00,,
342,2009-05-28 15:01:23+00:00,,
343,2009-06-21 14:59:23+00:00,,
344,2009-07-07 14:59:40+00:00,,
345,2009-07-15 15:01:16+00:00,,
346,2009-07-23 14:59:56+00:00,,
347,2009-08-08 15:00:10+00:00,,
348,2009-09-17 15:01:06+00:00,,
349,2009-11-19 15:07:30+00:00,203.22451566426656,201.90629141602494
350,2010-01-07 15:02:21+00:00,,
351,2010-01-31 15:01:48+00:00,197.3630545504502,196.57467969950784
352,2010-02-08 15:02:47+00:00,,
353,2010-03-12 15:03:04+00:00,,183.48271101198628
354,2010-04-13 15:03:10+00:00,,
355,2010-04-21 15:01:48+00:00,,
356,2010-04-29 15:03:08+00:00,,158.909041348642
357,2010-05-14 15:07:55+00:00,191.1681744983295,184.41963615028735
358,2010-05-15 15:03:04+00:00,,
359,2010-07-02 15:03:09+00:00,,
360,2010-09-04 15:03:14+00:00,,
361,2011-01-01 15:10:18+00:00,,148.9144946631486
362,2011-02-02 15:10:31+00:00,,170.8649584096601
363,2011-03-31 15:04:33+00:00,,
364,2011-05-02 15:04:34+00:00,,
365,2011-05-26 15:00:27+00:00,,
366,2011-06-03 15:04:33+00:00,,
367,2011-06-19 15:04:31+00:00,,
368,2011-06-26 15:10:39+00:00,,
369,2011-07-05 15:04:28+00:00,,
370,2011-09-15 14:59:27+00:00,,
371,2012-01-04 15:11:09+00:00,,
372,2012-02-14 15:05:04+00:00,,
373,2012-03-01 15:05:04+00:00,,
374,2012-03-24 15:11:15+00:00,184.18122453539203,198.80014889288637
375,2012-04-02 15:05:03+00:00,,
376,2012-04-18 15:05:02+00:00,,
377,2012-04-25 15:11:26+00:00,177.8956752410005,
378,2012-05-04 15:05:29+00:00,,
379,2012-06-05 15:05:15+00:00,,
380,2012-06-21 15:05:24+00:00,,
381,2012-07-07 15:05:37+00:00,,
382,2012-10-27 15:06:47+00:00,,207.0797538343802
383,2012-11-12 15:06:52+00:00,,
384,2012-12-30 15:07:06+00:00,,
385,2013-01-31 15:07:09+00:00,,
386,2013-02-16 15:07:08+00:00,,230.92594631251032
387,2013-04-05 15:06:59+00:00,183.38223429264363,
388,2013-04-13 15:12:45+00:00,180.4188259310607,
389,2013-05-07 15:06:50+00:00,,
390,2013-05-23 15:06:47+00:00,,
391,2013-07-02 15:12:55+00:00,,
392,2013-07-18 15:12:55+00:00,,
393,2013-07-26 15:06:14+00:00,,
394,2013-08-03 15:12:57+00:00,,
395,2013-08-10 15:19:08+00:00,,
396,2013-08-11 15:06:10+00:00,,
397,2013-10-14 15:06:57+00:00,,
398,2013-10-30 15:07:01+00:00,,
399,2013-12-08 15:13:29+00:00,191.72154710177531,185.50508946045017
400,2013-12-17 15:07:15+00:00,,
401,2013-12-25 15:12:23+00:00,205.59429606558788,193.87657741058467
402,2014-01-02 15:07:23+00:00,214.73281392152398,195.72731820739278
403,2014-01-17 15:18:16+00:00,185.99987366446092,181.5770212250285
404,2014-01-26 15:12:04+00:00,,
405,2014-02-19 15:07:38+00:00,,
406,2014-02-27 15:11:37+00:00,204.46754691841136,194.1844809858411
407,2014-03-07 15:07:45+00:00,258.62464136227504,
408,2014-03-23 15:07:52+00:00,199.4602334617114,185.81942206402672
409,2014-03-31 15:11:10+00:00,184.85306697911483,178.87666580230538
410,2014-04-16 15:10:53+00:00,,
411,2014-04-23 15:16:59+00:00,190.88754873580157,181.86831045223585
412,2014-04-24 15:08:08+00:00,,184.11458260781322
413,2014-05-02 15:10:39+00:00,177.93967473981408,
414,2014-05-09 15:16:44+00:00,,
415,2014-05-10 15:08:13+00:00,,
416,2014-05-18 15:10:28+00:00,,
417,2014-06-11 15:08:21+00:00,,
418,2014-06-18 15:14:31+00:00,,
419,2014-06-19 15:10:40+00:00,,
420,2014-07-20 15:14:41+00:00,152.50147024488385,175.85268260814232
421,2014-07-21 15:10:49+00:00,,
422,2014-07-29 15:08:34+00:00,,
423,2014-09-15 15:08:37+00:00,,
424,2014-10-01 15:08:49+00:00,,
425,2014-10-09 15:11:09+00:00,149.93556096490272,
426,2014-10-17 15:08:57+00:00,192.0425219847806,
427,2014-11-10 15:11:11+00:00,200.13797710200242,
428,2014-11-18 15:09:11+00:00,201.696776536081,
429,2014-11-26 15:11:08+00:00,193.9019912926043,189.11420695408964
430,2014-12-20 15:09:29+00:00,,
431,2015-01-05 15:09:30+00:00,184.7637556860585,170.9239957401072
432,2015-01-13 15:10:59+00:00,,
433,2015-02-05 15:17:03+00:00,183.94474071694967,183.46028500590415
434,2015-02-06 15:09:38+00:00,,
435,2015-03-10 15:09:50+00:00,,
436,2015-03-17 15:16:07+00:00,179.664264476651,176.56173652624594
437,2015-03-18 15:10:32+00:00,180.13809219662798,178.3180128094097
438,2015-03-25 15:16:39+00:00,196.25163286270075,181.5703360106663
439,2015-04-03 15:10:19+00:00,,
440,2015-04-10 15:16:30+00:00,,
441,2015-04-19 15:10:19+00:00,,
442,2015-04-27 15:10:14+00:00,,
443,2015-05-05 15:10:05+00:00,165.16623393662536,156.375544649728
444,2015-05-12 15:16:10+00:00,160.9033393404343,149.67849304375324
445,2015-05-21 15:10:00+00:00,,
446,2015-05-29 15:10:26+00:00,,
447,2015-06-06 15:10:09+00:00,,
448,2015-07-16 15:10:41+00:00,,194.0344251878632
449,2015-09-02 15:10:47+00:00,231.3280297075213,175.52499186330274
450,2015-11-05 15:11:28+00:00,,
451,2015-11-13 15:11:03+00:00,,
452,2015-12-15 15:11:05+00:00,184.16751042944298,169.69483526254913
453,2015-12-31 15:11:03+00:00,,
454,2016-01-31 15:18:56+00:00,,
455,2016-02-09 15:12:48+00:00,,
456,2016-02-17 15:10:51+00:00,163.04763934995657,152.86464264682598
457,2016-02-25 15:12:50+00:00,,
458,2016-03-04 15:10:50+00:00,183.12616249919077,167.55880284119468
459,2016-03-12 15:13:01+00:00,160.05428644317192,147.99873168260595
460,2016-03-19 15:19:15+00:00,,162.54129264348867
461,2016-03-20 15:10:44+00:00,171.97327696253768,164.86328384319788
462,2016-03-27 15:16:50+00:00,179.94383277935253,171.19524512420801
463,2016-03-28 15:13:06+00:00,171.44675938492142,161.17942070084658
464,2016-04-04 15:19:18+00:00,183.3580713531143,175.63901938986888
465,2016-04-05 15:10:35+00:00,173.26337266535498,170.5637341222135
466,2016-04-21 15:10:29+00:00,,
467,2016-04-29 15:13:18+00:00,198.8163152214118,162.49613561437718
468,2016-05-07 15:10:32+00:00,181.14415225094774,172.18217071721247
469,2016-05-23 15:10:34+00:00,,
470,2016-06-08 15:10:38+00:00,,
471,2016-07-02 15:13:31+00:00,187.42751447473728,131.08201048828423
472,2016-08-11 15:10:59+00:00,,
473,2016-08-19 15:13:35+00:00,165.33361371740838,125.54287091527372
474,2016-10-05 15:17:24+00:00,,
475,2016-10-06 15:13:42+00:00,182.51386486244456,
476,2016-11-07 15:13:33+00:00,,
477,2016-11-15 15:11:17+00:00,,
478,2016-11-23 15:13:28+00:00,214.333057274163,
479,2016-12-16 15:19:33+00:00,199.75706080798813,193.73655029688234
480,2016-12-17 15:11:12+00:00,190.93496376403897,188.6704267344401
481,2016-12-24 15:17:22+00:00,179.18938178893828,178.16740813013473
482,2016-12-25 15:13:19+00:00,,
483,2017-01-02 15:11:09+00:00,,
484,2017-02-10 15:17:05+00:00,186.5154287099656,189.07759050882942
485,2017-02-19 15:10:52+00:00,186.9858632726613,185.04841768964994
486,2017-02-26 15:17:00+00:00,178.31814865525988,179.19141638091432
487,2017-02-27 15:13:01+00:00,165.4649654018281,171.32990424868052
488,2017-04-08 15:10:28+00:00,188.65669574814132,177.4063074034497
489,2017-04-16 15:13:18+00:00,,
490,2017-04-23 15:19:32+00:00,,
491,2017-05-01 15:16:24+00:00,188.28335731850692,183.828241079296
492,2017-05-02 15:13:23+00:00,,
