dates,sar2321-0000,sar2321-0001,sar2321-0002,satname
1984-10-13 09:35:49+00:00,233.20,,216.21,L5
1985-12-03 09:33:55+00:00,244.35,,231.86,L5
1986-01-04 09:33:44+00:00,231.93,233.99,231.86,L5
1986-05-12 09:30:53+00:00,235.33,221.09,231.91,L5
1986-08-16 09:27:20+00:00,240.31,209.16,231.05,L5
1987-01-23 09:25:40+00:00,234.16,210.14,225.56,L5
1987-08-03 09:31:49+00:00,218.62,233.78,209.34,L5
1987-09-20 09:32:42+00:00,225.53,222.97,218.71,L5
1987-12-25 09:34:25+00:00,231.02,215.75,222.61,L5
1988-01-10 09:34:42+00:00,234.59,211.03,224.71,L5
1988-03-14 09:35:39+00:00,233.05,205.19,222.38,L5
1988-04-15 09:36:14+00:00,232.15,205.69,223.00,L5
1988-05-17 09:36:08+00:00,231.56,210.09,223.13,L5
1988-09-06 09:36:55+00:00,228.02,215.19,220.51,L5
1988-10-24 09:36:41+00:00,235.70,215.48,228.29,L5
1989-01-12 09:35:56+00:00,238.96,220.58,230.59,L5
1989-01-28 09:35:43+00:00,240.00,218.10,228.26,L5
1989-02-13 09:35:45+00:00,240.00,217.92,228.26,L5
1989-05-20 09:34:09+00:00,239.64,223.62,224.48,L5
1989-09-25 09:31:52+00:00,239.87,226.42,219.16,L5
1989-10-11 09:31:06+00:00,231.18,232.22,211.24,L5
1989-10-27 09:30:27+00:00,233.78,232.22,217.21,L5
1989-11-12 09:30:07+00:00,235.71,226.25,218.96,L5
1989-11-28 09:29:40+00:00,233.66,222.86,220.08,L5
1990-01-31 09:27:43+00:00,233.66,219.87,220.08,L5
1990-03-04 09:27:02+00:00,233.16,216.30,222.39,L5
1990-08-11 09:25:43+00:00,229.00,203.04,224.54,L5
1991-09-15 09:30:02+00:00,222.91,200.41,239.76,L5
1991-10-01 09:29:43+00:00,224.40,212.24,223.30,L5
1991-11-02 09:30:16+00:00,228.25,212.24,222.11,L5
1991-12-04 09:30:12+00:00,231.50,212.46,223.82,L5
1992-03-09 09:29:55+00:00,234.03,224.33,224.11,L5
1992-04-10 09:29:42+00:00,240.45,235.59,224.65,L5
1992-05-28 09:29:42+00:00,239.60,229.30,227.56,L5
1992-07-31 09:28:32+00:00,235.59,233.62,225.65,L5
1992-12-22 09:27:31+00:00,225.01,229.45,219.09,L5
1993-01-23 09:27:51+00:00,225.01,229.45,219.74,L5
1993-03-12 09:28:18+00:00,229.99,219.14,221.82,L5
1993-04-13 09:28:04+00:00,222.25,219.14,221.82,L5
1993-07-18 09:28:08+00:00,225.66,217.76,227.31,L5
1993-08-03 09:28:08+00:00,228.84,215.47,229.79,L5
1993-11-07 09:28:10+00:00,230.11,224.27,222.22,L5
1994-03-31 09:26:30+00:00,228.12,226.06,215.75,L5
1994-09-07 09:22:29+00:00,237.06,216.12,211.29,L5
1994-12-12 09:19:28+00:00,231.50,208.71,209.35,L5
1995-05-05 09:13:47+00:00,232.63,211.12,223.97,L5
1995-05-21 09:13:04+00:00,228.46,210.36,218.84,L5
1995-07-08 09:11:17+00:00,233.35,211.19,220.44,L5
1995-09-10 09:07:55+00:00,231.20,211.19,218.26,L5
1996-01-16 09:09:29+00:00,230.31,210.17,219.20,L5
1996-04-21 09:15:25+00:00,235.50,211.64,226.65,L5
1996-06-08 09:18:34+00:00,235.28,212.15,226.99,L5
1996-11-15 09:26:56+00:00,223.74,228.16,220.18,L5
1997-04-24 09:33:22+00:00,223.32,227.42,220.84,L5
1997-05-10 09:33:55+00:00,228.78,222.01,222.85,L5
1997-07-29 09:36:41+00:00,235.04,211.43,226.98,L5
1997-08-14 09:37:12+00:00,234.72,212.00,228.12,L5
1997-10-17 09:39:26+00:00,232.24,211.34,226.43,L5
1997-11-02 09:39:28+00:00,230.75,211.56,224.99,L5
1997-11-18 09:40:14+00:00,228.89,211.28,226.46,L5
1998-02-06 09:42:06+00:00,228.39,210.59,225.79,L5
1998-03-26 09:42:52+00:00,226.16,212.74,224.37,L5
1998-08-17 09:44:36+00:00,224.89,218.98,220.73,L5
1998-09-18 09:44:32+00:00,219.33,221.87,213.32,L5
1999-01-24 09:44:47+00:00,219.58,218.83,212.68,L5
1999-03-13 09:45:10+00:00,223.13,217.88,215.05,L5
1999-04-30 09:44:50+00:00,233.84,213.63,224.36,L5
1999-06-17 09:43:41+00:00,229.44,216.74,219.44,L5
1999-08-12 09:59:01+00:00,231.46,225.77,218.42,L7
1999-08-28 09:58:41+00:00,231.46,223.33,221.53,L7
1999-09-05 09:42:46+00:00,232.66,221.54,222.30,L5
1999-09-13 09:58:35+00:00,233.61,223.04,223.55,L7
1999-10-07 09:42:21+00:00,233.79,223.37,222.29,L5
1999-11-16 09:59:01+00:00,233.57,223.15,223.15,L7
1999-12-18 09:58:40+00:00,235.26,222.38,226.91,L7
2000-01-03 09:58:33+00:00,236.38,220.47,227.59,L7
2000-01-19 09:58:54+00:00,236.38,220.96,227.59,L7
2000-01-27 09:40:13+00:00,238.80,220.96,228.37,L5
2000-02-04 09:58:30+00:00,236.36,220.13,226.15,L7
2000-03-07 09:58:42+00:00,237.35,218.51,226.14,L7
2000-03-23 09:58:44+00:00,236.17,220.11,225.97,L7
2000-06-27 09:57:25+00:00,234.09,222.87,224.46,L7
2000-07-29 09:57:19+00:00,226.43,226.50,220.31,L7
2000-08-14 09:57:13+00:00,231.01,230.56,225.34,L7
2000-08-30 09:56:38+00:00,232.05,230.93,225.71,L7
2000-09-15 09:56:19+00:00,232.50,229.63,225.70,L7
2000-09-23 09:44:02+00:00,229.57,228.95,224.85,L5
2000-12-04 09:56:03+00:00,227.86,228.95,223.79,L7
2000-12-20 09:56:33+00:00,228.84,226.33,224.54,L7
2001-01-05 09:56:09+00:00,228.41,224.10,222.52,L7
2001-02-06 09:56:32+00:00,229.51,222.98,223.03,L7
2001-04-11 09:55:50+00:00,225.87,228.04,218.88,L7
2001-05-13 09:56:03+00:00,228.53,226.78,220.96,L7
2001-05-29 09:55:31+00:00,228.03,228.21,220.88,L7
2001-06-14 09:55:19+00:00,227.79,228.85,221.62,L7
2001-06-30 09:55:05+00:00,226.04,231.96,221.40,L7
2001-07-16 09:55:04+00:00,228.81,236.24,225.36,L7
2001-08-01 09:55:16+00:00,230.59,234.40,226.52,L7
2001-08-25 09:45:58+00:00,229.89,231.48,227.12,L5
2001-09-18 09:54:35+00:00,226.55,231.97,222.38,L7
2001-10-04 09:53:59+00:00,227.37,230.88,223.12,L7
2001-12-07 09:54:17+00:00,223.10,228.77,219.58,L7
2001-12-15 09:45:35+00:00,223.96,229.89,218.84,L5
2002-01-08 09:54:28+00:00,226.15,227.90,219.10,L7
