dates,satname,nzd0035-0000,nzd0035-0001,nzd0035-0002,nzd0035-0003
1999-07-25 22:04:15+00:00,L7,361.22,372.07,376.34,380.13
1999-08-17 22:10:26+00:00,L7,304.85,,349.78,371.97
1999-09-27 22:04:25+00:00,L7,346.40,353.30,359.53,360.74
1999-11-14 22:04:18+00:00,L7,358.28,369.31,368.16,372.16
1999-12-07 22:10:30+00:00,L7,,362.92,368.65,366.45
2000-02-09 22:10:19+00:00,L7,351.87,369.42,372.48,369.87
2000-04-13 22:09:54+00:00,L7,370.83,386.87,392.68,397.41
2000-04-29 22:09:53+00:00,L7,377.81,394.03,396.28,402.58
2000-05-15 22:09:42+00:00,L7,,,374.38,413.06
2000-05-24 22:03:22+00:00,L7,347.61,380.21,379.41,384.74
2000-08-03 22:08:44+00:00,L7,,354.51,358.67,368.43
2000-08-12 22:02:30+00:00,L7,353.42,381.77,375.92,376.25
2000-09-04 22:08:22+00:00,L7,354.30,359.97,364.66,363.81
2000-09-13 22:02:02+00:00,L7,359.65,364.79,376.50,378.48
2000-10-15 22:01:32+00:00,L7,354.84,355.89,359.99,357.59
2000-10-22 22:07:50+00:00,L7,367.92,383.09,380.70,381.07
2001-01-03 22:01:48+00:00,L7,360.50,380.79,383.00,387.79
2001-02-27 22:07:54+00:00,L7,347.81,360.31,360.41,363.85
2001-03-24 22:01:35+00:00,L7,352.46,371.15,374.92,375.42
2001-06-03 22:07:16+00:00,L7,367.65,383.13,382.98,384.56
2001-06-12 22:01:01+00:00,L7,,370.43,375.42,367.08
2001-06-19 22:07:05+00:00,L7,,387.92,381.55,384.07
2001-08-15 22:00:14+00:00,L7,373.67,386.81,386.95,412.54
2001-08-31 22:00:05+00:00,L7,360.32,377.33,379.77,380.24
2001-09-16 21:59:53+00:00,L7,,363.59,358.57,363.64
2001-10-18 21:59:42+00:00,L7,346.03,353.95,352.79,367.34
2001-11-19 21:59:56+00:00,L7,349.46,358.30,366.08,365.90
2001-12-21 22:00:05+00:00,L7,346.00,354.44,,
2001-12-28 22:06:14+00:00,L7,356.56,368.48,364.87,376.84
2002-01-22 22:00:16+00:00,L7,375.96,387.98,392.02,452.17
2002-01-29 22:06:21+00:00,L7,341.74,350.59,356.66,360.04
2002-02-14 22:06:29+00:00,L7,349.85,357.62,361.26,362.29
2002-02-23 22:00:19+00:00,L7,378.76,393.31,395.24,431.01
2002-03-27 22:00:13+00:00,L7,359.04,366.07,370.22,369.58
2002-04-12 22:00:13+00:00,L7,346.69,372.85,370.57,362.53
2002-04-28 22:00:14+00:00,L7,341.45,345.22,352.72,363.07
2002-06-15 21:59:55+00:00,L7,,353.90,363.77,367.56
2002-06-22 22:06:03+00:00,L7,,400.10,389.84,433.77
2002-08-09 22:05:46+00:00,L7,345.76,354.23,359.07,364.28
2002-08-18 21:59:33+00:00,L7,378.37,385.85,381.18,434.31
2002-10-28 22:05:22+00:00,L7,358.11,377.97,382.50,451.57
2002-11-06 21:59:17+00:00,L7,331.99,351.74,355.40,
2002-11-13 22:05:30+00:00,L7,,,390.02,442.16
2003-01-09 21:59:45+00:00,L7,359.93,,,
2003-02-26 22:00:04+00:00,L7,,,,578.05
2003-04-06 22:06:21+00:00,L7,353.11,359.56,369.38,371.48
2003-04-22 22:06:19+00:00,L7,362.99,379.21,378.74,375.49
2003-05-08 22:06:20+00:00,L7,353.65,380.56,380.78,381.76
2003-05-24 22:06:17+00:00,L7,,405.70,395.45,434.48
2003-07-28 21:48:04+00:00,L5,,,,644.00
2003-08-29 21:48:38+00:00,L5,348.38,359.68,362.64,364.07
2003-09-30 21:49:06+00:00,L5,347.59,358.98,359.61,367.13
2003-10-31 22:06:00+00:00,L7,,361.88,365.81,371.30
2003-11-16 22:06:11+00:00,L7,,,372.66,379.59
2003-12-18 22:06:24+00:00,L7,369.29,386.91,391.75,433.13
2003-12-19 21:50:03+00:00,L5,378.71,399.08,400.07,462.47
2003-12-26 21:56:18+00:00,L5,345.71,365.13,372.91,368.04
2004-01-19 22:06:35+00:00,L7,366.19,386.25,385.94,382.73
2004-02-04 22:06:41+00:00,L7,,,,
2004-02-28 21:56:35+00:00,L5,348.50,356.07,346.97,357.63
