dates,nzd0426-0000,nzd0426-0001,nzd0426-0002,nzd0426-0003,nzd0426-0004,nzd0426-0005,nzd0426-0006,nzd0426-0007,nzd0426-0008,nzd0426-0009,nzd0426-0010,nzd0426-0011,nzd0426-0012,nzd0426-0013,nzd0426-0014,nzd0426-0015,nzd0426-0016,nzd0426-0017,nzd0426-0018,nzd0426-0019,nzd0426-0020,nzd0426-0021,nzd0426-0022,nzd0426-0023,nzd0426-0024,nzd0426-0025,nzd0426-0026,nzd0426-0027,nzd0426-0028,nzd0426-0029,nzd0426-0030,nzd0426-0031,nzd0426-0032,nzd0426-0033,nzd0426-0034,nzd0426-0035,nzd0426-0036,nzd0426-0037,nzd0426-0038,nzd0426-0039,nzd0426-0040,satname
2001-03-15 22:10:15+00:00,377.24,403.00,411.03,419.02,418.66,408.58,398.57,390.69,406.00,394.12,392.67,390.73,388.16,383.84,398.85,401.22,400.40,402.82,404.48,403.85,403.03,404.29,408.69,411.69,406.68,400.47,395.51,391.47,394.20,391.29,392.12,393.58,395.36,392.37,388.30,378.86,370.81,367.72,366.83,365.19,367.23,L7
2001-03-31 22:10:07+00:00,378.02,404.69,411.64,418.97,418.37,407.64,398.28,391.75,405.85,393.82,390.75,389.03,386.94,383.21,399.04,401.38,401.58,403.93,406.01,406.25,403.27,404.40,407.25,409.73,408.59,403.82,398.09,394.46,397.80,394.68,394.40,396.22,397.19,390.19,389.55,381.98,374.35,372.39,369.71,366.58,368.44,L7
2001-05-02 22:10:03+00:00,379.26,404.21,411.26,418.27,416.84,406.97,398.08,391.19,404.91,393.12,389.47,387.33,385.21,382.02,397.71,400.87,401.10,402.67,404.26,405.33,402.73,403.92,406.58,408.80,408.13,403.61,397.69,394.30,396.90,394.34,393.89,396.31,396.77,390.93,389.83,382.57,375.45,373.48,369.24,364.74,366.70,L7
2001-07-05 22:09:21+00:00,383.08,407.05,412.48,417.92,414.82,404.51,397.18,392.65,406.77,394.50,391.57,389.25,385.97,382.96,398.91,402.21,402.02,403.26,404.79,406.30,403.56,404.79,407.23,410.32,410.36,405.20,398.81,396.00,399.37,396.47,397.81,399.16,399.30,393.82,392.89,385.16,379.09,375.43,369.24,364.74,367.13,L7
2001-09-07 22:08:34+00:00,394.32,416.22,420.70,424.56,419.22,405.81,396.67,389.73,401.84,390.18,384.06,387.69,384.58,382.79,395.82,400.21,401.68,400.26,400.33,402.75,403.47,406.49,405.00,408.94,409.73,404.10,396.79,394.44,400.71,397.42,398.35,401.27,403.11,395.62,395.70,389.56,384.02,377.18,369.42,362.53,364.37,L7
2001-09-23 22:08:26+00:00,403.19,420.24,423.78,428.65,422.44,406.15,397.92,390.47,402.66,389.87,382.63,386.07,384.11,381.43,394.24,398.34,399.91,398.72,397.77,400.40,401.55,406.44,407.06,409.71,409.88,404.61,396.93,394.32,400.54,398.61,401.25,405.99,409.02,399.36,397.43,391.27,387.44,380.31,371.12,362.81,365.08,L7
2002-01-29 22:08:45+00:00,408.41,425.10,427.68,436.54,435.08,423.05,414.48,399.96,410.21,396.76,386.76,390.19,386.30,380.44,388.92,392.38,394.80,393.11,390.94,391.88,397.26,404.64,405.21,407.74,406.02,402.42,397.08,392.58,398.60,401.31,402.32,412.45,417.64,409.72,400.17,390.50,384.70,375.91,367.65,364.76,365.53,L7
2002-02-14 22:08:53+00:00,403.11,420.84,425.33,436.20,435.40,426.88,420.00,406.08,415.58,401.31,391.47,390.88,386.03,381.21,390.27,393.28,394.29,392.54,390.85,392.30,398.64,404.32,406.57,408.85,407.13,401.34,396.70,392.81,397.82,401.73,400.36,411.19,414.82,409.62,400.69,389.96,384.42,376.15,368.66,365.99,365.02,L7
2002-04-03 22:08:45+00:00,393.36,414.12,423.15,434.51,440.05,441.37,441.54,431.78,438.19,420.56,408.14,399.51,391.28,386.88,398.28,398.37,396.65,394.87,394.21,395.49,402.71,404.37,409.20,410.15,407.58,401.40,397.43,397.14,398.92,403.80,398.22,406.18,406.61,405.94,399.89,388.63,380.70,376.00,369.31,367.45,366.07,L7
2002-09-10 22:07:55+00:00,404.77,422.26,430.61,439.37,444.41,435.01,429.25,421.01,427.49,410.02,398.99,396.08,394.00,398.14,408.42,407.12,393.48,398.71,400.75,398.88,403.02,400.32,409.51,409.19,403.57,397.59,389.72,392.49,394.88,390.67,383.92,387.08,393.86,393.91,392.70,380.73,374.76,368.17,360.14,358.12,358.40,L7
2002-12-31 22:08:20+00:00,389.71,414.53,422.75,435.88,434.37,427.36,417.56,407.10,424.06,418.14,417.86,404.97,406.03,414.99,419.31,416.75,401.10,403.11,406.26,404.44,404.79,399.04,404.43,404.42,402.25,401.56,400.06,399.90,398.72,394.07,386.90,391.65,393.44,394.46,390.45,384.20,382.32,380.92,374.17,373.83,376.59,L7
2003-02-01 22:08:33+00:00,379.07,406.69,416.19,426.07,425.40,421.19,415.17,403.19,422.55,420.20,420.79,407.73,405.07,413.88,420.24,416.73,404.53,402.23,405.04,402.86,402.73,400.10,403.01,403.35,401.42,401.52,401.88,399.61,397.90,394.03,387.77,393.00,393.76,393.36,388.33,383.50,382.62,383.64,377.14,377.36,378.76,L7
2003-08-20 21:57:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.15,401.63,403.12,405.39,415.73,411.43,403.73,390.37,389.70,380.38,380.43,373.77,377.36,L5
2003-08-28 22:08:21+00:00,369.09,385.78,405.24,409.16,410.78,406.04,408.26,,,412.53,414.89,405.87,400.57,396.05,401.84,406.59,402.30,399.57,402.09,402.94,399.49,402.63,408.01,406.07,,403.09,409.82,405.47,401.67,403.70,404.60,410.13,412.19,410.51,402.28,390.94,388.26,384.00,381.17,373.77,373.24,L7
2003-11-24 21:58:27+00:00,377.35,397.22,413.97,421.12,412.26,411.14,411.21,402.69,420.72,415.67,418.18,405.13,391.19,383.35,391.74,394.15,392.22,393.28,397.51,401.91,405.24,407.38,411.05,410.94,417.30,411.05,414.24,403.01,399.82,400.16,402.01,408.01,407.12,406.38,401.26,390.51,388.23,388.25,382.39,381.13,375.27,L5
2003-12-10 21:58:29+00:00,380.27,402.15,416.74,423.79,416.67,413.96,408.13,401.53,422.99,416.65,416.33,404.82,392.41,382.10,391.72,394.02,393.32,394.48,397.44,402.01,407.03,408.01,409.70,408.90,412.92,410.05,411.65,402.82,400.52,400.76,402.56,409.17,408.47,408.97,403.05,393.83,391.12,389.87,383.15,382.14,376.88,L5
2003-12-26 21:58:42+00:00,380.27,402.15,416.74,423.79,415.79,412.55,406.02,402.76,423.82,418.45,415.13,405.42,391.99,378.84,388.51,389.49,389.38,391.82,393.54,399.37,403.10,404.45,408.80,411.25,415.04,408.64,409.10,402.92,399.91,397.53,398.90,404.98,405.30,406.18,401.31,392.56,391.59,390.71,384.78,383.36,377.74,L5
2004-01-19 22:08:59+00:00,377.75,403.33,418.44,426.14,417.68,415.20,410.62,408.10,423.82,418.45,421.73,408.95,396.24,383.32,391.33,392.97,392.78,392.17,396.59,403.64,407.02,407.81,412.86,415.28,415.04,408.64,413.67,406.57,403.02,399.93,401.03,406.49,406.61,407.16,403.40,395.49,394.98,394.27,389.13,383.36,380.91,L7
2004-01-27 21:58:50+00:00,374.38,400.39,417.12,426.90,419.21,414.79,410.04,408.81,427.82,421.76,423.04,411.81,398.88,385.20,392.47,393.78,393.42,393.78,397.12,403.56,407.37,408.61,413.38,416.79,417.66,409.89,412.21,406.84,404.71,399.81,400.72,406.26,407.18,408.37,405.33,397.34,396.20,396.08,391.39,387.69,384.84,L5
2004-02-04 22:09:05+00:00,367.28,395.01,412.53,423.33,417.35,413.96,409.72,408.33,428.48,422.48,424.12,410.76,398.30,385.13,392.43,393.64,393.42,392.77,396.07,403.02,406.32,407.61,412.11,415.06,416.21,409.46,411.47,405.49,403.57,398.97,400.06,406.26,407.18,407.84,404.50,396.67,395.04,395.28,390.83,386.52,383.84,L7
2004-03-23 22:09:16+00:00,366.92,394.41,407.90,418.48,412.82,415.29,409.96,408.33,428.48,418.39,420.96,411.57,397.92,383.31,390.86,391.48,391.64,391.63,395.07,403.04,407.45,408.44,412.79,416.55,416.21,410.74,411.74,405.49,404.20,397.39,398.55,404.72,405.18,406.95,405.25,398.58,397.30,399.04,394.06,389.07,387.38,L7
2004-04-08 22:09:12+00:00,366.92,395.55,407.94,417.47,411.50,411.49,408.11,406.24,423.29,414.85,417.51,409.18,396.87,383.83,390.86,391.48,391.64,391.63,395.07,403.04,407.45,408.44,412.79,416.55,416.21,410.74,411.74,405.49,404.20,397.39,398.55,404.72,405.18,406.95,405.25,398.58,397.30,399.04,394.06,389.07,387.38,L7
2004-04-24 22:09:07+00:00,359.60,395.55,407.94,417.47,411.63,410.18,407.85,406.87,423.29,414.86,416.10,408.89,396.76,385.41,393.82,394.72,394.81,395.65,395.07,403.04,409.73,410.87,414.75,419.04,419.16,413.12,413.05,408.22,406.31,400.59,400.83,407.53,407.53,408.21,405.25,401.15,399.49,400.87,396.02,391.10,390.05,L7
2004-05-18 22:00:38+00:00,359.60,395.55,407.94,417.47,411.63,412.37,409.25,408.42,425.05,415.48,416.83,409.05,397.86,387.13,397.76,398.68,399.33,399.18,395.07,403.04,409.73,410.87,414.75,419.04,419.16,413.12,413.05,408.22,406.31,400.59,400.83,407.53,407.53,408.21,405.25,401.15,399.49,400.87,396.02,391.10,390.05,L5
2004-10-01 22:08:33+00:00,322.99,413.40,420.79,425.72,416.96,411.83,410.16,409.82,422.61,410.63,409.14,404.00,397.72,392.76,409.18,411.32,408.70,408.91,385.44,387.92,408.06,407.73,413.88,420.84,424.70,418.75,414.16,424.58,413.48,413.34,409.48,414.60,410.29,409.25,404.29,406.20,403.72,405.26,405.39,404.77,408.10,L7
2004-10-17 22:08:38+00:00,322.99,424.44,433.41,440.02,428.71,422.47,416.16,417.22,433.92,419.76,415.84,410.71,401.49,392.64,407.11,407.03,403.55,402.44,381.63,385.29,408.06,402.71,408.97,417.97,419.65,413.81,409.53,412.64,410.89,409.46,406.57,413.15,411.59,409.24,404.29,406.20,405.39,405.73,407.91,407.77,410.46,L7
2004-11-26 22:05:17+00:00,340.51,392.08,408.06,420.78,430.03,427.07,419.69,418.80,441.36,430.71,427.53,423.73,404.19,383.78,391.57,389.12,381.96,374.43,373.90,377.87,378.94,389.86,395.03,401.45,405.26,400.90,401.02,394.53,395.73,393.84,390.72,399.62,399.40,400.49,395.13,393.96,399.63,401.28,406.63,406.94,405.61,L5
2004-12-12 22:05:37+00:00,342.64,381.97,400.49,414.19,423.89,421.38,415.34,412.97,438.14,435.49,434.54,432.92,414.99,391.48,397.02,392.30,383.49,372.45,371.61,375.49,376.46,386.33,391.06,395.14,401.04,401.74,400.15,394.63,394.90,393.46,390.31,399.89,395.80,398.68,394.03,391.93,397.09,400.08,403.27,406.33,406.12,L5
2005-01-05 22:09:22+00:00,338.81,376.67,398.41,413.43,423.89,421.38,412.82,409.84,435.17,432.45,431.05,429.73,413.51,395.24,401.71,396.29,387.22,377.07,374.88,377.46,377.70,386.33,390.12,394.58,399.93,402.14,400.30,395.30,396.56,395.21,392.46,401.96,398.29,402.05,399.64,395.64,397.09,402.46,404.76,405.65,407.02,L7
2005-01-29 22:06:17+00:00,348.00,372.63,389.54,413.43,428.95,421.38,412.82,409.84,435.17,433.04,435.27,429.73,413.51,395.24,401.71,396.29,387.22,379.32,374.88,374.92,380.45,387.24,390.12,394.58,399.93,402.14,400.30,395.30,396.56,395.21,392.46,401.96,399.65,402.05,399.64,395.64,397.09,402.46,404.76,405.65,413.69,L5
2005-02-14 22:06:33+00:00,349.55,372.04,388.88,412.02,426.61,416.03,408.41,406.78,429.26,428.60,429.80,424.87,410.27,396.99,404.21,398.65,391.07,382.98,377.24,377.66,382.08,386.18,388.44,392.89,397.26,398.79,395.05,391.94,393.16,396.62,396.80,404.32,403.52,404.43,403.40,398.59,397.03,401.00,402.41,404.34,412.61,L5
2005-03-02 22:06:47+00:00,350.96,370.10,387.35,410.17,423.08,412.39,406.57,405.21,426.98,426.07,426.54,422.28,408.21,395.85,403.12,398.78,391.19,383.45,378.05,379.18,382.94,387.05,389.02,392.71,396.80,397.28,392.20,389.80,392.30,395.56,395.55,403.14,403.43,404.43,403.40,398.59,397.03,401.00,402.41,404.34,412.61,L5
2005-03-26 22:09:40+00:00,352.27,368.42,385.75,406.77,419.77,411.35,406.70,404.93,426.98,426.07,427.80,422.27,409.41,397.70,405.25,400.72,393.05,385.23,381.36,382.14,385.30,388.85,390.40,393.69,396.80,397.28,394.45,391.38,394.53,397.25,397.91,405.83,405.27,406.54,405.50,401.44,399.98,404.62,405.60,404.34,412.61,L7
2005-07-24 22:07:50+00:00,368.94,360.16,384.53,407.68,417.96,397.97,396.49,396.73,406.51,415.45,425.41,412.33,403.94,401.80,412.59,413.92,402.41,396.59,394.40,387.44,390.08,389.32,387.11,392.20,388.96,385.13,384.70,386.17,386.78,400.80,410.47,412.28,416.78,419.91,414.38,411.18,411.92,410.00,407.69,397.78,420.31,L5
2005-09-10 22:08:07+00:00,371.32,367.74,403.57,412.30,413.36,401.14,398.22,394.05,390.01,378.79,435.01,422.21,396.27,399.08,415.16,417.74,400.37,396.59,394.76,388.82,385.10,385.49,386.82,395.41,387.75,391.28,397.00,394.42,395.33,403.37,409.69,411.90,419.35,416.42,410.27,409.27,414.55,413.10,413.86,403.39,408.12,L5
2005-09-18 22:09:03+00:00,365.61,362.05,396.90,405.85,406.62,397.82,398.22,394.05,383.86,378.38,435.01,422.21,388.86,392.39,406.76,410.62,394.92,386.85,384.77,379.49,376.65,378.26,386.82,395.41,378.42,377.89,389.54,388.78,389.07,396.82,403.84,404.76,413.51,413.34,408.87,404.80,407.12,413.10,402.01,390.86,400.04,L7
2005-10-20 22:09:11+00:00,367.86,372.68,401.77,409.59,409.58,394.19,397.37,390.70,393.22,383.92,410.16,395.18,381.70,387.83,406.17,410.99,397.63,390.90,385.11,377.69,375.53,370.54,387.02,397.45,387.44,386.80,389.20,391.15,389.49,399.22,406.06,408.05,418.59,419.52,416.00,410.26,404.58,415.88,401.86,400.79,405.31,L7
2005-11-13 22:08:20+00:00,364.09,369.15,395.58,403.02,404.59,391.59,393.44,386.03,393.32,381.36,398.81,379.34,377.59,382.07,400.87,404.80,393.79,389.12,384.02,377.36,374.73,370.60,384.14,390.29,385.37,383.02,385.39,387.13,386.68,395.53,406.06,405.17,417.41,419.05,415.67,409.92,403.50,413.28,401.76,398.49,400.79,L5
2005-12-23 22:09:39+00:00,364.67,369.25,394.23,404.07,407.74,398.69,395.82,386.80,393.44,381.66,392.14,378.88,376.70,381.58,400.87,404.80,394.37,391.12,386.09,379.85,378.14,373.66,385.71,392.25,389.11,386.40,386.88,389.75,389.75,397.10,406.06,408.10,419.31,419.95,418.26,412.50,407.81,416.36,407.69,404.77,405.16,L7
2006-01-08 22:09:49+00:00,364.67,369.25,394.23,404.07,407.74,398.69,395.82,386.80,393.44,381.66,392.14,378.88,376.70,379.85,400.87,404.80,394.38,390.45,386.31,379.96,378.43,375.45,385.37,392.38,390.07,387.17,387.95,389.21,391.61,398.72,406.06,409.24,418.28,419.57,418.21,413.16,409.11,417.44,409.54,406.80,407.92,L7
2006-01-24 22:09:56+00:00,360.87,371.00,387.69,398.56,405.46,401.24,398.29,389.47,393.96,380.51,374.97,378.09,377.00,379.53,395.37,398.16,393.22,388.65,385.57,380.60,379.79,377.74,388.57,394.33,392.91,389.86,390.39,392.24,397.47,402.26,408.39,409.24,420.87,422.35,423.51,417.63,412.27,421.54,414.25,411.25,412.99,L7
2006-02-09 22:10:01+00:00,360.87,372.85,387.49,399.46,406.45,402.95,399.68,388.80,394.94,381.18,376.55,376.98,376.12,377.79,392.24,395.60,393.22,388.65,385.80,381.09,380.07,379.59,388.79,393.89,393.75,391.17,391.59,393.23,398.83,402.65,410.56,411.09,420.87,422.90,423.64,418.77,413.04,422.19,415.50,412.66,413.76,L7
2006-06-01 22:10:02+00:00,369.99,384.07,394.44,409.88,415.90,414.31,405.91,391.57,397.11,380.95,372.81,375.40,374.16,373.51,382.99,385.38,395.84,393.80,391.86,386.78,386.42,388.95,390.19,396.59,402.12,399.32,397.79,399.32,407.73,411.21,424.73,418.97,425.43,426.73,427.44,422.88,427.00,428.87,429.24,426.83,428.46,L7
2006-06-25 22:12:44+00:00,380.12,388.88,396.76,410.07,413.37,411.48,407.39,392.80,398.70,380.00,373.15,374.12,374.68,371.48,382.99,385.38,394.42,386.44,390.34,384.94,383.51,389.97,389.59,396.08,401.47,399.12,399.43,399.02,408.61,413.29,424.73,418.55,424.29,427.30,426.49,422.24,427.49,429.96,428.51,425.81,428.94,L5
2006-08-04 22:09:40+00:00,387.08,393.44,399.62,413.12,413.30,411.48,406.62,385.46,400.87,385.24,382.86,372.53,370.88,365.61,376.58,385.38,398.28,401.26,392.57,392.73,382.04,390.70,393.94,395.00,402.33,401.03,400.71,399.29,407.31,406.50,416.81,420.33,421.29,424.12,421.12,416.54,425.57,426.07,424.20,422.57,419.11,L7
2006-09-21 22:09:29+00:00,378.36,391.59,403.12,404.14,395.81,375.76,372.25,363.19,,,382.12,363.90,370.98,357.75,361.44,368.78,380.13,376.14,378.91,386.75,364.42,362.97,378.57,383.97,405.06,393.49,398.50,393.22,396.54,398.89,402.98,413.02,413.30,414.34,408.69,403.17,414.88,410.95,399.29,,406.22,L7
2006-10-23 22:09:36+00:00,375.29,391.59,403.12,404.14,390.14,370.03,362.73,356.37,370.34,356.25,370.81,361.48,364.88,353.88,360.73,363.59,372.74,372.73,375.88,386.75,367.78,367.73,377.32,380.99,392.50,387.91,392.66,390.26,396.25,398.56,403.23,414.66,414.12,416.92,408.69,406.22,410.37,406.38,398.11,391.47,399.47,L7
2006-10-31 22:14:17+00:00,375.64,396.37,404.71,404.64,392.94,376.92,365.65,360.52,378.40,364.41,371.05,368.84,368.64,361.36,368.46,371.34,374.35,375.72,378.08,387.58,376.24,375.83,381.60,385.11,395.52,391.08,395.42,394.42,401.24,403.97,408.70,417.24,417.47,420.50,415.17,412.03,414.16,411.97,406.35,406.45,404.70,L5
2006-11-08 22:09:50+00:00,372.94,395.40,402.01,400.67,391.31,375.21,362.85,359.20,374.09,359.79,366.36,365.85,365.23,357.06,365.11,367.94,369.79,371.82,375.85,382.21,371.85,372.65,377.88,383.89,391.31,389.29,392.22,391.44,398.56,401.62,406.21,413.97,417.12,419.38,412.90,410.94,413.22,412.45,408.06,406.79,402.55,L7
2007-01-11 22:10:12+00:00,373.10,398.03,403.32,401.91,392.03,379.86,366.61,360.85,375.22,360.62,365.86,367.36,367.51,359.74,368.23,367.94,369.79,372.81,375.50,379.67,372.57,375.06,379.31,386.14,391.91,389.70,392.90,393.07,401.60,404.09,406.21,413.97,420.55,423.00,417.97,417.46,413.90,417.88,413.17,411.59,407.35,L7
2007-02-04 22:14:57+00:00,372.77,398.41,403.63,403.18,394.29,381.59,368.82,362.34,377.18,362.82,366.86,368.62,370.04,362.43,369.84,368.88,363.64,368.06,371.99,374.92,372.96,375.48,375.83,384.67,390.15,387.94,391.32,392.77,400.64,403.68,404.16,412.51,419.28,423.45,417.70,417.40,414.79,419.13,415.11,413.22,408.62,L5
2007-02-28 22:10:28+00:00,375.99,400.67,405.34,406.00,396.52,384.71,373.27,367.84,383.97,370.05,372.79,368.62,370.04,365.40,373.05,373.31,368.96,370.92,374.92,378.30,376.15,379.54,379.68,388.39,394.55,391.91,395.89,392.77,400.64,406.74,408.55,417.65,422.78,425.82,420.12,418.77,415.50,420.18,416.79,415.49,410.57,L7
2007-04-01 22:10:31+00:00,382.51,409.04,412.81,415.39,403.76,393.24,380.88,377.02,391.70,378.47,381.50,377.23,369.85,366.67,374.99,383.30,378.00,380.03,383.30,385.04,382.78,385.90,386.80,395.60,396.70,396.75,400.63,397.54,410.53,412.93,419.49,429.32,434.09,428.92,424.21,421.91,418.70,428.10,426.18,420.32,411.29,L7
2007-05-03 22:10:25+00:00,385.87,406.07,411.66,414.75,407.07,396.97,386.93,382.75,396.49,384.09,388.78,380.75,371.44,368.42,380.16,389.17,383.69,382.39,386.36,385.15,384.31,386.88,388.27,398.18,398.92,398.91,403.23,397.89,412.83,414.11,420.51,432.73,436.31,430.34,423.87,422.48,419.59,431.08,429.55,423.15,412.68,L7
2007-07-06 22:10:13+00:00,390.86,407.80,414.93,420.46,413.00,402.33,393.11,388.08,401.68,392.48,392.43,384.73,378.71,376.00,388.63,395.99,389.36,388.11,390.19,387.63,387.52,390.55,393.31,400.47,401.89,402.27,404.48,400.68,418.18,417.11,424.63,436.71,439.12,434.17,429.11,426.65,423.44,430.97,432.82,426.29,417.39,L7
2007-08-23 22:09:58+00:00,392.59,407.97,415.01,422.05,413.66,406.20,399.70,396.15,408.00,404.58,399.62,387.95,375.99,376.07,390.95,397.11,390.93,392.35,394.58,391.79,393.67,392.44,395.83,401.12,401.96,405.44,406.39,398.67,417.46,416.35,424.68,437.94,438.65,430.88,430.32,425.74,419.56,427.65,429.83,423.78,412.55,L7
2007-09-08 22:09:50+00:00,391.89,403.59,411.51,417.05,408.91,404.34,398.85,393.65,405.27,398.96,395.22,383.56,373.26,372.84,387.89,393.22,389.77,393.42,392.45,388.88,389.88,388.14,392.28,395.80,396.08,396.78,397.84,397.53,410.35,410.93,417.19,436.58,437.37,426.21,423.74,421.56,416.87,425.53,424.62,417.18,404.70,L7
2007-09-24 22:09:45+00:00,387.18,400.98,407.63,412.55,405.95,404.34,398.85,393.65,405.16,397.95,394.51,383.21,374.93,373.08,385.57,389.63,385.57,388.00,389.63,385.98,386.35,386.27,392.28,394.41,395.22,396.39,397.90,397.67,407.66,409.47,414.80,431.93,432.21,424.74,419.90,418.13,416.87,425.53,422.62,414.93,404.41,L7
2007-10-02 22:12:54+00:00,375.30,388.90,397.06,401.30,399.59,396.32,394.73,387.16,395.98,380.84,379.94,374.59,371.05,367.83,380.93,378.04,374.13,378.90,381.19,377.69,378.31,380.11,385.03,387.23,389.14,387.20,388.46,391.69,395.38,401.69,402.38,415.47,416.99,421.06,415.55,414.27,413.49,411.65,408.81,404.89,403.73,L5
2007-10-26 22:09:55+00:00,373.38,386.49,393.20,396.89,395.30,394.44,393.48,386.70,396.74,382.42,380.27,372.79,371.04,368.65,379.77,377.06,373.57,375.88,378.99,375.67,375.43,378.23,382.34,384.95,386.63,385.51,387.52,390.37,392.66,398.92,399.93,412.07,413.28,418.85,413.49,411.11,409.94,409.15,406.37,402.83,402.18,L7
2007-11-27 22:10:12+00:00,371.91,386.22,392.98,395.78,393.65,393.54,392.47,388.99,401.59,388.65,381.83,373.71,373.71,371.86,379.02,376.28,373.64,376.89,379.06,377.01,375.13,378.18,382.89,385.97,386.82,385.09,385.84,390.23,394.71,397.17,397.97,408.80,411.91,416.79,411.63,408.62,408.66,407.84,404.84,401.52,402.60,L7
2008-03-02 22:10:10+00:00,362.75,379.92,385.76,390.33,388.30,395.18,395.30,392.35,408.13,395.41,389.82,379.07,377.79,375.97,380.90,378.22,377.29,377.24,381.11,375.64,374.58,382.54,385.55,388.07,390.23,387.46,389.20,393.76,394.88,397.49,396.06,407.71,411.25,415.63,407.49,404.85,403.86,406.17,405.02,402.82,403.46,L7
