,dates,nzd0426-0000,nzd0426-0001,nzd0426-0002,nzd0426-0003,nzd0426-0004,nzd0426-0005,nzd0426-0006,nzd0426-0007,nzd0426-0008,nzd0426-0009,nzd0426-0010,nzd0426-0011,nzd0426-0012,nzd0426-0013,nzd0426-0014,nzd0426-0015,nzd0426-0016,nzd0426-0017,nzd0426-0018,nzd0426-0019,nzd0426-0020,nzd0426-0021,nzd0426-0022,nzd0426-0023,nzd0426-0024,nzd0426-0025,nzd0426-0026,nzd0426-0027,nzd0426-0028,nzd0426-0029,nzd0426-0030,nzd0426-0031,nzd0426-0032,nzd0426-0033,nzd0426-0034,nzd0426-0035,nzd0426-0036,nzd0426-0037,nzd0426-0038,nzd0426-0039,nzd0426-0040
0,1999-11-21 22:12:47+00:00,145.51823959631477,159.89694287303436,182.17778543978662,199.28637730829843,204.55261419756627,196.13022488128493,180.20492125003366,170.03091990820712,178.56833091713793,171.55918018706865,183.16373598744144,184.34720681848103,184.41103557095207,173.11254972237668,187.9870563994321,189.99936456400985,186.50183679075477,183.9947639852303,179.94218232190164,174.53054656320217,177.39864514975696,186.96570103043123,195.53636364192315,185.39188667583176,184.4763682827554,183.0059117002465,181.51956564528598,176.93091321421,182.29496046019358,178.13922588343667,171.4686358048884,187.83908661753753,187.94696613442287,190.56680735234494,187.36836760883287,183.16748331597154,171.22794299517244,166.7829435711697,156.82428423668415,157.82671093432376,154.31883150004126
1,1999-12-07 22:12:53+00:00,157.18855654692572,172.48671628192938,182.66021084829603,194.99705472682712,198.63831381021296,187.747607384,183.7882778581084,170.7341791682402,182.49191740022604,178.18330239615392,187.5596978373782,198.0050315659745,195.5288075397021,183.7751498177508,192.92431120464767,199.31287690608082,195.88509107291725,189.1481370833568,181.71813346795784,180.5963264189011,179.83286278889022,188.69853888443066,190.95685562318238,197.73795058448542,194.05018841132596,193.25956059761063,187.9833628051272,183.38995109606637,178.99706462586528,171.1431055707655,172.48688418253778,187.5195863213633,189.9030836549603,185.20691446105104,182.31832685518157,177.86083930514638,172.15925125427017,163.02311591867075,160.27258275841888,153.48984574557292,151.98500775470663
2,2000-01-24 22:12:47+00:00,174.1674692629157,196.70616331567783,205.06967265657656,218.15588561308542,213.56584301145676,204.15045137221617,193.7982980218774,171.63602480226234,181.67487920855476,185.88939949451867,195.7805831721847,211.87671806767108,210.44012688646697,195.2462455367731,203.17379793904587,194.77407806540745,198.96273012505014,193.32213763903871,190.57984658165228,196.02159683615787,205.2632431848706,199.9198800698996,196.83173176628992,209.7849717179236,211.90096977686034,206.17665280826424,204.2209644666885,199.46397379135453,201.3184362737145,197.47420293050604,199.33926487684488,200.03430539266577,199.237742170186,190.27252018531354,187.757489195752,183.74067805998928,172.7899727673617,177.10033338045338,170.75043418579457,167.4518560115306,155.1705020690245
3,2000-04-13 22:12:18+00:00,195.8196097340766,212.54079890948745,216.92257543597262,223.67842200410922,222.27295169190646,213.97482091424897,197.15828697529233,179.85180459889972,186.2003648827564,189.52365340431083,194.02768437144462,214.24781081762123,214.82975313564648,201.8044208926129,216.6260147705919,204.95171339353217,203.7031946845595,197.15901135533312,199.42427103169848,201.77432580277616,203.43903373238751,207.9907149344029,211.1043414788614,218.22074039253297,215.8451881354535,215.63331607222,207.90486539795884,202.52654513798046,203.63780269474756,197.12658912654933,194.0153196633597,199.66363900873046,191.56361718124452,184.42397209098525,181.74557559352547,176.4660563748743,177.79130310791984,171.29455952841707,165.8318806484181,152.72333385663404,149.504254254194
4,2000-08-19 22:11:01+00:00,201.2182698088214,221.99557683910768,240.49240895417927,242.3388076730109,221.63175892662298,209.83355645423728,197.18689359822585,180.54265452263863,205.3154392008637,200.516807001315,203.9612455802753,196.58597886939882,194.0268925898817,192.64038662312385,211.9793475697423,216.04854254282318,221.03966738505704,221.20064624331542,222.525772388336,205.8783120549891,201.2146694342663,194.97176937984955,196.44956744151582,197.62797299816535,206.12151718310162,200.47105007711406,195.94145505424353,198.72901062632894,201.28372079816273,200.2254929094423,190.54097957370402,198.14098462767197,195.7683994700301,,,,,,,,
5,2000-09-20 22:10:27+00:00,188.71645986447763,213.4469970018776,225.1575597895624,236.17289023964332,231.16711166120228,218.46162831338665,210.86039384085038,199.34069365837155,217.47588103185055,209.19939502907718,210.52584212206102,210.92465501906335,205.2760568371334,198.97799488333564,209.39549054811056,210.52144875876667,205.9159602509664,206.47477021190537,210.3808337302787,206.37368027364388,214.9253850756119,221.157568316874,226.75177786315004,232.94214315924702,215.83556237109678,200.74509660441527,194.61910822223368,190.80459112312923,190.49427178427734,186.0327220090609,191.96738188773335,194.6485956455787,195.6283605230161,193.62373736596547,187.17983961685636,174.89760438606987,172.77462848709442,164.42401955790777,150.35976284343093,154.26222864657763,159.55927952947957
6,2000-11-07 22:10:17+00:00,161.24733019478083,179.1497478597316,199.14652495634732,215.73365863718442,219.4470362357576,207.3865085642083,193.61507728101108,181.1367660251603,194.47701726259118,182.6008152226971,178.69834612688135,174.3228981283934,178.57705974763692,180.07445712249404,193.84085422821997,195.6753468013523,194.4280409468728,192.5679532670674,193.80156101751194,196.56269849192205,198.02129494447968,200.03464529304952,201.32005692562825,196.51775882530046,191.70228554584935,191.50976785090086,192.0037062482618,187.04597941866638,190.18119933958891,185.1946561440678,181.4170235893507,180.8423862175884,178.73727958101153,179.1424738579377,170.4378429270365,166.01885181353947,156.47845777545513,155.62461213882307,162.67250823284132,165.901916790673,
7,2001-01-10 22:10:27+00:00,167.91422716886075,184.93258121260644,191.8450463136539,206.23205884015553,207.72489309485252,201.13693389425094,194.77451100301613,190.48278555594356,200.7817031646801,188.19871083049304,184.6743537687871,176.1071436038997,177.69449657686528,169.50039924410783,188.27325587516623,193.81349269252206,192.59760302439025,197.58304362318566,194.3955827389517,195.76000994880144,191.56050594975696,192.03629955323868,199.7709968822514,202.21512594463638,199.47018096882076,196.2672311842088,188.05198328525586,184.37389045730077,184.23633580906082,186.696520148203,189.72071516736685,194.0113752039641,193.65097970113615,192.1004238243936,186.31480726082992,170.06592069275052,165.9488900404518,164.5259403755236,155.91257861981413,151.74276404468304,158.89266495967175
8,2001-01-26 22:10:30+00:00,158.28886426341916,179.62976861930434,189.70911648111058,198.32312226857385,196.63188663865648,198.10877548137677,192.13968532877985,185.55134424198212,200.54692159960416,182.51724278783362,178.28572263243205,176.62427045492507,171.4665306247324,166.63717266732093,185.88298088742076,181.54037512088684,181.34582067428346,191.09170438533977,196.8964845734246,195.7520300396955,186.17244209847306,185.6010101903697,196.86099633677009,197.44050711832128,199.273315740732,193.29469341854417,185.4422773190612,182.19968251704015,185.70312018478936,185.39930782944361,188.2468479639155,184.79001828553803,184.74376190866818,179.2086275591049,175.61550418072517,165.30860410281576,154.89475833734178,159.71059833172393,160.36540656977826,161.60161212651678,159.82570054840645
9,2001-02-27 22:10:18+00:00,188.8968909317164,215.4738618871496,216.32785482805392,223.67658750716083,224.24805499609352,206.98171315719574,196.36027823042835,193.45223286648252,215.7880310419605,204.6767269510543,208.94902000043572,204.41237077845045,196.3629529848928,189.8436611332017,207.33244433335398,209.4052906539908,215.12455755096278,216.02150290835846,216.16130972074671,216.25510639550416,210.48992804791817,210.52416495767437,214.47739238343462,218.22657455768666,219.30928786820874,211.2448172173909,208.20844260601498,201.12524659952135,204.1561312452153,200.79789248279417,199.28546921522846,200.58162523929576,197.80473801273322,198.88074412074835,194.04985430127738,187.9464810828468,178.67310319592127,177.29542953814462,173.03911910428835,170.6215349180855,171.79990787867138
