dates,satname,nzd0130-0000,nzd0130-0001,nzd0130-0002,nzd0130-0003,nzd0130-0004,nzd0130-0005,nzd0130-0006,nzd0130-0007,nzd0130-0008
1999-08-26 22:04:44+00:00,L7,421.13,421.01,403.79,397.86,402.35,405.02,398.20,393.56,428.46
1999-09-27 22:04:48+00:00,L7,383.02,382.90,379.02,371.27,371.47,376.51,362.45,371.15,373.74
1999-10-06 21:58:40+00:00,L7,488.51,450.79,,,409.73,404.23,,,
1999-11-14 22:04:42+00:00,L7,401.27,398.42,391.94,380.74,385.11,383.03,379.63,372.25,385.09
1999-12-25 21:58:28+00:00,L7,372.41,365.46,362.00,361.46,366.10,364.32,358.02,359.17,368.51
2000-02-11 21:58:22+00:00,L7,397.42,397.08,389.91,382.88,386.77,383.33,384.08,383.99,394.73
2000-03-30 21:58:09+00:00,L7,502.51,434.37,420.49,416.26,419.28,414.75,408.95,416.07,476.05
2000-05-17 21:57:43+00:00,L7,412.15,407.78,400.81,398.40,402.68,400.56,393.51,391.86,410.61
2000-05-24 22:03:46+00:00,L7,409.24,399.18,392.11,387.10,393.94,386.07,385.39,385.52,391.99
2000-07-20 21:56:59+00:00,L7,367.35,355.88,354.28,355.17,361.09,356.66,353.05,354.94,369.11
2000-08-12 22:02:54+00:00,L7,415.26,431.54,409.63,389.85,399.99,389.41,387.84,393.23,458.98
2000-12-11 21:56:00+00:00,L7,382.59,377.63,372.19,370.56,373.49,372.78,367.81,362.84,376.73
2001-01-03 22:02:12+00:00,L7,431.94,423.57,407.93,390.01,394.52,393.74,387.15,380.53,475.41
2001-02-13 21:56:03+00:00,L7,384.48,386.00,379.61,378.06,378.20,380.85,377.26,369.15,378.05
2001-03-01 21:55:57+00:00,L7,361.42,365.02,368.66,381.73,378.06,382.30,376.08,,
2001-03-17 21:55:52+00:00,L7,471.55,426.24,410.82,403.20,399.61,402.86,389.57,388.51,475.82
2001-03-24 22:01:59+00:00,L7,401.22,397.04,388.85,381.80,385.91,382.92,378.07,380.32,384.85
2001-06-05 21:55:16+00:00,L7,407.51,409.38,400.29,384.59,388.40,382.85,377.27,383.99,443.75
2001-06-28 22:01:09+00:00,L7,452.56,444.06,416.48,388.41,391.80,383.57,380.94,385.98,478.56
2001-08-08 21:54:37+00:00,L7,382.26,382.67,377.63,376.10,375.50,371.90,368.28,368.29,377.18
2001-08-24 21:54:24+00:00,L7,388.45,391.09,378.06,374.47,375.69,379.24,374.21,368.16,385.30
2001-09-09 21:54:12+00:00,L7,402.28,396.99,386.88,378.95,385.29,380.22,377.64,368.92,389.57
2001-09-25 21:54:04+00:00,L7,503.24,455.52,425.34,406.11,408.41,404.64,391.19,392.45,478.73
2001-10-02 22:00:04+00:00,L7,402.55,400.55,392.27,386.11,386.89,384.17,375.32,374.74,386.77
2001-10-11 21:53:46+00:00,L7,517.51,456.35,431.83,415.81,413.32,406.10,387.83,390.40,489.20
2001-11-03 22:00:10+00:00,L7,374.83,370.62,365.48,360.79,362.75,359.92,360.37,358.59,372.15
2001-11-28 21:54:11+00:00,L7,471.39,425.88,404.67,394.65,393.73,382.38,375.84,377.78,458.41
2001-12-30 21:54:13+00:00,L7,396.22,393.59,386.85,381.01,378.93,376.98,364.86,369.56,379.38
2002-01-22 22:00:40+00:00,L7,486.80,440.06,419.61,409.69,407.45,406.53,391.67,395.90,483.24
2002-01-31 21:54:26+00:00,L7,374.59,372.58,362.91,364.60,368.97,367.83,357.62,358.27,366.96
2002-02-23 22:00:43+00:00,L7,511.48,464.63,436.63,425.97,423.41,423.48,406.84,422.57,490.17
2002-03-27 22:00:37+00:00,L7,415.27,414.98,404.22,388.12,397.03,386.61,382.04,387.44,429.09
2002-04-12 22:00:37+00:00,L7,400.71,397.21,390.11,382.13,384.89,383.12,374.61,381.85,386.88
2002-04-28 22:00:38+00:00,L7,380.94,376.84,369.59,364.05,368.63,360.62,359.21,359.65,371.22
2002-05-23 21:54:18+00:00,L7,518.95,,430.99,426.85,419.03,407.02,400.01,437.25,491.05
2002-05-30 22:00:25+00:00,L7,385.25,378.76,365.62,371.77,374.34,375.01,357.68,371.07,373.17
2002-06-15 22:00:19+00:00,L7,384.04,384.02,383.03,378.80,373.68,377.58,366.88,368.86,382.92
2002-06-24 21:54:04+00:00,L7,408.11,410.40,399.42,385.21,396.23,388.48,381.39,383.47,428.09
2002-07-01 22:00:15+00:00,L7,396.63,,,371.39,371.36,372.47,374.04,369.02,427.99
2002-07-17 22:00:08+00:00,L7,503.41,444.80,420.77,393.02,407.50,392.48,384.01,398.34,483.29
2002-08-18 21:59:57+00:00,L7,523.86,470.98,431.39,407.70,410.09,400.88,390.96,,491.27
2002-08-27 21:53:36+00:00,L7,392.16,386.29,385.75,378.01,374.98,379.90,375.65,368.37,376.89
2002-10-05 21:59:31+00:00,L7,474.21,426.59,406.84,398.97,391.17,386.18,379.95,385.93,458.46
2002-10-14 21:53:19+00:00,L7,518.79,458.83,433.17,418.03,416.63,414.91,408.28,415.36,475.20
2002-12-24 22:00:09+00:00,L7,385.99,374.72,370.05,364.18,368.58,364.19,358.33,359.44,363.22
2003-01-18 21:54:06+00:00,L7,394.50,392.28,387.41,379.89,382.17,380.33,377.31,370.16,382.57
2003-01-25 22:00:18+00:00,L7,470.59,422.63,401.74,391.79,394.51,388.59,384.63,391.24,428.34
2003-02-26 22:00:28+00:00,L7,,,,,,,,,
2003-03-23 21:54:16+00:00,L7,389.69,390.70,377.96,376.38,374.13,378.32,362.65,365.75,379.18
2003-03-30 22:00:31+00:00,L7,426.10,424.09,403.40,391.48,394.33,388.76,385.20,390.41,443.45
