,dates,jap0068-0000,jap0068-0001,jap0068-0002,jap0068-0003,jap0068-0004,jap0068-0005,jap0068-0006,jap0068-0007,jap0068-0008,jap0068-0009,jap0068-0010,jap0068-0011,jap0068-0012,jap0068-0013,jap0068-0014,jap0068-0015,jap0068-0016,jap0068-0017,jap0068-0018,jap0068-0019,jap0068-0020,jap0068-0021,jap0068-0022,jap0068-0023,jap0068-0024,jap0068-0025,jap0068-0026,jap0068-0027,jap0068-0028,jap0068-0029,jap0068-0030,jap0068-0031,jap0068-0032,jap0068-0033,jap0068-0034,jap0068-0035,jap0068-0036,jap0068-0037,jap0068-0038,jap0068-0039,jap0068-0040
0,1984-04-26 00:41:23+00:00,118.79819076840728,108.32801192892002,113.69927864947621,102.41431373395542,87.27110121001027,91.40584708608631,95.38061209478055,106.96266396744653,111.19423184625485,100.64769240209185,101.68669286116602,120.86863620472542,132.4087638058455,156.25720219042074,121.90497593713017,122.05412636095693,125.68505764339348,129.22183913463607,126.02943764255157,106.93296753385636,109.67170376175919,110.3388195794241,119.4556975273448,126.89386330624481,127.99520817297945,124.28840132630852,127.67322736464503,130.76332945116272,131.3930459062515,132.40111634694594,148.9425930181791,147.0317785432625,144.09690846959785,146.770315311093,127.13496746460234,142.44389921050623,149.2830508041938,153.51958350674437,151.3616654589332,154.63388032612508,162.0659282465729
1,1984-06-13 00:42:30+00:00,115.45419631668554,66.05433754744766,99.5597688663977,108.47473938512107,102.36243126491348,91.59341526547334,84.39629169580158,99.51211486409585,100.3337809393581,90.4052957532233,88.70035129327755,97.35590890205104,82.62268196491226,148.9700764650104,125.96218972986432,115.30783976070984,103.90243837987038,104.44791565745915,104.50121719632256,99.52305981612962,104.49185737715376,111.07266551089383,102.86684083716563,106.50453642108577,119.2269194150874,,112.54988379992315,120.3063041480508,111.59759564936067,109.18110621099927,125.98636506516038,121.59199540532919,111.7606284442257,120.077886137712,,129.21227081464147,,144.21808851148006,,138.2691622042204,123.78101805184009
2,1984-06-20 00:48:23+00:00,109.96193360639349,86.2199502873403,103.18312792720192,107.67209005116827,97.89932833681694,92.43661638481086,90.8574119470309,89.87499479083074,93.88579742926093,80.06100891123869,,,57.17959419298912,,111.685073937112,111.79231483770221,,107.04614752422518,112.78752293560716,110.61936725490123,115.9235891822095,105.0995818618421,91.26968139272363,99.33547525821785,111.91736866970842,117.3223861875592,117.20959689314142,109.30488979815232,121.8509476559505,112.7104104992864,124.52402536666239,132.96272343388924,104.77227960803613,125.05447445738744,134.35612521743204,144.02665419355642,153.59097368474926,136.59862838940614,126.1599628274332,121.16979757371362,124.08028713340282
3,1984-07-31 00:43:30+00:00,107.86456016246115,94.10992046844564,93.68674201501528,105.38233764135938,97.38140300104918,97.8142512578388,93.40318180688571,99.70424947164199,103.07448064748625,94.3045196383566,99.31870535043892,112.0384809698856,115.41260349732315,160.9720006399967,128.19739368865717,,125.92249004136784,125.15448089555636,123.5340500039345,113.91936837874792,110.98024447818491,114.29621895429545,126.82659004535688,120.8071475146586,122.2127570620118,,114.15986700940249,122.87701556141285,,118.69110546038412,,131.66311333535788,134.3563511296747,134.65433547295834,124.77300174862518,145.96895183730717,154.47112854656214,154.94688570576812,143.17756410736908,141.17709861875298,155.28548677055647
4,1984-08-07 00:49:31+00:00,109.86478294600238,92.23867920846331,99.90355208291612,100.64413553349902,98.23338727074828,98.20595544000182,102.08584755794884,107.70004977839304,107.78695888411038,101.02858939271323,115.81749715178812,115.93890413897918,120.16179613115796,162.06129512472913,,119.67696949972415,122.67390418657884,120.43600512151507,123.8177521081023,115.69462921269067,115.19726025801582,111.9293886933976,109.62019970288036,109.55596918060736,119.15637877145419,,118.29911826510201,120.56485726376805,108.2579698018869,107.26118224278369,121.00278975297871,126.39581408837549,114.22465956473833,,123.70467112258726,132.0972751916349,150.70951695531426,157.1239981858933,157.81212447657614,,149.15908094026767
5,1984-10-10 00:50:07+00:00,134.04424140214633,112.80966667940646,106.9944295219921,102.23157026870177,98.43774514121971,93.2457569874057,89.62571021243397,100.00069001698171,98.73644140490953,,109.0857160712966,111.46158119077663,118.47745547814904,158.84175034699064,130.81727327832922,129.92496099565568,124.44886049265143,115.72860851369127,113.39080030209625,111.04928510837348,102.96481453146923,104.20299407521377,114.6104866318445,107.65288009464128,118.56825672141359,,120.9175160101377,123.80676842052758,122.32034557420606,121.87782221573305,,136.19007659320664,122.24065912271654,130.24972319639295,130.80122472494588,134.56271774893872,131.36147340255735,143.23159827873624,134.88666662765365,141.99994684669545,142.78308279562447
6,1984-12-06 00:44:13+00:00,147.08425261964226,141.70022441498557,150.36231970684887,148.166225177999,132.8311029923452,126.51973160456912,131.44956115524832,135.39105259612987,138.38078996504765,137.01707961590307,134.44750770199823,144.58558314307407,148.38452495329176,196.0286132415743,168.1963533333484,165.59897948027395,165.28227143645339,163.14102392760267,161.08407394231762,158.89102868135438,152.3038960340094,146.2293906859095,152.62304206482486,159.62007503679177,164.8985380817503,155.0274083303725,152.13067775899225,155.30641094662863,163.90365229897498,157.73375351426705,156.10149341209643,160.537540740817,176.1431960343907,,177.59929680952794,182.4830169751951,166.3746388481494,178.21275562066552,190.53994453992482,182.39457964888905,183.33429546193466
7,1985-05-31 00:44:21+00:00,120.26336059437583,107.27778486980165,119.61073845039546,117.29022283542663,116.50001701641544,111.34944011675331,110.4576065644486,,124.21595219189126,130.3260065454524,119.56069344628466,116.56345985750897,114.49202306416926,155.24794287960785,133.35706579522443,119.42374698744528,130.50867385358066,111.38921170354925,123.80722825355615,123.61495709838113,116.71569425407783,127.06003898645656,132.70615791019407,127.0646785534077,131.79367347751216,131.65111801648914,123.16179956279692,123.28118241964279,,133.14713187740966,,133.67606412551862,134.9468921183125,135.9139214669197,141.35240509762255,152.3697093994039,,156.38569177254342,161.08189961054146,,156.68901035506443
8,1985-06-16 00:44:19+00:00,128.4738591495717,118.02532340539987,128.11475426389347,118.66580030624078,111.73419076445082,116.63729769201758,117.54428102124206,120.0721886534743,113.49765453946179,116.02881846271272,111.99097684952862,127.21647857059752,120.00480367055607,159.11855520966805,134.42416772705872,119.47198448908011,137.74766002086056,121.80551998555687,131.17741089295828,130.56969758655367,125.14871702460022,133.64468894117687,133.1120827300128,122.557570860996,120.47446896733724,114.2242820956898,122.51449976363818,121.66546990303885,124.82971704267615,129.53629847717258,,138.21408421816176,137.77879362713486,141.56793796736218,133.0912482505356,146.97533803710922,145.83483493289037,159.03122311758466,165.34269238316242,152.25049424757404,160.06194040134463
9,1985-08-19 00:43:51+00:00,134.42188801848624,128.63331955484844,139.86477861867735,129.0808199844121,124.29344854383804,113.60602584946483,116.23130051364971,115.67113855159083,125.71192764104457,127.63593404472154,130.4729228347625,142.647472947039,141.88200448168368,180.61246517070282,152.11267872305874,143.9985678955429,148.63722159153457,141.31657986516498,144.75799147287475,141.05918763156646,138.02320245998362,133.72155955326426,138.05800834964307,137.3505288763158,143.97671304232844,138.75817694009257,141.9321627209008,141.42165015001393,149.48034510124268,,150.6590343624902,151.87121527314596,152.63046399949152,161.7205355700344,157.4773021570244,157.8229616853517,144.28149372633007,156.93919359768617,171.79812890964178,169.77621454131958,174.89693973808684
10,1985-09-27 00:49:33+00:00,135.56368277719133,127.59104881309685,141.18310357815514,133.21710624480914,124.96278823456286,119.12319884207771,123.89397189428111,123.02743419811702,122.83672287234864,132.20753780410794,136.7734203703837,143.0777076099754,148.74928206540852,172.95666573103279,155.53642278499078,149.2730570606,147.19498820360766,137.7361427974011,143.56951596746518,138.46181219955446,136.17888004202354,137.1358491903644,128.91382858238242,134.92127071991325,131.6943489760501,139.89520497975397,132.0026849247066,137.63317804613763,,138.52135626697714,143.19120355264465,143.84131143386054,133.78491639897436,144.90357922949852,146.63891203459764,151.00385529791146,151.09381011116994,155.39082708275797,162.5957580429982,166.73817418503236,180.76456365634084
11,1985-10-22 00:43:06+00:00,176.49138037802942,162.51494324007993,155.24210368120833,138.28307329881534,135.52345069164673,129.38673703186478,139.2406199190059,144.31674730306014,,129.95607113680694,127.59903119712587,144.68737176031502,142.24865844137202,181.30686869734026,143.271372306247,145.95038221788408,150.7210262350406,151.0477315264589,148.03066960391993,155.93313248647505,153.3204014830304,160.8133429227558,156.05489632302732,141.69974222660227,144.35984430782742,144.7390338191002,141.38911477481165,,141.3530553927018,140.45803158627214,147.90376777357957,153.66468567759478,154.40139086042456,162.0455595074027,157.42887740554485,157.02999165771914,166.5731822448141,175.1752027675178,174.2980782092387,178.06227627991944,178.10223879000924
12,1985-10-29 00:48:48+00:00,152.98033992305443,144.1057347302915,151.00677813354213,134.16146267463705,130.79303910298674,133.13437816420424,136.06001582005126,139.64864700160865,144.33747176411944,146.65080332912197,152.6119768749498,151.40420853106355,150.03654354451265,194.00892101212415,161.73984149279542,156.9335272095397,154.45367119133087,150.6706045455619,145.6094148248176,150.19007751582862,147.16692786445964,144.70230252626416,141.1227985491161,146.00495446504215,155.06300944987942,153.72732744354417,157.73260621871552,145.09493828820715,,152.68564627959444,146.58972938953065,154.0468916202939,155.42692560160398,161.9549456509056,154.5274245277779,156.38015805328774,164.35870435564607,170.65500474212007,,178.2566085675867,184.8498833055972
13,1986-06-10 00:44:19+00:00,,,,,,,111.62776198428175,119.71428406318928,123.30428952008982,137.56176677746038,,,,169.30925981727341,140.5989206580797,139.09520739499501,154.24745989149795,125.92582617220825,130.14709273818153,132.71778858895408,127.10004356789177,137.00454678556162,130.72205805579011,130.8210017238248,134.2359891984364,139.57262573056087,141.51168123642745,141.883162983195,128.73145378263212,133.8467779197823,136.95879467060425,140.06514525433752,142.1254480854587,144.01043984430217,145.50653892203292,153.18736970246803,161.81089100384833,174.37110668225932,172.46267901861697,179.79956175881836,192.5144521432299
14,1986-06-26 00:43:25+00:00,120.75239370978099,113.71610474845403,110.17081048675249,103.63239630959636,101.36079560498047,104.40216548839733,85.88301400782692,89.63748725812674,98.49830023796603,,105.19715302619161,,76.7737632023647,146.57512850797542,127.5838642819161,129.60573214207605,120.70591917167698,113.85151961108498,119.5778210301996,114.79957923665773,117.62596877100718,111.28865880445757,103.33367527674939,117.13997874778015,109.29731535465261,112.5422840670249,116.18744069158103,115.4460480382819,120.96091583432488,123.29790667165427,122.0830332923549,134.73825633052874,126.6988175073772,136.02388132685462,136.98233086002304,146.01845115942817,145.4905452149351,150.67773275718295,155.51880043346847,161.6232253759056,155.03862987024732
15,1986-07-28 00:42:19+00:00,133.64476944257203,119.69049751589027,118.58594354168429,107.26801241333968,107.7724654547765,106.27617798709493,97.77667028630844,97.48031763380838,106.8639394899777,107.78779354557453,127.9357815984903,123.99364212354682,121.87986724851615,150.749295781334,117.73288968480892,123.53988275370303,109.2968656158174,110.18318015095561,110.40144618467042,119.54926791110175,115.11438260203069,122.0645444703752,136.85244519941682,132.8224529178279,129.44568635451128,141.21154476295774,137.88733808965657,137.2090641751256,132.86841888230504,126.17155617055909,134.37610314678795,139.8013640099152,136.52355023558366,140.4451701773689,143.40827574640042,148.95747537928548,153.47048690990474,161.79323135262254,167.0745016143715,163.2159808969481,172.3749259157644
16,1986-09-30 00:40:30+00:00,,,,,,,,,,,,100.26820799249063,,,99.8383039041777,118.43255716097934,124.2357875460855,130.83456996894952,124.81404781093548,102.40836640316417,,,,,101.31443850588512,98.59579581617456,98.50870895944976,121.12357024292858,133.55224762218924,128.15715674201888,130.13209273912892,126.22470512970938,124.65593426065111,138.12021120569923,122.459282701737,132.89123945278703,144.17737573601934,161.45747439636497,163.54989415576105,,149.22706028570965
17,1986-10-09 00:34:02+00:00,120.74353596144091,97.75748917884034,,91.20727909405048,80.48499705441833,85.74833228433002,94.75034751811165,93.48414447924432,93.18800733026336,95.12577291427372,104.44615288459919,113.11342450991802,101.50364218760711,125.03015288335904,117.93276153571072,126.34268590324638,118.97467343307466,114.2374338438055,110.11825374795913,115.66132808565817,112.39689033307381,117.80198157229727,114.66913116938501,118.92024644168306,127.15967520869675,122.42749689542354,124.71933218880608,123.2087482464068,111.00768977859832,133.9089017733673,128.88208717388525,130.36978098267025,,119.41670324532429,119.22159165916703,127.64608015123393,144.3261335575374,155.51949192187084,159.44169889601,,160.63699251022743
18,1986-12-28 00:33:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1987-02-05 00:40:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1987-03-25 00:42:38+00:00,115.54915794979351,103.42072284021735,100.08558009591746,91.93605554686205,,,65.00251111281216,72.17111706275342,83.41281717447005,67.5328006903634,,,,,,,,,,,,,,,,93.31235300495035,,,,,,,107.9990054338257,117.82440280191713,119.55615543546836,130.92533267367023,,123.00231100587396,,,126.18935902196893
