,dates,usa_CA_0231-0000,usa_CA_0231-0001,usa_CA_0231-0002,usa_CA_0231-0003,usa_CA_0231-0004,usa_CA_0231-0005,usa_CA_0231-0006,usa_CA_0231-0007,usa_CA_0231-0008,usa_CA_0231-0009,usa_CA_0231-0010,usa_CA_0231-0011,usa_CA_0231-0012,usa_CA_0231-0013
0,1984-06-03 18:14:10+00:00,152.8183370736201,156.1908897458862,151.6830299953421,146.05017565967574,145.9368371423744,151.97868166408603,158.0070787073673,162.3252813761935,157.29087900170651,172.60161419119146,186.33060922746634,203.30020146694994,183.7688632154353,179.51990675606686
1,1984-06-10 18:20:05+00:00,146.42678647339724,147.79060958224343,141.88165076001889,131.6394915073049,132.68694765386934,146.55358242020694,153.10039617228014,164.41024135964358,162.74113752310583,172.7938919019142,184.60349762338961,199.74260091274573,185.99188726299528,175.19851443401447
2,1984-06-26 18:20:19+00:00,158.96434207549774,157.2260895467464,145.6508443374497,121.82817020761391,130.86795262677367,161.06187731733823,166.05853150746123,164.8366399668857,170.98368797171483,188.09914386799446,191.94874359057687,208.5239187337083,185.76668865951757,174.45941247605865
3,1984-09-07 18:16:09+00:00,166.37676356820953,143.3694019134243,146.25902959715503,143.37598577054166,136.50056987557238,161.4143679584747,158.8860855764728,169.8901941321115,178.5584715228806,186.97669711631892,192.49319349458966,206.96559185512095,201.97394238295982,190.15675614299718
4,1984-09-23 18:16:11+00:00,149.85474579010375,140.6375038852132,138.56292550715864,139.68744204501337,133.2813084189594,157.12717453844317,162.00543031773228,167.82236332354552,171.21801153954635,180.50185949013854,183.39723836825482,197.3587860529741,193.7992077842622,178.3360974353738
5,1984-10-25 18:16:05+00:00,150.24324685827534,152.60152303001152,151.89547496978625,140.83055845141436,129.49476852267273,150.84832519132226,166.23883964517432,180.9741315118108,179.67825654831452,180.61398694145876,176.5871757052461,192.71474466696858,190.66173969004825,173.1649369879787
6,1984-11-17 18:21:43+00:00,130.30888539361672,140.13124172296378,137.67995362181514,139.65642072759036,135.6042210261935,142.24801007380495,147.35920127266735,153.5772144831968,136.76241024537543,145.66848476190265,159.29561416089834,176.64620385156556,174.3333999592031,167.78748762488488
7,1984-12-19 18:21:59+00:00,133.68867870615844,138.68671413114032,141.369954397691,145.53364609303287,154.11119298920144,148.98517217408815,143.67628493380545,142.499716625844,133.6946728162995,164.99441492469472,180.66486178461318,194.0783929586191,168.32534025857933,165.2351169746811
8,1985-06-29 18:21:53+00:00,217.15970519284642,204.74389944834266,179.43204344161575,162.0713247695352,159.83287057782107,171.20971762843314,174.28527233387732,183.88584768907592,190.0044708660503,196.27074294909443,197.55514868434025,215.09574049734184,206.49688241101703,193.11604452183045
9,1985-07-24 18:15:56+00:00,235.91634118331208,233.17061480546576,190.45564382739497,161.74524253837154,150.63128553551246,167.32653379861824,175.21074517008765,190.02696973659346,204.79322677141815,206.78341656218524,211.9345495494656,233.58608967074557,206.35710209180468,202.19892286934913
