,dates,usa_CA_0231-0000,usa_CA_0231-0001,usa_CA_0231-0002,usa_CA_0231-0003,usa_CA_0231-0004,usa_CA_0231-0005,usa_CA_0231-0006,usa_CA_0231-0007,usa_CA_0231-0008,usa_CA_0231-0009,usa_CA_0231-0010,usa_CA_0231-0011,usa_CA_0231-0012,usa_CA_0231-0013
0,1984-06-03 18:14:10+00:00,170.0589663804451,175.89446609654334,168.9236593021671,163.29080496650073,163.1774664491994,169.219310970911,175.24770801419228,182.02885772685062,176.99445535236364,189.84224349801644,201.65561305575523,220.54083077377493,199.09386704372417,196.76053606289184
1,1984-06-10 18:20:05+00:00,142.19210413407066,142.95097262301306,137.6469684206923,127.40480916797833,128.45226531454276,142.31890008088035,148.86571383295356,159.5706044004132,157.90150056387546,168.55920956258763,180.8393355439882,195.50791857341915,182.22772518359386,170.9638320946879
2,1984-06-26 18:20:19+00:00,152.85575281791773,150.24484468094067,139.5422550798697,115.7195809500339,124.75936336919366,154.95328805975822,159.94994224988122,157.85539510107998,164.0024431059091,181.99055461041445,186.51888647272796,202.4153294761283,180.33683154166866,168.35082321847864
3,1984-09-07 18:16:09+00:00,155.68947169346376,131.155354056572,135.57173772240927,132.6886938957959,125.81327800082663,150.72707608372895,148.19879370172703,157.6761462752592,166.34442366602832,176.28940524157315,182.99337849481566,196.27829998037518,192.47412738318582,179.46946426825141
4,1984-09-23 18:16:11+00:00,135.74178651104162,124.50840756628506,124.44996622809651,125.57448276595125,119.16834913989729,143.01421525938105,147.89247103867015,151.69326700461738,155.08891522061822,166.38890021107642,170.85238567575516,183.24582677391197,181.25435509176253,164.22313815631168
5,1984-10-25 18:16:05+00:00,123.42866893285189,121.95629111524187,125.0808970443628,114.01598052599091,102.68019059724928,124.03374726589881,139.42426171975086,150.32889959704116,149.03302463354487,153.7994090160353,152.75199532709192,165.90016674154512,166.82655931189407,146.35035906255524
6,1984-11-17 18:21:43+00:00,131.39959191492147,141.3777634615978,138.7706601431199,140.7471272488951,136.69492754749825,143.3387165951097,148.4499077939721,154.8237362218308,138.00893198400945,146.7591912832074,160.2651310687248,177.7369103728703,175.30291686702955,168.87819414618963
7,1984-12-19 18:21:59+00:00,124.84981085003308,128.58515086699705,132.53108654156566,136.69477823690752,145.2723251330761,140.1463043179628,134.8374170776801,132.39815336170074,123.59310955215622,156.15554706856938,172.8080903569462,185.23952510249376,160.46856883091235,156.39624911855574
8,1985-06-29 18:21:53+00:00,212.9634307741925,199.9481572555953,175.23576902296182,157.87505035088128,155.63659615916714,167.0134432097792,170.0889979152234,179.09010549632856,185.20872867330294,192.0744685304405,193.8251269788701,210.8994660786879,202.76686070554686,188.91977010317652
9,1985-07-24 18:15:56+00:00,248.56211829399783,247.62293150339232,203.1014209380807,174.39101964905728,163.2770626461982,179.97231090930399,187.8565222807734,204.47928643452002,219.2455434693447,219.42919367287098,223.1752403145196,246.2318667814313,217.5977928568587,214.84469998003487
