,dates,jap0058-0000,jap0058-0001,jap0058-0002,jap0058-0003,jap0058-0004,jap0058-0005,jap0058-0006,jap0058-0007,jap0058-0008,jap0058-0009,jap0058-0010,jap0058-0011,jap0058-0012,jap0058-0013,jap0058-0014,jap0058-0015,jap0058-0016,jap0058-0017,jap0058-0018,jap0058-0019,jap0058-0020,jap0058-0021,jap0058-0022,jap0058-0023,jap0058-0024,jap0058-0025,jap0058-0026,jap0058-0027,jap0058-0028,jap0058-0029,jap0058-0030,jap0058-0031,jap0058-0032,jap0058-0033,jap0058-0034,jap0058-0035,jap0058-0036,jap0058-0037,jap0058-0038,jap0058-0039,jap0058-0040,jap0058-0041,jap0058-0042,jap0058-0043,jap0058-0044,jap0058-0045,jap0058-0046,jap0058-0047,jap0058-0048,jap0058-0049,jap0058-0050,jap0058-0051,jap0058-0052,jap0058-0053,jap0058-0054,jap0058-0055,jap0058-0056,jap0058-0057,jap0058-0058,jap0058-0059,jap0058-0060,jap0058-0061,jap0058-0062,jap0058-0063,jap0058-0064,jap0058-0065,jap0058-0066,jap0058-0067,jap0058-0068,jap0058-0069,jap0058-0070,jap0058-0071,jap0058-0072,jap0058-0073,jap0058-0074,jap0058-0075,jap0058-0076,jap0058-0077,jap0058-0078,jap0058-0079,jap0058-0080,jap0058-0081,jap0058-0082,jap0058-0083,jap0058-0084
0,1984-08-07 00:49:31+00:00,93.85749603494668,97.01936195039622,94.64069146636521,85.20133691852187,90.79158381999663,85.96155843018511,93.01804649621421,85.58082711378532,89.26309802946226,87.92436030761144,98.10920313545049,98.62515714816035,121.08871888368184,133.2821228298191,139.51749796078914,148.73220009234933,139.40671055190037,141.14559181647346,134.46392023767072,131.9217141651513,137.72420818572814,132.59710635875328,131.04660453938288,135.76908962517976,134.32664156447203,136.07114810473377,138.24245087890566,127.2951338427872,143.665827749714,145.70474423733913,137.058862795753,148.1946871675464,145.5570710326077,151.68559735996948,148.22562711414392,144.1385959544022,147.64092304170663,163.33940202389618,154.37919165126615,166.20659682451134,162.4963818757008,166.22986692800686,,172.69564257633348,174.6929332744723,173.2103256432529,181.43548335889457,170.2578095413177,174.68317059996357,180.4831439355136,164.15089685955346,178.44301794503625,171.56099274266163,,169.3263866890357,168.59105064516942,162.71588192554458,162.5091026097576,153.23521143287905,142.34218682991994,160.11431643313844,159.13552055421616,149.31843448715745,154.74479778108304,154.93121881246026,156.8749877255004,,172.9078390910444,166.80903977549067,170.34072271915642,176.63213936606334,176.68529658471252,178.28711699863499,180.03239668542477,189.45448198706933,183.9304159429576,180.73600720386347,186.81305032956809,184.9614897678464,178.93183555727262,175.48424854921478,183.16276756360242,178.61593276327574,151.71074173252057,125.09433634533382
1,1984-10-10 00:50:07+00:00,107.32276947581624,103.24495186060801,113.40892223858586,104.44530451542153,98.17031577032702,92.3858515925848,92.2803476182558,99.77546963250225,97.79014341753489,102.87098745537743,109.3512843507306,115.57838195590435,115.68455164790815,143.5120330483108,152.89252615711158,149.0422827945178,155.03176721796305,154.3277285478791,151.27181732448022,147.21341518821646,147.39345699929277,144.02184207515484,150.35543659946714,145.95499634064225,152.41588554940634,146.5386274119755,152.27264263501462,149.60477647871522,150.33539054007932,151.1705795220341,163.22610588317173,162.21048162112828,161.82077326252633,167.78908489146542,162.81300984789448,166.6166811293489,160.62834670811134,171.97428731926502,181.79070612578096,178.14004156985803,182.35926769030422,192.40781974312122,190.7380047656118,194.54093442531462,188.61064445862516,197.57614827434983,184.44030661456617,185.74752824854045,189.5876719794912,192.11141240281614,176.44558045645297,,187.50933342387188,187.22465575400324,188.71548862337903,183.99272614640898,178.99542124729135,171.2680136972534,169.3209422932399,173.4349121696637,177.04278835751293,174.4040048164822,174.6244561898351,176.42715298176958,174.47335688117624,183.66874942766518,178.7006546995565,,191.399667133036,191.8445109951163,194.16325430405436,192.3169604913125,205.55652069002156,202.56910616413379,197.02331617465478,200.82806370925726,204.77621267636852,208.06929302604178,205.65735983579626,197.61839307722346,192.97683667256743,193.2208881822327,204.6410247847024,170.2174102573649,140.66107371110485
2,1985-09-11 00:49:45+00:00,114.91460046306524,124.04823197653891,104.67306801434466,103.46413497705277,120.21896718131728,,102.79465711776712,110.58171046209752,102.42423116350916,113.65677820770004,106.76717482417716,132.88863462915623,140.57827866490925,149.50612905073498,166.29773587386777,165.68073701014097,163.6149940148123,162.1282976850283,156.4425263226526,156.63756884829306,161.0904542221659,148.68252326861963,150.7405466154883,157.0145632615234,162.89981199670868,166.13524373365834,160.38350898582723,168.06830099352175,159.33616146423108,174.12332220420362,176.51973512739826,178.63778865619165,184.5601379525071,180.81545855636085,174.46829959489443,182.68880243746253,177.95788017432133,180.90031826895245,186.34505102675462,188.65979623853073,186.64657479030845,193.2578234217208,191.50551129087424,195.04926800162158,194.8069683273342,192.3791246281796,200.95173685450146,187.88170522741132,178.7352670279651,194.35299532966476,181.48941817731068,,194.32987549414256,198.3432880434875,189.66762262840427,193.09350259338476,189.8652985779123,181.3673176360102,189.37565041132365,123.14992943526282,180.8942562930133,173.79907695679347,179.16521503016597,170.26360968850605,160.90110320471345,,201.45108713260535,184.75394715988762,187.47835816696858,186.47983320257862,194.2296343475642,200.31313696948595,199.72557376066231,191.78646352086594,202.33059870519358,202.1815097552899,205.84418103740921,196.7757164781033,185.49055686966165,194.0795945578438,195.28471464424,187.57631511567976,198.30703777860361,167.65449144719392,146.05563268276424
3,1985-09-27 00:49:10+00:00,112.90251788263,124.53783463235982,122.68569556758511,108.58238631661759,121.98348763972682,119.36160198826303,115.07737800157682,106.46012730150294,106.44879201351002,107.24194142299606,115.09656628394035,131.44740065719418,134.65471613111987,142.98784510032635,158.0404421572061,164.44268943406007,161.50495190902,156.75468862817274,153.74834171413974,148.29258357217483,149.0056529280506,147.94692127002037,150.84972519343157,153.9214032104353,162.91500369014474,161.2666790095351,163.8357456708314,166.49435393216498,158.93553649990974,167.62398686254272,174.04852351532463,175.09457904732423,171.70377895676583,173.84931322998514,168.7678674455572,173.82939152866993,178.60924709515382,180.7631812231035,185.5550106496168,185.18156826867374,182.19008770125126,187.97801698160933,193.50580571138565,191.95101115628626,195.33042898207412,191.6887609479225,193.65366330438934,199.85897210437219,197.81690170673852,213.15346134575577,206.46755143618944,199.65685336234023,201.81091821561438,200.6718051367025,197.1842073809807,193.70529305850692,197.17145157576206,190.82275450911467,192.77512539347074,159.7402646430715,185.14515152255856,186.28199061652262,181.69586207560153,177.77523119871213,176.923586697623,195.51206884565235,196.86830338243814,195.11118697707397,196.12806448138556,195.14420788825632,198.5196010077061,205.84826094113873,194.67089752211285,197.03295418646468,200.18409021651826,202.99758705677297,204.40464940346783,210.92137072813742,206.35414472158195,204.89396489351716,205.02401147160882,200.9098878905048,204.78672663906707,175.13642606512732,144.7522634630344
4,1985-10-29 00:48:48+00:00,119.71308413208243,120.58772494914366,120.71764950485422,115.02702041121438,125.15212532789192,118.18201369808077,109.19212580927132,115.80829135720776,113.44209824895023,121.33868138294575,135.78156730071765,135.07019822258084,144.3803496010294,155.7610185235761,169.24660116359925,179.46178835447316,174.02180025382071,167.72807510734668,167.16521967611362,164.97186222047654,169.86051676248115,160.10312758139654,164.60288639115322,167.29337267368433,171.0764298514064,169.2328556609544,170.5122018843709,167.18429916704756,165.04444674645612,189.0131618872774,195.18245012359972,194.80734874423547,193.171670491471,193.60282474847267,200.9593532003699,192.963078549695,197.07329016729344,193.62645135543377,199.34942059413672,197.52759353874086,206.86849120286007,210.68031362878804,216.69264158665277,215.8946016077857,210.5733053052554,209.02073805106392,207.95850148912078,211.79211047821687,219.83339727368582,215.39089716778852,210.09406095426382,221.29556471136806,200.40612787750283,200.27848812373688,218.0104044044617,210.81442198126476,210.71055566364615,209.36341423476838,196.8609533164446,194.91093179975354,187.9449915692484,189.9369197397261,198.32598894163218,188.04061889256437,190.95598184397593,200.46853681428334,199.122247729097,204.1280396201542,200.18735380180198,207.3379981818692,210.12505749703382,210.35218566400692,212.58402977236327,217.869174285671,218.22951223618333,221.82305113209136,221.29894868075993,221.48065527126676,217.6651959088694,221.37973163735197,207.84105823051982,217.2532761193863,216.71736353127335,194.83908319784774,168.30140720018244
5,1986-06-10 00:44:19+00:00,120.10492565042155,115.91069265663457,115.78178174909725,103.95710028149361,103.79459367546373,83.79360289332,102.44253043680767,109.06250626085195,108.21807867878603,115.07062253948313,104.99926271090473,112.23612373803304,131.43146819973495,145.76228213863058,158.15188343132155,162.07495459515835,156.30407496520536,158.48867571767045,161.15404548300302,152.29129655179025,143.9321587304026,149.106255943299,147.18285537878714,151.08218687958092,149.5903869894182,155.52064200838782,150.14470173588916,150.7027977881637,148.3426660829627,158.15158577979864,167.49778033329332,168.75482890804892,169.01659600533068,173.2672624286197,173.70292828540164,178.63223666421783,159.69744431465676,176.63128977964936,,188.73140941746186,198.3689413507072,196.6400500646872,194.1189557017393,202.80667433881152,206.13027395576947,200.19987655423847,214.92033092800753,219.24954919034172,205.4515894436099,211.12170310289244,189.94755325845207,187.86538793018912,206.23906102347212,201.41212063798804,193.54421200507858,202.59432421279035,199.85543669065743,195.65838514230848,172.58244374199964,177.6119515670101,176.2392971709151,174.40470035171134,174.72761800312912,167.53558276687303,180.38414188765458,187.02904577810114,188.64995394701182,188.34283479700338,198.62573449513215,193.34097478151116,211.89770445252904,210.39180638898188,208.96797120938785,207.3227748932591,210.7696883669372,221.5360999207048,217.56892909380275,224.07321161440586,207.92495408898904,200.5270967043194,196.27809092072889,193.9992473775949,192.0314631828256,167.87880257239416,143.89788101803848
6,1986-06-26 00:43:49+00:00,102.47483291547576,112.11158029082367,103.77876025489587,99.76242560872167,92.76769615655459,79.92667455960006,100.8911357571059,106.60602795874794,99.10767811653638,102.98527156608444,101.61298398414036,108.97168272878905,125.5408347734207,141.54697461273668,154.4068254204995,159.04318237615456,148.120885569961,144.81205626817078,141.4124106068993,141.64171045208764,134.64646128373377,137.69795895660403,138.58177893998626,147.36937745444936,148.9892460700491,146.82402125616065,144.93973421725838,149.90702693522869,143.86598017342504,155.14390704401677,150.78221482831535,150.67258202341088,156.61950372841906,156.80523022751186,,165.60330638490032,155.7689768599706,177.22108206796304,177.35032446445828,183.03035778667615,182.10898702803763,187.0358635251351,185.54753985618973,190.89093870547623,185.6032037764503,190.33402607262553,190.45791544620897,183.05651893082222,189.30224815284603,185.44114951158133,167.67399427172737,,189.12544240433309,188.3904096874252,193.06018855682763,185.51872196910568,188.27391656084143,171.91795062165426,143.14219707982195,166.41814231635817,165.84505081792992,167.61161743426362,162.69976001681854,,173.04652744990747,181.12182504759045,181.80634709906286,,186.0246457889091,192.49986549831775,190.82005127263113,192.81913799811747,192.92949301607516,191.68604773981434,196.41774527315556,193.40968710457759,201.73311170780775,200.21785783425355,202.5754822635067,188.2291617862243,193.30797287928698,190.20733809470508,198.18067510847445,168.57620501233276,135.23849329906886
7,1987-05-28 00:44:09+00:00,123.80826076364963,124.44947407091583,116.77295539893409,98.86724544633275,96.45338873385353,65.43805889492518,59.64382833727322,83.87511327829975,97.76419681947357,92.98228683281263,105.69318131963593,135.45699067207752,,,,,,,,,,,,,178.51082152707542,171.9316581020792,165.40672429063235,151.60718583153223,164.57460909859287,162.10480227957635,178.94928981570766,164.38499751047576,165.4106739805979,161.07945723199026,164.9578808320897,164.83191052122655,175.6777563571207,183.27325088042534,191.39491195541274,190.9335022724882,188.90482325127334,197.07922033062832,201.28715453428404,189.95742292380035,189.04452744436796,189.5687976550261,199.08612398143984,,202.54205963275595,210.67781247229073,198.62110316405946,212.52679773193944,176.54058784281622,,198.8519396112337,207.63515860380303,194.98270371823145,189.19392847696486,178.89589593018516,184.1180359864488,174.2458753128206,175.58000532926226,173.4928633355595,182.94039714355628,180.15334837872012,191.3694125704553,185.93710478801552,190.13484966640965,193.17962929270155,198.46595840178264,192.5828756763844,193.33997174816517,197.59310155258467,192.56205934742445,201.65428449238993,198.58064167512407,205.53574751067606,211.78620676134855,200.91151046610062,185.14767816827018,188.99668963886177,191.26825835931996,191.61401067252922,165.87655272108825,126.15339331150166
8,1988-05-30 00:50:53+00:00,111.31287046174724,114.85353273401368,111.50755952585251,113.24255365093231,110.0960841569861,109.2378703796443,110.62471873888515,95.08648557570106,89.07649403399498,92.84237219178357,104.51333992548209,118.99491475192275,127.88676275167863,154.29445683129012,163.42164463841746,161.92083173322104,162.53564125736418,162.68180970142095,154.98548044277555,151.04783911861256,150.23439114829696,151.1702069025992,152.61094676278736,154.45844461947735,,160.44801864196532,166.46322689348307,158.51608702924216,157.68850008867352,163.3004785153593,165.68493862431828,168.08403588248987,166.3624626492402,172.5036874988274,176.14455141571827,166.67630690335935,,177.4012665078039,186.04502057416946,180.094556294797,191.58407027790352,200.38634168820911,194.0049731764246,188.95214835634678,186.6548799785888,193.56937066479156,201.01647128941053,204.23869939538415,176.15207031490965,,198.21635743371695,188.31624512110915,,199.54450112150832,189.3010006076193,190.9097372341975,186.04580588888118,184.1815554023788,169.29758621482773,182.69886530655037,173.60641097116496,175.50658281088366,174.02236158421258,161.5438738859492,183.85950553443595,180.96247350842833,184.5718407309708,191.05262184867604,197.1515466003564,196.70944999235476,196.39370425921982,203.4480289706135,207.63479462448794,205.4048743230147,211.04463282781487,200.88753056176188,208.99362061098384,211.18519498890802,206.78650132018328,195.47010715780505,190.37576306510934,197.0794671397207,198.84428384408847,169.19219853564078,140.0052710102627
9,1988-10-05 00:51:03+00:00,119.69633892312326,131.93033704442902,125.18042543164742,125.56639106560817,121.75354822697567,110.10009141128677,112.51169809051169,117.99882074531276,110.99949543932962,114.64608954483754,130.0679019935012,132.83042533300136,147.8601946484808,162.3493216674898,169.39967117853348,182.0069424216518,179.6704718501607,170.5531582517999,165.31105801969315,156.24321997341764,156.03749110466595,156.1683226215146,155.99751105108217,165.40389198149404,174.35031466877797,173.22819247584172,171.7555905323174,167.74702004086603,178.34107280992512,181.01669984248178,186.3379749462554,187.88749656584156,184.971481583895,183.5890133520449,186.00282193821047,184.41911793546086,184.25977922892912,193.32184058226395,194.40649217646995,198.03765686505633,205.56525197332397,199.83319731633762,197.53805277746957,209.25084444605946,212.3841176138637,217.55756449166782,208.72846951093393,199.18025680105194,218.38823248248235,201.61608668589218,205.61368854959238,205.78987435484964,213.64707533636337,219.3968893550704,216.2098927428894,200.4152897233636,204.95355553942628,202.45320411931846,199.79796058419757,193.90133278109016,194.53968309606483,187.3446328851433,186.30379647966686,179.58328588047084,198.69067652208676,192.86357098867657,203.3595894166212,203.58041036446255,206.03795155127898,208.3476277037642,209.6057127791919,213.30364816770182,214.12216114701758,212.6492705080421,213.15314933940792,216.24159741876468,218.0640357707602,217.49541828827498,211.08260618196323,217.29402232677975,198.18010395585463,,207.8887915395309,178.57839051564488,155.60303004987244
