,dates,aus0261-0000,aus0261-0001,aus0261-0002,aus0261-0003,aus0261-0004,aus0261-0005,aus0261-0006,aus0261-0007,aus0261-0008,aus0261-0009,aus0261-0010,aus0261-0011,aus0261-0012,aus0261-0013,aus0261-0014,aus0261-0015,aus0261-0016,aus0261-0017,aus0261-0018,aus0261-0019,aus0261-0020,aus0261-0021,aus0261-0022,aus0261-0023,aus0261-0024,aus0261-0025,aus0261-0026,aus0261-0027,aus0261-0028,aus0261-0029,aus0261-0030,aus0261-0031,aus0261-0032,aus0261-0033,aus0261-0034,aus0261-0035,aus0261-0036,aus0261-0037,aus0261-0038,aus0261-0039,aus0261-0040,aus0261-0041,aus0261-0042
0,1987-05-22 23:08:08+00:00,202.47200536307344,206.95485644566216,,180.24539247419136,195.5809396146056,208.827897918369,204.7473150459463,154.44420568963142,153.56322219563262,144.02314334133496,156.1853052685414,170.3533127596193,177.0912343062048,177.18060918038427,181.11446926696647,184.35970298506345,189.9229682729435,190.8063690041785,196.6042571701484,197.16983664650715,209.6972072518427,209.01514002261044,215.52383661056945,213.0730897928437,214.35166558090654,223.91406670182027,206.96039446824847,222.89539379749968,209.67793245805166,194.06721114167732,219.27784148553306,209.00030221539276,211.07390242112825,211.9875428682505,216.6805197768273,216.54695381638737,218.12254096197447,220.69470054032413,212.7931151334692,203.24699327130682,205.51384897689857,209.4764973581638,199.74254839323484
1,1987-09-02 23:16:50+00:00,208.81516549290623,208.2196146431702,,172.08219017430835,193.33652502400912,202.3717143716538,205.1068465282341,145.55504366162228,141.2728649780183,147.69696385070154,163.60155971439914,170.66886799861857,165.28248198248207,164.8633734824463,168.29653380789466,181.05204284084917,184.37443989602133,191.33290349060533,193.74817251676754,201.27142135233927,217.0234156871881,208.4698858197674,207.13616681317959,204.0867127130404,210.41246376879576,209.7697196089863,202.75404393259382,213.00530275841678,209.07416861789648,203.15700800189146,223.2055412924512,218.1557148662372,211.40732110787587,226.89967152450413,217.871084864027,218.66074883071178,223.47657270546236,229.58849875056913,214.73927408365782,198.61981472954128,207.07058453733126,208.63312852180326,200.79195421503613
2,1987-09-18 23:17:14+00:00,230.7051375195484,229.9405150013272,187.7756675556608,179.4556963482202,204.98374943515577,215.41834820395226,217.9690420019708,164.0770874817331,156.52357516052265,162.27772610105666,182.33543562699091,196.27060226241915,197.64211880746134,188.0115635510494,186.87584960990142,200.32828849691245,206.96522388774213,215.37679210668438,223.72167342808095,222.99560890852757,237.07374339461407,229.44515334373014,224.60571763430627,230.54999206304765,231.95276145382238,229.12084536838708,218.36769898724438,234.29712718837354,225.31305891732487,218.27251383408566,244.11370643315686,236.06673001072343,230.04235312608293,238.8984622620146,244.9323869053957,253.681001536754,250.47529724991008,243.89495360507004,226.9455454389548,235.59479436485947,228.8796401138024,218.75201530500956,213.3557614850466
3,1987-10-04 23:17:34+00:00,225.10160819391854,219.54812876935355,170.8024161368899,171.59882318088492,191.3125142975872,198.36344731423694,202.444126604215,137.33926425894984,141.89335223056355,155.88466924156523,173.20048707826433,184.95905872199793,187.78306984232586,177.0643274330554,163.00925712088207,181.49650770886143,188.42325879310107,194.99399862941178,205.00113332045396,208.77609255665288,224.442238957598,215.1121350429703,217.52784456769677,221.13639105399096,221.8824315103795,217.02965610944077,204.14229863684457,214.01391819254863,212.36965285336836,207.93997988158102,226.4739387517188,219.77397185343568,220.93073419227866,231.53452622322462,226.6945157180452,232.04395192739983,223.60738302156165,226.7735104453753,224.48111798164672,213.75618584831577,208.78693879406535,212.66600319303336,203.0567198830942
4,1987-11-14 23:12:11+00:00,234.10008893647026,224.74327052431138,,197.0951932432757,190.60179865630755,215.63467461437267,221.3588102848326,168.53323073632876,163.63447171602218,166.51242722533226,179.10738014815672,201.02666869465634,200.50854559710433,193.29528782366873,206.16662875038662,212.48942467619275,219.4207001802792,220.60047342907154,229.19554814459946,228.1363867405658,246.61071377645837,230.2064381989556,234.7868055754036,240.3455350510096,238.64338323299026,235.68336415175995,228.00084427028568,236.61495757882423,239.96869459032663,222.76064401185977,241.78562581766133,229.88865355957117,244.39657743043816,240.62035397100672,242.17528764573754,243.07083675730493,241.23924245519464,246.82273267048578,239.66693508693112,221.86641598024204,230.0422523581765,221.9362657301059,229.12750988511274
5,1987-11-21 23:18:29+00:00,221.5461211223763,217.71380119625678,180.65899543012262,174.84762023817132,183.78424146277808,203.86145718559672,195.1658371730141,121.23877341933319,135.14022418856453,154.28643118916807,173.31039350843184,192.27112732950218,187.11404401432614,189.7277671387533,191.7786302815503,200.06691941622563,208.05236586711476,214.83597011916842,222.33265421447345,223.10788732519222,235.28106100244406,218.65130788453644,227.56466071068886,228.37673416634834,224.95252830377183,224.97165556128965,218.52877150210304,230.49536875426105,220.13107521936774,216.99097374677575,233.72166265628266,233.36794831664318,232.45709551108922,236.8225512174376,232.14880864285072,235.35013231449398,231.49115227558872,237.1026534504751,229.55047964012795,221.23375149341814,221.31191110360788,214.65822096952974,214.71207560481034
6,1988-01-08 23:19:14+00:00,237.73281077791444,224.76480810083487,214.98942824270475,198.54305043128096,209.7131359214726,220.05538026762832,226.87323153521055,144.944741191831,153.83638867051758,165.25107565215856,176.79140735084565,186.7413393664222,193.16133568116462,192.8741934995992,212.47297239442904,216.70617500636848,227.44483923992712,237.83339893391394,236.00562824638806,234.00962636964172,242.99194566626218,235.52074257127117,238.87358123726148,240.2262235801182,239.13159617446127,232.4740888229913,229.51928710317085,239.4815773840998,236.61898447667198,228.17112426802692,252.23505302649636,240.67768201151122,236.04403281811113,252.14137984285304,251.64906510432672,247.21153717000274,244.23294261240707,241.82423833368983,247.4569523276815,209.9232458699473,228.78245516285276,231.1594006171936,215.93389069526697
7,1988-01-24 23:19:32+00:00,236.58318900269276,219.545878118135,190.37240048469178,197.82062651206695,204.71032434461074,206.94588515241037,216.42346644498616,149.4490500336549,150.53803332875918,155.19490819598226,171.84955324327183,187.97997732181642,191.04470059647105,179.4583571859575,204.29690763487832,206.70693725404695,219.063232656293,229.8820936516394,221.18802969297607,223.36443217337813,231.86460529354747,220.9429545768096,221.83721924220157,229.18505640885888,229.51784624541688,224.64712017763964,214.1253028774225,239.00605171621567,224.5308931656755,217.20510621778482,246.41589369168628,234.8778610207004,231.48383597813478,244.39793949431518,228.8384432444536,243.9752085854052,234.48031254524773,235.94048933443455,226.066151366616,217.2781576674487,207.92921352204922,226.87244253829095,222.52676094625681
8,1988-02-25 23:20:02+00:00,223.2365064901592,217.9946269139129,177.49873705696234,196.69836636387728,199.62655339978093,213.25995543490708,214.56980010749587,145.690269550553,144.20229290296228,147.64415107718568,162.47040004813894,175.57344506285975,175.59690897427123,190.67780810480906,199.30584715936152,198.14775547654403,207.43557512768464,229.85274303982197,222.02157021616887,209.81485175297098,219.04458393262038,220.4808197452647,223.26006502607123,217.93566476764815,212.40780709641453,220.88723556768664,213.03325533902984,223.2631890006176,223.56323677419624,217.80290630281374,241.2705479852673,235.12010548486023,230.01806664994925,239.99627609096697,239.66489236992382,238.90628934654737,229.267405257491,230.99593765791607,217.29052224711953,206.81713264388551,215.89376025588948,218.19206018452948,205.978523849729
9,1988-03-12 23:20:12+00:00,219.14294888806984,209.72493805009202,179.867066753157,196.51241042417493,196.3069482640699,210.28622110098814,209.1121052273058,158.52741201093886,152.5311328693254,138.4801253963305,165.60347207229043,186.58521424732263,179.64223109996755,187.6395276961172,201.88920583267262,198.22113286944864,202.22980657058744,216.73969639245203,213.79175467815978,205.13392621016402,215.33190662498208,210.93189067979665,208.8892615153049,213.27432088325412,214.78401332283045,226.74992083717396,216.07196246729217,226.44256226520656,220.88791699236253,211.91315057334623,234.35001655413708,231.1441785814828,229.57307240998472,231.53169542413934,234.37017784709155,236.0956944597047,234.78985428390916,234.95201936138034,220.8534137444323,209.5403474237841,208.9893436907758,205.26422563639323,205.841320706411
