dates,nzd0543-0000,nzd0543-0001,nzd0543-0002,nzd0543-0003,nzd0543-0004,nzd0543-0005,satname
1999-12-07 22:13:41+00:00,274.87,273.64,253.76,256.87,234.42,237.87,L7
1999-12-16 22:07:33+00:00,272.85,260.90,232.58,220.07,199.42,215.33,L7
2000-04-13 22:13:06+00:00,,,204.14,187.40,,,L7
2000-06-25 22:06:19+00:00,,,,,,228.06,L7
2000-08-19 22:11:49+00:00,249.59,239.69,,,,,L7
2000-09-13 22:05:13+00:00,273.03,241.27,221.56,208.93,215.86,195.75,L7
2000-09-20 22:11:14+00:00,273.91,258.80,239.24,226.68,211.96,206.91,L7
2000-12-25 22:11:14+00:00,249.10,225.49,227.82,,202.86,,L7
2001-01-03 22:05:00+00:00,292.76,275.04,251.49,235.11,219.69,225.19,L7
2001-02-11 22:11:12+00:00,297.42,281.23,251.04,207.24,157.46,190.46,L7
2001-02-20 22:05:24+00:00,311.03,290.76,267.84,240.92,194.34,225.78,L7
2001-04-16 22:10:54+00:00,275.69,256.22,245.36,231.47,222.29,225.01,L7
2001-05-11 22:04:33+00:00,,,,221.35,202.69,225.00,L7
2001-08-15 22:03:26+00:00,,234.24,219.21,201.41,177.24,214.31,L7
2001-09-07 22:09:22+00:00,274.32,248.81,233.57,208.70,176.14,201.85,L7
2001-11-03 22:02:58+00:00,,239.87,237.70,,176.91,207.30,L7
2001-11-26 22:09:21+00:00,297.08,269.54,250.67,238.29,235.87,224.18,L7
2002-02-23 22:03:55+00:00,278.58,255.68,235.86,224.98,205.40,185.54,L7
2002-03-11 22:03:31+00:00,274.60,256.00,240.18,220.54,220.41,,L7
2002-03-18 22:09:33+00:00,276.87,251.70,234.83,214.66,,180.99,L7
2002-04-12 22:03:49+00:00,274.73,245.81,229.13,227.30,222.27,182.95,L7
2002-05-05 22:09:37+00:00,,,210.06,,,163.30,L7
2002-05-14 22:03:19+00:00,264.07,252.67,237.42,246.62,261.61,,L7
2002-06-22 22:09:15+00:00,,229.64,210.81,,149.11,161.99,L7
2002-07-01 22:03:02+00:00,,,174.57,,,183.68,L7
2002-09-10 22:08:43+00:00,284.34,271.73,246.23,220.00,185.91,209.61,L7
2003-02-10 22:03:40+00:00,307.75,288.10,268.19,251.17,212.45,230.09,L7
2003-02-26 22:03:16+00:00,306.89,284.34,260.09,242.55,218.77,216.37,L7
2003-03-21 22:09:27+00:00,302.71,301.33,285.45,247.18,211.77,,L7
2003-05-01 22:03:22+00:00,,,242.64,232.18,216.58,227.83,L7
2003-08-13 21:51:32+00:00,,,,274.66,247.26,270.90,L5
2003-10-07 21:58:35+00:00,296.21,277.35,256.96,242.53,229.80,236.93,L5
2003-10-15 22:08:58+00:00,269.63,251.15,231.01,,,,L7
2003-11-17 21:52:57+00:00,275.97,260.44,251.99,242.23,215.02,236.25,L5
2003-11-24 21:59:15+00:00,288.76,285.06,277.96,251.96,227.33,220.95,L5
2003-12-11 22:03:21+00:00,290.92,,,,,,L7
2003-12-26 21:59:30+00:00,322.74,302.59,293.38,254.60,233.29,195.00,L5
2004-03-15 21:59:53+00:00,284.76,262.31,249.90,227.86,211.85,,L5
2004-03-31 21:59:59+00:00,277.84,244.55,225.93,203.34,174.59,185.27,L5
2004-04-08 22:10:00+00:00,293.84,282.12,260.05,224.63,215.45,203.10,L7
2004-04-24 22:09:55+00:00,296.54,293.47,269.64,263.59,,,L7
2004-04-25 21:54:59+00:00,,,255.39,239.30,215.16,232.44,L5
2004-05-02 22:00:57+00:00,,,232.14,209.98,188.79,198.35,L5
2004-05-26 22:09:57+00:00,,,,,178.59,236.05,L7
2004-07-05 22:02:51+00:00,314.29,,,,,219.46,L5
2004-07-22 22:03:32+00:00,,,,,,192.27,L7
2004-07-29 22:09:38+00:00,,,,,212.87,207.71,L7
2004-07-30 21:57:39+00:00,,,,,179.60,,L5
2004-08-14 22:09:35+00:00,293.56,274.85,245.05,219.28,,,L7
2004-08-15 21:57:37+00:00,,,,,192.20,190.09,L5
2004-08-22 22:04:00+00:00,255.15,244.88,238.62,225.56,197.32,189.49,L5
2004-09-08 22:03:17+00:00,289.44,268.95,247.36,235.11,211.13,209.27,L7
2004-09-24 22:03:12+00:00,278.41,263.11,246.38,,,,L7
2004-10-18 21:59:11+00:00,306.44,286.68,270.40,258.17,227.57,239.62,L5
2005-01-13 22:06:52+00:00,,248.88,233.90,277.54,,264.45,L5
