dates,nzd0543-0000,nzd0543-0001,nzd0543-0002,nzd0543-0003,nzd0543-0004,nzd0543-0005,satname
1999-12-07 22:13:41+00:00,274.87,273.64,253.76,256.87,234.42,237.87,L7
1999-12-16 22:07:33+00:00,273.86,267.27,243.17,238.47,216.92,226.60,L7
2000-04-13 22:13:06+00:00,273.86,267.27,230.16,221.45,216.92,226.60,L7
2000-06-25 22:06:19+00:00,,,204.14,187.40,,228.06,L7
2000-08-19 22:11:49+00:00,249.59,239.69,204.14,187.40,,228.06,L7
2000-09-13 22:05:13+00:00,261.31,240.48,212.85,198.17,215.86,211.91,L7
2000-09-20 22:11:14+00:00,265.51,246.59,221.65,207.67,213.91,210.24,L7
2000-12-25 22:11:14+00:00,261.41,241.31,229.54,217.81,210.23,201.33,L7
2001-01-03 22:05:00+00:00,267.68,248.06,235.03,223.57,212.59,209.28,L7
2001-02-11 22:11:12+00:00,272.63,253.59,238.23,219.49,201.57,204.58,L7
2001-02-20 22:05:24+00:00,282.88,262.10,243.16,223.78,200.36,208.82,L7
2001-04-16 22:10:54+00:00,285.20,265.75,248.71,228.69,199.33,216.61,L7
2001-05-11 22:04:33+00:00,285.20,265.75,248.71,227.22,199.89,218.29,L7
2001-08-15 22:03:26+00:00,293.36,260.41,244.14,223.79,199.14,222.52,L7
2001-09-07 22:09:22+00:00,275.00,246.42,232.71,215.73,194.59,216.54,L7
2001-11-03 22:02:58+00:00,274.32,240.97,230.16,210.49,183.25,212.12,L7
2001-11-26 22:09:21+00:00,285.70,248.12,235.29,216.13,191.54,211.91,L7
2002-02-23 22:03:55+00:00,283.33,253.48,239.45,223.99,198.58,204.72,L7
2002-03-11 22:03:31+00:00,283.42,255.27,241.10,227.94,209.65,205.67,L7
2002-03-18 22:09:33+00:00,281.78,254.56,239.85,224.62,209.65,199.50,L7
2002-04-12 22:03:49+00:00,280.37,253.10,238.06,225.15,212.17,196.19,L7
2002-05-05 22:09:37+00:00,280.37,255.75,233.46,225.15,220.99,187.39,L7
2002-05-14 22:03:19+00:00,277.66,255.23,234.02,228.73,229.11,187.39,L7
2002-06-22 22:09:15+00:00,273.77,248.58,228.33,226.82,211.76,174.95,L7
2002-07-01 22:03:02+00:00,273.77,248.58,221.61,226.82,211.76,176.41,L7
2002-09-10 22:08:43+00:00,275.00,250.31,220.44,227.15,204.73,180.42,L7
2003-02-10 22:03:40+00:00,296.04,279.92,257.21,235.58,199.18,219.85,L7
2003-02-26 22:03:16+00:00,299.66,281.39,258.17,237.91,205.71,218.69,L7
