dates,satname,nzd0200-0000,nzd0200-0001,nzd0200-0002,nzd0200-0003,nzd0200-0004,nzd0200-0005,nzd0200-0006,nzd0200-0007,nzd0200-0008,nzd0200-0009,nzd0200-0010,nzd0200-0011,nzd0200-0012,nzd0200-0013,nzd0200-0014,nzd0200-0015,nzd0200-0016,nzd0200-0017,nzd0200-0018,nzd0200-0019,nzd0200-0020,nzd0200-0021,nzd0200-0022,nzd0200-0023,nzd0200-0024,nzd0200-0025,nzd0200-0026,nzd0200-0027,nzd0200-0028,nzd0200-0029,nzd0200-0030,nzd0200-0031,nzd0200-0032,nzd0200-0033,nzd0200-0034,nzd0200-0035,nzd0200-0036,nzd0200-0037,nzd0200-0038,nzd0200-0039,nzd0200-0040,nzd0200-0041,nzd0200-0042,nzd0200-0043,nzd0200-0044,nzd0200-0045,nzd0200-0046,nzd0200-0047,nzd0200-0048,nzd0200-0049,nzd0200-0050,nzd0200-0051,nzd0200-0052,nzd0200-0053,nzd0200-0054,nzd0200-0055,nzd0200-0056,nzd0200-0057,nzd0200-0058,nzd0200-0059,nzd0200-0060,nzd0200-0061,nzd0200-0062,nzd0200-0063,nzd0200-0064,nzd0200-0065,nzd0200-0066,nzd0200-0067,nzd0200-0068,nzd0200-0069,nzd0200-0070,nzd0200-0071,nzd0200-0072,nzd0200-0073,nzd0200-0074,nzd0200-0075,nzd0200-0076,nzd0200-0077,nzd0200-0078,nzd0200-0079,nzd0200-0080,nzd0200-0081,nzd0200-0082,nzd0200-0083,nzd0200-0084,nzd0200-0085,nzd0200-0086,nzd0200-0087,nzd0200-0088,nzd0200-0089,nzd0200-0090,nzd0200-0091,nzd0200-0092,nzd0200-0093,nzd0200-0094,nzd0200-0095,nzd0200-0096,nzd0200-0097,nzd0200-0098,nzd0200-0099,nzd0200-0100,nzd0200-0101,nzd0200-0102,nzd0200-0103,nzd0200-0104,nzd0200-0105,nzd0200-0106,nzd0200-0107,nzd0200-0108,nzd0200-0109,nzd0200-0110,nzd0200-0111,nzd0200-0112,nzd0200-0113
2005-11-22 22:00:47+00:00,L5,371.28,377.39,391.09,389.54,389.48,414.08,428.28,431.79,420.97,425.39,437.75,449.56,432.18,428.66,434.45,465.15,468.48,457.30,435.40,434.21,440.56,430.78,401.35,413.09,419.99,425.34,432.43,415.73,401.26,429.66,434.62,465.99,460.34,461.81,461.76,457.65,433.90,440.47,461.37,444.18,438.97,437.63,445.58,458.74,474.15,492.99,482.79,467.26,473.38,487.84,493.63,479.39,480.19,477.83,469.53,478.50,492.38,491.32,504.36,504.65,509.25,504.60,497.58,487.22,490.20,481.83,493.31,485.75,486.29,491.88,493.79,494.14,508.15,505.07,503.18,497.50,480.17,485.72,485.61,450.86,466.59,465.66,463.57,465.37,492.87,504.92,504.60,509.97,506.60,525.42,515.20,502.14,501.79,504.61,490.04,471.20,468.83,481.47,484.65,481.92,485.13,485.91,493.18,480.88,462.28,446.24,450.42,452.46,454.31,436.05,441.74,450.86,456.88,451.19
2006-02-03 21:56:19+00:00,L5,407.24,380.45,395.38,383.92,392.76,450.69,463.24,457.93,458.41,467.48,459.67,455.69,446.01,444.61,446.50,453.99,460.68,476.09,457.07,419.92,403.59,432.71,429.71,,341.52,421.13,429.40,415.44,423.34,437.22,439.52,474.81,486.13,481.55,475.17,449.98,332.20,467.36,482.72,459.95,467.75,453.51,459.77,466.99,479.70,502.68,511.70,511.81,500.94,494.69,518.81,487.98,496.15,498.02,500.14,516.29,521.17,516.82,503.93,446.12,479.26,498.47,517.48,514.26,511.94,511.95,507.76,507.90,503.24,515.36,515.18,512.21,508.66,509.51,507.08,480.16,482.64,494.86,490.37,471.87,502.27,499.81,495.00,491.69,512.55,522.52,516.78,518.61,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-07 22:02:15+00:00,L7,,,,,,351.58,381.25,387.33,394.38,390.50,,,,,,,383.81,394.06,382.83,422.61,431.29,425.19,404.57,386.52,,,,,,,408.98,428.81,418.47,406.39,440.67,451.48,444.70,443.64,441.36,,,,,,,470.77,468.36,471.15,458.92,461.19,480.82,463.20,460.31,453.59,,,,,,,471.50,466.41,466.74,460.21,460.77,467.86,480.41,478.25,,,,,,367.16,466.80,455.27,453.89,442.94,460.18,433.25,456.62,443.51,446.05,431.22,,,,,,,479.16,468.87,472.26,485.80,487.70,482.78,471.08,478.21,470.54,,,,,336.96,451.06,436.18,436.52,433.78,427.02,418.66,414.49,428.06,431.90,
2006-04-15 22:03:54+00:00,L5,305.08,300.82,296.85,306.60,310.33,337.33,368.05,384.86,390.44,370.70,383.37,381.10,375.94,375.84,367.09,368.87,373.52,364.95,365.97,377.55,388.28,390.51,365.56,364.23,366.95,372.37,375.23,369.63,359.43,363.55,346.54,359.72,351.18,349.05,384.86,400.61,393.99,392.21,400.04,391.06,386.28,373.14,358.34,403.80,418.83,418.46,402.01,400.42,393.51,412.85,416.37,403.88,429.09,429.65,406.35,355.74,398.07,405.74,408.16,391.87,411.83,374.75,407.79,428.23,410.28,441.57,445.34,445.74,445.61,416.36,408.83,422.83,422.33,389.01,416.16,396.27,387.89,395.83,418.87,411.86,422.13,419.48,432.44,424.28,441.40,450.39,445.04,432.77,436.41,439.73,428.69,436.48,446.04,451.08,449.62,444.66,444.05,435.23,426.46,416.13,404.62,360.09,399.72,405.47,387.87,387.75,398.66,376.78,284.75,276.96,276.48,282.03,276.04,283.00
2006-04-16 21:56:02+00:00,L7,319.31,317.57,321.44,327.13,,,,,,409.50,409.29,403.84,400.10,397.12,393.22,393.93,406.74,413.97,416.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.44,442.58,424.35,442.79,440.22,444.60,465.54,456.04,439.17,440.67,,,,,,460.59,459.58,456.18,453.74,447.33,437.95,433.33,423.97,415.81,415.78,,,,,,447.02,466.45,470.38,467.92,460.28,459.78,477.56,467.99,470.35,469.19,,,,,,447.61,436.31,438.15,397.77,430.79,443.29,424.36,424.87,430.30,426.66,,,,,275.01,422.64
2006-05-09 22:02:16+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.02,636.40,633.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-17 22:04:21+00:00,L5,346.63,333.88,335.96,347.84,373.95,402.30,420.12,442.51,459.07,440.26,430.73,432.16,411.01,398.07,386.63,391.52,398.85,405.00,,,429.07,439.91,422.65,418.67,402.12,393.53,411.06,410.51,407.06,399.55,398.47,395.54,410.83,418.60,433.48,445.27,463.19,456.29,459.78,440.69,432.23,431.54,415.23,416.25,452.50,473.06,479.53,489.38,487.21,491.81,513.47,482.75,475.63,481.09,471.45,468.83,483.24,,,,,,,,,,,,,,,,,,,,,467.55,467.94,453.92,479.24,473.64,477.26,470.02,496.16,499.89,498.11,482.92,467.95,,,,,,,,,,,,,332.20,220.66,291.38,332.51,444.97,451.97,445.53,425.38,275.56,435.19,442.05,449.45,456.68
2006-05-26 21:58:18+00:00,L5,,,,,,,,,,,,,,,,,,341.22,,,631.73,649.18,647.91,,,,,452.16,441.29,387.13,408.47,433.37,567.32,543.59,507.50,448.13,418.40,,347.01,424.59,586.34,581.17,587.96,,,,,,,,,,,,,,,,,,,330.51,428.67,512.80,594.23,,,,,,,,,,,,,,,,,,,,,332.22,589.64,653.53,140.10,,,,,,,,,,,,,,,,,,,,629.57,654.93,576.54,,,
2006-06-19 21:56:00+00:00,L7,,,,,,,,,,,,,,,415.11,395.10,415.92,435.39,,,431.94,430.78,411.89,400.78,,,,149.15,423.03,445.03,455.47,469.11,442.68,430.32,448.44,456.66,465.00,468.98,,,,266.79,344.02,469.98,469.40,498.32,495.81,504.87,513.51,507.72,530.36,500.26,508.21,527.79,,,336.07,513.12,,493.82,486.17,481.31,498.51,497.48,500.52,506.29,512.59,512.62,,,230.04,301.19,478.53,480.27,496.14,502.57,491.92,499.95,512.21,476.22,505.45,498.71,503.09,,,,401.05,505.30,508.98,522.02,520.46,524.51,520.17,509.61,528.40,514.75,504.39,510.88,,,,358.28,217.33,460.25,452.31,329.14,480.67,481.39,258.65,273.93,255.13,261.77,489.88,
2006-06-26 22:02:08+00:00,L7,,,,,,370.28,384.87,399.63,413.80,414.23,403.40,405.08,401.21,,,,,,,,411.82,405.63,401.06,387.90,378.81,375.42,377.90,380.10,,,,,265.78,378.70,400.84,416.88,426.07,424.95,,419.33,410.75,413.16,407.52,,,,,292.98,435.57,439.73,458.98,443.43,447.76,446.52,447.27,445.42,441.94,,,,,150.79,391.32,439.79,439.53,443.18,445.49,448.83,449.40,446.45,434.88,,,,,156.75,288.20,274.38,322.28,416.50,443.80,433.11,432.82,423.69,446.92,457.67,444.56,,,,,218.55,457.36,451.75,447.15,450.18,442.56,441.89,,,423.11,,,,,,298.73,280.22,259.87,276.87,256.32,272.50,252.55,274.15
2006-06-27 21:58:48+00:00,L5,318.37,310.52,303.06,303.02,322.62,363.85,387.24,395.77,406.84,409.04,399.75,397.44,391.58,374.12,373.66,377.05,380.73,400.47,410.39,,416.97,416.29,402.94,388.91,369.28,372.87,376.78,387.00,381.01,396.84,,,,,,,,,,,,,,,,,,270.47,432.88,444.12,459.28,429.56,,,,,,,,,,,,,,,,,,,,,,355.65,346.28,353.71,388.71,280.14,325.05,412.97,443.24,436.01,432.44,420.37,440.24,452.94,445.64,442.08,444.85,462.10,459.03,463.29,462.63,443.32,450.33,448.76,440.53,442.63,436.49,416.04,413.46,374.91,232.41,290.09,328.20,332.45,281.33,281.87,264.08,222.75,254.11,278.13,254.77,269.00
2006-07-04 22:05:05+00:00,L5,,,,,,,,,,,,,,,407.36,407.49,410.65,417.14,425.74,437.03,425.50,438.33,398.91,401.66,406.82,397.81,398.00,398.88,386.59,386.16,380.28,391.46,382.73,397.08,402.87,409.43,423.52,434.60,,453.84,447.37,446.29,425.40,413.11,456.13,466.57,454.45,451.78,435.76,454.82,492.30,479.16,484.93,490.93,477.12,471.29,482.55,480.20,,,,,,,,,,,,,,,,,324.42,335.72,362.51,267.47,287.80,,,,,,,,,,,,,,,,,,,,,,,,,,319.85,317.18,283.46,251.35,252.09,246.26,243.73,265.95,250.44,276.95
2006-07-05 21:55:54+00:00,L7,,,,,,,,,,,,,,,,,408.75,415.19,425.51,,448.71,450.80,444.54,416.67,398.34,400.01,,,,,,,,,,,437.93,434.22,,449.46,444.96,,,,304.89,464.23,464.82,468.96,449.95,419.98,370.77,253.26,478.07,482.03,472.22,453.79,,,,,469.19,461.58,289.83,340.26,,221.40,475.14,492.11,488.04,485.90,478.23,,,,,464.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.86,331.80,293.30,266.41,268.62,268.24,262.48,273.08,259.17,449.80
2006-07-13 21:59:02+00:00,L5,272.40,,292.59,308.65,321.86,359.60,382.06,387.65,402.45,404.32,399.50,391.15,383.76,381.11,366.80,365.73,373.44,371.00,381.81,367.83,390.46,396.94,373.92,375.63,367.75,355.94,355.49,363.42,356.86,370.34,358.43,390.34,382.96,388.75,404.79,385.85,377.97,389.16,,403.64,394.35,391.94,375.93,400.37,411.59,418.10,406.93,312.51,287.20,392.66,416.98,314.30,327.88,267.46,314.73,339.88,333.51,337.30,,375.41,428.64,138.46,315.32,363.15,213.48,248.94,275.67,330.26,314.34,326.63,319.34,311.87,329.77,350.90,331.05,338.28,363.36,266.72,306.06,329.40,328.46,341.01,299.71,325.24,438.24,450.37,447.11,455.35,442.72,450.00,440.97,451.70,451.80,443.89,430.98,429.48,440.32,444.97,,415.90,390.51,379.97,213.22,281.44,317.14,322.36,282.99,277.28,257.94,251.22,253.19,273.60,266.79,279.15
2006-07-21 21:55:45+00:00,L7,,320.89,317.96,,322.86,353.34,,,,,422.08,414.88,403.73,399.72,399.69,395.86,392.11,389.48,379.12,382.52,,,,,,379.63,373.40,367.34,361.79,386.86,352.49,399.15,396.90,400.35,418.39,,,,,417.87,414.88,412.88,414.10,425.94,444.91,451.02,442.86,438.61,431.41,433.43,,,,269.99,434.43,441.06,433.12,331.22,,404.09,461.16,444.06,445.00,455.44,439.13,,,192.47,309.69,328.46,313.82,311.90,427.30,439.40,444.60,433.16,426.01,267.30,293.05,,,,,316.66,458.94,464.81,461.11,454.53,441.96,,446.28,458.98,469.95,462.71,,,,,,436.78,,377.79,218.48,284.24,318.82,335.12,292.00,283.42,,,,,,273.31
2006-07-28 22:01:54+00:00,L7,,,,,,,,,,,,,,,,,,,,,135.00,423.27,414.04,396.60,382.24,390.79,382.72,376.42,385.90,404.00,,,,,,,,,,,,,,,,,,,134.56,164.30,483.43,455.15,459.01,470.76,467.49,464.07,465.79,468.45,457.05,,,,,,388.59,456.63,468.26,472.64,475.33,475.40,472.07,462.78,452.64,452.99,,,,,190.72,433.91,460.84,454.41,458.81,453.88,477.27,479.65,475.83,467.76,460.30,,,,,,,,,,,,,,,,,,,,268.93,278.45,262.85,272.25,257.63,274.18
2006-08-21 22:05:43+00:00,L5,301.99,248.06,290.53,294.55,296.09,341.52,373.11,391.40,409.34,412.14,408.27,377.74,376.99,376.13,368.12,369.95,358.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.16,364.95,377.56,411.26,327.64,324.57,297.04,285.56,269.65,281.56,275.08,278.65,274.13,281.35
2006-10-16 22:01:43+00:00,L7,,,330.32,317.64,317.10,363.06,396.43,443.11,464.88,476.59,481.49,459.56,,,,,,400.93,,379.85,411.95,408.99,368.33,368.91,,393.14,,,,,,,418.30,409.94,407.82,434.64,441.96,459.23,474.76,447.87,443.09,,,,,,,477.07,462.82,467.06,490.22,466.72,478.49,482.85,478.59,,,,,,,483.15,473.95,476.84,465.98,479.41,479.60,486.14,486.08,480.32,,,,,,,447.34,435.31,433.20,423.80,452.93,445.93,449.48,452.12,477.65,,,,,,,487.60,490.81,492.99,495.49,488.44,483.77,471.59,466.70,444.19,,,,,,,459.33,463.27,460.55,443.29,417.35,415.42,408.62,400.73
2007-01-04 22:02:25+00:00,L7,,,,,,,,379.30,399.14,420.67,437.99,420.51,388.85,385.15,373.36,367.76,,,,,,,362.77,370.19,368.33,367.15,361.75,361.84,347.13,358.86,,,,,,,380.33,385.86,375.54,373.15,366.82,376.83,398.98,400.67,417.65,,,,,,408.08,394.61,411.85,417.39,424.56,441.10,441.47,433.63,440.34,433.68,,,,,,435.98,444.75,443.65,418.62,395.26,406.00,403.65,397.86,398.70,,,,,,,397.27,385.70,399.63,402.29,432.05,453.04,455.83,449.66,444.07,,,,,,,449.60,448.64,444.61,441.00,418.72,411.96,370.61,403.58,411.54,,,,,,,403.87,403.25,397.61,390.80
2007-01-20 22:02:27+00:00,L7,336.16,308.70,299.21,296.57,288.19,,,,,,,,390.56,379.76,374.94,375.51,380.00,377.95,380.10,386.29,,,,,,,376.77,378.26,360.12,372.01,374.68,375.55,355.92,331.22,,,,,,,,404.01,412.69,418.60,435.16,433.82,417.47,411.89,405.51,,,,,,,422.01,416.88,414.06,,406.42,410.94,377.99,394.06,407.33,,,,,,377.86,380.54,377.80,376.05,381.50,406.25,414.04,417.59,428.12,418.08,,,,,,447.03,458.81,463.34,456.64,445.13,459.27,453.15,470.77,470.15,460.35,,,,,,,,,,,,,,,411.40,,,,,
2007-02-14 21:56:27+00:00,L7,339.65,327.32,,,,,,400.04,418.12,443.87,469.76,471.36,449.95,414.53,395.92,389.83,399.81,,,,,,389.47,379.60,389.34,398.61,404.04,407.54,401.26,399.72,400.28,411.44,,,,,429.88,436.59,439.23,427.03,414.36,423.51,427.07,443.16,465.48,474.66,465.04,,,,,458.78,459.17,446.45,439.87,454.47,476.57,483.76,460.71,445.41,444.72,,,,,,473.10,479.56,473.96,458.58,453.24,448.37,454.50,464.99,461.97,449.75,,,,,,425.62,443.78,439.39,464.20,477.25,477.05,482.03,472.94,486.43,483.32,490.01,,,,,474.00,475.18,468.39,448.02,446.34,441.21,453.21,453.29,445.23,427.88,,,,,,422.49,422.65,418.36
2007-03-02 21:56:31+00:00,L7,318.82,295.54,295.81,289.76,288.43,322.09,356.90,378.48,397.78,419.17,432.64,,,,377.68,376.26,375.67,382.44,379.90,380.92,386.81,383.71,379.48,379.79,377.45,,,,,371.42,374.58,399.90,379.78,379.35,410.49,405.94,414.72,410.60,403.78,405.30,,,,,427.31,441.11,438.16,416.41,399.03,404.07,436.67,434.17,440.59,437.59,426.45,,,,,422.19,427.39,411.89,420.12,436.40,429.62,441.34,440.44,445.87,438.19,,,,,435.37,437.53,423.13,412.52,413.73,413.06,402.53,410.33,400.79,416.41,412.71,,,,,,449.00,439.33,452.06,464.97,456.59,460.74,447.85,449.31,444.75,438.09,,,,,,408.59,403.63,401.65,404.58,414.41,410.70,399.92,401.64,398.96,393.04
2007-03-25 22:02:45+00:00,L7,358.93,346.60,343.30,325.21,342.98,374.19,400.55,439.11,459.77,486.63,,,,,,418.13,427.36,439.98,460.13,473.45,461.12,450.24,449.89,452.73,,,,,,,453.56,477.05,463.65,450.56,456.52,474.01,489.80,495.51,503.27,,,,,,504.27,530.10,526.90,531.38,519.49,511.00,536.90,527.48,515.73,539.66,,,,,,,485.71,469.00,487.00,475.06,517.06,520.29,520.81,509.32,,,,,,475.80,487.51,490.08,472.33,486.26,502.13,462.48,477.04,475.96,465.89,,,,,,,544.62,533.45,498.42,504.58,511.75,547.82,541.55,525.52,533.88,,,,,,,510.61,474.28,485.47,489.43,466.96,468.10,479.01,492.63,487.92,
2007-04-10 22:02:44+00:00,L7,328.50,319.40,329.70,335.40,344.87,,,,,,,520.01,505.47,459.78,430.71,416.12,412.36,431.60,450.29,,,,,,,437.19,442.60,445.87,430.40,433.09,438.57,458.45,462.66,,,,,,,454.37,456.30,457.51,475.12,478.33,490.78,511.61,514.06,519.51,,,,,,,519.59,507.73,520.31,531.29,536.51,525.30,488.61,477.05,,,,,,,501.01,502.28,493.45,504.48,504.57,500.69,495.04,490.74,488.05,,,,,,468.34,477.24,513.66,515.66,508.03,514.77,518.48,533.09,526.03,,,,,,,,508.92,487.89,497.47,498.79,505.62,489.29,481.25,470.59,,,,,359.65,479.54,487.06,477.10
2007-04-19 21:56:31+00:00,L7,272.71,279.82,284.70,286.98,293.63,322.38,352.25,377.18,390.35,409.74,,,,,380.44,370.19,369.18,371.99,373.26,378.03,386.71,382.05,365.48,369.48,,,,,359.66,365.55,354.86,374.92,371.83,378.12,396.61,397.72,407.35,408.03,,,,,389.24,403.54,422.80,435.66,437.75,438.74,428.65,427.96,449.69,432.32,435.77,,,,,450.96,448.67,435.27,438.03,418.41,409.06,420.68,419.45,440.27,451.41,,,,,446.59,450.17,454.54,440.97,429.24,413.01,430.81,433.13,403.83,421.46,416.83,,,,,447.19,446.92,444.81,454.48,458.81,460.36,463.58,458.60,460.81,459.39,444.35,,,,,417.60,436.66,436.74,430.37,417.60,419.62,414.37,408.26,280.93,,,,
2007-05-28 22:02:28+00:00,L7,,,,,,,366.93,386.37,,,,,,394.06,392.31,395.26,378.86,387.65,378.19,370.91,389.61,406.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.79,463.47,461.92,460.76,441.36,458.78,449.53,451.68,464.79,447.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.18,445.47,430.79,446.21,452.34,450.12,421.51,297.41,,,,,,,280.89
2007-09-10 21:55:51+00:00,L7,275.47,282.35,298.27,283.61,,,,,366.67,370.28,386.63,387.66,386.80,384.05,373.14,371.19,368.74,364.11,354.31,,,,,363.91,367.74,366.86,364.36,353.19,342.01,349.89,340.41,366.92,353.78,,,,,382.38,378.91,378.53,381.15,380.46,378.95,387.97,406.03,410.05,420.64,411.72,,,,,430.33,419.86,410.02,424.44,413.24,416.20,417.34,412.89,436.90,409.95,,,,,,444.00,439.88,435.83,434.60,433.92,436.53,440.48,443.11,432.88,424.95,,,,,402.51,410.76,394.09,405.45,439.73,444.79,445.62,450.78,456.19,445.97,450.00,,,,,438.95,438.34,437.94,425.20,424.59,408.97,421.00,433.35,406.55,354.18,,,,,,,,
2007-09-26 21:55:47+00:00,L7,283.84,288.82,294.16,291.69,290.48,320.58,345.83,,,,,398.50,398.64,397.89,385.08,383.05,377.52,371.47,362.59,364.03,377.04,378.87,,,,375.53,374.40,367.48,355.11,364.28,348.64,379.29,363.25,374.07,398.00,393.61,,,,,388.45,392.93,386.20,397.81,410.63,415.67,426.13,427.87,414.98,432.87,,,,,,429.24,436.44,421.60,424.01,428.83,441.22,424.65,437.40,448.66,436.14,,,,,439.26,433.82,428.07,435.35,442.09,450.62,438.91,436.40,427.37,427.57,,,,,394.85,418.79,442.15,449.24,450.34,454.72,468.46,457.48,448.68,450.59,447.14,,,,,,433.16,426.40,416.67,432.30,431.40,410.01,408.50,412.63,408.99,409.84,,,,,
2007-12-31 21:56:23+00:00,L7,,,442.62,386.62,364.37,388.48,423.12,442.66,449.40,447.50,448.32,455.23,453.27,,,,,485.87,486.98,459.69,490.21,513.82,493.73,492.35,486.01,470.76,483.94,,,,,466.65,470.14,468.33,517.38,527.91,500.81,545.51,535.34,478.46,492.12,483.14,,,,542.95,543.64,547.49,544.22,543.05,551.66,518.23,516.24,529.82,523.09,530.57,,,,,529.28,542.26,567.68,583.22,578.06,538.15,511.08,533.60,542.54,550.61,552.50,,,,,514.39,495.94,514.39,515.96,500.89,551.14,532.44,532.65,494.05,515.79,,,,,,581.69,579.05,533.29,570.12,566.69,541.52,534.08,545.53,550.00,552.06,,,,,489.48,472.00,508.52,499.80,489.74,499.36,519.48,514.58,521.54,529.17
2008-01-23 22:02:33+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-01 21:56:21+00:00,L7,380.77,376.95,373.71,373.98,,,,,,429.75,429.82,420.77,413.63,402.14,394.89,,434.31,435.74,434.28,,,,,449.00,444.79,444.42,441.37,433.08,417.01,409.80,402.85,426.93,429.53,,,,,,480.90,457.17,447.48,443.95,439.16,457.40,469.22,484.37,491.06,490.66,,,,,487.79,480.73,475.14,486.14,490.99,486.12,487.11,485.85,482.57,486.78,499.77,,,,,481.42,485.66,492.25,489.66,490.76,482.54,483.19,478.12,472.01,472.83,,,,,,495.33,468.58,470.59,478.92,483.92,491.75,505.90,527.48,518.71,508.59,,,,,502.45,502.18,493.70,484.63,502.92,502.81,503.65,500.54,484.11,462.67,,,,,,464.99,470.77,474.30
2008-02-24 22:02:26+00:00,L7,,,,,,,342.47,349.63,371.71,376.57,387.91,390.93,387.24,387.61,388.80,,,,,,,411.37,412.80,401.87,403.82,409.61,407.02,395.82,391.94,,,,,,,427.54,449.58,443.65,453.53,427.19,419.57,413.32,411.20,419.82,,,,,,452.79,478.74,463.03,456.27,453.81,445.72,440.40,454.05,463.01,,,,,,,474.80,465.70,451.05,443.69,451.04,458.69,456.66,457.56,,,,,,,434.05,425.70,455.65,450.94,449.17,422.24,418.91,429.25,435.47,,,,,,,474.64,469.45,465.71,455.47,459.01,452.13,442.95,452.44,456.13,,,,,,423.07,419.05,414.20,416.44,421.59,431.66,428.32
2008-04-05 21:56:10+00:00,L7,281.04,275.24,286.71,286.09,,,,,362.20,372.23,379.64,374.26,370.09,374.60,370.01,370.73,372.50,371.31,369.96,,,,,367.75,378.84,375.65,370.18,358.28,356.22,363.18,355.17,377.85,357.34,,,,,398.70,411.44,396.58,380.56,374.23,369.62,389.14,413.85,410.40,405.62,,,,,,428.01,413.99,417.84,405.40,408.78,401.75,402.26,403.50,416.91,398.37,,,,,419.93,418.69,411.65,403.83,411.72,404.46,410.32,412.52,430.61,417.22,405.09,,,,,410.73,408.10,392.74,401.42,408.79,419.51,420.44,423.01,441.59,428.11,,,,,,431.65,420.53,428.81,405.89,397.62,381.34,400.98,417.38,401.49,403.72,,,,,280.66,288.44,327.97,288.77
2008-05-14 22:02:12+00:00,L7,395.87,381.28,374.75,,,,,,,433.27,433.42,427.06,401.91,394.40,394.20,423.98,412.45,428.09,,,,,,,,,,,,,,,,,,,,,510.53,493.35,455.23,453.99,455.55,457.76,488.03,513.14,,,,,168.70,,,,,,,,,,,,,,,,70.75,,,,,,,,,,,,,,489.29,486.04,503.29,500.55,516.65,505.47,503.38,492.78,491.49,509.59,,,,207.61,,,,,,,,,,,,,,,,,,,,
2008-05-30 22:02:05+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,478.71,,441.00,477.39,508.14,451.93,441.34,465.47,,,,,,288.63,478.18,451.91,,,,,,,,,,,,367.75,508.07,488.48,509.55,513.63,520.88,,498.37,496.60,485.48,,,,,304.06,495.78,503.30,504.68,476.42,474.34,313.53,470.53,543.60,513.20,494.21,,,,,,,,,,,,,,,,,,,,410.56,521.99,462.26,472.87,,521.86,536.92,477.53,454.43,,,,,,257.40,460.32,478.23,490.35
2008-09-03 22:01:13+00:00,L7,,,,,305.79,332.71,364.15,397.58,397.14,398.98,403.53,414.68,409.20,,,,,,,405.12,398.53,396.61,379.11,393.57,391.87,389.55,392.41,,,,,,,416.37,432.52,429.81,423.72,421.48,436.56,414.31,403.82,399.40,,,,,,,419.73,407.40,436.91,430.24,443.28,467.85,467.42,468.97,,,,,,330.53,458.33,459.71,445.56,444.44,450.74,462.99,470.33,476.02,460.77,,,,,,430.32,411.51,432.74,413.36,440.86,432.24,434.78,437.01,463.52,466.08,,,,,,461.31,466.58,453.53,455.80,456.54,459.59,477.85,472.59,458.55,,,,,,418.16,432.42,428.84,432.69,429.66,423.08,419.05,423.45,416.48
2008-09-19 22:01:04+00:00,L7,336.47,319.61,298.70,306.02,310.00,340.70,365.42,,,,,,,382.83,375.73,380.36,384.78,387.67,388.32,395.73,400.57,,,,,,,373.93,360.71,364.98,375.00,397.17,386.10,389.62,432.03,,,,,,,396.05,392.76,421.78,439.14,429.85,432.61,416.30,413.49,418.42,,,,,,,456.09,438.73,451.76,447.12,450.10,422.09,438.26,454.05,,,,,,,416.38,434.32,421.90,418.71,434.26,437.62,422.26,410.86,427.86,,,,,,468.25,473.40,465.02,442.32,441.98,454.97,449.14,462.46,465.57,463.00,,,,,,457.26,456.69,443.36,440.38,437.10,412.55,420.94,429.24,431.25,,,,,,
2008-10-14 21:54:42+00:00,L7,,,289.65,293.98,291.61,318.76,344.21,365.32,370.07,371.51,381.89,384.25,377.40,374.76,,,,368.60,372.06,375.69,378.07,378.17,356.98,363.45,364.34,359.19,360.10,354.07,,,,,356.56,358.32,368.45,375.16,379.55,384.92,385.26,371.87,373.16,376.53,,,,,397.45,398.34,390.79,385.38,403.39,404.52,410.08,410.89,407.37,418.20,411.79,,,,,398.83,401.49,418.71,394.61,394.83,405.54,417.41,404.08,418.28,403.78,,,,,,399.98,383.97,391.39,378.46,378.97,390.48,409.01,404.52,415.04,420.56,,,,,406.21,420.29,428.71,429.03,419.42,418.07,428.83,430.54,427.97,408.38,392.58,,,,,387.56,391.64,395.32,392.45,383.50,376.95,380.31,379.65,383.38
