,dates,jap0349-0000,jap0349-0001,jap0349-0002,jap0349-0003,jap0349-0004,jap0349-0005,jap0349-0006,jap0349-0007,jap0349-0008,jap0349-0009,jap0349-0010,jap0349-0011,jap0349-0012,jap0349-0013,jap0349-0014,jap0349-0015,jap0349-0016,jap0349-0017
0,1984-07-02 01:16:26+00:00,,193.66170342315948,188.22884476680093,,195.06589289496023,186.66465712132143,178.1992244504287,174.83340686817607,176.75286413742214,,187.36822256333664,190.91095800089752,182.7246080652778,,181.489984920734,182.80893492227895,193.81593749501633,185.6882510980295
1,1984-10-22 01:17:58+00:00,184.23866580793003,203.63005880246402,173.56604240238354,187.64466538672093,217.35055355097475,198.02922723096313,190.0346331956593,187.00135611530635,201.35709995882004,195.5237770651522,191.2081119522894,190.25552902613185,185.56049800276438,169.3357390843199,175.4917866457078,183.83479905804177,189.9966152850954,196.12354587868725
2,1985-01-10 01:18:13+00:00,,,,,,,,,,,,,,,,,,
3,1985-05-18 01:18:02+00:00,156.82507373230754,190.15748528871129,176.24415367067127,197.83480731439437,208.02002559893955,191.0770972287017,181.2171590867651,191.52980053552903,184.61199271374298,179.5078911586471,180.90629557303458,185.32239100393386,181.06831388002678,,173.67649109174894,179.3472031803446,182.64890548312022,178.91136581023454
4,1985-10-09 01:16:57+00:00,181.5840456019915,197.74518420634706,183.13907158892263,192.37196560302513,203.01798104978369,192.57114681180337,178.12002946075194,181.94598270193381,173.6800469832502,179.48740201836492,176.8850193309226,179.37102613652706,170.28237740772678,170.1087026491371,175.24571900604542,178.08680299373538,176.66680086312306,185.58772587596488
5,1986-02-14 01:14:38+00:00,,157.1013547795962,162.50007962309937,170.28221264573418,187.65405258865914,191.16592424414165,184.5051642612999,181.20864728669147,179.81907054811927,,185.07156458516224,,190.08581966148677,188.534126229473,183.53038254311602,185.33097363334292,181.0625702210603,195.64219951057387
6,1986-09-26 01:08:08+00:00,176.68101955489664,183.20862237121898,161.24065285158557,172.3241598636277,181.1895959524176,183.3869756299795,178.66431579488926,182.0439104551966,181.56632226795244,186.93475805371946,178.78271508743367,,176.07342382423477,175.85581885381217,175.85747460873978,,189.94828651673316,192.7697394766996
7,1986-12-15 01:06:42+00:00,185.04291017961756,191.06466410295266,179.43020768820577,196.9572003822568,211.26706963781666,203.16378846629712,208.30623352258377,208.82026439863196,199.6717208364436,196.1172042931426,200.54900512285573,200.39112204839168,205.32342555367822,197.03397686203473,198.8406545884897,192.43106341842753,194.73046378515735,201.5027916858683
8,1987-03-05 01:09:24+00:00,208.01486513564143,187.79422354342276,201.1359196125753,196.90482259255,205.3869481715132,211.14522078656154,213.29410081529593,213.07397248996526,,207.25224788664664,204.3169297894902,207.23983232204841,206.6363738071597,203.6757775056625,204.3669184719267,200.43648771825357,200.98930395894345,201.59861728673766
9,1987-05-08 01:11:32+00:00,,170.67920272121071,178.91169883791616,197.76111299538397,206.15986990851718,202.52733116257838,198.49392288550249,193.28141415925387,190.25083670564638,181.89354841209015,184.3485141828725,185.40773079150972,193.2415232060237,,186.3476013683375,190.475669050407,189.4185427402558,197.2991712193839
10,1987-08-12 01:13:52+00:00,,182.371905799436,184.9087824060792,191.29933588098453,202.29810990522438,192.89694193048504,187.09977593992872,189.5424289077792,184.58983861285452,193.1645946673526,191.373236552139,192.68314527292833,190.1194226285829,,191.34788530313793,,185.68767223407872,193.13848891005787
11,1987-08-28 01:14:19+00:00,,190.0309788420853,175.7888578374667,193.44644557179558,202.37468612028198,198.6712504132938,187.7188206166084,187.8151004170386,190.91430549211853,192.31870282351488,195.9886843784444,191.2207718673868,196.03096698314627,198.00021666799472,195.26729513056256,193.1105634554866,193.44234070295863,197.82936233935877
12,1988-12-20 01:18:15+00:00,210.54894469639572,186.03832216965802,185.77361661940935,184.53397029537192,205.03808309151466,206.14738500688884,201.8129780693018,201.1162720981622,202.77782734362196,212.2774368469269,211.6526305834341,209.96332845888378,204.3841214044365,196.15323810042236,204.75386318361134,204.91600011127022,203.69793698400642,215.17768874599705
13,1989-01-05 01:18:13+00:00,211.4884913340385,194.8597118935533,,193.71547073922477,215.97847329959825,217.53971823963303,214.07892471633215,207.9832878911089,216.00090967864506,223.13825918165423,221.5944208469846,211.00102456356393,212.6546876512436,211.5329820376258,,221.20200363284516,223.1313533189804,226.18515278440884
14,1989-01-21 01:17:54+00:00,201.04054665914222,183.53912036712916,178.31382591007085,188.89202662577614,200.96057570236252,200.68551379562865,199.66133470000037,196.11292037361696,196.23966814464197,193.49500347080001,199.17096303662936,200.3782104682712,201.4961242851667,197.1328393306588,196.94131333651507,201.68606923479257,204.5415737395214,210.88813607528525
15,1989-02-22 01:17:50+00:00,219.59808430725528,204.05109313649234,187.34687024367588,193.2673702774175,214.7651135351488,205.84830640829452,203.32495233875156,199.12963780418045,195.15722868313802,191.54659665941762,197.61255228205022,200.32333730681802,196.80602068823933,200.13380803523071,196.64521934963756,192.13097725770004,200.9275086107232,207.99554503733287
16,1989-03-10 01:17:25+00:00,208.40282706486343,190.92530727629384,175.44691792927043,189.20384796200966,206.43807468426786,205.69963112419293,199.4213309697987,205.76863422499676,201.07345052308304,201.39933562367125,206.6975408288335,210.01340180687038,205.2431385544125,197.37521741611494,194.08449121020084,204.7709742374761,207.3231535517711,209.09416201061416
17,1989-04-11 01:17:03+00:00,189.63897803769953,174.94965816037393,160.9287817959132,167.6837573184559,185.64347518989203,188.44397148931583,179.10182382635034,171.4986566662698,174.552121717185,,173.94614487250922,175.78509271371078,167.6167768335001,171.79302943002105,160.7890011005441,163.38031942991998,168.91615242800052,174.36194752968544
18,1989-10-04 01:13:34+00:00,169.9941510664753,170.31594217469532,155.03054867502962,159.5557324951319,182.27088254131365,180.68181173510743,174.62564455503738,177.52349925210012,180.11874726730125,185.16766017480177,174.1017971922466,176.8399150751526,180.45834674327799,173.94511956090153,174.8797946901023,175.71288827180504,183.11378330210093,186.0918481582224
19,1990-01-08 01:10:34+00:00,200.1564025330678,200.10885447102274,183.98873432606544,191.51758314248858,214.56854678139385,208.09235761592294,205.9788896741497,213.64859568727167,213.87678823369993,201.51147100300236,197.9359659182264,202.25862234076695,194.79498295631709,197.4269002269615,195.50450340728145,202.52063995181433,199.04225443054477,208.10467021682376
20,1990-01-24 01:10:07+00:00,216.74469889779118,196.148338669303,186.65891904649337,199.1290660743624,,209.02523169673586,205.8914357108078,209.05610780875566,204.51297677433823,197.6628082698945,195.2638668315475,193.71814120425304,194.97480474732185,197.09294701215984,193.10985031479834,190.39984785061424,195.96024867066618,204.96203898322088
21,1990-03-13 01:08:33+00:00,213.54309477720744,202.5217925523437,188.51841168808693,203.74421393580042,,210.4763469707253,205.7588591046704,215.99856712154494,210.73483704482777,205.85623829740288,202.89300300941593,202.83486747388383,199.87959354670824,192.68097249548222,199.19940272478425,199.73871003031329,201.7894649655994,211.13753291993643
22,1990-04-14 01:08:08+00:00,187.34240604890945,190.0843296676816,170.4161586283637,,193.0653680491449,187.564490734348,178.6886319037188,180.6905406230825,181.40265895580947,,184.35129330006524,,187.3359969306054,185.85749636246737,182.88045133504085,189.86222233890598,194.45698887370068,193.9017230792994
23,1990-04-30 01:08:00+00:00,169.8715795497752,178.28648711115517,156.26978688794307,163.0201495152039,183.52291054449768,180.28767625468728,169.02106704113885,170.93153813788686,168.81273019786136,167.44027544316188,169.85806337951595,168.06788032380223,173.17577328586128,172.89965799714827,171.34490731108932,,169.6845510022575,177.0017704484328
24,1990-05-16 01:08:11+00:00,188.46849684796297,212.04332483145666,190.1308227945921,198.24103403136118,208.8243763561472,191.7424175051127,185.99546058583215,187.09697798429576,189.6612267489559,190.0917907537758,190.7525031224059,189.76643942436425,197.14536689992573,196.29412568354402,195.06979126192826,188.58105011376,190.13137861965293,200.62111994394613
25,1990-06-17 01:08:04+00:00,163.89715758244031,206.0522484805558,194.9042523814206,199.4765893656359,,202.30869505605128,190.13580593333037,186.5533237266271,186.56616700897553,190.07589865433806,188.1270602788162,187.73826429691496,190.59179507848052,188.5053346323975,190.24571883854313,190.97828797464464,197.70401425177218,198.85209180022008
26,1990-07-19 01:07:59+00:00,,209.16128599162252,,,,215.5404234564058,,213.1240729117454,195.2509187901775,201.68432522557842,,197.3647762492228,,208.42842362305166,209.09411025864068,,,207.6982570631483
27,1990-09-21 01:07:42+00:00,187.5390931459452,181.89893783700376,179.1017003776152,,197.99215115071308,182.7500300510976,180.03708727168987,184.85457953364048,187.41116795532417,183.2367903214607,187.69003370341412,188.0655199345368,184.2274802104318,,181.90050481194623,186.47788263536316,187.3157857243949,197.42424058906417
