,dates,nzd0186-0000,nzd0186-0001,nzd0186-0002,nzd0186-0003,nzd0186-0004,nzd0186-0005,nzd0186-0006,nzd0186-0007
0,1999-08-12 21:52:44+00:00,,,,,,,,
1,1999-08-19 21:58:52+00:00,176.1391140731073,142.45219470088887,162.64871315818218,168.435653457391,161.58196791637215,159.43283560085678,169.71412078786113,179.06206284328636
2,1999-09-29 21:52:52+00:00,188.8740423832388,,168.61942073896458,178.22794817931288,186.9770937568581,190.5804680853008,189.97988485754894,206.76038162875255
3,1999-10-15 21:52:49+00:00,174.46404521915983,152.42365504553737,152.17463436774574,153.8653813086307,167.34557631566244,165.44542026238074,173.5212032480602,189.60532135340796
4,1999-10-22 21:58:52+00:00,200.2894807476555,,168.9897291275659,163.78920632062827,172.6709527724158,173.40239478292693,176.25637336665787,182.82851896552785
5,1999-11-16 21:52:44+00:00,182.77926177301086,,158.84002876005397,161.08888113789305,172.155372048498,163.7276661659934,173.44707229613002,191.42257688316084
6,1999-12-09 21:58:57+00:00,184.01820828041184,157.85416352197979,154.91150451592523,160.46541433839894,167.56429815049412,162.69965121228782,167.45698012953244,187.21971813238352
7,2000-02-27 21:58:40+00:00,,,162.9747429504746,167.81289536842664,163.46708327926265,,,
8,2000-03-14 21:58:35+00:00,191.8550587856798,157.33637875105134,,171.50152666549607,166.44276762302502,173.35525970727767,185.30166207919487,192.45520107137727
9,2000-03-30 21:58:33+00:00,191.61672796061833,167.64277664308088,176.4767880438959,177.70404838555746,170.7062403070381,173.16522177387822,182.68932797110014,187.15014039637077
10,2000-05-01 21:58:18+00:00,205.52826089481206,178.50651963042242,172.34447829759551,182.9499175275893,175.39424406093303,178.83351800906274,185.2150861722209,191.28348009238246
11,2000-08-05 21:57:08+00:00,,124.41801016068317,,,,142.46944428302774,,161.7886620272477
12,2000-12-20 21:50:16+00:00,,,,,149.63373876733306,,,
13,2001-01-05 21:50:16+00:00,,,,,,,,
14,2001-01-12 21:56:30+00:00,,136.14741511485636,,,,155.09797302311696,158.40086180368223,
15,2001-05-13 21:49:45+00:00,,,,,,,,
16,2001-06-05 21:55:40+00:00,185.55267938376008,,163.1241135637012,168.4544314735053,160.86369593142052,170.6181912657499,179.16152182815244,188.62671373030793
17,2001-06-21 21:55:29+00:00,192.99854002457596,,164.79954788270143,167.3476972802705,161.44932741383053,176.04924933037066,179.64193766692966,191.26818042216541
18,2001-09-09 21:54:36+00:00,,129.03436702980707,130.00451749789403,137.8796737058897,145.8295837755857,146.3142061848455,156.45483106603672,169.79992180680625
19,2001-09-25 21:54:28+00:00,185.76749310350056,152.72532204653612,159.9188103880711,157.36449705658526,160.86586090776228,160.14306917472416,167.7941355302498,186.47746075264368
20,2001-10-11 21:54:09+00:00,179.94968413451969,,158.89659123879525,160.73544105136634,161.57827739799876,169.38061406705907,178.80609721160695,186.73391509000427
21,2002-01-24 21:48:42+00:00,189.26602936538612,,,176.2480430175978,185.44069564629729,196.3543498927531,194.49581735405835,204.35379867911388
22,2002-01-31 21:54:50+00:00,,,,,,,,
23,2002-02-16 21:54:54+00:00,,,133.30903584549105,,,,,
