dates,nzd0139-0000,nzd0139-0001,nzd0139-0002,nzd0139-0003,nzd0139-0004,nzd0139-0005,nzd0139-0006,nzd0139-0007,nzd0139-0008,nzd0139-0009,nzd0139-0010,nzd0139-0011,nzd0139-0012,nzd0139-0013,nzd0139-0014,nzd0139-0015,nzd0139-0016,nzd0139-0017,nzd0139-0018,nzd0139-0019,nzd0139-0020,nzd0139-0021,nzd0139-0022,nzd0139-0023,nzd0139-0024,nzd0139-0025,nzd0139-0026,nzd0139-0027,nzd0139-0028,nzd0139-0029,nzd0139-0030,nzd0139-0031,satname
1999-07-18 21:58:25+00:00,,358.46,,367.74,368.02,339.33,373.02,374.35,364.16,,,,,367.24,367.05,360.51,364.62,363.37,360.03,359.43,361.14,364.06,362.45,360.15,365.12,361.03,362.56,367.02,364.90,369.74,379.45,360.77,L7
1999-09-20 21:58:32+00:00,379.66,367.75,375.06,377.01,368.19,358.70,373.97,381.76,370.50,371.91,378.37,380.31,384.74,373.38,370.83,367.90,368.74,367.38,367.39,367.53,364.98,370.19,368.52,372.02,376.23,374.05,370.32,376.45,374.91,372.76,389.49,373.41,L7
1999-10-22 21:58:28+00:00,382.28,373.28,377.52,379.68,368.71,364.78,377.18,387.60,378.00,374.08,380.78,383.96,386.96,377.40,372.25,369.40,368.91,368.50,368.45,368.67,365.21,371.50,369.77,372.68,377.85,374.29,373.28,379.53,377.02,374.87,391.65,379.30,L7
1999-12-09 21:58:33+00:00,384.42,374.93,377.88,384.97,376.73,368.40,375.56,384.35,376.82,375.77,378.06,381.58,381.95,375.73,372.36,367.80,368.23,368.89,368.13,367.39,365.16,372.05,371.45,372.40,377.31,374.70,373.42,379.21,376.07,376.13,391.55,373.53,L7
2000-01-10 21:58:28+00:00,385.19,374.93,377.88,384.97,376.73,368.40,375.56,384.35,376.82,375.77,378.06,381.58,381.95,375.73,372.36,367.50,368.23,368.89,368.13,367.39,365.16,372.05,371.45,372.40,377.31,374.70,373.42,379.21,376.07,376.13,391.55,373.53,L7
2000-03-14 21:58:11+00:00,385.65,379.13,376.99,389.58,380.94,376.88,378.30,389.60,381.81,377.63,379.80,382.71,382.52,379.89,375.96,371.44,371.44,372.91,373.30,372.39,369.48,376.94,377.43,378.96,383.01,381.31,380.35,385.46,382.02,378.70,394.82,378.71,L7
2000-09-06 21:56:22+00:00,387.46,375.26,374.32,386.19,384.86,373.27,383.97,395.34,384.13,371.90,371.47,378.13,379.50,376.61,378.54,373.14,370.72,375.02,375.68,373.84,373.33,375.79,379.91,378.48,380.17,383.36,384.80,385.67,389.34,382.89,392.59,376.62,L7
2000-12-11 21:56:00+00:00,,,,,,,,345.95,355.34,357.03,356.76,364.63,368.99,364.95,369.13,362.64,360.41,366.40,368.34,364.03,363.00,364.34,366.04,366.28,369.66,373.26,373.87,375.63,382.14,378.16,388.57,370.11,L7
2001-01-12 21:56:06+00:00,368.97,359.75,355.63,,,,,347.76,357.86,359.87,357.14,364.79,369.22,363.99,367.95,361.75,361.86,366.33,370.02,361.33,362.19,363.81,363.30,365.60,369.29,373.24,375.45,378.58,382.61,377.84,392.17,376.61,L7
2001-06-05 21:55:16+00:00,368.97,362.70,355.63,351.13,345.20,352.29,343.23,336.99,356.43,361.99,358.86,362.68,369.99,364.39,367.42,363.81,364.31,366.97,370.68,359.44,362.83,365.42,361.82,367.45,369.93,373.31,375.35,380.07,381.34,375.08,392.86,377.74,L7
2001-08-24 21:54:24+00:00,362.86,362.72,356.47,359.06,359.51,368.50,360.88,343.77,363.69,368.69,362.67,364.40,374.96,369.01,370.21,368.88,369.93,370.40,372.41,364.34,367.58,372.78,368.29,375.25,374.76,376.67,380.30,382.22,384.95,374.46,387.89,373.84,L7
2001-09-09 21:54:12+00:00,365.59,364.73,354.44,362.32,366.03,372.89,367.34,340.82,368.61,370.77,362.79,364.53,374.96,369.01,370.21,368.88,369.93,370.40,372.41,364.34,367.58,372.78,368.29,375.25,374.76,376.67,380.30,382.91,387.74,378.61,391.05,376.58,L7
2001-10-11 21:53:46+00:00,371.57,366.96,356.03,367.85,373.13,383.38,378.92,347.69,369.84,368.44,363.09,363.49,372.10,369.38,368.25,367.78,369.51,369.22,371.00,366.01,367.72,371.23,367.96,374.67,375.50,378.38,384.22,386.87,390.24,381.16,393.45,379.02,L7
2002-01-31 21:54:26+00:00,371.56,366.30,357.13,373.42,386.46,393.74,390.81,358.43,371.06,368.93,363.10,363.36,369.63,368.81,365.35,365.53,368.60,367.57,370.18,367.73,366.50,370.45,367.43,372.31,374.80,376.00,382.86,385.42,388.02,382.58,393.20,378.26,L7
2002-05-23 21:54:18+00:00,371.52,362.99,360.45,,398.54,,,,358.46,,,,,373.58,372.74,361.56,359.00,366.14,368.22,374.68,367.35,381.31,377.75,371.47,376.92,368.74,372.75,374.94,367.94,373.89,381.15,368.53,L7
2002-08-27 21:53:36+00:00,389.93,385.98,384.70,405.29,408.56,422.22,418.00,366.33,366.48,376.77,378.62,376.91,384.51,376.95,380.89,372.83,370.78,373.75,374.56,372.56,374.56,384.15,382.46,381.45,382.40,378.87,380.25,382.19,373.31,376.49,383.83,365.72,L7
2003-01-18 21:54:06+00:00,385.15,380.22,376.90,397.14,399.20,405.49,400.56,358.22,368.95,377.39,376.62,375.24,381.80,378.68,382.12,378.24,378.15,377.15,378.37,370.37,375.98,378.90,379.06,381.99,380.31,384.49,387.24,386.98,387.36,386.22,399.43,375.48,L7
2003-05-26 21:54:19+00:00,380.38,374.46,369.11,389.00,389.84,388.76,383.12,350.10,371.41,378.01,374.63,373.56,379.09,375.56,372.06,370.44,371.45,371.76,374.12,373.29,367.03,369.38,373.10,370.98,374.35,373.59,380.15,376.94,383.11,378.75,393.15,378.62,L7
2003-07-21 21:42:09+00:00,,,,,,,,,,,,,383.09,378.95,375.47,375.30,377.21,379.78,379.36,379.29,372.53,376.65,378.89,373.94,377.65,380.98,382.44,382.25,387.26,381.70,393.23,381.81,L5
