,dates,nzd0139-0000,nzd0139-0001,nzd0139-0002,nzd0139-0003,nzd0139-0004,nzd0139-0005,nzd0139-0006,nzd0139-0007,nzd0139-0008,nzd0139-0009,nzd0139-0010,nzd0139-0011,nzd0139-0012,nzd0139-0013,nzd0139-0014,nzd0139-0015,nzd0139-0016,nzd0139-0017,nzd0139-0018,nzd0139-0019,nzd0139-0020,nzd0139-0021,nzd0139-0022,nzd0139-0023,nzd0139-0024,nzd0139-0025,nzd0139-0026,nzd0139-0027,nzd0139-0028,nzd0139-0029,nzd0139-0030,nzd0139-0031
0,1999-07-18 21:58:25+00:00,,144.18601797118643,137.5897840811774,148.83930297700925,139.20666099720785,98.19350440284664,127.49609983024102,146.36973020363058,145.6865809753951,150.5407988881029,147.88944047498725,157.37903073409407,160.19111542734294,151.86316461753944,153.3258608912157,149.6833606037653,150.91881513595237,150.8595341678222,148.0736270313664,147.9618370491537,147.7963943812659,152.13844729815156,150.70138404352704,147.24164587716223,150.52006303825286,147.7917849616074,151.8123365067546,153.76752522187388,153.67559674028638,155.31013827397317,165.5917682627573,138.09478851690756
1,1999-09-20 21:58:32+00:00,189.68778311134645,185.3127462712288,184.03840251064176,198.86741626058568,190.4980085417263,205.6995025961544,211.4056094694253,208.8935538359252,189.46595393327016,181.21518577135348,186.32144029751908,186.944303436248,192.3754172107719,187.45845672673823,182.4099482575101,180.263004056128,179.4133285765801,178.42097541598216,182.5076169747752,180.35831170047052,175.81482311911515,182.8721500391473,181.79457608798896,191.47571681689848,193.6414444058784,193.9079365069577,185.63374936004635,193.08040145882867,191.6728466810993,183.76755772686045,208.9509048152329,208.27120004580743
2,1999-10-22 21:58:28+00:00,189.833449833829,189.82157757304915,186.9346329667255,196.5330070219182,192.02178891079384,210.79317175911237,224.508321717496,218.86552322776024,186.55885111843213,181.52266937722908,187.30437428729985,190.0959555185252,193.66735739337832,189.17473610582877,180.2659603682197,175.1182492817756,173.22228587875372,174.84416419289423,175.8214946335177,172.76951605319042,171.67221119998217,179.01324034025163,176.51967431835035,178.20198665936329,183.4768401274669,177.59367998395746,183.70881456416996,189.28028865857647,182.7379478227455,182.5947934979348,197.8221999767041,211.85708810124424
3,1999-12-09 21:58:33+00:00,179.96148218298413,173.6372326769616,170.59581838980682,189.1008443997344,172.31718530946424,151.24771025311443,130.82075957450687,152.5298187077256,161.66321216105368,170.66171251882508,164.75967242292083,170.85489467763847,164.49814302331512,163.84073286203517,165.52192407647024,158.0229146044663,159.90150034833232,163.6494351460549,160.1758587794167,158.83138670185218,158.35095575244247,168.71389277088522,169.1783015224805,164.5835304487563,170.07038869290218,169.53496655996386,167.40254159403722,171.83432575482644,167.10188409496118,172.73590094746535,181.48871162561292,132.76855393854203
4,2000-01-10 21:58:28+00:00,172.1770550254692,,,,,,,,,,,,,,,157.52661367182267,,,,,,,,,,,,,,,,
5,2000-03-14 21:58:11+00:00,180.69852828844543,173.14444956907204,171.89962470525936,188.43884577534584,189.8629424050072,187.87729163526635,200.2814815642272,206.05359638101788,183.3581119868969,180.95522605312897,182.91932496689847,182.33486974633075,182.241311222963,181.5053405789463,179.58453603022528,177.4618454189714,174.71398065696286,177.3811361290308,178.68683233010793,174.91587528550355,174.93659815831404,179.30800540864703,182.19904394146323,184.1049741819016,183.84550116415772,185.75524719087352,187.2649738144229,189.43727081067183,186.3892337734622,178.32155467922644,192.8207416272272,184.76041784942728
6,2000-09-06 21:56:22+00:00,,,,,,,,,,160.35189404715163,155.08954398992822,166.8511834006951,172.0954510791716,167.84627398573457,174.29823925762966,163.2708251445344,163.1970371935243,169.93526488259982,167.56917919352182,165.98186903608678,167.11904356946806,165.6263728950662,171.77648244996846,169.1538019735595,170.90198143897015,177.4717085266772,176.58764362764953,177.19243120366968,188.36989888606104,181.6438393958532,190.85744836388068,173.86919126140265
7,2000-12-11 21:56:00+00:00,,,,,,,,137.39766845899516,148.33666759222675,148.7422468556859,150.83614105202142,155.05597418910122,158.3114724606304,155.4339073210683,158.31959725755294,155.35160857780136,152.17309894826295,157.58080424957626,161.93795394709522,156.26936836689646,152.80246325745125,157.09866234117416,154.64319074157123,157.62739244410997,163.9846489984496,163.10874854046318,163.1343991077261,167.89954123854233,169.011037240541,165.97461498849805,179.55818233974318,159.63074674209324
8,2001-01-12 21:56:06+00:00,149.42517275052057,144.35140895685802,137.61022538373507,,,,,91.22933668976307,133.7450012942614,145.9672343707736,141.4246853043752,151.48841057121766,154.20030438377938,146.60002483377713,149.96885227542674,149.1145054803536,150.9240203388558,151.6094809881157,156.71562186533663,145.378415549083,145.98769532105825,148.10045427187976,143.38800957582544,148.5589766650874,155.53457407294258,159.46081634368284,164.06170938608733,170.076638541668,169.83276396084395,161.62266594144614,179.97628322863144,140.92924290850613
9,2001-06-05 21:55:16+00:00,,154.27587840069828,142.9200331141143,142.76440652249488,143.6074632633793,150.37998420940357,134.06530968872215,108.13053977112274,148.2285880131498,163.4615436798059,158.997070955143,159.88741709582263,173.0769152698649,165.28892413041342,169.29876718801822,167.3112621721493,165.26263943793936,168.88653136607564,167.5985863082505,156.65009805182711,167.0861465960734,167.1730581928529,166.6987057780572,172.09405336880013,168.46897514039395,175.4022482351445,173.55784971238015,177.16230432508095,179.71799435011286,173.71040665138085,191.2434546787492,169.21767985011084
