,dates,usa_CA_0230-0000,usa_CA_0230-0001,usa_CA_0230-0002,usa_CA_0230-0003,usa_CA_0230-0004,usa_CA_0230-0005,usa_CA_0230-0006,usa_CA_0230-0007,usa_CA_0230-0008,usa_CA_0230-0009,usa_CA_0230-0010
0,1984-05-18 18:13:47+00:00,191.0214814209319,190.51519420319642,197.4793172373847,200.5214345641332,198.58328842046024,204.83673002917897,214.58760072638847,207.46636017131277,210.52792382524365,207.0833285614131,201.0758062481801
1,1984-06-03 18:14:10+00:00,197.70910210414576,200.5191830553906,183.87468103045205,175.17675400365215,178.22725388743447,197.24560512009046,205.3465634213189,190.2208065046204,204.59583546635872,203.000410824968,213.35807130228363
2,1984-06-10 18:20:05+00:00,190.20424517763274,190.0889910159403,161.99291665459157,168.51672148951354,170.43564369677281,190.86793827232202,192.29866805927395,183.7699834503447,199.64952415497802,192.16368097589856,197.32960714005657
3,1984-06-26 18:20:42+00:00,186.2624805608245,194.27688341595538,177.80203294390833,181.41052140067976,180.03690742000367,191.63868196768001,207.76408067423756,200.30629985354142,197.37845917932057,189.53573729218544,198.28212187471482
4,1984-09-07 18:16:09+00:00,209.0077094087373,212.6987837176484,208.30329000171085,197.81982753142825,199.33264724098504,194.94790042521433,204.2176424362949,201.4081631600987,202.72632440318915,197.9601571649014,193.8852730677146
5,1984-09-23 18:16:11+00:00,192.4755780731762,197.8630985037207,188.97513210309438,180.59410892672847,183.40571004924044,188.20103632363737,192.17761303216855,196.02219099037993,188.7892541112081,183.27467412925938,186.80356183606932
6,1984-10-25 18:16:05+00:00,157.98210353578082,184.82325294031364,161.69105585448153,163.93096486569317,171.05628498608294,175.55143629584592,174.86151812522166,175.5226656149639,186.08640134129735,185.90779246295742,186.29825855487712
7,1984-11-17 18:22:07+00:00,,,126.51357929403824,137.76356835870587,159.10880485138637,189.92002490695933,179.18807743500258,189.5830132689654,190.84503272256924,191.7979189524516,197.7871604782764
8,1984-12-19 18:21:59+00:00,,,,,,,,,,,
9,1985-04-19 18:16:20+00:00,170.72480934046683,168.7202441186001,177.23097608909404,184.31192758309945,180.536945756994,183.77943164911952,190.64957396822686,197.02648841346775,199.5375490066728,191.1311757626676,185.37519495054295
