,dates,nzd0029-0000,nzd0029-0001,nzd0029-0002,nzd0029-0003,nzd0029-0004,nzd0029-0005,nzd0029-0006,nzd0029-0007,nzd0029-0008,nzd0029-0009,nzd0029-0010,nzd0029-0011,nzd0029-0012,nzd0029-0013,nzd0029-0014,nzd0029-0015,nzd0029-0016,nzd0029-0017,nzd0029-0018,nzd0029-0019,nzd0029-0020,nzd0029-0021,nzd0029-0022,nzd0029-0023,nzd0029-0024,nzd0029-0025,nzd0029-0026,nzd0029-0027,nzd0029-0028,nzd0029-0029,nzd0029-0030,nzd0029-0031,nzd0029-0032,nzd0029-0033,nzd0029-0034,nzd0029-0035,nzd0029-0036,nzd0029-0037,nzd0029-0038,nzd0029-0039,nzd0029-0040,nzd0029-0041,nzd0029-0042,nzd0029-0043,nzd0029-0044,nzd0029-0045,nzd0029-0046,nzd0029-0047,nzd0029-0048,nzd0029-0049,nzd0029-0050,nzd0029-0051,nzd0029-0052,nzd0029-0053,nzd0029-0054,nzd0029-0055,nzd0029-0056,nzd0029-0057,nzd0029-0058,nzd0029-0059,nzd0029-0060,nzd0029-0061,nzd0029-0062,nzd0029-0063,nzd0029-0064,nzd0029-0065,nzd0029-0066,nzd0029-0067,nzd0029-0068,nzd0029-0069,nzd0029-0070,nzd0029-0071,nzd0029-0072,nzd0029-0073,nzd0029-0074,nzd0029-0075,nzd0029-0076,nzd0029-0077,nzd0029-0078,nzd0029-0079,nzd0029-0080,nzd0029-0081,nzd0029-0082,nzd0029-0083,nzd0029-0084,nzd0029-0085,nzd0029-0086,nzd0029-0087,nzd0029-0088,nzd0029-0089,nzd0029-0090,nzd0029-0091,nzd0029-0092,nzd0029-0093,nzd0029-0094,nzd0029-0095,nzd0029-0096,nzd0029-0097,nzd0029-0098,nzd0029-0099,nzd0029-0100,nzd0029-0101,nzd0029-0102,nzd0029-0103,nzd0029-0104,nzd0029-0105,nzd0029-0106,nzd0029-0107,nzd0029-0108,nzd0029-0109,nzd0029-0110,nzd0029-0111,nzd0029-0112,nzd0029-0113,nzd0029-0114,nzd0029-0115,nzd0029-0116,nzd0029-0117,nzd0029-0118,nzd0029-0119,nzd0029-0120,nzd0029-0121,nzd0029-0122,nzd0029-0123,nzd0029-0124,nzd0029-0125,nzd0029-0126,nzd0029-0127,nzd0029-0128,nzd0029-0129,nzd0029-0130,nzd0029-0131,nzd0029-0132,nzd0029-0133,nzd0029-0134,nzd0029-0135,nzd0029-0136,nzd0029-0137,nzd0029-0138,nzd0029-0139,nzd0029-0140,nzd0029-0141,nzd0029-0142,nzd0029-0143,nzd0029-0144,nzd0029-0145,nzd0029-0146,nzd0029-0147,nzd0029-0148,nzd0029-0149,nzd0029-0150,nzd0029-0151,nzd0029-0152,nzd0029-0153,nzd0029-0154,nzd0029-0155,nzd0029-0156,nzd0029-0157,nzd0029-0158,nzd0029-0159,nzd0029-0160,nzd0029-0161,nzd0029-0162,nzd0029-0163,nzd0029-0164,nzd0029-0165,nzd0029-0166,nzd0029-0167,nzd0029-0168,nzd0029-0169,nzd0029-0170,nzd0029-0171,nzd0029-0172,nzd0029-0173,nzd0029-0174,nzd0029-0175,nzd0029-0176,nzd0029-0177,nzd0029-0178
0,1999-10-04 22:10:38+00:00,,,,,,,,,,,,,,242.65400338919102,,,,,,,,,,,243.6025742905713,,,,,239.167225978249,232.90405173613362,232.65876862586774,,,,,,,,258.3298748971159,,,,,,,,252.5711604829047,267.0865585729577,,,,,,,,,,,259.0722226733802,254.17457206960296,263.0562482589201,242.7434303923622,,,253.42641608578077,,,,,,,,234.4184990925053,,,,,,280.3062491844022,,,275.430425275137,,,,,247.2956850140299,,,239.96883365029433,,,,238.55620395543968,,,,226.6521531058574,210.1480134718372,211.57439455933263,,248.85397350277336,265.9327761175804,257.8179378658272,238.6036794326173,243.27074686072635,266.60798388563217,265.9990745727597,,,,,,,,,311.4371023553606,,,,,,297.68363119796527,,269.242631326433,249.67552362222548,,259.3263491203065,273.1287858988446,247.6514356446878,265.0716485652101,293.8632795774255,273.6136370134702,,,,,269.85312627149426,266.62933301895123,245.78818583339637,,,279.61135996337447,285.9120669815493,285.76262334100136,,317.9388320029334,303.1279114834133,316.58699315546755,308.58542191566016,311.4168636960178,303.3510006442944,295.1908042837039,,,351.56290132686814,,,,,,,,,,,,,337.5101842895439,348.216866362347,,,343.67752953686573,332.6697726915768,,335.46504060254784,355.7140553668357,
1,2000-02-09 22:10:19+00:00,270.64337407795796,,,,,,189.9066221585912,199.98748564252475,,,,,,,,,,,,,,,,,,,,,,254.9810084615796,253.38617848081358,261.3454889247886,,,,,,,,270.21981725223975,,,,,,,,272.8823057446005,288.18979273156776,279.7318330773879,,,,,,,,,,272.7336768040273,260.099029040391,270.0741489119327,267.02342600689843,,,258.4209594976616,,,,,,,,263.511151245559,,,,,,288.4725753516973,,,293.5695293279458,,,,,257.35339325492043,,,242.7744496756334,,,,241.9825677208243,,,,232.1566328626962,211.93715615906072,221.79415814550435,,251.89456035379237,269.3684927963531,273.46477272805714,261.3062304804945,259.0879664307655,274.940125161872,267.4546745182639,,,,,,,,,,,,,312.87215962946215,299.71374405174066,,,292.2356403634776,262.7650986802603,,263.43000030937907,261.2067293191412,,279.2505524135845,,287.60714583541994,271.7569614278995,,,245.96964724379785,,255.05064126776733,271.109521636391,,,,277.4386034443392,,295.5388264901651,,311.51152686660316,307.26582648476597,316.1230369564492,310.31410668224424,305.5030990358732,305.65626037517353,,315.7656406043255,,,325.4297525794513,342.1240986904256,342.6508706811126,,,,,,,,,,356.32075152543945,,345.6168588290003,345.4320926987539,338.06796801541435,357.2485129186128,353.375466682013,356.9859707063482,
2,2000-04-29 22:09:53+00:00,274.6720090712826,283.8321890637834,252.70161157402444,222.40703226315367,194.9290994753479,,183.84119615755696,197.2187140104043,204.6415904787047,212.06115755337072,,229.14467546316726,232.89743133238278,240.271639039743,265.5884330669747,,,,,275.396494511379,277.5667984783094,277.48518555768027,271.5152836402347,263.5664912228228,255.88624756167252,259.02601866069216,265.55406853067603,,263.77900110507227,,,,273.95801815789133,276.31109584392516,264.67043454048536,274.90567320012616,287.4798712252586,282.99905990652,289.3822295547796,277.2437942220619,263.42831433556756,267.6793295803474,270.5009364315051,,294.5040153348444,286.65077911011014,276.6339000901548,266.5642483309794,280.5800661778017,280.72475836148266,283.15913646018197,286.42455578802094,,317.7317554712565,318.44508238995417,,,,299.6887062432163,,,,280.17901230078417,286.0838586445288,288.17392169412534,,,,,,,,,264.207096147987,280.1303543400931,286.7054498840577,293.9085424954778,283.03453571935205,,,314.53835310938604,315.135443314733,,319.141623004094,324.52780585171985,311.52683616479004,,290.8573694843043,264.1735525679252,265.5278458448238,270.89202958517535,267.63545464499106,257.97862041888806,259.44202004354884,,261.5466719676875,262.95095858294906,268.4921130559316,,,,274.37555112896655,,,,,269.67069493869656,287.4912513277912,290.2786620605618,,,,,,,,319.09836311577544,309.699284806982,313.5050075261197,,,315.14848545218354,,304.4747120014357,303.18975705184994,291.8500545796459,,278.06352791559425,,,279.32132047414024,,303.01721316588265,291.6435258708786,,286.4214016653099,274.53147283895237,,270.2378090316879,,,280.5216808654649,292.2675125911078,294.76234561927185,,304.78063185738876,,320.15615145362284,,330.9023788507908,329.7424865431661,331.3684252985398,325.6284057812629,319.69896528502403,326.60034601766733,,350.546575487816,351.6793144233878,339.0852831879277,338.99926768909694,341.34063702365034,,341.42305029474466,340.6597980473429,337.8906534061003,331.79514207900513,337.06477032566,338.3199588453789,342.0968144476039,346.2336117447225,352.87555160785683,360.5086903376031,337.103290497486,315.43840742759363,328.1245702513941,335.455539084443,340.9214852867556,350.9728322208549,349.7638681375327
3,2000-05-15 22:09:42+00:00,275.86850744835374,279.27752297804847,240.6999258885342,205.09943357551535,178.45922057904158,,172.2087802743385,181.56552297977802,187.52249594271885,193.23133300237055,,220.1795960830393,216.42693943202448,233.13512541661862,285.7622194168086,,,,,256.9706456212988,258.1923664495659,252.54621339034065,247.49774158645943,234.34243726451064,223.7416889754225,232.07094404587036,235.884455130603,232.71949923955705,235.41472672799443,,,,243.8112320641044,249.08442245788814,247.11592220077284,250.54380011137374,258.16017536955457,260.42492053555196,259.42096338634445,253.09291997350266,239.15401224034028,247.6467050353919,249.2953100122075,,262.4544070554022,267.0801464126165,262.04511048526945,257.0759497426962,261.96420120545514,257.844550000713,257.6892185790532,257.60475789816456,265.4720500145031,291.5376103246859,288.7375585441154,,,,305.78725099161625,,,268.52894055870394,261.5579381701439,261.0839463884241,260.9640192413025,239.87581298439994,233.15794419160568,248.0983958031731,,,,,,273.5063947900013,295.8196500271248,300.6468665234068,265.6116130399129,260.9911309172114,277.5570762254266,281.662108456153,285.6784440954722,288.20059742306785,290.3323459724021,293.3108912662864,291.3634264795947,285.89992550447926,268.3962025482206,258.12163300413664,239.53248068138709,235.87008564076197,241.84823716005332,240.05325439402134,223.3003952053809,226.37596087399558,236.3305004307254,234.92717110563615,233.89401116424463,238.88220071577948,234.35975825798585,219.8898818769388,224.5724582904788,251.64189174824492,253.43085687014414,266.4576529261253,274.90077007700677,262.7108232990993,263.73024675945715,274.7431793934695,283.78190338764097,,,,,,,,299.55403625450776,293.1879213996558,291.75284550878365,,,,312.3895266334764,292.12234937600715,280.18602067343164,263.2259211727824,259.947052617869,259.4078363485055,252.76141610339,,263.2034966570872,273.9271190423539,,261.19677763719886,258.7489040097023,270.49836180982606,251.52802699405248,241.31082851635134,249.81636909789756,262.9740616448421,,273.1218569739068,276.7553836346174,276.7092383452309,282.79003879975375,286.82752761832666,,,,301.9472123066827,297.68789049932684,302.0547353961621,303.181313946281,296.1258038847542,300.42158380503724,313.57132912114747,316.05293332797305,322.93413811822813,313.2499865010674,313.7865158631668,,,314.9117042154145,312.64945663982246,315.96779985005264,311.6408205203707,314.10650838991563,308.6447726828213,311.83643906137667,317.9572498020075,320.25028213224783,336.1469548795378,318.92149062558667,299.62433786941756,300.78674884896066,318.6678734514627,325.1211407131771,339.90828920187664,337.9176429283157
4,2000-09-04 22:08:22+00:00,243.11229025644042,,,,,125.15471786561524,,,,,,,,,,,,,,,,194.6735236494769,210.5937451865327,196.72369119316815,175.45969153964694,186.74899561740008,266.98566860708286,,,,,,,,,,,,,,,,,,,,,,216.33984647189558,223.45599848227056,242.59382131082714,258.5812901972794,265.43004998255924,261.69067856830253,,250.17332119756017,236.78856587457258,226.94307511196797,229.3567511429042,219.01529021722084,219.7868545775528,227.3821623754893,232.048536506273,232.4278859425041,248.56855492928958,233.3472317949148,238.5011382651187,246.443261074928,245.32098705670333,,223.55810469228234,227.94514716130718,231.15833802052074,220.8594779631823,232.37398083804013,242.31954138141126,245.49396369622872,233.79764416583825,249.84322375880652,,,,,,250.8222061291341,247.49073110032543,248.5328593426234,242.65484987273248,217.5524311217569,211.17723380159268,214.6344147734667,210.46788477837245,208.5796905633517,202.34554320349298,206.38410429358717,202.95783241763309,194.58436326102228,189.47186834515028,194.3429326259578,179.34495181182342,179.56828704610007,197.57353228325422,208.47278058811776,222.76191880736073,,225.83142015697553,237.8806156613945,259.69034930079215,266.847205666322,234.66430893172816,237.8332637031277,,269.45118284384165,262.00688155653734,261.6996174764565,261.23156253602497,256.77098724789545,241.7228463001115,,,,,,,247.46949609323528,239.67442197051807,224.3218552662606,224.39066624370508,,223.2771423002245,220.1725074908738,235.6789340195187,237.77354601696936,,225.97274149684858,225.12696805724343,217.29442484287554,218.8384575910722,221.75050503176152,225.21290930252619,221.71086274609138,234.54003743203722,,,,,247.92634978317884,251.8764177020722,268.8129054455224,281.20267959019276,293.0947344798904,291.33661601775594,293.5701379269762,279.8992967925515,284.72091279141983,283.18475993781067,290.74220545627225,281.9819073127575,282.85377654921047,284.57919410670075,295.1412714565424,304.2268921516993,299.0474713099442,,301.95238153563395,306.90924768362174,302.34366319639827,278.81724086510263,,290.53454912392186,305.5984529826864,323.4940983981558,312.4660397347061,295.3358070381264,284.7168805491354,,,,
5,2000-09-20 22:08:03+00:00,260.3129674876216,,,,,111.69525933749443,,,,,,183.40211820813255,181.23132433846445,,207.94024365010017,196.5105550162628,203.69530787270088,,211.490780422953,,230.42990181648264,220.77203426098478,225.31887808304725,211.84637395968696,201.00019314322137,209.686403379831,211.9137937783637,215.43822752740394,213.6593635359989,232.16321460820592,229.3422835667771,223.91399052735548,218.8498798846468,,,223.23309481459884,233.4138875960805,,236.05296386712672,235.56448006127945,221.57937966377884,227.62878868652896,217.83998514586483,226.6597631970099,230.2777286968688,228.76335887593598,,232.35056046415949,239.802792116812,246.75384101206572,256.0040414275838,262.85992852909493,278.19835665990956,288.267316870531,286.0196852604466,285.75076902454896,268.61718871306493,245.15536805490254,228.6313477624534,221.51243311138865,217.6413247551397,231.40472657475019,233.07905970544854,242.7908267134457,254.15235645356606,248.60297465309685,253.7463327799257,264.9303797254995,273.63785575405217,267.8298475830979,258.60475507078763,235.158688255217,239.43951819055292,228.36163047011397,230.14226327809882,251.40100035489507,249.97899394300157,240.44374281709062,251.30772115840497,259.2324535637315,255.65626029806026,265.0060716821844,264.3747333657382,249.55881316032182,251.58528730359012,253.8332804867781,260.47828305415146,250.46523550469053,228.81263449971632,221.104150829494,223.97233424601703,220.3080873049147,218.64935074570153,211.57736520916038,211.38395035186807,210.9485588093134,198.25396033166035,204.33086001144056,211.96857336639582,171.55272752545545,171.94508099789354,180.52401580656277,196.6855190966045,220.5727060890046,,235.7972621097291,250.23311223250946,,275.00507807304973,249.18051860968362,248.30826155550199,262.13723205390744,275.3776694990492,273.1346046873387,271.67632852998975,271.1684131028427,257.4392313683791,261.56210976766135,,274.9631469203321,290.46117777947916,,284.58958503053947,,,,186.88384096733458,192.42204576003797,185.33996674130444,208.74539024818952,206.6922286042789,232.252763967802,229.4677301066659,,235.03096674105592,242.32166707280547,,236.25275614423006,,245.6278902610854,245.48773633160454,240.80849134544465,,,,,,,,,,,,,,313.3563851830468,326.94934637936655,313.7186453012071,316.68460910424636,316.18276336035314,319.7718856151892,,320.7363475497002,,313.2932006381768,351.6896487256292,,315.4686147259635,327.25039429199273,331.9790906176742,332.92855985463103,350.99252284003285,330.1356092068706,326.5913144144761,324.2830558565292,340.32148412959594,,,
6,2001-01-26 22:08:07+00:00,253.10871428794715,,,,180.6488191828246,,,176.92951603361035,,,,,,,,,,,209.65873575062326,,222.7941815642587,224.597063794627,216.0448956081935,212.66028801172627,211.2073329972952,222.32155758574902,224.78803402563904,226.0909293364317,223.52749893675082,233.65948167463236,245.02435403476375,240.8874053944191,234.42265124717218,,,239.18455020556425,249.56806658273752,,248.54853184343102,246.01258313702624,226.9683353308904,233.24456797644058,229.52077262179924,241.39075969058075,243.06604771910892,235.34495606254094,,241.5307166521552,254.97628760420196,257.9176419902697,255.32638976106384,262.0148733554594,267.0991932597721,,,,265.57957098742537,257.12851397158505,247.01854286414223,243.73903317594718,233.9103747202854,241.33512768121338,247.11846601407277,250.47841810391222,259.91876883092806,246.00974696933997,255.57056167871244,267.7587612635503,271.3148265253539,253.40218996876314,246.73662336665174,239.5353169924216,252.87842878019097,239.42597840282357,247.10436355819942,251.6790377761363,255.66013480076404,252.8536549655218,268.26005057620074,276.4328309341703,267.272371446253,273.9373601645059,274.1106624316949,267.91760216696383,271.72596755045396,266.40617524253224,255.9080677932866,241.61677802733433,228.7394653393936,221.7964307880949,,219.52567456326543,212.61040030133873,205.9139383114514,227.89968284334165,219.42377930842466,221.24018253879652,214.36309053100805,210.88707540594996,185.30843980538077,191.6971054798963,209.942067602985,224.21925095271723,247.8092381813619,,251.70486425589044,261.55266366811304,276.1466839425967,278.76268396341453,,265.0978102664226,267.14636396977517,281.10242378850637,279.3535818759417,283.84477993217985,,284.46053198674224,274.9800932499444,295.27682672055835,309.65833362787885,304.1303199835786,,294.67748923156137,,283.64278464522783,272.2357418532852,236.5425236715671,242.92345358033342,,233.8032957393662,245.3849684267873,268.4151653297311,259.0108242548359,263.5576378056885,245.31248092433393,257.5670937077111,,238.70365209868737,,248.85051631175864,252.86271707001282,263.12465657688557,260.61270705599975,270.88415717885977,271.9772807590992,,278.79570143741876,293.0764469898949,299.0973054957727,285.4211159648269,,300.7533207960806,297.57992218422424,,,,,,,305.94038941078924,319.52438311736375,,332.95558000935904,335.69704421747383,342.1018183288123,346.9833917331263,332.24374976388305,336.39140068626523,327.03388838138375,330.9673359977544,343.3528087033448,355.5576055716177,340.3837408723692,321.82683705102596,325.25376027126515,334.3443149223939,343.87183500155686,,
7,2001-06-03 22:07:16+00:00,264.136459153072,260.94853083130545,223.95386974149457,210.9771865288753,192.05565202005585,,175.42378065570557,,188.97203094321696,189.55664052730415,,194.66537090921207,203.79593343184214,200.1988820846032,216.15420825983955,205.61402704815967,213.57536700733488,214.3488108752395,222.15306597621796,236.87634430976095,238.57180148850168,220.75229150180812,226.01323798768652,216.79026212862223,207.85008859209472,218.21958129785085,215.59895832975835,,,227.33087000614609,231.70479403163793,226.08607634436228,,282.4596239431443,270.86619493719866,,286.5891706343825,287.08181256514416,279.41777119521356,272.3613955338291,267.47701498151326,226.10712426584743,223.67442371372266,,233.9743533092537,235.83774685567764,267.8865943172155,244.40527986964454,241.3247672103581,248.2387526181936,246.24500301548673,251.74270149077094,265.40041663037687,284.3735861613055,319.35908473994044,310.42807113144795,300.00959968363225,271.87175319808534,269.41180351291536,240.39953373524253,,,,,,244.00372774378243,276.6729941723048,273.44778331084007,313.4485767133693,280.8285830113775,280.9796034913538,231.20955539526153,264.9507086894289,229.59751636452137,233.3235818134459,258.41158668855365,,,,,,,,265.0919723769012,265.54786816541866,251.60687081477295,267.93658204030163,283.30898542072504,,240.52058583327224,228.7041620510858,220.45263627540584,,240.93125827096725,261.82761779668965,250.1145590466616,216.97707250573757,214.01763907313696,242.1947455158799,205.13672537855015,228.06159118596847,215.40452556166758,229.81104417918152,238.2125044568529,256.3788739488177,242.7157014472787,249.6714347900027,,292.1397814334838,279.4021562254656,,299.1675339344272,287.8191160200478,293.03509877103863,299.32969453329025,298.2063501910464,262.1339131226692,,,,299.4803264168817,329.3976397374397,,316.8890034472698,280.6397380397232,261.45835686865104,273.374381964805,254.181739609472,213.0725172914427,227.50850838036388,230.19657257970843,256.30175840459714,252.0011042265562,259.34521981734355,245.68540463580493,248.22120395753052,231.77998073007853,226.33247170923056,,250.61593415482386,237.70276513659746,247.40538413127132,253.95883850882907,248.31814352057967,259.71524488603353,285.3636547863351,295.95599420839807,293.5281683062947,294.416620922067,,309.6331924089011,308.2343783994601,291.57583914455995,286.7600387155165,,312.6464230609049,,325.25095724877895,311.85011446486305,298.6946646050935,311.32189147130237,,325.9681032066441,326.6347205484802,342.7678150540687,,,,322.49059685868605,324.866093695824,,358.11389160038834,,,333.69909325946026,314.7922371147941,333.35498448408856,342.8535562580253,351.7876749972634
8,2002-06-22 22:06:03+00:00,,,214.43448576090861,197.12228538341705,,,193.52857674138917,,189.40692572576276,181.34533820554498,169.23053186046963,,167.32143845635485,188.38947669944636,221.05176161614514,,212.50583073341613,208.00233703141672,217.37382699299354,221.53044000340645,226.33737136249803,231.7993348144953,227.63727459994504,219.90343004809338,212.15579563135947,,181.31391163890046,187.57391268625025,,,,,,,227.83755172503163,,255.2995605082707,258.6711667359443,252.99169488563192,244.30482717966166,229.43543654056828,230.12704983414372,226.19626100065648,240.82195462494934,237.68857484490727,216.2553377110182,234.03052748246378,241.19450171470208,248.75269362644562,250.4114315195838,245.62310086368464,258.386840619671,273.4262860633603,284.3650392231263,283.1156295756685,283.35502308918956,272.76940683027755,258.0666264616192,241.70225940670394,227.85716135740358,219.66498059434915,180.1986113435977,,,,223.3675135387566,243.31340719784203,274.3103091857986,275.9266943782696,251.70909386349499,244.79537267133327,241.41975113265465,231.26121358544205,233.80048984523836,235.04231024553502,237.70037068717357,248.3940505400287,242.75149353799637,265.87946124603076,,,,,275.6601591465968,273.77725238196126,272.4365797563731,250.82337756875359,244.88421468003054,222.90544726005118,220.6614170493866,229.35979502653893,219.73378958764738,209.78327976095824,214.70923820119583,230.3844083167081,237.4264888799185,235.55956526391032,230.42040989984713,222.41119059371317,214.96946370700508,210.7055304836323,237.50591653230245,,251.06627051161303,253.44217065441848,246.4134366130881,251.54035897573985,,272.4215411964302,253.29304856842492,274.68992462986535,280.79232342430396,286.26081876340766,287.9411171782515,,,,,,297.70638978815447,292.4536274382655,,299.6763692063938,,,,237.09311928163845,219.7305964746834,210.10430244507677,225.00292153547895,223.67870320348436,229.77997406083546,238.54221217015865,,236.16681257589954,230.8269279790865,225.27698754977243,216.5187340438518,,245.17568549101063,,241.0158136169801,249.2258446470498,,245.5910626358534,242.40744699750985,259.29890934618953,254.604869828291,261.8507440255503,262.95237435833496,257.8819137389817,272.30563001227074,272.3477948871578,264.6735832762292,266.43165941078286,,,278.27943270713104,271.29027344224187,291.62273833316186,302.3399023306637,,313.2555333987371,325.60135284227937,333.29424378382555,,,,340.2235431394474,293.7731731074294,274.3408115200933,,287.926402961204,305.5161139644103,334.28015197956523,352.9901015971537,359.50465500751415,360.7484309255089,367.6866512164772
9,2002-08-09 22:05:46+00:00,,,,,,173.60613965085506,,171.0950316593551,,176.733924457812,,,,,,,,225.68004780714185,232.7323346428634,230.56697603851663,230.34890555426037,233.31150406365006,227.64774452434713,221.90103947267582,215.47184191510078,225.6702539971824,225.92719424082588,225.78100248485856,226.69314555687734,237.0883362050635,242.64451969648553,240.04738973958968,241.13984271226758,233.75299257018793,239.0329779532781,246.39422839496072,255.0575460859733,251.96871056690867,250.20668738239777,250.87946627991764,232.19001288336725,241.4535836645111,239.6442250484994,250.4632867316873,258.17264237252004,254.03296149295878,254.19978189438294,249.70063205655256,263.27286909928694,261.1058086452163,260.79787041077776,265.60291902835166,278.4674105708886,276.03129488811373,289.3367532427336,,293.0701040893197,,,,,,,,,,,279.54660175842184,276.6137575617885,258.3754261349642,249.02399057228027,247.18860188601056,248.6938605105508,227.86616359091838,226.54260470633005,251.7753996924859,254.11862862234906,258.44484032953596,,255.31609713346234,237.9375723437845,250.24803106824996,263.88221816724774,268.66985453769814,281.0095450426733,279.24171868636097,272.692518567941,252.92397945124947,228.6153569235555,221.89584195395057,237.33484845747307,239.84615219329118,227.07965997079808,226.40702282444926,232.3536262077742,229.77017869181935,,220.73429487520204,217.69435570200648,205.79665746494703,209.83512757038415,224.94683520172373,237.43057627910133,256.95664163747387,258.7266891391641,249.00827968073372,245.56278003336053,265.1393340768834,266.9357022547699,,254.38652129825763,275.1904396576299,285.6085537451141,293.6587930708919,292.27360884644276,292.7153989723345,266.1376820131666,,281.64493155742196,303.280337778823,303.0542709132007,308.13213288031267,294.8032967622722,284.6410415716434,273.6223325539241,,244.94591400310765,242.73308213071576,,222.35111455660441,227.07968220563194,238.51768830734795,241.52716154789033,242.7260504686083,233.93245502678462,236.55362900009303,237.4901192066326,221.3917754371544,239.3282511709127,234.57865728849356,242.88480803918188,246.5664085605301,235.70293295250386,,250.34374034758957,251.5230677967675,250.04419912081235,253.70746045649884,,264.83864401650266,263.5920612834306,266.40990136841174,262.8159730080626,275.9326070149617,273.8699277844221,273.75904947629596,294.39538510017235,290.2500722908987,282.1365823890507,313.633990133011,319.7082895398155,,319.83571571432003,333.140299520645,346.11791473086475,350.9666448112051,334.90359388639035,323.64300228844115,,286.3681775907956,288.25746826711094,,284.57936419400545,,,,,,
