,dates,mex0294-0000,mex0294-0001,mex0294-0002,mex0294-0003,mex0294-0004,mex0294-0005,mex0294-0006,mex0294-0007,mex0294-0008,mex0294-0009,mex0294-0010,mex0294-0011,mex0294-0012,mex0294-0013,mex0294-0014,mex0294-0015,mex0294-0016,mex0294-0017,mex0294-0018,mex0294-0019,mex0294-0020,mex0294-0021,mex0294-0022,mex0294-0023,mex0294-0024,mex0294-0025
0,1985-09-24 16:53:54+00:00,194.6142390565873,200.1740978625749,,206.79810927460466,217.08651118529986,217.28898289775185,213.17656728557446,212.49174996967105,205.6310654795502,213.1032001869903,210.36204210593894,211.89113229003664,195.47315707073327,198.70412466086955,199.2405647700004,196.27664960209918,195.72548378967295,196.43886707597522,198.82414581993953,195.96208527172607,200.7839582567677,200.9440579669423,208.16092580920517,210.70883753902982,208.85780565617736,208.3432371299414
1,1986-03-19 16:50:19+00:00,230.6704928820261,232.6664021603892,246.96838691853188,237.0296142519629,215.9057019821314,210.17950600847516,208.87078511646604,211.08381043804974,218.62023430938743,225.32465065848336,225.03904570365347,225.5693518861604,224.78237130756713,221.09143654455033,206.65387753923832,199.22889108315,196.2061962557421,195.67610048306688,206.45768570204703,205.05956512943368,204.5463498259447,205.60990245849132,209.97345155384497,210.384343945733,203.33358651710319,197.14320354013122
2,1986-04-04 16:50:23+00:00,231.4409064280819,232.01228746094048,242.87142438921683,245.9581441332414,227.539127211913,215.35380552258843,220.261272204864,,,228.33308087845515,231.805820362162,227.06522224282455,227.84813380542082,226.66508829392848,225.01188680306015,215.83192871316913,212.45226122429466,213.29335943954544,220.0955775919408,211.66015447351657,208.5963179684379,212.14244150716405,212.12956424882756,210.38591835259535,205.1078086796417,210.3596840719095
3,1986-04-20 16:49:38+00:00,230.72485897813576,224.02665538914093,235.00596438106282,229.4801506292303,219.95226098742307,214.3786093324937,212.10999520062109,209.25169033809385,218.07255255455644,223.35246139534146,225.08178544366987,220.81868126658304,219.65982431304377,218.9969766296339,213.28591824127696,214.17707683573786,207.03700515062843,204.5490850440915,207.00768040954455,203.3106823440701,198.3694536348115,197.90748992674173,199.23556381057867,198.46640639526953,188.19704068303204,193.77698856570598
4,1987-09-14 16:51:10+00:00,187.1210165921262,188.6802587641527,196.6836517758247,200.55315827052556,202.93227106910635,213.34918913493578,214.5255717925518,207.55744649067594,214.40681053020708,215.09907589604032,210.9531873201248,209.6684780360805,210.9789134795231,200.15468450305633,197.04341098752818,195.1582554909589,197.57939523883857,193.11305785039394,192.2540138293651,186.80699161930406,188.9497786912066,187.50369163687935,192.75573349631304,204.68534056635133,198.43717833249104,200.3132269229978
5,1990-02-10 16:45:58+00:00,212.39087370381054,205.4859519932709,209.89071089662963,209.63999777118818,209.43236140305936,214.62818006887596,217.56798651910546,211.3364407661672,210.5598963961295,221.24995067014567,219.42724199945187,216.76732622448873,213.6402260583289,203.30451091713164,200.94607343344737,197.1397861644777,196.10368122556076,199.60086975810353,202.96926860763642,206.75346028781132,212.40690911499453,217.60430018931433,217.08907478706047,216.60623808861413,215.0434342780708,219.30354190210176
6,1990-03-14 16:44:54+00:00,192.6324877456375,198.03737801959267,204.31018842152187,198.15861663991637,199.73959881797526,198.979127963166,204.2028477319454,207.46232726539208,205.4935704763806,210.7093894752694,210.35614503237065,210.82614151107268,198.7159875915999,197.10681618659135,190.76671325762894,188.07569387794203,185.49529007815187,191.4764657060249,203.078958483712,200.9813463844964,194.82710323691876,205.8619660516538,206.70779828277918,205.84817533381513,203.0284868212412,204.73388362747008
7,1990-04-15 16:44:33+00:00,217.38530860806222,213.27656434389874,213.84821663414277,213.55033967086135,217.5720369222914,213.18948488510267,211.9348000191377,209.33892798847515,212.2123010470292,214.53218804408462,222.49275000812125,219.00601210912112,219.5436407181826,212.6992873249331,207.670498686031,204.43415280716766,205.73922804596296,204.56219371864364,213.1974809207468,204.57811316876968,205.82415374402933,203.844255074548,209.950635876927,212.50596528588252,206.91569151784236,208.77545298763164
8,1992-06-07 16:48:12+00:00,228.0764619368179,230.29738520123615,221.29423392215077,224.7271218768815,225.02226156720397,217.7631643618499,215.54457561856708,214.6734982098264,219.7103027407625,220.92916472010035,222.90247049520823,220.7473698312149,224.3912230726837,218.73674341900434,219.23707035362554,217.4930032182413,216.87524081209588,216.9136073670368,220.5428819598802,212.21158269321288,210.1407746777832,211.9221085455523,214.51839293634455,216.02155791784656,215.16785229748334,217.8187283793142
9,1993-01-17 16:45:59+00:00,200.5615037975094,199.03173104358993,205.60814630783,201.56841860173463,198.32552070608523,205.64548509919135,202.58450104748889,199.7727592629783,203.2041259140624,213.45893053048096,207.51033136986024,208.74348207511528,208.8357797278653,210.33400556124158,193.49500149196442,195.11581398509546,191.46213918194866,197.3613471090678,206.45749301396972,205.98523426764135,208.22475850299833,212.8871957037649,214.6311811436212,214.67423551497288,213.20833867595022,208.1086039312206
