dates,satname,nzd0556-0000,nzd0556-0001,nzd0556-0002,nzd0556-0003,nzd0556-0004,nzd0556-0005,nzd0556-0006,nzd0556-0007,nzd0556-0008,nzd0556-0009,nzd0556-0010,nzd0556-0011,nzd0556-0012,nzd0556-0013
1999-07-16 22:13:35+00:00,L7,612.99,612.47,637.66,492.02,,,,,,356.06,,,,
1999-11-05 22:13:40+00:00,L7,281.42,292.49,287.65,281.23,272.67,269.63,263.27,252.32,244.21,253.32,275.86,298.46,311.53,312.74
1999-12-07 22:13:41+00:00,L7,318.03,326.70,318.35,304.83,300.50,306.53,307.31,292.00,291.11,284.05,297.62,324.08,335.21,350.27
2000-01-24 22:13:35+00:00,L7,326.21,343.47,341.84,327.65,297.89,289.44,303.93,288.83,280.20,282.56,289.19,313.53,343.03,355.82
2000-05-31 22:12:42+00:00,L7,,125.90,220.32,280.78,278.78,270.51,258.79,262.23,264.88,268.07,277.39,285.25,311.15,326.49
2000-09-04 22:11:34+00:00,L7,288.57,292.89,288.51,285.09,278.66,263.87,263.31,253.81,239.46,253.12,260.97,269.96,288.83,300.74
2000-09-20 22:11:14+00:00,L7,277.31,283.74,276.49,266.03,268.93,264.98,256.76,252.67,238.22,250.49,261.83,271.50,291.99,302.73
2000-10-06 22:11:11+00:00,L7,271.20,281.45,273.30,273.51,269.58,253.46,249.65,247.30,241.07,251.88,257.56,289.66,297.35,300.14
2001-02-11 22:11:12+00:00,L7,342.69,341.44,341.71,327.40,319.04,308.74,290.55,276.15,264.28,260.76,281.22,302.18,307.87,318.12
2001-02-27 22:11:06+00:00,L7,362.20,357.13,349.79,343.85,332.56,313.44,305.28,288.47,282.31,278.34,298.09,314.18,336.77,345.80
2001-04-16 22:10:54+00:00,L7,306.37,307.80,299.03,296.81,287.51,279.93,268.17,264.84,257.67,265.97,280.33,296.44,307.99,312.78
2001-07-05 22:10:09+00:00,L7,,,,218.86,,323.37,310.96,288.04,289.44,274.98,288.37,323.62,335.51,339.60
2002-05-21 22:09:29+00:00,L7,,,,,,,,,,,,,294.87,293.81
2002-06-22 22:09:15+00:00,L7,,,238.07,233.19,265.19,264.48,266.60,264.11,255.40,267.18,279.23,293.76,,
2002-07-08 22:09:12+00:00,L7,,,,217.05,,277.39,278.99,278.23,268.73,273.29,285.75,302.29,314.48,303.46
2002-09-10 22:08:43+00:00,L7,325.46,313.45,304.52,288.99,283.93,305.98,304.85,291.27,285.73,272.67,308.03,342.81,341.84,346.96
2002-11-29 22:09:01+00:00,L7,305.80,302.67,286.95,285.48,283.74,283.77,274.21,264.09,259.20,269.13,280.26,296.96,311.89,320.94
2003-03-21 22:09:27+00:00,L7,359.65,357.52,365.19,359.82,351.67,344.78,332.44,308.82,309.05,301.40,316.28,345.77,362.08,373.42
2003-05-24 22:09:28+00:00,L7,,124.76,241.79,288.00,289.76,287.72,277.14,269.50,271.90,279.84,287.48,301.49,313.67,313.12
2003-08-13 21:51:32+00:00,L5,,,,,,,,,,,,,,
2003-09-30 21:52:18+00:00,L5,,,,,,,,,,,,,,
2003-10-07 21:58:35+00:00,L5,304.22,305.21,304.41,299.29,292.33,275.49,268.50,255.25,250.77,258.26,274.26,299.82,316.25,317.42
2003-10-15 22:08:58+00:00,L7,300.54,297.72,294.88,291.56,283.68,273.68,265.31,254.82,250.23,256.40,,309.51,320.40,317.70
2003-11-17 21:53:20+00:00,L5,,,,284.31,273.97,264.24,257.30,254.72,250.18,260.51,273.07,,,
2003-12-26 21:59:30+00:00,L5,346.38,328.67,328.66,333.17,326.35,318.95,298.39,283.59,286.41,281.48,277.75,309.38,330.21,333.12
2004-01-27 21:59:38+00:00,L5,,,,,,,,,,,,,338.29,354.22
2004-03-31 21:59:59+00:00,L5,291.54,291.41,291.84,280.07,271.16,256.74,255.88,248.12,239.63,255.84,271.54,291.61,313.89,325.02
2004-04-25 21:54:59+00:00,L5,117.13,302.35,301.69,297.85,289.11,,,,,,,,,
2004-05-02 22:00:57+00:00,L5,121.94,287.54,294.51,287.55,280.80,275.49,271.77,261.14,266.87,266.87,277.40,303.81,313.60,326.25
2004-05-18 22:01:26+00:00,L5,,109.02,293.03,330.29,332.25,329.93,325.91,309.88,297.48,285.31,295.83,334.51,356.63,362.95
2004-05-26 22:09:57+00:00,L7,,122.99,260.39,297.72,294.48,289.95,,,263.13,272.69,284.38,306.20,322.63,335.37
2004-06-11 22:09:50+00:00,L7,,,,,,,,,240.90,257.26,275.03,282.31,301.69,311.16
2004-06-12 21:56:23+00:00,L5,,,,,,,,,,,,302.81,319.21,325.03
2004-07-05 22:02:51+00:00,L5,325.72,319.87,315.03,361.55,,,,,,392.37,,527.71,,
2004-07-30 21:57:39+00:00,L5,,,,,,,298.39,291.15,283.57,273.80,285.88,308.67,332.14,
2004-09-23 22:04:50+00:00,L5,258.97,269.05,266.29,267.64,261.14,254.10,247.08,244.90,233.67,252.11,263.50,283.17,300.76,299.48
2004-10-18 21:59:35+00:00,L5,304.72,262.38,144.56,,,,,,,,300.07,315.59,325.62,334.86
2005-01-13 22:06:52+00:00,L5,409.23,388.21,393.09,377.62,,314.34,318.50,302.58,277.12,274.06,279.94,302.35,312.10,323.14
2005-02-14 22:07:21+00:00,L5,308.98,291.04,315.80,315.94,323.24,311.73,304.32,298.63,293.46,287.80,276.35,292.50,310.95,324.29
